ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,source
ORCL,SHORT,0.5526960019810735,5.59894471809196,9.0,6.9594,149.68,167.64,113.76,95.8,2.0,5,fresh
AMAT,LONG,0.5693873020145624,5.267711940065063,8.0,6.3606,357.06,314.21,442.75,485.6,2.0,5,fresh
WFC,SHORT,0.5418869816414754,5.4437411867466,7.0,6.0662,77.6,86.91,58.98,49.66,2.0,5,fresh
U,SHORT,0.32303408480411067,2.301297064416108,9.0,4.9808,18.39,20.6,13.98,11.77,2.0,5,fresh
HPQ,SHORT,0.17944898274991733,0.23960098213976452,8.0,3.3438,18.27,19.75,15.3,13.82,2.0,5,fresh
RDDT,SHORT,0.1627621724248775,0.0,7.0,2.8,139.85,156.63,106.29,89.5,2.0,5,fresh
