ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
SHAZ,LONG,0.676516373854376,6.765163738543761,7.63,6.7916,poor_rr (1.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",none,5.6,NEUTRAL,unknown,,,100.0,55.0,16.06,36.17,2211.0,1411.0,0.638,3340.0,48.0,234.0,6.9,1.098,2.41,0.39,1.0,1.4,1.43,1.0,False,consolidation_break,3.0,False,86.17,75.83,100.0,1.34,1,1.0,99.0,0.000722,0.0,852013.1917542362,0.0,1128.5,0,0,0.0,0.0,4,4,2,2,4,4,2,2,4,4,4,4,4,4,4,4,1e-06,0.0,0.002037,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-06-17,2026-06-17,False,
CHDN,LONG,0.6508020881400902,6.508020881400903,4.01,5.897,price_validation_failed,"not_extended, room_to_target, support_ema_confluence","confirmation_volume, momentum_aligned, trend_aligned",7.2,NEUTRAL,support_ema_confluence,,,105.0,75.0,19.48,14.66,19581.0,41425.0,2.116,58602.0,0.0,2404.0,46.0,0.354,0.0,0.95,0.86,1.6,0.41,0.18,False,default,2.5,False,,,,,1,0.7,99.0,0.000226,0.0,796980.991566859,0.0,2616.666667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.9e-05,0.0,0.148015,0.0,0.0,0.0,1.0,0.6508020881400902,0.6508020881400902,n/a,2026-06-17,2026-06-17,False,
EXE,LONG,0.6237591113081022,6.237591113081022,1.66,4.5768,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.8,NEUTRAL,unknown,,,120.0,80.0,37.82,8.12,84607.0,118477.0,1.4,91812.0,0.0,111272.0,0.0,0.266,0.0,0.25,1.0,0.0,0.19,0.23,False,default,2.5,False,,,,,4,1.0,99.0,0.000389,0.0,347250.91243368207,0.0,28.20529,0,0,0.213793,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.5e-05,0.0,0.374862,0.0,0.0,0.0,1.0,0.6237591113081022,0.6237591113081022,n/a,2026-06-17,2026-06-17,False,
CXW,LONG,0.5211087428844388,5.211087428844388,7.71,5.9785,poor_rr (0.5:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.3,NEUTRAL,trend_continuation,,,30.0,20.0,6.48,29.02,105694.0,9250.0,0.088,73200.0,1854.0,39890.0,98.6,0.54,3.0,0.27,1.0,1.4,1.62,0.42,False,sustained_trend,5.0,False,28.17,24.79,30.0,0.54,1,1.0,99.0,0.00115,0.0,11068.99102138538,0.0,3.313478,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.903551,0.0,0.0,0.0,1.0,0.5211087428844388,0.5211087428844388,n/a,2026-06-17,2026-06-17,False,
FRMI,LONG,0.5137321061000265,5.137321061000265,7.53,6.0477,poor_rr (1.4:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.1,POSITIVE,trend_continuation,2502438.89,8.53,10.0,5.0,17.16,41.42,493724.0,177586.0,0.36,324472.0,130508.0,216330.0,50.3,1.481,2.11,0.5,1.0,1.4,1.52,1.0,False,sustained_trend,5.0,False,8.53,7.51,10.0,1.43,1,1.0,99.0,0.000157,0.0,405517.4654082045,0.0,3.365435,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.063504,0.0,0.0,0.0,1.0,0.5137321061000265,0.5137321061000265,n/a,2026-06-17,2026-06-17,False,
COPX,LONG,0.5119131992512014,5.119131992512013,5.51,5.4526,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.2,POSITIVE,ema_pullback,5685541.93,87.23,100.0,75.0,14.61,14.04,262200.0,85180.0,0.325,172222.0,511.0,174647.0,34.8,0.455,1.59,0.83,0.38,1.2,1.3,0.21,False,default,2.5,False,,,,,4,0.7,99.0,0.005311,0.001675,0.002084310943218537,2.0670053640987517e-18,17.610215,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.120091,0.278753,0.0,0.0,1.0,0.5119131992512014,0.5119131992512014,n/a,2026-06-17,2026-06-17,False,13.220019
FROG,LONG,0.5065163738543761,5.065163738543761,6.25,5.8476,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,7.2,NEUTRAL,ema_pullback,,,105.0,57.5,28.61,29.57,46051.0,13581.0,0.295,40556.0,0.0,19076.0,35.4,0.607,2.48,0.64,0.46,1.2,1.31,0.16,False,default,2.5,False,,,,,3,1.0,99.0,0.000352,5.3e-05,3.7076771418033356e-05,2.139344541351803e-12,5.599338,0,1,0.0,0.475217,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.80762,0.699359,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-17,2026-06-17,False,11.450382
IOT,LONG,0.48878856396048476,4.887885639604848,2.91,4.7769,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.3,NEUTRAL,ema_pullback,,,50.0,20.0,56.91,37.24,90809.0,61557.0,0.678,102706.0,9470.0,40190.0,53.9,0.621,0.0,0.81,0.55,1.2,0.35,0.0,False,default,2.5,False,,,,,2,1.0,99.0,6.5e-05,0.0,0.07979293575309544,0.0,51.2247,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.261775,0.0,0.0,0.0,1.0,0.48878856396048476,0.48878856396048476,n/a,2026-06-17,2026-06-17,False,
QXO,LONG,0.42873896498169073,4.287389649816907,4.55,4.4287,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.6,POSITIVE,ema_pullback,3246207.3,16.67,35.0,15.0,110.21,9.91,329823.0,172678.0,0.524,127864.0,75433.0,299204.0,81.8,0.607,0.0,0.94,1.0,1.2,1.09,0.32,False,default,2.5,False,,,,,2,0.7,3.66731436131526e-24,0.000114,3e-05,2.863784910717871e-21,780.8943080872924,2.033877,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.569652,0.299094,0.0,0.0,1.0,0.42873896498169073,0.42873896498169073,n/a,2026-06-17,2026-06-17,False,1.856342
DY,LONG,0.42365260052418763,4.236526005241876,5.79,5.3553,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",7.5,NEUTRAL,trend_continuation,,,660.0,410.0,43.12,11.09,7799.0,3793.0,0.486,8806.0,0.0,2786.0,49.9,0.471,1.6,0.98,1.0,1.4,0.55,0.27,False,default,2.5,False,,,,,1,0.7,99.0,5.3e-05,0.0,5.781181124050457e-19,0.0,9.571429,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.798449,0.0,0.0,0.0,1.0,0.42365260052418763,0.42365260052418763,n/a,2026-06-17,2026-06-17,False,
CCL,LONG,0.4180749969872205,4.180749969872205,5.8,4.9304,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.5,POSITIVE,ema_pullback,15458041.25,30.13,35.0,25.0,16.24,16.97,595604.0,685810.0,1.151,629454.0,30496.0,621464.0,49.5,0.491,1.92,0.35,0.67,1.2,1.5,0.17,False,default,2.5,False,,,,,1,0.7,99.0,0.000208,0.0,2.5799008089289664e-12,0.0,4.059441,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.354816,0.0,0.0,0.0,1.0,0.4180749969872205,0.4180749969872205,n/a,2026-06-17,2026-06-17,False,
ALAB,LONG,0.3894407356109317,3.894407356109317,6.19,4.1042,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",1.5,POSITIVE,trend_continuation,203622.36,377.68,380.0,80.0,0.28,78.89,154738.0,121618.0,0.786,112836.0,28517.0,135003.0,78.3,1.036,2.65,0.7,0.05,1.4,1.35,0.04,False,sustained_trend,5.0,False,,,,,4,1.0,0.013732362987650761,2.5e-05,8e-06,1256.2208094728567,274436.5577728795,45.714286,3,0,0.561776,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.778476,0.316712,0.0,0.0,1.0,0.3894407356109317,0.3894407356109317,n/a,2026-06-17,2026-06-17,False,2.763636
