ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
TER,LONG,0.4346358201845405,4.346358201845405,0.0,2.6078,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,9,1.0,99.0,8.1e-05,9.1e-05,0.36780846075968726,5.901337307993369e-17,4.446463,5.467143,3,1,0.0,0.202662,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.117106,0.510797,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
BURL,LONG,0.39312560397677804,3.9312560397677805,2.31,3.9386,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.4,NEUTRAL,ema_pullback,,,480.0,305.0,42.17,9.66,6535.0,24329.0,3.723,10987.0,15731.0,4146.0,68.8,0.457,2,1.0,99.0,4.5e-05,0.0,18274.542417546985,0.0,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.106936,0.0,0.0,0.0,False,0.0,0.38,0.27,1.2,0.15,0.32,False,default,2.5,False,1.0,0.39312560397677804,0.39312560397677804,n/a,2026-08-18,2026-08-18,,,,
AXTI,LONG,0.38715450483230446,3.8715450483230445,7.34,5.4178,poor_rr (1.1:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.4,NEGATIVE,flag_breakout,-153181.14,,100.0,45.0,12.98,49.16,159264.0,113210.0,0.711,124446.0,35215.0,112813.0,6.7,1.246,5,1.0,4.282272302891813,0.000482,8.7e-05,0.0001300936662392914,0.00012151835010719829,7.165034,1.199161,1,0,0.258543,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.132846,0.206201,0.0,0.0,False,1.99,0.3,1.0,1.6,1.45,1.0,False,default,2.5,False,1.0,0.38715450483230446,0.38715450483230446,n/a,2026-08-18,2026-08-18,88.51,77.89,100.0,1.08
CRCL,LONG,0.3857090583757128,3.857090583757128,5.0,4.6085,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.9,POSITIVE,retest_and_confirm,7003697.8,73.97,80.0,65.0,8.47,11.86,464638.0,332497.0,0.716,207174.0,210097.0,379864.0,26.1,0.782,4,1.0,99.0,0.000129,0.0,0.6894340303548336,0.0,2.526018,,3,0,0.473826,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.691588,0.0,0.0,0.0,False,0.0,0.54,1.0,1.4,1.48,0.59,False,default,2.5,False,1.0,0.3857090583757128,0.3857090583757128,n/a,2026-08-18,2026-08-18,,,,
XLI,LONG,0.3795158263139131,3.795158263139131,5.1,4.9276,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,7.5,NEGATIVE,trend_continuation,-297811.28,,195.0,170.0,5.56,7.97,152762.0,434342.0,2.843,54623.0,250194.0,282287.0,21.0,0.17,1,0.7,99.0,6e-05,0.0,1.7773844809315764,0.0,4.647305,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.397079,0.0,0.0,0.0,False,1.65,0.92,0.32,1.4,0.23,0.58,False,sustained_trend,5.0,False,1.0,0.3795158263139131,0.3795158263139131,n/a,2026-08-18,2026-08-18,,,,
STX,LONG,0.3767537514754944,3.767537514754944,6.8,4.9038,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.9,POSITIVE,trend_continuation,5415460.27,931.82,1200.0,500.0,28.94,46.28,113161.0,162694.0,1.438,64647.0,62174.0,149034.0,26.7,0.736,10,1.0,99.0,1.9e-05,2e-06,2934.321263801081,1.8681149725273968e-08,15.853113,5.472222,1,0,0.000485,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.169739,0.046979,0.0,0.0,False,1.64,0.83,1.0,1.4,1.39,0.55,False,sustained_trend,5.0,False,1.0,0.3767537514754944,0.3767537514754944,n/a,2026-08-18,2026-08-18,,,,
COST,LONG,0.37008842895226596,3.7008842895226595,6.45,4.4854,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,3.5,POSITIVE,support_ema_confluence,40852974.23,963.75,1000.0,900.0,3.7,6.67,157637.0,196216.0,1.245,157553.0,77734.0,118566.0,20.5,0.207,5,1.0,99.0,1.2e-05,0.0,0.2634902983842474,0.0,2.845185,,2,0,0.04091,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415256,0.0,0.0,0.0,False,1.55,0.7,0.44,1.6,1.88,0.29,False,default,2.5,False,1.0,0.37008842895226596,0.37008842895226596,n/a,2026-08-18,2026-08-18,,,,
CORZ,LONG,0.3671175745742603,3.671175745742603,2.13,3.4346,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.8,POSITIVE,unknown,2669513.11,19.38,30.0,19.0,54.8,1.96,1165529.0,549994.0,0.472,388402.0,667487.0,659634.0,0.0,0.677,1,1.0,99.0,0.000176,0.0,86144.02131800955,0.0,298.507463,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.013224,0.0,0.0,0.0,False,0.0,0.59,1.0,0.0,0.26,0.28,False,default,2.5,False,1.0,0.3671175745742603,0.3671175745742603,n/a,2026-08-18,2026-08-18,,,,
DASH,LONG,0.3544060130351307,3.544060130351307,7.18,5.306,poor_rr (0.7:1),"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,6.9,NEUTRAL,trend_continuation,,,240.0,145.0,8.89,34.21,129428.0,73442.0,0.567,34695.0,55082.0,113093.0,11.9,0.39,3,1.0,7.674593625933212e-05,2.1e-05,3e-06,0.00014395718425471658,3.751525911893784,82.778846,,0,1,0.000147,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.281856,0.626534,0.0,0.0,False,2.3,0.61,0.0,1.4,1.89,0.99,False,sustained_trend,5.0,False,1.0,0.3544060130351307,0.3544060130351307,n/a,2026-08-18,2026-08-18,220.4,193.95,240.0,0.74
MOD,LONG,0.3537730430922637,3.537730430922637,5.23,4.4979,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,5.8,NEUTRAL,trend_continuation,,,300.0,160.0,45.05,22.64,25106.0,13103.0,0.522,22385.0,6161.0,9663.0,13.7,0.656,1,1.0,99.0,5.3e-05,0.0,1.4350132339074663e-16,0.0,5.641026,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.596226,0.0,0.0,0.0,False,0.0,0.93,1.0,1.4,1.45,0.46,False,default,2.5,False,1.0,0.3537730430922637,0.3537730430922637,n/a,2026-08-18,2026-08-18,,,,
