ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
COPX,LONG,0.5531830405210427,5.531830405210427,2.01,5.0689,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",8.5,NEGATIVE,unknown,-970460.01,76.17,100.0,75.0,31.25,1.56,255533.0,72590.0,0.284,146417.0,92720.0,88986.0,41.7,0.468,0.0,0.15,1.0,0.0,0.08,0.78,False,default,2.5,False,5,1.0,99.0,0.008103,0.001675,8.30478421565039e-12,1.0981108538392624e-26,14.239937,13.220019,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.120091,0.278753,0.0,0.0,1.0,0.5531830405210427,0.5531830405210427,n/a,2026-06-24,2026-06-24,False,,,,
WMB,LONG,0.5220719294099316,5.220719294099316,6.09,5.8374,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",confirmation_volume,7.0,POSITIVE,unknown,20437752.9,75.25,80.0,68.0,6.31,9.63,231361.0,114026.0,0.493,67147.0,83206.0,195034.0,43.8,0.263,1.75,0.78,0.23,1.4,1.75,0.17,False,sustained_trend,5.0,False,2,1.0,99.0,1.5e-05,0.0,1281.541570712681,0.0,2.897069,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.233091,0.0,0.0,0.0,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-06-24,2026-06-24,False,,,,
CRSR,LONG,0.5122949488887557,5.122949488887557,5.84,5.3535,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,5.2,NEUTRAL,retest_and_confirm,,,10.0,5.0,13.64,43.18,42811.0,16428.0,0.384,27957.0,18537.0,12745.0,75.0,0.871,1.59,0.99,1.0,1.4,0.85,0.0,False,default,2.5,False,1,1.0,99.0,0.000279,0.0,1.0327874030871952e-27,0.0,1305.0,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.48898,0.0,0.0,0.0,1.0,0.5122949488887557,0.5122949488887557,n/a,2026-06-24,2026-06-24,False,,,,
GDS,LONG,0.5065163738543761,5.065163738543761,2.16,4.8806,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",8.5,NEUTRAL,unknown,,,36.0,13.0,14.5,58.65,61548.0,10591.0,0.172,17144.0,29518.0,25477.0,44.1,0.607,0.0,0.43,1.0,0.0,0.73,0.0,False,default,2.5,False,1,1.0,99.0,0.00016,0.0,4.371280809255623e-14,0.0,17.365011,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.100916,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-24,2026-06-24,False,,,,
ZBRA,LONG,0.5065163738543761,5.065163738543761,6.07,5.7736,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,7.1,NEUTRAL,retest_and_confirm,,,300.0,230.0,21.18,7.1,1580.0,1298.0,0.822,659.0,1086.0,1133.0,63.5,0.488,1.54,0.83,0.49,1.4,1.79,0.02,False,sustained_trend,5.0,False,1,1.0,99.0,0.000243,0.0,2.795887726448672e-47,0.0,83.647059,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.541826,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-24,2026-06-24,False,,,,
CLS,LONG,0.5032369258862701,5.032369258862701,4.81,5.1392,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,5.9,NEUTRAL,ema_pullback,,,450.0,300.0,21.29,19.14,52988.0,46509.0,0.878,39545.0,19726.0,40226.0,71.1,0.83,0.0,0.85,1.0,1.2,1.04,0.72,False,default,2.5,False,2,0.7,99.0,0.000149,0.0,2799193.8076003254,0.0,26.222571,,0,0,0.471433,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6.3e-05,0.0,0.454992,0.0,0.0,0.0,1.0,0.5032369258862701,0.5032369258862701,n/a,2026-06-24,2026-06-24,False,,,,
JETS,LONG,0.4597916288414014,4.597916288414014,7.88,5.623,"wall_proximity (1.5%, 0.5 ATR to call wall)","confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.8,NEUTRAL,flag_breakout,,,33.0,26.0,1.54,20.0,51735.0,137315.0,2.654,51233.0,73704.0,64113.0,55.7,0.378,2.32,0.38,1.0,1.6,1.98,0.6,False,sustained_trend,5.0,False,1,1.0,99.0,0.000944,0.0,5.877070823056673e-44,0.0,1.66299,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.407533,0.0,0.0,0.0,1.0,0.4597916288414014,0.4597916288414014,n/a,2026-06-24,2026-06-24,False,,,,
QUBT,LONG,0.43857157929683865,4.385715792968386,4.15,4.3579,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",4.6,POSITIVE,trend_continuation,440992.64,10.06,12.0,10.0,19.11,0.74,276400.0,179144.0,0.648,185614.0,80785.0,189145.0,71.2,1.033,0.0,0.85,1.0,1.4,0.49,0.4,False,default,2.5,False,3,1.0,99.0,0.000836,0.000279,1.838922128536485e-22,4.4124741190810507e-26,63.91704,174.820513,0,0,0.353233,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.069842,0.006823,0.0,0.0,1.0,0.43857157929683865,0.43857157929683865,n/a,2026-06-24,2026-06-24,False,,,,
ROST,LONG,0.39807044021501864,3.9807044021501863,5.12,4.6264,price_validation_failed,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.5,NEUTRAL,retest_and_confirm,,,240.0,210.0,4.13,8.89,13165.0,22593.0,1.716,16503.0,8517.0,10738.0,40.0,0.263,1.56,0.95,0.61,1.4,0.53,0.07,False,default,2.5,False,1,1.0,99.0,9e-06,0.0,9.124411853848846e-35,0.0,364.705882,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.211949,0.0,0.0,0.0,1.0,0.39807044021501864,0.39807044021501864,n/a,2026-06-24,2026-06-24,False,,,,
NEM,LONG,0.39806942309288224,3.9806942309288225,3.13,4.5093,price_validation_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.9,NEGATIVE,pullback_to_support,-8969019.12,94.31,110.0,90.0,16.58,4.62,310174.0,209328.0,0.675,136284.0,123908.0,259310.0,56.1,0.486,0.0,0.28,1.0,1.4,0.14,0.31,False,default,2.5,False,5,1.0,0.08464548607467232,3.6e-05,1.2e-05,6.857763003375808e-12,1.215262027793079e-10,2.804518,1.737761,1,1,0.0,0.208665,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.1331,0.333703,0.0,0.0,1.0,0.39806942309288224,0.39806942309288224,n/a,2026-06-24,2026-06-24,False,,,,
