ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
PWR,LONG,0.5385740512787154,5.385740512787153,5.7,5.4229,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.1,NEUTRAL,unknown,,,700.0,540.0,6.39,17.93,16219.0,20260.0,1.249,16302.0,6364.0,13813.0,83.7,0.504,0.0,0.84,1.0,1.2,1.66,1.0,False,consolidation_break,3.0,False,11,1.0,0.1297195560070312,5.3e-05,1.8e-05,2991.247116493859,61491.56860269085,62.667521,6.570157,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.481537,0.206138,0.0,0.0,1.0,0.5385740512787154,0.5385740512787154,n/a,2026-07-30,2026-07-30,False
XPO,LONG,0.5220719294099316,5.220719294099316,4.31,4.8834,price_validation_failed,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned",4.9,NEUTRAL,pullback_to_support,,,220.0,155.0,10.41,22.21,5960.0,12742.0,2.138,9243.0,3119.0,6340.0,15.9,0.415,0.0,0.55,0.88,1.4,0.48,1.0,False,default,2.5,False,2,1.0,99.0,2.7e-05,0.0,7.2557084764245775e-31,0.0,1170.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.034367,0.0,0.0,0.0,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-07-30,2026-07-30,False
TLN,LONG,0.5103732859490206,5.103732859490206,3.93,4.7309,price_validation_failed,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned",5.0,NEUTRAL,pullback_to_support,,,370.0,330.0,11.26,0.76,53049.0,40577.0,0.765,25545.0,12658.0,55423.0,99.4,0.684,0.0,0.44,0.99,1.4,0.57,0.52,False,default,2.5,False,1,1.0,99.0,0.000116,0.0,893493.3883849719,0.0,16.322581,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.2e-05,0.0,0.361122,0.0,0.0,0.0,1.0,0.5103732859490206,0.5103732859490206,n/a,2026-07-30,2026-07-30,False
TRMB,LONG,0.5065163738543761,5.065163738543761,6.24,5.3846,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.9,NEUTRAL,trend_continuation,,,60.0,50.0,5.15,12.37,12054.0,9557.0,0.793,2625.0,7764.0,11222.0,99.4,0.521,1.78,0.38,1.0,1.4,1.46,0.22,False,default,2.5,False,1,1.0,99.0,9e-05,0.0,147.11392662279405,0.0,100.06,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.291968,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-30,2026-07-30,False
GDS,LONG,0.5065163738543761,5.065163738543761,5.39,5.3496,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.0,NEUTRAL,ema_pullback,,,35.0,25.0,9.48,21.8,76399.0,35431.0,0.464,5099.0,47981.0,58750.0,97.2,0.773,0.0,0.97,1.0,1.2,1.73,0.49,False,default,2.5,False,1,1.0,99.0,0.000173,0.0,9.036979136620942e-58,0.0,17.365011,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.100916,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-30,2026-07-30,False
CHDN,LONG,0.4808020881400903,4.808020881400903,4.61,5.227,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,7.2,NEUTRAL,pullback_to_support,,,90.0,75.0,8.84,9.3,7627.0,32475.0,4.258,6425.0,32084.0,1593.0,56.8,0.381,0.0,0.59,1.0,1.4,0.62,1.0,False,default,2.5,False,1,0.7,99.0,0.000229,0.0,8.753205351979984e-47,0.0,2616.666667,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.148015,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-07-30,2026-07-30,False
SOXS,LONG,0.47886135415909364,4.788613541590936,3.16,4.3823,price_validation_failed,"confirmation_volume, not_extended, trend_continuation","momentum_aligned, room_to_target, trend_aligned",5.2,NEUTRAL,trend_continuation,,,80.0,45.0,48.37,16.54,55645.0,41494.0,0.746,84069.0,6895.0,6175.0,78.2,1.671,0.0,0.7,0.06,1.4,0.56,0.44,False,default,2.5,False,2,1.0,99.0,0.000679,0.0,108717.91512224212,0.0,1.680098,,2,0,0.076927,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5.5e-05,0.0,0.489352,0.0,0.0,0.0,1.0,0.47886135415909364,0.47886135415909364,n/a,2026-07-30,2026-07-30,False
EPD,LONG,0.45656540333155393,4.565654033315539,5.21,5.5058,price_validation_failed,"confirmation_volume, not_extended, trend_aligned, trend_continuation","momentum_aligned, room_to_target",8.3,NEUTRAL,trend_continuation,,,42.0,35.0,10.18,8.18,189189.0,40581.0,0.214,25274.0,84443.0,120053.0,38.1,0.176,1.81,0.99,0.0,1.4,0.26,0.76,False,sustained_trend,5.0,False,1,0.7,99.0,7e-06,0.0,4.755119430733306e-65,0.0,2.992174,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.320906,0.0,0.0,0.0,1.0,0.45656540333155393,0.45656540333155393,n/a,2026-07-30,2026-07-30,False
NOK,LONG,0.44130140044851723,4.413014004485173,2.69,4.0735,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",5.3,POSITIVE,unknown,6617662.72,9.09,15.0,8.0,65.02,11.99,2768211.0,947896.0,0.342,887715.0,811754.0,2016638.0,64.7,0.678,0.0,0.21,1.0,0.0,1.09,0.39,False,default,2.5,False,8,1.0,99.0,0.00012,1.1e-05,7424.914691933568,0.0009379261380111237,7.283799,1.332458,0,0,0.602158,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.293267,0.266689,0.0,0.0,1.0,0.44130140044851723,0.44130140044851723,n/a,2026-07-30,2026-07-30,False
CI,LONG,0.4342703203690524,4.342703203690524,0.0,2.6056,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,1e-05,1e-05,53938.48304107552,3.966142594366729e-12,737.15,12.392857,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.160002,0.520414,0.0,0.0,,,,,,,False
