ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
SEZL,LONG,0.6214576413521622,6.2145764135216215,6.64,6.4993,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,7.0,NEUTRAL,trend_continuation,,,175.0,75.0,11.84,52.07,24218.0,20237.0,0.836,23306.0,3624.0,17525.0,51.7,0.777,2.87,0.43,0.14,1.4,1.41,0.4,False,sustained_trend,5.0,False,1,1.0,99.0,0.000164,0.0,669324.0721868275,0.0,11.439024,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6.2e-05,0.0,0.511386,0.0,0.0,0.0,1.0,0.6214576413521622,0.6214576413521622,n/a,2026-06-22,2026-06-22,False,,,,,
WMB,LONG,0.5284152536500425,5.284152536500425,5.4,5.5621,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,6.5,POSITIVE,support_ema_confluence,27226749.44,,80.0,65.0,6.74,13.28,221399.0,61920.0,0.28,56282.0,35863.0,191174.0,40.9,0.261,0.0,0.6,1.0,1.6,1.71,0.49,False,consolidation_break,3.0,False,2,1.0,99.0,1.5e-05,0.0,180020.73192962797,0.0,2.897069,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.233091,0.0,0.0,0.0,1.0,0.5284152536500425,0.5284152536500425,n/a,2026-06-22,2026-06-22,False,,,,,
AS,LONG,0.5220719294099316,5.220719294099316,0.0,3.1324,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,4.133757492005254e-15,5.7e-05,6.2e-05,3.207557425308558e-35,7.759423312838308e-21,43.572464,0,0,0.0,1e-06,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459276,0.299877,0.0,0.0,,,,,,,False,31.451358,,,,
ALKS,LONG,0.5065163738543761,5.065163738543761,7.87,6.3736,poor_rr (1.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.4,NEUTRAL,trend_continuation,,,50.0,35.0,8.65,23.95,8274.0,4129.0,0.499,2753.0,5173.0,4477.0,17.5,0.44,2.68,0.56,1.0,1.4,1.63,0.59,False,sustained_trend,5.0,False,1,1.0,99.0,8e-05,0.0,0.001727742035941251,0.0,130.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.46261,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-22,2026-06-22,False,,46.02,42.95,50.0,1.3
EWJ,LONG,0.5065163738543761,5.065163738543761,5.41,5.1156,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.8,NEUTRAL,trend_continuation,,,100.0,90.0,3.12,7.19,70813.0,40491.0,0.572,68363.0,15540.0,27401.0,68.4,0.241,1.77,0.52,0.0,1.4,1.71,0.01,False,sustained_trend,5.0,False,1,1.0,99.0,8.7e-05,0.0,2.3284940176217083e-27,0.0,6.744604,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.377589,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-22,2026-06-22,False,,,,,
ZBRA,LONG,0.5065163738543761,5.065163738543761,6.18,5.8266,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,7.2,NEUTRAL,retest_and_confirm,,,260.0,230.0,5.82,6.39,1518.0,1145.0,0.754,505.0,1046.0,1112.0,53.5,0.462,1.52,0.85,0.56,1.4,1.64,0.22,False,sustained_trend,5.0,False,1,1.0,99.0,0.000245,0.0,3.927439939606902e-45,0.0,83.647059,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.541826,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-22,2026-06-22,False,,,,,
NPO,LONG,0.5065163738543761,5.065163738543761,7.24,6.1446,poor_rr (0.9:1),"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.2,NEUTRAL,trend_continuation,,,430.0,330.0,10.92,14.87,1714.0,1364.0,0.796,1149.0,1308.0,621.0,31.1,0.391,2.53,0.23,1.0,1.4,1.88,0.19,False,sustained_trend,5.0,False,1,1.0,99.0,3.1e-05,0.0,1.1805331110691422e-54,0.0,5.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.318434,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-22,2026-06-22,False,,387.65,341.13,430.0,0.91
IOT,LONG,0.48316865264914927,4.8316865264914926,3.13,4.6548,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.5,NEUTRAL,ema_pullback,,,50.0,30.0,60.57,3.66,58232.0,38716.0,0.665,40142.0,22006.0,34800.0,57.5,0.658,0.0,0.72,0.69,1.2,0.42,0.1,False,default,2.5,False,2,1.0,99.0,6.7e-05,0.0,5.954685778168982e-08,0.0,51.2247,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.261775,0.0,0.0,0.0,1.0,0.48316865264914927,0.48316865264914927,n/a,2026-06-22,2026-06-22,False,,,,,
NAMS,LONG,0.4808020881400903,4.808020881400903,0.0,2.8848,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,0.000322,0.000234,1.225367549529657e-34,2.1227032394443764e-61,5.298013,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.409477,0.493394,0.0,0.0,,,,,,,False,333.333333,,,,
LYV,LONG,0.4499096631184831,4.499096631184831,5.46,5.4275,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.7,NEUTRAL,trend_continuation,,,180.0,120.0,5.53,29.64,72004.0,71261.0,0.99,13102.0,18499.0,111664.0,33.1,0.331,1.86,0.9,0.27,1.4,0.62,0.41,False,sustained_trend,5.0,False,1,0.7,99.0,3.2e-05,0.0,9.667509780578777e-54,0.0,34.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.571144,0.0,0.0,0.0,1.0,0.4499096631184831,0.4499096631184831,n/a,2026-06-22,2026-06-22,False,,,,,
