ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
AAOI,LONG,0.41820114409899334,4.182011440989934,6.29,4.738,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,3.8,POSITIVE,retest_and_confirm,6787213.77,176.84,200.0,84.0,13.12,52.49,140782.0,166000.0,1.179,194788.0,17375.0,94619.0,73.5,1.293,5,1.0,99.0,0.000643,0.000146,290654.5930199775,0.005151263211657173,27.411392,0,0,0.41619,0.02375,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-05,0.0,0.453429,0.024689,0.0,0.0,False,2.08,0.95,0.82,1.4,0.82,0.22,False,sustained_trend,5.0,False,1.0,0.41820114409899334,0.41820114409899334,n/a,2026-05-21,2026-05-21,133.650131,,,,
ASTS,LONG,0.4117165878248359,4.117165878248359,6.77,4.8096,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.6,POSITIVE,trend_continuation,54344885.82,96.34,100.0,70.0,3.92,27.26,924093.0,364534.0,0.394,664223.0,119829.0,504575.0,70.4,1.099,2,0.7,2.227164864979235,0.000131,6.3e-05,1646377.5403068683,739225.7152558027,3.479718,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.5e-05,0.0,0.242161,0.002543,0.0,0.0,False,1.63,0.4,1.0,1.4,1.86,0.48,False,consolidation_break,3.0,False,1.0,0.4117165878248359,0.4117165878248359,n/a,2026-05-21,2026-05-21,2.597326,,,,
FORM,LONG,0.3807631218981825,3.8076312189818253,0.0,2.2846,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,1.2956276638145345,6.3e-05,4.7e-05,2.3218672834953442e-07,1.7920791199065606e-07,5.145833,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.445361,0.757954,0.0,0.0,False,,,,,,,,,,,,,,,,,1.310559,,,,
QCOM,LONG,0.36303768312060475,3.6303768312060476,6.88,4.8592,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,4.9,NEGATIVE,bounce_and_fail,-8259120.5,,220.0,200.0,3.09,6.28,611857.0,438367.0,0.716,463747.0,116399.0,470078.0,98.1,0.728,5,1.0,99.0,1.1e-05,4e-06,327.16859059158355,9.2029850796533e-05,12.849845,0,1,0.055628,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.153183,0.495014,0.0,0.0,False,2.57,0.34,0.78,1.0,1.95,0.24,False,default,2.5,False,1.0,0.36303768312060475,0.36303768312060475,n/a,2026-05-21,2026-05-21,18.804878,,,,
MRVL,LONG,0.35718257115139296,3.5718257115139296,6.02,3.9919,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",2.0,POSITIVE,ema_pullback,38769639.17,190.64,200.0,130.0,4.88,31.83,592088.0,758443.0,1.281,587585.0,138950.0,623996.0,95.5,0.913,4,1.0,99.0,1.2e-05,0.0,32.67788805081627,0.0,3.06209,1,0,0.413069,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.592531,0.0,0.0,0.0,False,2.62,0.2,0.0,1.2,1.75,0.25,False,default,2.5,False,1.0,0.35718257115139296,0.35718257115139296,n/a,2026-05-21,2026-05-21,,,,,
DHI,LONG,0.35687103548325105,3.5687103548325103,5.8,4.6044,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",5.4,NEUTRAL,support_ema_confluence,,,150.0,140.0,4.07,2.87,25670.0,32751.0,1.276,26459.0,464.0,31498.0,45.9,0.372,1,1.0,99.0,1.1e-05,0.0,2.906966213996382e-06,0.0,3.121118,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.403212,0.0,0.0,0.0,False,0.0,0.98,1.0,1.6,1.95,0.27,False,default,2.5,False,1.0,0.35687103548325105,0.35687103548325105,n/a,2026-05-21,2026-05-21,,,,,
W,LONG,0.35156740950183957,3.5156740950183956,5.44,4.7298,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,6.7,NEUTRAL,unknown,,,70.0,50.0,5.52,24.63,61072.0,87277.0,1.429,66285.0,1209.0,80855.0,53.4,0.676,1,1.0,99.0,8e-05,0.0,0.016637346906017734,0.0,65.372549,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.050949,0.0,0.0,0.0,False,0.0,0.89,1.0,1.4,1.73,0.41,False,default,2.5,False,1.0,0.35156740950183957,0.35156740950183957,n/a,2026-05-21,2026-05-21,,,,,
MRNA,LONG,0.3461569487297149,3.461569487297149,2.29,4.0378,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",8.1,NEGATIVE,unknown,-1659538.62,47.27,50.0,25.0,5.8,47.1,349412.0,308321.0,0.882,270868.0,78012.0,308853.0,36.0,0.717,1,1.0,99.0,0.000143,0.0,1.6352772672942172e-06,0.0,28.475771,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.606771,0.0,0.0,0.0,False,0.0,0.75,0.82,0.0,0.67,0.06,False,default,2.5,False,1.0,0.3461569487297149,0.3461569487297149,n/a,2026-05-21,2026-05-21,,,,,
HCA,LONG,0.3451131332246812,3.4511313322468116,2.83,3.6946,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",5.6,NEUTRAL,bounce_and_fail,,,430.0,380.0,9.54,3.2,16133.0,17110.0,1.061,12500.0,1500.0,19243.0,60.4,0.296,1,1.0,99.0,4e-06,0.0,3.1734149504737e-23,0.0,2.99637,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.357285,0.0,0.0,0.0,False,0.0,0.0,1.0,1.0,0.25,0.58,True,default,2.5,False,1.0,0.3451131332246812,0.3451131332246812,n/a,2026-05-21,2026-05-21,,,,,
ZS,LONG,0.33869259928738604,3.38692599287386,6.72,4.6895,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.9,NEUTRAL,trend_continuation,,,200.0,150.0,16.95,12.29,105010.0,79398.0,0.756,79984.0,3244.0,101180.0,97.5,0.83,2,1.0,99.0,4.9e-05,0.0,1.0850095094575391e-07,0.0,1.856618,1,0,0.000374,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.213995,0.0,0.0,0.0,False,2.26,0.61,1.0,1.4,1.22,0.23,False,sustained_trend,5.0,False,1.0,0.33869259928738604,0.33869259928738604,n/a,2026-05-21,2026-05-21,,,,,
GFS,LONG,0.3350964354726121,3.3509643547261208,0.0,2.0106,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.3101128768046494,1e-05,3.3e-05,9.03300352234038e-15,2.912811494774071e-14,1238.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.705392,0.725084,0.0,0.0,False,,,,,,,,,,,,,,,,,954.333333,,,,
XHB,LONG,0.32288900597822723,3.2288900597822723,5.71,4.4474,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.6,NEUTRAL,retest_and_confirm,,,122.0,95.0,22.54,4.58,107596.0,55786.0,0.518,101087.0,3035.0,59352.0,91.5,0.35,1,1.0,99.0,0.0,0.0,2.917021512043132e-20,0.0,555.555556,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.387539,0.0,0.0,0.0,False,0.0,0.82,1.0,1.4,1.83,0.67,False,default,2.5,False,1.0,0.32288900597822723,0.32288900597822723,n/a,2026-05-21,2026-05-21,,,,,
MDB,LONG,0.3198769272385902,3.198769272385902,0.0,1.9193,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.030375089535982842,2.6e-05,3.4e-05,4.424885789581464e-12,1.4567482292816518e-10,10.554217,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.097346,0.333454,0.0,0.0,False,,,,,,,,,,,,,,,,,6.033333,,,,
FTNT,LONG,0.31725463379890106,3.1725463379890106,6.48,4.3903,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.3,NEUTRAL,trend_continuation,,,130.0,80.0,0.42,38.2,95966.0,112263.0,1.17,93207.0,21052.0,93970.0,48.8,0.388,1,1.0,99.0,5e-06,0.0,3.0319748567096214e-30,0.0,8.419355,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.439968,0.0,0.0,0.0,False,3.0,0.14,0.0,1.4,1.83,0.11,False,sustained_trend,5.0,False,1.0,0.31725463379890106,0.31725463379890106,n/a,2026-05-21,2026-05-21,,,,,
OKLO,LONG,0.31369415046622345,3.1369415046622344,5.39,4.6655,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",7.4,NEGATIVE,pullback_to_support,-2091708.47,,200.0,40.0,207.27,38.55,374292.0,260739.0,0.697,249862.0,48750.0,336419.0,14.1,0.895,2,1.0,99.0,0.00025,0.0,1266.5086931612711,0.0,4.497238,0,0,0.061249,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.462595,0.0,0.0,0.0,False,0.0,0.94,1.0,1.4,1.96,0.09,False,default,2.5,False,1.0,0.31369415046622345,0.31369415046622345,n/a,2026-05-21,2026-05-21,,,,,
FSLR,LONG,0.3132789845279945,3.1327898452799454,7.69,4.8134,poor_rr (1.7:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.7,POSITIVE,flag_breakout,18613238.19,248.79,410.0,180.0,64.74,27.68,358788.0,229156.0,0.639,131763.0,37567.0,418614.0,74.4,0.614,3,1.0,99.0,8.2e-05,2.9e-05,23427.77712316965,4.537381901851731e-12,55.091082,0,0,0.029218,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.075448,0.17696,0.0,0.0,False,2.26,0.54,1.0,1.6,1.54,0.75,False,sustained_trend,5.0,False,1.0,0.3132789845279945,0.3132789845279945,n/a,2026-05-21,2026-05-21,13.071429,248.88,219.01,299.65,1.7
SNDK,LONG,0.30029152435070106,3.002915243507011,6.8,4.5415,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.0,POSITIVE,trend_continuation,175548033.26,1543.3,2000.0,250.0,29.68,83.79,315694.0,389569.0,1.234,335513.0,48295.0,321455.0,29.0,0.962,1,1.0,99.0,9e-06,0.0,1521574.9962117535,0.0,1.271605,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.339256,0.0,0.0,0.0,False,2.6,0.56,0.01,1.4,1.97,0.25,False,sustained_trend,5.0,False,1.0,0.30029152435070106,0.30029152435070106,n/a,2026-05-21,2026-05-21,,,,,
WDAY,LONG,0.2992889444059461,2.992889444059461,3.91,3.6494,price_validation_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned",4.9,NEUTRAL,retest_and_confirm,,,200.0,120.0,64.14,1.52,90823.0,71173.0,0.784,62263.0,1969.0,97764.0,97.5,0.748,1,1.0,99.0,3.5e-05,0.0,3.585303985708713e-07,0.0,1.266282,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.607355,0.0,0.0,0.0,False,0.0,0.86,0.45,1.4,0.33,0.88,False,default,2.5,False,1.0,0.2992889444059461,0.2992889444059461,n/a,2026-05-21,2026-05-21,,,,,
TMO,LONG,0.29175520028984847,2.9175520028984847,3.31,3.6118,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.8,NEUTRAL,unknown,,,600.0,420.0,33.52,6.54,28019.0,29929.0,1.068,28541.0,712.0,28695.0,63.9,0.313,1,1.0,99.0,2e-06,0.0,2.4667252129245382e-29,0.0,29.411765,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.158031,0.0,0.0,0.0,False,0.0,0.66,1.0,0.0,1.43,0.22,False,default,2.5,False,1.0,0.29175520028984847,0.29175520028984847,n/a,2026-05-21,2026-05-21,,,,,
BMNR,LONG,0.29129964973661393,2.912996497366139,3.5,3.3065,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.0,POSITIVE,bounce_and_fail,10137687.51,19.59,30.0,18.0,52.98,8.21,1163150.0,455656.0,0.392,685184.0,34063.0,899559.0,0.0,0.703,4,1.0,5.756258176434202e-10,0.000256,5.4e-05,1.8006475907565348e-07,312.81564091900617,1.95901,0,1,0.000674,1e-06,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.073975,0.493066,0.0,0.0,False,0.0,0.59,1.0,1.0,0.87,0.04,False,default,2.5,False,1.0,0.29129964973661393,0.29129964973661393,n/a,2026-05-21,2026-05-21,2.611943,,,,
ANET,LONG,0.2864266523557451,2.864266523557451,0.0,1.7186,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,4,1.0,4.831415217278883e-18,9e-06,9e-06,5.622586757149876e-13,38791.85500376424,43.862573,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.039084,0.352639,0.0,0.0,False,,,,,,,,,,,,,,,,,31.791007,,,,
EOSE,LONG,0.28618627805055397,2.8618627805055397,7.17,4.7619,poor_rr (1.9:1),"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,5.9,POSITIVE,retest_and_confirm,2724361.35,8.17,10.0,5.5,22.4,32.68,971739.0,377329.0,0.388,210541.0,163529.0,974998.0,29.5,1.061,1,1.0,99.0,0.000106,0.0,1.8868204257471457e-06,0.0,4.681499,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.531845,0.0,0.0,0.0,False,1.87,0.57,1.0,1.4,1.93,0.39,False,default,2.5,False,1.0,0.28618627805055397,0.28618627805055397,n/a,2026-05-21,2026-05-21,,8.17,7.19,10.0,1.87
IWM,LONG,0.2840801660096752,2.840801660096752,0.0,1.7045,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,6,1.0,0.5671990919429019,1.6e-05,8.5e-05,1602.5858521554183,1412.7189860846477,11.398545,0,2,0.478836,0.088055,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.281356,0.291314,0.0,0.0,False,,,,,,,,,,,,,,,,,4.072797,,,,
SPY,LONG,0.27834624441393946,2.7834624441393947,6.26,4.8497,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",7.9,NEGATIVE,trend_continuation,-4120909.18,,800.0,530.0,7.71,28.64,5721333.0,12771574.0,2.232,8848713.0,3473339.0,6170855.0,38.3,0.144,3,0.7,99.0,0.0,0.0,663367.322987212,0.0,4.395944,0,0,0.591064,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.355102,0.0,0.0,0.0,False,2.15,0.64,0.15,1.4,1.68,0.25,False,sustained_trend,5.0,False,1.0,0.27834624441393946,0.27834624441393946,n/a,2026-05-21,2026-05-21,,,,,
CRDO,LONG,0.27829942098909066,2.782994209890907,0.0,1.6698,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,8e-06,6.4e-05,0.000682353918795464,9.048571141100343e-07,1.310345,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.457038,0.601344,0.0,0.0,False,,,,,,,,,,,,,,,,,8.961039,,,,
HIMS,LONG,0.27488558410918806,2.7488558410918804,4.58,3.8484,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.5,POSITIVE,trend_continuation,4326850.26,23.96,30.0,20.0,24.95,16.7,651220.0,389545.0,0.598,392534.0,80274.0,567957.0,21.4,0.713,2,1.0,99.0,0.000202,0.0,8246.675879326744,0.0,2.294202,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.610883,0.0,0.0,0.0,False,0.0,0.8,1.0,1.4,1.31,0.06,False,default,2.5,False,1.0,0.27488558410918806,0.27488558410918806,n/a,2026-05-21,2026-05-21,,,,,
AMAT,LONG,0.2746819340222101,2.7468193402221006,5.53,4.4724,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.2,NEGATIVE,trend_continuation,-1971643.44,,490.0,300.0,14.66,29.8,181236.0,178241.0,0.983,162322.0,24532.0,172623.0,66.5,0.547,1,1.0,99.0,7e-06,0.0,1646066.495149329,0.0,1.881068,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.512118,0.0,0.0,0.0,False,1.57,0.87,0.26,1.4,1.27,0.15,False,sustained_trend,5.0,False,1.0,0.2746819340222101,0.2746819340222101,n/a,2026-05-21,2026-05-21,,,,,
