ticker,direction,pattern,flow_score_raw,flow_score_scaled,price_score,final_score,options_context_score,gamma_regime,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,regime_score,agg_premium_alignment,agg_volume_unusualness,source,checks_passed,checks_failed,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,streak_bonus,freight_train,freight_train_reason
KORU,LONG,trend_continuation,0.9246923222592165,9.246923222592166,7.61,8.2557,4.8,NEUTRAL,,,910.0,600.0,9.22,27.99,10130,15928,1.572,15303,6842,3913,79.9,1.563,833.16,733.18,910.0,1133.1,0.77,5,0.8214,0.4388,0.14,watchlist,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,1,0.9246923222592165,0.9246923222592165,n/a,2026-05-04,2026-05-04,0.0,False,
