ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
OXY,LONG,0.6305186049493491,6.305186049493491,0.0,3.7831,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.16834558698234,23,1.0,0.8226977301247115,3.2e-05,9e-06,7043.228294622055,16052.132598462947,6.992181,11.327843,3,1,0.535907,0.161798,,,,
BTDR,LONG,0.5921098035686099,5.921098035686098,0.0,3.5527,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.77,0.0,0.0,0.0,0.0,1.2615906558702499,4,1.0,8.728262570508559,0.000317,2.3e-05,10227.334261414346,3515.247454620894,4.485348,12.120879,0,0,0.543485,0.0,,,,
USO,LONG,0.5847008316578031,5.84700831657803,5.94,5.8855,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.9,NEGATIVE,ema_pullback,-10906794.6,,130.0,80.0,6.6,34.4,697941.0,930615.0,1.333,867979.0,269658.0,490919.0,95.0,0.919,2.6,0.04,0.0,1.2,1.97,0.13,18.281977563228956,3,1.0,7.156209109259518,0.000395,3.7e-05,161746.8326400245,45204.61327233662,0.19517,0.052025,0,0,0.034061,0.0,,,,
IWM,LONG,0.5567603810807167,5.567603810807167,0.0,3.3406,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.46,0.0,0.0,0.0,0.0,2.5587884616218783,14,1.0,0.9604239430376947,3.3e-05,1.7e-05,52376.71732078715,72713.3299837382,0.349804,0.100037,5,0,0.713441,0.516552,,,,
IBIT,LONG,0.5564089596838429,5.5640895968384285,0.0,3.3385,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,26.581073760105035,15,1.0,0.18121931152431686,2.7e-05,2.2e-05,17469.678109214477,265102.0710554535,0.452134,1.371063,7,0,0.579083,0.161691,,,,
MOD,LONG,0.5492577878416605,5.492577878416604,5.24,5.4383,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.6,NEUTRAL,ema_pullback,,,300.0,155.0,39.3,28.03,14447.0,6927.0,0.479,10084.0,6209.0,5081.0,94.3,0.804,1.84,0.79,0.35,1.2,0.72,0.34,1.0468302431911043,5,1.0,23.646972166454162,8.5e-05,4e-06,1609.1724813569224,272.1993276821649,5.10628,4.859903,0,0,0.693927,0.0,,,,
COIN,LONG,0.5352065101320432,5.352065101320433,0.0,3.2112,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.449493804688354,5,1.0,4.44561797464681,3.3e-05,8e-06,305033.94397799217,274458.0804896769,0.499772,0.066196,3,0,0.477902,0.0,,,,
VRT,LONG,0.5266102575753999,5.266102575753999,5.06,5.0911,price_validation_failed,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.7,NEGATIVE,retest_and_confirm,-4296429.67,253.95,260.0,190.0,2.3,25.24,200886.0,221841.0,1.104,173209.0,95295.0,154223.0,93.6,0.717,1.8,0.89,0.4,1.4,0.34,0.23,2450.958364968492,10,1.0,99.0,1.5e-05,8e-06,20824.657089078868,9.357082516244313,369.001213,5.027447,0,0,0.255376,0.347327,,,,
AAPL,LONG,0.5081473725858257,5.081473725858256,0.0,3.0489,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,11.328306919273675,24,1.0,1.644250957042573,1e-06,1e-06,145074.2572949814,74657.18068296238,0.237097,0.788471,2,1,0.746851,0.352506,,,,
BE,LONG,0.505120503710841,5.05120503710841,0.0,3.0307,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.35,0.0,0.0,0.0,0.0,1.3356432569436205,11,1.0,1.3958530191181773,5.7e-05,2.4e-05,38241.84998797946,32876.11185206753,0.870471,0.147183,2,0,0.648839,0.413758,,,,
FIG,LONG,0.49364455090842463,4.936445509084246,0.0,2.9619,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.4272379142889555,4,1.0,99.0,4e-05,0.0,4268.543030348578,0.0,181.983051,,0,0,0.505736,0.0,,,,
QBTS,LONG,0.4903903714124518,4.903903714124517,0.0,2.9423,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,350.32463543394323,5,1.0,99.0,3.5e-05,2.9e-05,4175.282740077232,17.877486983917173,3.367118,4.073161,0,0,0.485679,0.365993,,,,
ARM,LONG,0.47179362732550206,4.71793627325502,7.42,5.305,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none,3.6,POSITIVE,structural_breakout,7351962.35,145.9,160.0,110.0,9.65,24.62,339617.0,375304.0,1.105,192688.0,190920.0,331313.0,80.8,0.621,2.04,0.61,1.0,2.0,0.77,1.0,50.12780703941303,24,1.0,0.9841539474382741,9e-06,5e-06,18544.613254868374,13459.43117881644,1.679446,10.434861,0,8,0.377732,0.569732,145.93,137.66,160.0,1.7
LMT,LONG,0.46022826412658085,4.602282641265808,0.0,2.7614,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,272.1752034610536,11,1.0,0.0031755619720489764,3e-06,5e-06,0.8890910709002603,489.9634734797923,85.071429,90.142943,0,1,0.702742,0.00479,,,,
DDOG,LONG,0.4599098306324779,4.5990983063247795,0.0,2.7595,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.33,0.0,0.0,0.0,0.0,13.697076086564069,6,1.0,99.0,1.4e-05,6e-06,357.4453770743226,2.163804634337958,2.991797,1.185534,1,0,0.570349,0.445388,,,,
META,LONG,0.45134448538832145,4.513444853883215,0.0,2.7081,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6.657259332184904,10,1.0,2.2198647451543807,1e-06,1e-06,111428.75908628273,75294.28943554852,0.357723,0.096279,3,1,0.673494,0.151415,,,,
