ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
NAMS,LONG,0.676516373854376,6.765163738543761,1.82,4.8686,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.7,NEUTRAL,unknown,,,40.0,25.0,49.98,6.26,4857.0,25916.0,5.336,10890.0,1688.0,18195.0,81.6,0.836,0.0,0.43,1.0,0.0,0.03,0.35,False,default,2.5,False,1,1.0,99.0,0.000165,0.0,369872.8013721596,0.0,2.792287,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9.1e-05,0.0,0.816888,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-08-13,2026-08-13,False,,,,,
EMN,LONG,0.6126942759854908,6.1269427598549075,5.73,5.8825,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.5,NEUTRAL,trend_continuation,,,80.0,65.0,8.45,11.89,20666.0,5520.0,0.267,10502.0,9011.0,6673.0,1.7,0.32,1.98,0.78,0.51,1.4,1.02,0.04,False,sustained_trend,5.0,False,1,1.0,99.0,7.4e-05,0.0,241118.60496500076,0.0,11.496552,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.2e-05,0.0,0.417214,0.0,0.0,0.0,1.0,0.6126942759854908,0.6126942759854908,n/a,2026-08-13,2026-08-13,False,,,,,
OWL,LONG,0.5529449503750234,5.529449503750234,7.69,6.1917,poor_rr (0.2:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.6,NEGATIVE,trend_continuation,-5538749.87,,13.0,12.0,2.69,5.21,312696.0,672348.0,2.15,334825.0,189366.0,460853.0,17.2,0.448,2.72,0.27,1.0,1.4,1.83,0.47,False,sustained_trend,5.0,False,1,0.7,99.0,6.7e-05,0.0,374470.13239290495,0.0,2.456116,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-05,0.0,0.225262,0.0,0.0,0.0,1.0,0.5529449503750234,0.5529449503750234,n/a,2026-08-13,2026-08-13,False,12.66,11.14,13.0,0.22,
KOD,LONG,0.5065163738543761,5.065163738543761,3.68,5.0966,price_validation_failed,"confirmation_volume, not_extended, room_to_target, support_ema_confluence","momentum_aligned, trend_aligned",7.3,NEUTRAL,support_ema_confluence,,,45.0,35.0,12.56,12.46,13410.0,6399.0,0.477,4588.0,9449.0,5772.0,24.1,0.847,0.0,0.73,0.53,1.6,0.22,0.61,False,default,2.5,False,1,1.0,99.0,0.000352,0.0,4.311372236727283e-36,0.0,4.896353,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.146037,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-13,2026-08-13,False,,,,,
GRAL,LONG,0.48696047672410725,4.869604767241072,5.77,5.2858,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.6,NEUTRAL,trend_continuation,,,80.0,55.0,17.23,19.4,15621.0,13304.0,0.852,3882.0,12296.0,12747.0,0.0,0.655,1.58,0.87,1.0,1.4,0.74,0.18,False,default,2.5,False,1,1.0,99.0,0.000169,0.0,0.012254427829088465,0.0,2.530303,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.106197,0.0,0.0,0.0,1.0,0.48696047672410725,0.48696047672410725,n/a,2026-08-13,2026-08-13,False,,,,,
TEAM,LONG,0.4530394332378138,4.530394332378139,7.62,5.8512,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.5,NEUTRAL,trend_continuation,,,200.0,130.0,20.5,21.68,106069.0,79395.0,0.749,49286.0,59420.0,76758.0,12.2,0.631,2.95,0.02,1.0,1.4,1.91,0.34,False,sustained_trend,5.0,False,2,1.0,99.0,3.9e-05,0.0,333098.7335972177,0.0,86.555556,2,0,0.443518,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.6e-05,0.0,0.577332,0.0,0.0,0.0,1.0,0.4530394332378138,0.4530394332378138,n/a,2026-08-13,2026-08-13,False,165.98,146.06,200.0,1.71,
CRCL,LONG,0.45191624834423316,4.519162483442331,4.94,4.9016,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.8,POSITIVE,retest_and_confirm,15126878.28,75.44,80.0,65.0,6.13,13.77,453553.0,334247.0,0.737,229304.0,188191.0,370305.0,35.4,0.805,0.0,0.35,1.0,1.4,1.91,0.28,False,default,2.5,False,2,1.0,99.0,9.5e-05,0.0,565432.7745652039,0.0,1.311062,2,0,0.473826,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4.8e-05,0.0,0.709224,0.0,0.0,0.0,1.0,0.45191624834423316,0.45191624834423316,n/a,2026-08-13,2026-08-13,False,,,,,
WULF,LONG,0.43130921929968713,4.313092192996871,1.99,4.0735,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.6,NEGATIVE,unknown,-1716585.53,16.32,30.0,15.0,83.94,8.03,1891070.0,790102.0,0.418,900501.0,510205.0,1270466.0,0.6,0.843,0.0,0.58,1.0,0.0,0.22,0.19,False,default,2.5,False,1,0.7,99.0,9.2e-05,0.0,464775.6845537413,0.0,1.837975,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.016451,0.0,0.0,0.0,1.0,0.43130921929968713,0.43130921929968713,n/a,2026-08-13,2026-08-13,False,,,,,
SOLS,LONG,0.4003030698283569,4.003030698283569,5.01,4.3645,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.3,NEUTRAL,trend_continuation,,,65.0,55.0,3.88,12.1,43939.0,59963.0,1.365,74631.0,5912.0,23359.0,13.0,0.478,0.0,0.96,1.0,1.4,1.65,0.0,False,default,2.5,False,1,1.0,99.0,4e-05,0.0,1.460325182332718e-48,0.0,15.987461,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.021682,0.0,0.0,0.0,1.0,0.4003030698283569,0.4003030698283569,n/a,2026-08-13,2026-08-13,False,,,,,
TLN,LONG,0.3743228199761869,3.7432281997618686,4.36,4.0196,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.2,NEUTRAL,trend_continuation,,,370.0,310.0,3.24,13.5,60162.0,44930.0,0.747,26066.0,17742.0,61284.0,10.6,0.516,0.0,0.9,0.6,1.4,1.29,0.18,False,default,2.5,False,3,1.0,0.10328963665511467,0.000134,1.8e-05,2.0457153901883656e-06,3.9611241871612613e-05,15.84879,0,1,3e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.591591,0.023463,0.0,0.0,1.0,0.3743228199761869,0.3743228199761869,n/a,2026-08-13,2026-08-13,False,,,,,14.172414
STX,LONG,0.3601844142052055,3.6018441420520553,5.79,4.4579,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",4.6,POSITIVE,retest_and_confirm,8727975.93,921.41,1000.0,500.0,8.53,45.73,115441.0,163201.0,1.414,75780.0,58246.0,144616.0,23.5,0.729,1.54,0.81,0.0,1.4,1.85,0.2,False,sustained_trend,5.0,False,9,1.0,99.0,1.9e-05,2e-06,151.4571237706155,0.007660583794966011,16.766031,1,0,1e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.446252,0.046979,0.0,0.0,1.0,0.3601844142052055,0.3601844142052055,n/a,2026-08-13,2026-08-13,False,,,,,5.472222
PAAS,LONG,0.3582360711708871,3.5823607117088714,4.49,3.8582,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",3.6,POSITIVE,trend_continuation,3328891.61,47.33,60.0,42.0,26.85,11.21,196033.0,67370.0,0.344,73753.0,31901.0,157749.0,0.0,0.479,0.0,0.98,1.0,1.4,0.11,1.0,False,default,2.5,False,1,1.0,99.0,3.1e-05,0.0,15409.786217206813,0.0,1.032817,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.20834,0.0,0.0,0.0,1.0,0.3582360711708871,0.3582360711708871,n/a,2026-08-13,2026-08-13,False,,,,,
MTZ,LONG,0.34934825782045204,3.4934825782045205,0.0,2.0961,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.8e-05,5.6e-05,0.009137163723413479,7.837065989316765e-06,5.373626,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.348376,0.395752,0.0,0.0,,,,,,,False,,,,,6.824561
SKHY,LONG,0.3477025660549867,3.4770256605498666,0.0,2.0862,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,0.0005470487669195394,5e-06,3e-06,145.05430284172934,530315.8022219401,989.05,0,1,0.665031,0.000175,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.255828,0.735166,0.0,0.0,,,,,,,False,,,,,25.455552
TSEM,LONG,0.34648585340627314,3.4648585340627314,0.0,2.0789,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,4.3e-05,8.8e-05,0.003513892188475151,4.207257361357364e-06,5.480357,1,0,0.000716,0.440703,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.048609,0.599606,0.0,0.0,,,,,,,False,,,,,4.016987
