ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio,bullish_score_z_shadow,bearish_score_z_shadow
ROKU,SHORT,0.2843118973948988,2.843118973948988,0.0,1.7059,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,1.740604755900461,5e-06,7e-06,24.79740801771661,7.123216207946144,0.43609,8.730892,0,0,0.0,0.003416,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.459017,0.287721,0.0,0.0,,,,,,
VLO,SHORT,0.283813574992324,2.8381357499232402,4.71,3.9321,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,5.5,NEUTRAL,trend_continuation,,,270.0,100.0,18.45,56.13,66845.0,42978.0,0.643,23860.0,38687.0,47276.0,91.0,0.442,0.0,0.72,1.0,1.4,1.05,0.53,12,1.0,99.0,4e-06,1.1e-05,7701.675576508287,8.925708343474191e-10,0.437307,0.792152,2,2,0.0,0.432129,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.531439,0.298694,0.0,0.0,,,,,,
U,SHORT,0.2747086547349855,2.747086547349855,0.0,1.6483,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,3.019447746980009,8.9e-05,1.4e-05,2.0269932969823445,0.6713125931752595,9.033226,12.077364,0,0,0.285288,0.076833,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.267325,0.252142,0.0,0.0,,,,,,
TSM,SHORT,0.26185143981131664,2.6185143981131667,0.0,1.5711,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,14,1.0,5.145654657845718,3e-06,1e-06,121.04554082757615,23.52383688303193,0.120007,0.080693,4,4,0.498567,0.378,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.466867,0.44029,0.0,0.0,,,,,,
IONQ,SHORT,0.2573142899449703,2.573142899449703,0.0,1.5439,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.006970125358371506,2.5e-05,2e-06,180.3007726583939,25867.651353191617,0.908957,3.884615,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.049987,0.45137,0.0,0.0,,,,,,
ARM,SHORT,0.25727636649243396,2.5727636649243397,0.0,1.5437,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,8,1.0,0.13776697564602755,1e-06,1e-06,2.585662011237126,6.2561243943798095,0.356985,0.116736,0,2,0.318511,0.724375,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.431886,0.533992,0.0,0.0,,,,,,
GDX,SHORT,0.2539619033011959,2.539619033011959,4.82,4.3558,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",8.2,NEGATIVE,trend_continuation,-849305.59,98.81,100.0,75.0,1.17,24.12,829494.0,898518.0,1.083,409007.0,471768.0,847237.0,62.5,0.463,0.0,0.68,1.0,1.4,1.41,0.33,4,1.0,0.0,0.0,0.0,0.0,33.714809864529975,,0.85581,0,0,0.0,0.453193,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.338298,0.0,0.0,,,,,,
CRWV,SHORT,0.25330921079879287,2.5330921079879287,4.46,3.9845,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, room_to_target","not_extended, trend_aligned",6.9,NEGATIVE,bounce_and_fail,-8868371.67,,150.0,35.0,31.89,69.23,921753.0,814091.0,0.883,613721.0,486570.0,635553.0,66.6,0.942,0.0,0.0,1.0,1.0,1.46,1.0,3,1.0,0.0,0.0,4e-06,0.0,60663.504895804006,,2.151785,0,0,0.0,0.411209,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.174566,0.0,0.0,,,,,,
CAT,SHORT,0.24801605660708562,2.480160566070856,0.0,1.4881,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,10,1.0,1.019733601100557e-05,3e-06,1e-06,0.11546032195030347,11322.59659049107,0.634421,1.232386,0,2,0.575374,0.000245,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.444478,0.389955,0.0,0.0,,,,,,
IGV,SHORT,0.2471203960756354,2.471203960756354,3.51,3.4686,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",5.9,NEGATIVE,ema_rally,-37850886.25,85.46,90.0,80.0,5.33,6.37,700594.0,575165.0,0.821,412444.0,320044.0,543271.0,87.4,0.366,0.0,0.27,1.0,1.2,0.28,0.76,6,1.0,0.05180834609285278,1.3e-05,0.000289,27.974887907375457,269.98437527071275,0.264429,0.597707,1,1,0.471072,0.084525,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.400576,0.187359,0.0,0.0,,,,,,
UBER,SHORT,0.24686519187870615,2.4686519187870615,0.0,1.4812,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,21,1.0,2.4108275557381913,6e-06,6e-06,9.656527608306332,5.3406433462081555,0.23051,0.434152,0,1,0.628637,0.315971,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.357362,0.404418,0.0,0.0,,,,,,
DLTR,SHORT,0.24089435548906477,2.4089435548906475,5.76,4.3325,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,7.0,NEUTRAL,trend_continuation,,,135.0,100.0,27.07,5.87,33043.0,33018.0,0.999,16485.0,19860.0,29716.0,53.2,0.402,1.92,0.95,0.7,1.4,0.45,0.35,7,1.0,0.8254566171376378,8e-06,1.9e-05,0.0011780316680848357,0.0010703454702772183,0.618534,0.709593,1,2,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.646359,0.639089,0.0,0.0,,,,,,
BURL,LONG,0.6283401503148106,6.283401503148106,4.87,5.5827,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.9,NEUTRAL,trend_continuation,,,360.0,270.0,3.66,22.26,4269.0,24374.0,5.71,16292.0,9713.0,2638.0,32.1,0.336,1.7,0.22,0.0,1.4,1.55,0.01,7,1.0,99.0,8e-05,1.7e-05,2989.0878856596196,0.000277505514505824,281.106753,6.564103,0,0,0.383188,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTRA,LONG,0.5933333333333333,5.933333333333333,3.99,5.2837,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.6,NEUTRAL,bounce_and_fail,,,34.0,20.0,7.83,36.57,107019.0,16918.0,0.158,65136.0,30627.0,28174.0,94.8,0.397,0.0,0.46,1.0,1.0,1.32,0.22,3,1.0,1.3356274547088577e-24,0.000122,1.6e-05,7.400315392597817e-20,110814.06520220042,134.233264,517.241379,0,0,0.017348,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WULF,LONG,0.5907359105862311,5.9073591058623105,5.56,5.8617,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,6.2,POSITIVE,trend_continuation,13983936.93,20.32,25.0,11.0,22.97,45.89,1424540.0,675807.0,0.474,725607.0,618647.0,756093.0,49.1,0.991,1.94,0.15,0.0,1.4,1.52,0.54,5,1.0,8.384641266142685,7.3e-05,8e-06,36240.31156862741,17288.902610522582,5.686741,28.551724,0,0,0.435414,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP,LONG,0.45586008206104933,4.5586008206104935,5.57,4.9503,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.0,POSITIVE,trend_continuation,11475438.52,45.24,55.0,38.0,21.56,16.01,286538.0,153795.0,0.537,55778.0,117307.0,267248.0,95.9,0.357,1.67,0.89,0.66,1.4,0.84,0.11,16,1.0,0.04862417814991459,1.4e-05,9e-06,0.00022784589089369227,0.0036445545701301535,3.380744,44.060504,0,2,0.121762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDYA,LONG,0.4383821597168194,4.383821597168193,5.51,4.6849,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.2,NEUTRAL,trend_continuation,,,35.0,20.0,3.83,40.67,37604.0,7591.0,0.202,40422.0,4446.0,327.0,1.3,0.472,1.68,0.67,0.24,1.4,1.52,0.0,4,1.0,99.0,6.1e-05,0.0,2163.916087690721,0.0,1.28038,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,LONG,0.42426220112785673,4.242622011278567,6.12,5.0573,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.5,NEUTRAL,trend_continuation,,,165.0,110.0,11.04,25.98,11035.0,9879.0,0.895,4809.0,5144.0,10961.0,94.1,0.457,1.66,0.89,0.92,1.4,1.24,0.0,2,1.0,99.0,2.6e-05,0.0,0.025116179218283328,0.0,4.613082,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,LONG,0.4147039300310869,4.147039300310869,5.29,4.4005,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.7,POSITIVE,trend_continuation,3290688.92,394.72,490.0,240.0,24.14,39.2,155141.0,146472.0,0.944,89635.0,81101.0,130877.0,95.0,0.587,1.82,0.36,0.15,1.4,1.41,0.16,18,1.0,5.235080892574826,4e-06,2e-06,12921.060478491601,4936.336512705346,0.819715,4.647333,3,2,0.762343,0.542345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVTX,SHORT,0.6058333333333333,6.058333333333334,4.2,5.5292,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_continuation","not_extended, trend_aligned",6.2,NEUTRAL,trend_continuation,,,40.0,37.5,0.73,5.57,14750.0,14209.0,0.963,14886.0,4425.0,9648.0,23.7,0.564,0.0,0.0,1.0,1.4,1.39,0.42,2,1.0,0.0,0.0,0.000241,0.0,174.91696666290275,,103.190476,0,1,0.0,0.000396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEX,SHORT,0.45,4.5,1.85,3.965,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.8,NEUTRAL,unknown,,,185.0,150.0,4.65,15.15,1356.0,3878.0,2.86,2948.0,0.0,2286.0,74.4,0.435,0.0,0.0,1.0,0.0,0.19,0.65,1,1.0,0.0,0.0,0.0003,0.0,6.757506352215963e-29,,250.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPEV,LONG,0.6557372525862608,6.557372525862608,4.77,5.8497,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,5.7,POSITIVE,ema_pullback,1392344.45,17.65,20.0,17.0,13.31,3.68,257959.0,132920.0,0.515,47353.0,120351.0,223175.0,71.0,0.609,0.0,0.89,1.0,1.2,0.68,1.0,9,1.0,42.183876448609034,8.9e-05,3.9e-05,21641.567980907937,1795.6028300399453,4.294693,8.88567,1,0,0.080493,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOSE,LONG,0.6065024774279698,6.065024774279698,4.75,5.2575,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,4.0,POSITIVE,trend_continuation,1900527.79,6.97,10.0,5.5,43.47,21.09,1031786.0,366789.0,0.355,276882.0,153710.0,967983.0,90.9,1.302,0.0,0.39,1.0,1.4,1.06,0.9,5,1.0,99.0,0.000231,2.3e-05,18407.517635496235,0.06742628102715427,2.269779,0.14862,0,0,0.118891,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NU,LONG,0.5243061154191339,5.243061154191339,3.6,4.6615,watchlist_reeval_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",4.8,POSITIVE,ema_pullback,3407291.07,15.02,17.0,13.0,13.11,13.51,674791.0,453297.0,0.672,196023.0,333364.0,598701.0,94.4,0.498,0.0,0.81,1.0,1.2,0.23,0.37,16,1.0,2.3790437100301043,1.9e-05,9e-06,4396.043200946462,3079.699056118389,1.779884,1.080208,3,0,0.819045,0.495591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYF,LONG,0.5184372457895943,5.184372457895943,7.12,5.6682,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.7,NEUTRAL,trend_continuation,,,80.0,60.0,1.43,23.93,20859.0,39161.0,1.877,25546.0,16539.0,17935.0,44.5,0.343,2.42,0.0,1.0,1.4,1.88,0.43,9,1.0,99.0,3.9e-05,8e-06,15530.503567729043,0.03892014726152703,333.625821,0.213994,0,0,0.350649,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSKY,LONG,0.4433333333333333,4.433333333333333,6.04,4.9887,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",4.8,POSITIVE,trend_continuation,457020.88,11.72,17.0,10.0,45.11,14.64,423168.0,471978.0,1.115,62376.0,110411.0,722359.0,67.2,0.594,2.04,0.0,1.0,1.4,1.59,0.02,2,1.0,99.0,0.000228,0.0,0.027541932074440303,0.0,0.105648,,0,0,0.062377,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URA,SHORT,0.6228232142857143,6.228232142857143,2.75,5.1991,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",6.3,POSITIVE,unknown,595391.15,55.26,60.0,50.0,8.52,9.57,166221.0,114613.0,0.69,19560.0,104584.0,156690.0,42.8,0.533,0.0,0.2,1.0,0.0,0.8,0.75,10,1.0,99.0,0.000149,0.000386,0.06825477516013012,0.0009036085056263156,3.722177,8.564394,0,0,0.439896,0.139525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLN,SHORT,0.4778655242321543,4.778655242321543,4.0,4.5693,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,4.9,NEUTRAL,bounce_and_fail,,,370.0,260.0,5.89,25.59,36897.0,24910.0,0.675,15059.0,10368.0,36380.0,88.8,0.61,0.0,0.63,0.84,1.0,1.09,0.44,5,1.0,0.0,0.0,4.5e-05,0.0,33.47827003882044,12.5,2.161804,0,1,0.0,6e-06,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.634923,0.286864,0.0,0.0,,,,,,
NOW,LONG,0.4444159791053224,4.444159791053224,5.84,4.6941,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,3.6,NEGATIVE,trend_continuation,-11010905.37,,100.0,85.0,1.93,13.36,511227.0,407165.0,0.796,246825.0,205609.0,465958.0,97.2,0.68,0.0,0.95,1.0,1.4,1.62,0.87,18,1.0,0.23443242502988365,1.8e-05,8e-06,3708.0404422145416,31634.19430347034,1.627364,0.800873,0,3,0.377887,0.019237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRM,LONG,0.39396805701241644,3.9396805701241644,5.66,4.8478,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,5.9,NEGATIVE,support_ema_confluence,-9847709.8,185.3,190.0,180.0,2.56,2.84,459352.0,352455.0,0.767,211277.0,207660.0,392870.0,65.8,0.44,0.0,0.77,1.0,1.6,1.6,0.7,14,1.0,40.11930959777648,1.3e-05,3e-06,14680.743369579166,914.8177970136862,0.692492,0.303166,2,2,0.328717,0.339338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGN,LONG,0.39076942509576035,3.9076942509576034,4.48,4.5178,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",6.1,NEUTRAL,pullback_to_support,,,1000.0,700.0,32.77,7.06,18168.0,17865.0,0.983,7866.0,8786.0,19381.0,82.3,0.434,0.0,0.93,0.66,1.4,1.31,0.18,8,1.0,0.3873555579843729,9e-06,6e-06,274.84498443743655,1182.5697724488941,2.659041,16.705276,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFI,SHORT,0.6797794,6.797794000000001,2.45,4.8739,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",3.7,POSITIVE,unknown,25001656.93,19.3,20.0,15.0,3.68,22.24,2653794.0,1406568.0,0.53,1069101.0,794323.0,2196938.0,80.9,0.693,0.0,0.02,1.0,0.0,0.62,0.81,3,1.0,0.06938494863614161,1e-05,0.000126,91745.85619938455,2644546.3462257423,0.411069,2.16299,1,0,0.459604,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.039101,0.0,0.0,0.0,,,,,,
NNE,SHORT,0.5802375686488505,5.802375686488505,3.64,5.2932,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended","room_to_target, trend_aligned",6.5,NEUTRAL,ema_rally,,,26.0,20.0,4.16,19.88,56156.0,23282.0,0.415,14917.0,20321.0,44200.0,58.4,0.959,0.0,0.44,0.12,1.2,1.03,0.85,3,1.0,0.10100956799606706,5.4e-05,9.1e-05,310.1228570844489,1535.1162431291855,4.904255,10.663121,0,0,0.0,0.11339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWK,SHORT,0.345154982907337,3.45154982907337,3.25,3.7208,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",5.1,NEUTRAL,ema_rally,,,115.0,60.0,54.76,19.26,73870.0,18457.0,0.25,6133.0,15913.0,70281.0,95.9,0.493,0.0,0.52,0.9,1.2,0.02,0.61,1,1.0,0.0,0.0,2.5e-05,0.0,226492.00094540944,,3.463636,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMR,LONG,0.563952318257179,5.639523182571789,5.21,5.2828,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,4.5,POSITIVE,retest_and_confirm,1143966.74,12.49,20.0,10.0,60.19,19.9,300676.0,162785.0,0.541,157282.0,122067.0,184112.0,78.9,1.137,0.0,0.3,1.0,1.4,1.51,1.0,5,1.0,1.8726116634177907,0.00015,8.3e-05,73284.19800154926,58702.131974171454,1.055384,0.704751,0,0,0.037987,0.026525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNK,LONG,0.5506904931672938,5.506904931672938,5.32,5.8695,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, trend_aligned",room_to_target,7.6,NEUTRAL,ema_pullback,,,35.0,23.0,15.86,23.87,63740.0,15803.0,0.248,3165.0,66441.0,9937.0,58.0,0.443,1.66,0.55,0.1,1.2,1.31,0.52,2,1.0,99.0,7.8e-05,0.0,240.165294567037,0.0,75.956739,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CELH,LONG,0.5432373453809393,5.432373453809393,4.56,5.0442,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,4.8,POSITIVE,retest_and_confirm,1290711.21,34.16,60.0,30.0,75.28,12.36,314161.0,135643.0,0.432,70200.0,131168.0,248436.0,99.8,0.844,0.0,0.47,1.0,1.4,0.69,1.0,6,1.0,99.0,0.000113,1.2e-05,20884.351394740937,0.00027148440874783794,1.38423,0.895238,0,0,0.017092,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.209357,0.0,0.0,0.0,,,,,0.48834176161234305,0.3498356837330293
MGNI,LONG,0.5355167960973193,5.355167960973192,5.99,5.6346,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.8,NEUTRAL,trend_continuation,,,30.0,10.0,119.62,26.79,36462.0,9005.0,0.247,18092.0,7038.0,20337.0,82.4,0.826,1.76,0.12,1.0,1.4,1.6,0.11,3,1.0,99.0,0.000115,0.0,20962.30671250445,0.0,1.15718,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAT,LONG,0.4869529623868778,4.869529623868778,5.23,4.4838,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",2.4,NEUTRAL,trend_continuation,,,800.0,700.0,0.92,11.7,96371.0,110076.0,1.142,57551.0,54184.0,94712.0,93.5,0.434,1.82,0.21,0.0,1.4,1.62,0.17,19,1.0,11.623995499313024,5e-06,2e-06,17859.02626644145,3328.8516769393095,3.860533,0.825023,0,1,0.418366,0.290029,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.444478,0.314532,0.0,0.0,,,,,0.5393535089139517,0.5457634906361208
JPM,LONG,0.4696878616338542,4.696878616338542,6.61,5.1314,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,POSITIVE,trend_continuation,114519208.71,314.21,320.0,250.0,1.83,20.45,293499.0,323466.0,1.102,137426.0,188951.0,290588.0,42.1,0.237,1.91,0.18,1.0,1.4,1.84,0.28,14,1.0,10.159061372185928,2e-06,0.0,10467.796677774668,3778.0971829665996,3.138029,0.549446,1,0,0.150157,0.428877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARRY,LONG,0.46274423150424887,4.627442315042488,4.51,4.9667,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal","confirmation_volume, trend_aligned",6.5,NEUTRAL,unknown,,,15.0,5.0,91.57,36.14,40254.0,18867.0,0.469,13210.0,13832.0,32079.0,87.5,0.956,0.0,0.6,1.0,1.4,1.29,0.21,1,0.7,99.0,5.7e-05,0.0,39952.359504778084,0.0,16.207407,,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,LONG,0.4209048664819141,4.209048664819141,5.81,5.2475,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.0,NEGATIVE,trend_continuation,-7999492.38,,140.0,100.0,8.36,22.6,150261.0,231584.0,1.541,51837.0,82051.0,247957.0,76.1,0.422,2.05,0.02,1.0,1.4,1.27,0.08,22,1.0,73.55466861093741,3e-05,4e-06,27108.73127452548,1253.0773107130985,0.21383,7.691045,1,2,0.324558,0.48984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAT,SHORT,0.6211747198937296,6.211747198937296,4.72,5.4619,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,4.7,NEUTRAL,bounce_and_fail,,,160.0,40.0,2.87,74.28,4582.0,11512.0,2.512,4920.0,756.0,10418.0,95.0,0.585,0.0,0.67,0.98,1.0,1.08,1.0,7,1.0,0.22590549761296486,8e-06,6.9e-05,38827.389202825354,28645.74612916741,4.428571,3.790753,0,1,0.0,0.244838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVMD,SHORT,0.45203956133766615,4.520395613376661,0.0,2.7122,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.06115765189607717,2e-06,3.5e-05,2506.527438952538,40984.69057006608,1.344828,44.448276,1,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APA,SHORT,0.3912185932335045,3.9121859323350447,3.8,3.8561,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.8,POSITIVE,ema_rally,2039652.61,35.7,40.0,17.5,9.83,51.95,144917.0,72717.0,0.502,30090.0,72749.0,114795.0,92.2,0.544,0.0,0.56,1.0,1.2,0.89,0.15,6,1.0,99.0,1.9e-05,4.8e-05,5205.311820983592,0.004572726868251583,2.993042,1.02335,0,0,0.478479,0.001352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWXT,SHORT,0.3874848179658023,3.874848179658023,4.81,4.4004,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.1,NEUTRAL,bounce_and_fail,,,230.0,190.0,0.85,16.69,9664.0,5006.0,0.518,6783.0,26.0,7861.0,82.4,0.528,0.0,0.7,1.0,1.0,1.88,0.22,1,1.0,0.0,0.0,3e-05,0.0,643984.9676025393,,18.56,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
