ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
LITE,LONG,0.31476206271131535,3.1476206271131533,5.74,3.9958,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,3.5,NEUTRAL,ema_pullback,,,890.0,800.0,4.77,5.83,74151.0,75981.0,1.025,53043.0,42925.0,54164.0,80.9,1.073,2.09,0.78,0.44,1.2,0.78,0.45,6,1.0,14.22896462961274,9e-05,4.9e-05,0.3915755408759452,0.027519608844976267,13.5,1,0,0.153539,0.277727,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.584221,0.8145,0.0,0.0,6.2475,,
HUT,LONG,0.3077165054721587,3.0771650547215867,6.4,4.8786,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.1,NEUTRAL,trend_continuation,,,100.0,35.0,29.82,54.56,133397.0,70596.0,0.529,65399.0,55516.0,83078.0,50.0,1.018,2.25,0.14,1.0,1.4,1.27,0.34,1,1.0,99.0,0.00015,0.0,0.00022559829467972596,0.0,2.684549,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.459926,0.0,0.0,0.0,,,
HPE,LONG,0.3000957548778772,3.0009575487787723,6.93,4.1595,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,2.9,POSITIVE,trend_continuation,3636128.45,28.87,30.0,17.0,3.91,41.12,171064.0,153191.0,0.896,82086.0,76057.0,166112.0,76.3,0.503,2.27,0.0,1.0,1.4,1.72,0.54,1,1.0,99.0,2.2e-05,0.0,8.786086985557635e-18,0.0,1.872422,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.492039,0.0,0.0,0.0,,,
CRCL,LONG,0.29322728477195026,2.932272847719503,0.0,1.7594,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,14.084415558549264,3e-05,2.2e-05,0.001899108575450793,0.00013483758467336835,6.093117,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.852464,0.546425,0.0,0.0,5.478417,,
META,LONG,0.288578862990705,2.88578862990705,0.0,1.7315,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,3.1540335335156876e-08,0.0,1e-06,0.002986063363374208,94674.43296475515,154.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.784616,0.776307,0.0,0.0,6.085714,,
NOW,LONG,0.28230532871473,2.8230532871473004,5.48,4.2955,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,6.2,NEGATIVE,support_ema_confluence,-11610530.69,,120.0,85.0,18.41,16.12,538530.0,422667.0,0.785,279551.0,210199.0,471447.0,97.6,0.69,0.0,0.79,1.0,1.6,1.59,0.5,2,1.0,2.246072933236798e-06,5e-06,2e-06,2.4984634223821575e-08,0.011123696766078033,12.770667,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.047215,0.774521,0.0,0.0,1.258303,,
CVNA,LONG,0.2790662970585236,2.790662970585236,0.0,1.6744,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,0.00526430554791932,7e-06,5e-06,0.0014994681831710156,0.2848368449592881,4.937198,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.006374,0.095211,0.0,0.0,9.722222,,
GOOGL,LONG,0.2756294108548152,2.756294108548152,5.08,4.2021,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.5,NEGATIVE,trend_continuation,-19743105.27,333.89,350.0,250.0,4.82,25.13,1481317.0,1224685.0,0.827,624978.0,629722.0,1451302.0,68.4,0.366,2.47,0.03,0.58,1.4,0.53,0.07,2,1.0,99.0,1e-06,0.0,0.0016784526875801959,0.0,3.452241,1,0,2.4e-05,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.125495,0.0,0.0,0.0,,,
RDDT,LONG,0.2716891682580549,2.716891682580549,5.56,4.3064,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.4,NEGATIVE,trend_continuation,-5918888.74,,220.0,115.0,38.06,27.83,219358.0,176711.0,0.806,84497.0,73983.0,237589.0,82.8,0.879,1.85,0.37,1.0,1.4,0.6,0.34,1,1.0,99.0,2.5e-05,0.0,3.1814350830514883e-20,0.0,12.844828,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.167754,0.0,0.0,0.0,,,
EWZ,LONG,0.2703501901019236,2.7035019010192363,2.91,3.3648,price_validation_failed,"not_extended, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned, room_to_target",5.7,POSITIVE,unknown,180551008.24,41.2,45.0,25.0,9.25,39.31,3033576.0,1425578.0,0.47,473969.0,1606311.0,2378874.0,66.2,0.295,2.08,0.19,0.2,0.0,0.37,0.07,1,0.7,99.0,5.1e-05,0.0,0.00015878016119181038,0.0,41.074468,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.273707,0.0,0.0,0.0,,,
MDB,LONG,0.25655562799084886,2.5655562799084883,4.66,3.8808,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.0,NEUTRAL,trend_continuation,,,500.0,250.0,89.78,5.11,101739.0,54523.0,0.536,62978.0,26153.0,67131.0,70.7,0.679,0.0,0.66,1.0,1.4,1.55,0.04,1,0.7,99.0,2.5e-05,0.0,4.2681994090584585e-13,0.0,2.641509,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.199472,0.0,0.0,0.0,,,
SNDK,LONG,0.2548890922525916,2.548890922525916,5.13,4.0134,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.0,NEGATIVE,trend_continuation,-2361724.73,909.53,1000.0,250.0,9.93,72.52,262908.0,277640.0,1.056,225817.0,97363.0,217368.0,84.2,1.12,2.31,0.18,0.18,1.4,0.92,0.13,1,1.0,99.0,1.1e-05,0.0,0.11034179554295488,0.0,3.57377,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.727055,0.0,0.0,0.0,,,
TTD,LONG,0.2525278164567626,2.525278164567626,5.04,3.5546,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",3.9,POSITIVE,support_ema_confluence,2182524.28,23.56,30.0,20.0,27.36,15.09,584869.0,304821.0,0.521,214843.0,189881.0,484966.0,99.7,0.98,0.0,0.65,1.0,1.6,1.5,0.29,1,0.7,99.0,5.6e-05,0.0,5.919422091174074e-13,0.0,5.112078,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.067002,0.0,0.0,0.0,,,
VRT,LONG,0.2500131878148967,2.5001318781489665,0.0,1.5001,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,6.100727499912052e-05,4e-06,2.3e-05,7.409297337078086e-05,0.40483135479524907,344.615385,0,0,0.0,0.000374,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.000431,0.163024,0.0,0.0,30.976787,,
SCHW,LONG,0.24807813688527733,2.480781368852773,3.12,3.5564,price_validation_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.9,NEGATIVE,pullback_to_support,-18366721.94,,100.0,85.0,8.28,7.96,194776.0,246361.0,1.265,146119.0,113975.0,181043.0,63.7,0.299,0.0,0.6,0.54,1.4,0.35,0.22,1,0.7,99.0,4e-06,0.0,0.4640396353338087,0.0,2.686667,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.435781,0.0,0.0,0.0,,,
RBLX,LONG,0.22872486783788273,2.2872486783788273,0.0,1.3723,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.3e-05,2.5e-05,4.509177820046228e-13,1.1088248057039012e-17,2.580858,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.429756,0.502153,0.0,0.0,4.532394,,
VST,LONG,0.2097573594036744,2.097573594036744,0.0,1.2585,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,1.8069889080433337e-23,1.6e-05,1.4e-05,5.672964486727224e-25,0.031394572824855325,1.960912,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.425939,0.702832,0.0,0.0,27.1,,
CAT,LONG,0.20411550351941748,2.041155035194175,5.19,3.4976,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.6,NEUTRAL,trend_continuation,,,900.0,700.0,11.52,13.26,100460.0,116337.0,1.158,64926.0,55223.0,96648.0,96.6,0.454,1.85,0.03,0.0,1.4,1.6,0.31,2,1.0,99.0,2e-06,0.0,0.000787244436335667,0.0,1.835526,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.32078,0.0,0.0,0.0,,,
CRWD,LONG,0.1817953617940464,1.817953617940464,6.54,4.031,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.8,NEGATIVE,trend_continuation,-8809159.49,,470.0,300.0,3.86,33.71,196205.0,166321.0,0.848,94242.0,82881.0,185403.0,70.1,0.489,1.61,0.35,1.0,1.4,1.77,0.41,1,1.0,99.0,9e-06,0.0,7.866705249691447e-08,0.0,1.836735,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.332835,0.0,0.0,0.0,,,
CIFR,LONG,0.1672593176347302,1.672593176347302,0.0,1.0036,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.00020279843303717805,6.6e-05,0.000105,8.752831398969686,43160.25162465172,1.477337,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2e-06,0.071666,0.375759,0.0,0.0,2.148952,,
VG,LONG,0.1657582029477545,1.657582029477545,3.46,2.7068,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.2,POSITIVE,bounce_and_fail,2091355.8,11.87,12.5,7.5,5.13,36.92,465505.0,274977.0,0.591,189484.0,99352.0,451646.0,90.3,0.918,0.0,0.4,1.0,1.0,0.99,0.07,1,1.0,99.0,7.6e-05,0.0,0.0014348004698119471,0.0,1.140794,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.497685,0.0,0.0,0.0,,,
SEI,SHORT,0.5114994530821066,5.1149945308210665,3.71,5.0305,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.8,NEUTRAL,bounce_and_fail,,,70.0,60.0,7.21,8.1,17301.0,18377.0,1.062,20871.0,2718.0,12089.0,50.2,0.942,0.0,0.56,1.0,1.0,1.15,0.0,1,1.0,0.0,0.0,0.000652,0.0,0.15482459618898883,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.181873,0.0,0.0,58.402299,,
WSM,SHORT,0.5114994530821066,5.1149945308210665,2.86,5.0755,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",8.3,NEUTRAL,bounce_and_fail,,,230.0,180.0,13.25,11.37,6354.0,8463.0,1.332,3401.0,5574.0,5842.0,47.9,0.412,0.0,0.19,1.0,1.0,0.58,0.09,1,1.0,0.0,0.0,6.1e-05,0.0,1.261442791229847e-18,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.45224,0.0,0.0,9.803922,,
HPQ,SHORT,0.4161554123593887,4.161554123593887,1.77,3.3518,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.7,POSITIVE,unknown,2378250.52,21.08,23.0,18.0,9.19,14.55,151912.0,161919.0,1.066,122219.0,56687.0,134925.0,87.2,0.481,0.0,0.0,1.0,0.0,0.21,0.56,1,1.0,0.0,0.0,3.6e-05,0.0,0.00020448876416718194,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.253984,0.0,0.0,10.056381,,
AAOI,SHORT,0.4032987650625552,4.032987650625552,4.17,4.1875,price_validation_failed,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned,4.6,NEUTRAL,unknown,,,200.0,20.0,29.91,87.01,109028.0,98394.0,0.902,80763.0,54003.0,72656.0,96.1,1.578,0.0,0.22,1.0,1.6,1.02,0.33,1,1.0,0.0,0.0,4.8e-05,0.0,509213.7910080803,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,5e-06,0.0,0.123647,0.0,0.0,311.0,,
ON,SHORT,0.39544932423184737,3.9544932423184735,0.0,2.3727,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.8e-05,0.0,544602.1656444767,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3e-06,0.0,0.188261,0.0,0.0,14.234694,,
APLD,SHORT,0.39098608961828746,3.9098608961828747,0.0,2.3459,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,1.0156768740688082e-08,0.000291,0.000166,0.0025941480714242356,255410.76474765656,7.89487,2,0,0.0,0.085222,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.3e-05,0.410047,0.594915,0.0,0.0,5.97567,,
BE,SHORT,0.323394983571694,3.23394983571694,1.79,3.014,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.3,POSITIVE,unknown,5660667.66,230.54,260.0,75.0,12.74,67.48,330687.0,315446.0,0.954,194040.0,213714.0,238379.0,75.3,1.231,0.0,0.0,1.0,0.0,0.22,0.57,1,1.0,0.0,0.0,2.4e-05,0.0,1255426.4164918065,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.1e-05,0.0,0.548499,0.0,0.0,8.921569,,
CRDO,SHORT,0.3200408678047002,3.200408678047002,0.0,1.9202,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.9e-05,0.0,452336.9026644848,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,5e-06,0.0,0.373851,0.0,0.0,2.684211,,
PDD,SHORT,0.3200191600663631,3.200191600663631,0.0,1.9201,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6,1.0,99.0,2.8e-05,1.3e-05,6.797146547365235,7.925020885419431e-21,2.443749,1,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.1561,0.150757,0.0,0.0,2.610623,,
LITE,SHORT,0.31906170237775844,3.1906170237775844,0.0,1.9144,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6,1.0,14.22896462961274,9e-05,4.9e-05,0.3915755408759452,0.027519608844976267,13.5,1,0,0.153539,0.277727,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.584221,0.8145,0.0,0.0,6.2475,,
