ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
KORU,LONG,0.9389833901600332,9.389833901600332,6.41,7.6379,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.1,NEUTRAL,trend_continuation,,,500.0,320.0,10.11,29.53,5808.0,8480.0,1.46,7793.0,5739.0,756.0,76.0,1.492,1.81,0.12,1.0,1.4,2.0,0.08,147865033.42919794,36,1.0,7.999408202569656,0.003806,0.000313,47577.99410799078,65424.581660900854,122.263389,25.767857,30,1,0.629685,0.381616,,,,
TSEM,LONG,0.8204880545304379,8.204880545304379,0.0,4.9229,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5535268.383864383,18,1.0,99.0,0.000412,4.4e-05,31472.670247054844,0.14548463959333974,186.585831,0.440824,10,1,0.342829,0.489346,,,,
EWY,LONG,0.811937737696709,8.11937737696709,0.0,4.8716,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.824099362475517,10,1.0,3.1939897778506694,8.9e-05,2e-05,126255.2183716648,355760.9899771286,3.406994,0.069876,7,0,0.594335,0.0,,,,
CIEN,LONG,0.7833811661526633,7.833811661526633,5.11,6.7299,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.4,NEUTRAL,trend_continuation,,,600.0,360.0,28.72,22.77,38622.0,33030.0,0.855,33252.0,17604.0,20796.0,62.7,0.796,2.29,0.43,0.38,1.4,0.29,0.3,5.436930980895752,26,1.0,99.0,0.000115,1.4e-05,241477.0688845052,4.628852263099943,2.985113,3.508543,2,0,0.772634,0.223151,,,,
CSIQ,LONG,0.7433333333333334,7.433333333333334,0.0,4.46,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4.305682339252763e+31,5,1.0,99.0,0.0002,0.000192,45339.21750974964,3.2038670115712215e-13,142.99026,0.965997,0,0,0.0,0.0,,,,
IRDM,LONG,0.7125118976600695,7.125118976600695,0.0,4.2751,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,174338923899354.78,6,1.0,99.0,0.000271,1.1e-05,33051.49675476977,6.736651167126721e-12,14.435633,0.462908,3,1,0.260777,0.0,,,,
QBTS,LONG,0.7071020330715377,7.071020330715378,5.85,6.4305,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.7,POSITIVE,flag_breakout,1740354.88,16.23,20.0,5.0,23.23,69.19,309593.0,202104.0,0.653,172887.0,81328.0,257482.0,57.1,1.009,0.0,0.75,1.0,1.6,1.49,1.0,1.477755074245422,13,1.0,3.1383638160213128,0.000123,4e-05,57794.100260435094,41434.56055736524,4.070963,2.522262,0,0,0.848811,0.658805,,,,
RGTI,LONG,0.6784889665748339,6.78488966574834,5.59,6.0894,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.1,POSITIVE,flag_breakout,738266.49,16.3,20.0,14.0,22.66,14.14,290603.0,274899.0,0.946,160990.0,100800.0,303712.0,60.8,1.012,0.0,0.64,1.0,1.6,1.35,1.0,3.2503885914651724,3,1.0,99.0,8.8e-05,0.0,105465.10820778502,0.0,4.021271,,0,0,0.449684,0.0,,,,
SPXS,LONG,0.67,6.7,0.0,4.02,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523505786.7074072,7,1.0,1.3684380541207417e-05,0.001328,0.000464,0.20451332442392656,19926.691730335027,8.397471,2.641939,4,3,8.2e-05,0.0,,,,
STX,LONG,0.6536157658859285,6.536157658859285,0.0,3.9217,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,118.62434076718888,22,1.0,3.7860818107484255,6.5e-05,1.4e-05,149722.23511852598,27377.605731548192,2.779074,2.509004,3,1,0.239859,0.515824,,,,
PTON,LONG,0.6522703666666667,6.522703666666667,6.33,6.0004,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.2,POSITIVE,trend_continuation,554900.35,4.78,10.0,3.0,109.42,37.17,697415.0,224973.0,0.323,272077.0,75239.0,575072.0,95.1,0.93,2.25,0.46,1.0,1.4,1.12,0.11,162548694416.1078,10,1.0,99.0,0.000445,2.4e-05,1.3535225220732542e-06,7.56312339004476e-18,2.218395,0.046572,1,0,0.0,0.0,,,,
YPF,LONG,0.6492417379025464,6.492417379025463,5.74,6.2682,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.5,NEUTRAL,ema_pullback,,,50.0,40.0,17.9,5.68,139043.0,55257.0,0.397,89083.0,21850.0,83367.0,67.1,0.496,1.9,0.95,1.0,1.2,0.68,0.01,1946086622546153.5,7,1.0,99.0,9.9e-05,3e-06,56404.09898927285,8.260706428554236e-12,2.485522,0.241954,2,0,0.0,0.0,,,,
BTDR,LONG,0.6424190714285715,6.424190714285714,0.0,3.8545,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3.4220198952074266,8,1.0,0.3180152264751656,0.000725,0.001713,256417.0325218,806304.2621068462,0.417138,384.737101,1,2,0.238867,0.053927,,,,
BE,LONG,0.6421825544298442,6.421825544298442,0.0,3.8531,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.872451217007338,10,1.0,5.566792552687606,0.000103,2e-05,837800.6914425332,150499.7147842431,1.709669,84.351728,1,1,0.417351,0.592977,,,,
OWL,LONG,0.6307456274809822,6.307456274809821,5.47,6.2147,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,7.1,NEGATIVE,ema_pullback,-7145467.17,,10.0,8.0,9.71,12.23,530261.0,974293.0,1.837,398909.0,654255.0,451390.0,82.1,0.605,0.0,0.78,1.0,1.2,1.88,0.61,12790657731.777374,10,1.0,99.0,6.6e-05,3.9e-05,27956.18441237129,0.0008608059572367954,29.091721,0.071265,0,0,0.416768,0.0,,,,
BURL,LONG,0.6286605548966059,6.286605548966059,4.74,5.7453,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.9,NEUTRAL,trend_continuation,,,360.0,270.0,6.82,19.89,4187.0,25183.0,6.015,15693.0,11042.0,2635.0,21.0,0.323,1.67,0.48,0.01,1.4,1.18,0.0,40202999.10995675,7,1.0,99.0,8e-05,1.7e-05,12210.451740395305,0.0011336126009621112,281.106753,6.564103,0,0,0.383188,0.0,,,,
AEHR,LONG,0.62,6.2,0.0,3.72,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,173096.25325679575,5,1.0,99.0,0.000198,0.000107,520.1111673491638,0.013690613686110534,3.262274,16.057143,0,0,0.000962,0.0,,,,
USO,LONG,0.6157443425269258,6.157443425269258,6.02,6.0847,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.0,NEGATIVE,ema_pullback,-10607732.12,,150.0,80.0,21.69,35.1,738451.0,1094509.0,1.482,763587.0,401279.0,668094.0,83.3,0.714,2.35,0.95,0.86,1.2,0.67,0.0,1.597221162823268,7,1.0,1.5304265229020282,0.000223,0.000131,47178.79166874675,41102.956997273584,0.612954,0.491349,3,1,0.693317,0.609312,,,,
CORZ,LONG,0.5960621369788985,5.960621369788985,6.3,6.0703,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.0,POSITIVE,trend_continuation,19870343.29,18.93,20.0,12.0,5.65,36.61,1161260.0,619927.0,0.534,580719.0,731521.0,468947.0,65.7,0.895,1.75,0.12,1.0,1.4,1.53,0.5,19.470389041164612,8,1.0,99.0,0.000296,1.6e-05,83629.67486112965,1.0642009190831232,0.547282,0.546474,1,0,0.421193,0.0,,,,
KWEB,LONG,0.5663607807546841,5.663607807546841,5.32,5.5678,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.7,POSITIVE,retest_and_confirm,56338672.03,29.25,33.0,28.0,12.8,4.29,2383940.0,843931.0,0.354,933060.0,1191951.0,1102860.0,71.9,0.326,0.0,0.78,1.0,1.4,1.6,0.53,29.090443917006528,4,1.0,99.0,0.000186,0.0,97794.95159231166,0.0,0.612643,,1,0,0.113439,0.0,,,,
CGON,LONG,0.5472510983747996,5.472510983747996,5.53,5.5153,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.6,NEUTRAL,trend_continuation,,,90.0,35.0,31.43,48.89,35331.0,13788.0,0.39,3306.0,36892.0,8921.0,98.5,0.99,2.51,0.64,0.27,1.4,0.67,0.04,186960895.74614546,4,1.0,1.0697424143258223e-08,6.5e-05,3.5e-05,0.0007339617977542571,68611.07757579358,8.654762,8.899035,1,0,0.265365,0.0,,,,
SYY,LONG,0.546354969797203,5.46354969797203,3.62,5.0178,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",6.0,NEUTRAL,pullback_to_support,,,80.0,70.0,7.79,5.69,76328.0,22302.0,0.292,10753.0,62945.0,24932.0,96.4,0.279,0.0,0.44,0.25,1.4,1.39,0.14,3.9776995302618383,17,1.0,2.9386650914406323,3.8e-05,1.4e-05,2.74135884345317,0.508831934009366,12.09994,13.848584,1,1,0.421586,0.843996,,,,
EQT,LONG,0.5380792811579398,5.380792811579398,0.0,3.2285,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3038705728770496.5,9,1.0,99.0,4.7e-05,3e-06,57619.102633275674,3.8672170876392144e-12,54.699323,0.229936,0,1,0.040314,0.369075,,,,
JETS,LONG,0.5349174047619047,5.349174047619048,4.21,4.5376,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",3.0,NEGATIVE,retest_and_confirm,-683972.37,,27.0,23.0,0.17,14.67,104314.0,235408.0,2.257,145576.0,98985.0,95161.0,84.6,0.421,0.0,0.32,0.8,1.4,1.42,0.28,39842069.113217816,7,1.0,4.830780489818839e-08,0.000242,0.000122,0.0008749233391263687,45278.570459283044,0.313437,1.068835,1,1,0.647177,0.3199,,,,
VST,LONG,0.5226466081333241,5.226466081333241,0.0,3.1359,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,164564.36210248142,17,1.0,25.152787297855003,1.3e-05,3.7e-05,28104.017518854052,782.1324941143007,44.781431,0.41318,3,3,0.57549,0.171148,,,,
ARKK,LONG,0.5146632719183292,5.146632719183292,5.24,5.7053,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,7.8,NEGATIVE,support_ema_confluence,-15948245.54,,115.0,70.0,54.45,5.99,250124.0,339227.0,1.356,244991.0,198569.0,145791.0,42.1,0.396,0.0,0.44,1.0,1.6,1.77,0.43,2.730290350109445,7,1.0,1.546300852986838,7.7e-05,2.3e-05,27610.259325628787,44639.20987998026,1.109889,1.324503,0,2,0.594905,0.461208,,,,
WDC,LONG,0.5108191310482004,5.108191310482004,0.0,3.0649,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,7.721355873128932,13,1.0,8.370624163447431,8e-06,6e-06,65433.88214546119,17588.441668446947,89.44437,4.660104,1,0,0.617171,0.433048,,,,
MOD,LONG,0.5046392724842914,5.046392724842914,0.0,3.0278,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4721.599783755927,8,1.0,9.112449616684135,6.3e-05,6.3e-05,13292.172741223816,875.2096286087742,2.309022,0.362435,1,1,0.000161,0.599636,,,,
