ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,entry_price,stop_price,target_1,rr_ratio
HPQ,SHORT,0.5841997911423545,5.841997911423546,4.32,4.917,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",3.5,POSITIVE,ema_rally,2721979.89,19.14,20.0,18.0,4.47,5.98,175856.0,169593.0,0.964,163170.0,52761.0,129518.0,82.7,0.461,9.5118328478674,10,1.0,0.18745882233469632,2.7e-05,7.1e-05,3241.20028365003,25935.29802931652,3.763966,3.823282,0,0,0.611641,0.350719,1.51,0.85,0.33,1.2,0.43,0.0,,,,
DPST,SHORT,0.4425,4.425,4.45,4.8475,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.5,NEUTRAL,bounce_and_fail,,,155.0,80.0,36.3,29.65,20250.0,14029.0,0.693,13926.0,6144.0,14209.0,30.9,0.748,1791.591062348978,2,1.0,99.0,6.5e-05,0.000188,0.032846095799311754,1.8333478263866094e-05,57.0,,0,1,0.0,0.0,0.0,0.4,1.0,1.0,1.23,0.82,,,,
DVN,SHORT,0.4168830005955876,4.168830005955876,4.39,4.1814,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",3.9,POSITIVE,trend_continuation,8623492.49,45.47,50.0,40.0,9.94,12.05,268712.0,139026.0,0.517,142925.0,79776.0,185037.0,72.5,0.386,2267476.7513513085,4,1.0,99.0,1.6e-05,3.4e-05,48299.483926353394,0.3020509823258817,1.176355,2.293252,0,1,0.0,0.003119,0.0,0.33,1.0,1.4,1.66,0.01,,,,
HD,SHORT,0.38876012907870594,3.8876012907870594,5.86,4.8418,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,5.7,NEUTRAL,retest_and_confirm,,,350.0,300.0,3.61,11.19,124344.0,105805.0,0.851,92362.0,46931.0,90856.0,66.6,0.273,1052755104012.5648,14,1.0,99.0,2e-06,4e-06,0.41291838347236504,1.2456919432027574e-05,0.337659,2.036933,0,1,0.037425,0.06002,1.96,0.93,0.8,1.4,0.69,0.08,,,,
BKNG,SHORT,0.38684772641231163,3.868477264123116,1.52,3.3502,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.8,NEGATIVE,unknown,-454285.38,184.57,240.0,176.0,29.91,4.74,476377.0,336876.0,0.707,216294.0,148573.0,448386.0,87.3,0.415,4.6735733475083734e+21,5,1.0,5.952882607143871e-18,0.0,6e-06,2.6160249799392015e-13,29297.010681847823,3.333333,7.277778,0,1,1.8e-05,0.0,0.0,0.27,1.0,0.0,0.11,0.13,,,,
IYR,SHORT,0.37994309828831796,3.7994309828831794,2.59,4.1567,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.4,NEUTRAL,bounce_and_fail,,,100.0,45.0,0.13,54.94,57351.0,109456.0,1.909,47070.0,52600.0,67137.0,18.7,0.154,1.5458178066534913,2,1.0,0.32345338360569126,6.2e-05,0.000152,1.4740416264410743e-20,4.557199587802173e-20,0.337018,0.715961,0,0,0.0,0.0,0.0,0.14,1.0,1.0,0.46,0.0,,,,
SQQQ,SHORT,0.3718176666666667,3.7181766666666674,0.0,2.2309,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,16.205303098394253,4,1.0,1.3590943348407345,0.0,0.0,32564.428605120378,7986.796248629899,0.094519,5.977266,0,1,0.0,0.137114,0.0,0.0,0.0,0.0,0.0,0.0,,,,
WYNN,SHORT,0.3690565774043415,3.690565774043415,5.52,4.6613,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,5.8,POSITIVE,retest_and_confirm,136472.09,105.57,120.0,62.5,13.75,40.75,215484.0,76385.0,0.354,55124.0,71742.0,165003.0,58.4,0.408,247366282346718.66,5,1.0,99.0,3e-06,3.7e-05,1934.406193336628,0.001443842857467376,0.307292,0.310062,1,3,0.0,0.0,1.64,0.67,0.87,1.4,0.77,0.17,,,,
EXPE,LONG,0.5949601728312105,5.949601728312105,5.92,5.6908,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,4.7,NEUTRAL,support_ema_confluence,,,270.0,230.0,5.14,10.43,30010.0,37836.0,1.261,26399.0,12388.0,29059.0,94.7,0.623,161670944682372.16,6,1.0,99.0,8.5e-05,1e-05,40485.097174658105,3.132521760346849e-10,5.381238,0.30458,0,0,0.0,0.023675,1.58,0.08,0.59,1.6,1.99,0.07,,,,
SBET,LONG,0.5041283752380953,5.041283752380953,5.35,5.4056,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,6.4,POSITIVE,pullback_to_support,804034.07,7.29,20.0,5.0,174.35,31.41,406013.0,122764.0,0.302,256770.0,11598.0,260409.0,44.8,0.913,263792534.0125303,3,0.7,99.0,0.000134,0.0,1.727801005307528e-19,0.0,1.439838,,1,0,0.003986,0.0,0.0,0.67,1.0,1.4,1.69,0.6,,,,
ENS,LONG,0.4697415532828819,4.697415532828819,0.0,2.8184,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,23.192865284871463,2,1.0,0.08623341598524203,4.3e-05,2.8e-05,0.32242644636414364,3.738996567401709,14.285714,0.97561,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
PURR,LONG,0.46520871957079407,4.65208719570794,5.75,5.411,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,6.8,NEUTRAL,trend_continuation,,,7.0,5.0,6.87,23.66,12553.0,2231.0,0.178,6303.0,4002.0,4479.0,63.3,1.038,0.0,1,1.0,99.0,0.000101,0.0,2995.4926842166956,0.0,68.333333,,0,0,0.0,0.0,2.11,0.08,0.04,1.4,1.61,0.51,,,,
NUGT,SHORT,0.5933333333333333,5.933333333333333,4.96,5.0747,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",3.1,NEUTRAL,retest_and_confirm,,,215.0,210.0,0.34,1.99,20536.0,19131.0,0.932,22006.0,5473.0,12188.0,68.1,0.94,52.14197603451903,2,1.0,0.0,0.0,0.000214,0.0,1.2640137570084044e-20,,10.630631,0,0,0.0,0.03694,0.0,0.74,1.0,1.4,1.5,0.32,,,,
OSCR,SHORT,0.52549892,5.2549892,0.0,3.153,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,17372330.86858016,10,1.0,99.0,0.000127,0.000231,29501.347986719516,0.006839703810453821,0.607035,1.107132,0,0,0.031533,0.366994,0.0,0.0,0.0,0.0,0.0,0.0,,,,
SMH,SHORT,0.5230231756750271,5.230231756750271,0.0,3.1381,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,3.448626851268656,16,1.0,0.5612081735261394,3.3e-05,5.7e-05,144330.7155290387,330658.16140399914,1.085788,1.288562,2,0,0.5701,0.554583,0.0,0.0,0.0,0.0,0.0,0.0,,,,
IGV,SHORT,0.38250146111260164,3.8250146111260164,5.09,4.4195,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned,4.9,NEGATIVE,ema_rally,-24064305.0,81.89,90.0,80.0,9.88,2.33,820956.0,538387.0,0.656,595779.0,253251.0,510313.0,86.5,0.363,1.0628427414957788,9,1.0,0.5002824338210002,2.1e-05,3.9e-05,52911.87112622489,52881.99979569603,0.091416,0.198833,1,3,0.489422,0.781128,1.69,0.7,0.62,1.2,0.05,0.84,,,,
CAR,SHORT,0.33408120280081455,3.3408120280081457,0.0,2.0045,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,2.4940000068781965,5,1.0,0.24968540352822194,6e-06,2.2e-05,30540.780819499334,81544.69688105553,1.459199,0.767572,1,1,0.423241,0.532343,0.0,0.0,0.0,0.0,0.0,0.0,,,,
IRDM,LONG,0.7125118976600695,7.125118976600695,0.0,4.2751,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,174338923899354.78,6,1.0,99.0,0.000271,1.1e-05,33051.49675476977,6.736651167126721e-12,14.435633,0.462908,3,1,0.260777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
RGTI,LONG,0.6784889665748339,6.78488966574834,0.0,4.0709,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,3.2503885914651724,3,1.0,99.0,8.8e-05,0.0,105465.10820778502,0.0,4.021271,,0,0,0.449684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
OWL,LONG,0.6307456274809822,6.307456274809821,5.82,5.6397,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,3.7,NEGATIVE,retest_and_confirm,-6612975.42,,10.0,8.0,1.78,18.58,555791.0,978993.0,1.761,814852.0,258456.0,461476.0,89.8,0.646,12790657731.777374,10,1.0,99.0,6.6e-05,3.9e-05,27956.18441237129,0.0008608059572367954,29.091721,0.071265,0,0,0.416768,0.0,0.0,0.44,1.0,1.4,1.98,1.0,,,,
AEHR,LONG,0.62,6.2,0.0,3.72,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,173096.25325679575,5,1.0,99.0,0.000198,0.000107,520.1111673491638,0.013690613686110534,3.262274,16.057143,0,0,0.000962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
SYY,LONG,0.546354969797203,5.46354969797203,4.34,5.2738,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,6.2,NEUTRAL,pullback_to_support,,,80.0,70.0,7.51,5.93,76888.0,22416.0,0.292,28290.0,45681.0,25333.0,96.8,0.287,3.9776995302618383,17,1.0,2.9386650914406323,3.8e-05,1.4e-05,2.74135884345317,0.508831934009366,12.09994,13.848584,1,1,0.421586,0.843996,0.0,0.52,0.23,1.4,1.5,0.69,,,,
EQT,LONG,0.5380792811579398,5.380792811579398,2.26,4.9484,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.9,NEGATIVE,bounce_and_fail,-14466826.78,56.98,70.0,50.0,22.86,12.24,138018.0,162505.0,1.177,112155.0,76146.0,112222.0,39.7,0.352,3038705728770496.5,9,1.0,99.0,4.7e-05,3e-06,57619.102633275674,3.8672170876392144e-12,54.699323,0.229936,0,1,0.040314,0.369075,0.0,0.05,0.86,1.0,0.26,0.09,,,,
NCLH,LONG,0.4803899829851779,4.803899829851779,4.59,4.4989,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",3.6,POSITIVE,trend_continuation,3906415.54,20.82,25.0,18.0,20.02,13.59,302356.0,232631.0,0.769,187969.0,120199.0,226819.0,93.0,0.645,148693.91927805968,7,1.0,6.294421552274165,8e-05,4e-06,29146.79919794772,27783.457738781755,0.418154,0.414266,1,0,0.065046,0.0,0.0,0.62,1.0,1.4,1.57,0.0,,,,
ENPH,LONG,0.47853555184139634,4.785355518413963,5.72,5.4287,watchlist_reeval_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,6.6,NEGATIVE,flag_breakout,-2180644.01,33.71,50.0,30.0,48.3,11.02,186702.0,149741.0,0.802,108108.0,86430.0,141905.0,81.0,0.849,47689475088686.336,3,1.0,99.0,0.000117,2.9e-05,29844.461758922556,4.6261115974108773e-10,0.680507,1.384906,0,0,0.0,0.0,0.0,0.5,1.0,1.6,1.94,0.68,,,,
ETOR,LONG,0.44382503517527905,4.4382503517527905,0.0,2.663,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,3.804009699010384e+33,3,1.0,99.0,6.9e-05,0.0,11728.762432805916,0.0,1.032004,,0,0,0.061424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
PONY,LONG,0.42411856858284275,4.241185685828428,5.22,5.1266,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,7.2,NEUTRAL,retest_and_confirm,,,15.0,10.0,36.3,9.13,88385.0,40015.0,0.453,108803.0,320.0,19277.0,56.4,0.844,3519.0987103917496,3,1.0,0.027961954016880695,7.7e-05,7e-06,8.51758466400226e-20,6.092267127583555e-18,0.716494,32.627119,1,1,0.020603,0.0,0.0,0.51,1.0,1.4,1.95,0.37,,,,
COIN,LONG,0.3951314923014742,3.951314923014742,5.79,5.0327,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,6.6,NEGATIVE,retest_and_confirm,-7261989.01,190.11,200.0,150.0,5.1,21.18,687988.0,472136.0,0.686,483675.0,177137.0,499312.0,96.0,0.759,0.07277809055027867,6,1.0,99.0,6.4e-05,0.0,306353.4021852597,0.0,1.061278,,2,0,0.278453,0.0,0.0,0.68,1.0,1.4,1.78,0.93,,,,
SVIX,SHORT,0.5879180422530588,5.879180422530588,2.83,5.1486,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.8,NEUTRAL,ema_rally,,,19.0,14.0,1.6,25.13,46178.0,42226.0,0.914,41529.0,18529.0,28346.0,49.4,0.622,50067.67048225504,2,1.0,0.0,0.0,0.000227,0.0,1663.9218328905577,,2.499476,0,1,0.0,1e-05,0.0,0.39,0.82,1.2,0.42,0.0,,,,
MITK,SHORT,0.4416432543153808,4.4164325431538085,3.71,4.1812,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",4.3,NEUTRAL,trend_continuation,,,15.0,12.5,0.81,15.99,31340.0,2461.0,0.079,12018.0,0.0,21783.0,96.6,0.779,0.0,1,1.0,0.0,0.0,4e-05,0.0,25029.020971704827,,14.2,0,0,0.0,0.0,0.0,0.35,1.0,1.4,0.38,0.58,,,,
NFLX,SHORT,0.37508337548302606,3.7508337548302606,0.0,2.2505,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,11.592129026214444,6,1.0,0.14587173750642302,1e-06,4e-06,60780.62399223497,833343.3882565317,0.161302,3.654668,0,0,0.682929,0.321323,0.0,0.0,0.0,0.0,0.0,0.0,,,,
TSEM,LONG,0.8198982153464689,8.198982153464689,0.0,4.9194,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,5535268.383864388,18,1.0,99.0,0.000412,4.4e-05,27746.321222874718,0.12825932821917785,186.585831,0.440824,10,1,0.342829,0.489346,0.0,0.0,0.0,0.0,0.0,0.0,,,,
DUOL,LONG,0.6901171765408604,6.901171765408604,6.28,6.1746,watchlist_reeval_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,4.2,NEUTRAL,flag_breakout,,,100.0,60.0,2.69,38.39,78935.0,48791.0,0.618,55213.0,24086.0,48427.0,84.4,0.952,7531881.368071107,16,1.0,99.0,0.000519,7.1e-05,12536.739807634256,0.0027579223402855765,2.663626,3.376371,0,0,0.00542,0.431275,0.0,0.92,1.0,1.6,1.83,0.93,,,,
PTON,LONG,0.6522703666666667,6.522703666666667,6.74,6.1034,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.1,POSITIVE,trend_continuation,670962.15,4.92,10.0,3.0,103.46,38.96,702326.0,228999.0,0.326,346695.0,3649.0,580981.0,95.2,0.932,162548694416.10855,10,1.0,99.0,0.000445,2.4e-05,1.193266106276905e-06,6.667653217256227e-18,2.218395,0.046572,1,0,0.0,0.0,2.26,0.29,1.0,1.4,1.7,0.1,,,,
YPF,LONG,0.647824036457258,6.47824036457258,5.08,6.0231,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.3,NEUTRAL,ema_pullback,,,50.0,40.0,19.69,4.25,139147.0,56338.0,0.405,111721.0,0.0,83764.0,59.6,0.485,1946086622546162.2,7,1.0,99.0,9.9e-05,3e-06,49725.880789846124,7.282642759426421e-12,2.485522,0.241954,2,0,0.0,0.0,1.84,0.81,1.0,1.2,0.18,0.05,,,,
ARKK,LONG,0.5126168467490355,5.126168467490356,0.0,3.0757,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,2.7302903501094455,7,1.0,1.5463008529868376,7.7e-05,2.3e-05,24341.2178973742,39353.948894157074,1.109889,1.324503,0,2,0.594905,0.461208,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CIFR,LONG,0.4955226801334824,4.955226801334824,6.38,5.6316,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.2,POSITIVE,trend_continuation,6578837.55,17.98,25.0,10.0,38.93,44.43,801106.0,423625.0,0.529,426237.0,170833.0,627661.0,46.5,1.089,0.906082451352254,5,1.0,99.0,0.000133,0.0,123970.81386559387,0.0,0.536957,,0,0,0.702471,0.0,1.8,0.37,1.0,1.4,1.35,0.47,,,,
META,LONG,0.4491451945448272,4.491451945448272,0.0,2.6949,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,1.1268499503170828,26,1.0,4.726470688716822,4e-06,1e-06,271580.2171717444,78353.74091364421,11.199641,0.664526,2,3,0.724459,0.81749,0.0,0.0,0.0,0.0,0.0,0.0,,,,
FLEX,LONG,0.4222896073184033,4.2228960731840335,0.0,2.5337,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,783046212.4635514,11,1.0,9.830278460139586e-06,5.9e-05,2.7e-05,0.04746880754408918,2759.3351492864535,1.103967,2.661804,0,3,5.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BKSY,SHORT,0.4711188266666667,4.711188266666667,3.02,4.1416,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",4.4,NEUTRAL,unknown,,,40.0,17.5,20.55,47.26,35481.0,12230.0,0.345,22768.0,0.0,24943.0,92.8,1.284,2386384.2516690814,3,1.0,0.0,0.0,0.000211,0.0,8.86317281852088e-12,,0.626511,0,0,0.0,0.196061,0.0,0.49,1.0,0.0,1.22,0.31,,,,
OUT,SHORT,0.39007357685466043,3.900735768546604,3.35,3.9554,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.0,NEUTRAL,bounce_and_fail,,,31.0,25.0,7.06,13.66,7009.0,492.0,0.07,6668.0,643.0,190.0,7.8,0.23,0.0,1,1.0,0.0,0.0,3.1e-05,0.0,151918.21701888557,,3162.0,0,0,0.0,0.0,0.0,0.33,1.0,1.0,1.02,0.0,,,,
ZS,SHORT,0.352241511804179,3.52241511804179,4.58,4.0752,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","continuation_pattern, momentum_aligned",4.7,NEUTRAL,unknown,,,300.0,120.0,134.3,6.28,107557.0,71221.0,0.662,74922.0,27060.0,76796.0,88.4,0.631,41606.80844815943,3,1.0,2.403400575886706e-05,4e-06,9e-06,0.6675315015670747,13887.229375419387,0.295669,2.670895,0,0,0.0,4.3e-05,2.39,0.47,0.47,0.0,0.58,0.67,,,,
CE,LONG,0.6546051206571335,6.5460512065713345,5.09,5.94,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.7,NEUTRAL,trend_continuation,,,75.0,60.0,16.82,6.54,32966.0,17581.0,0.533,25806.0,6622.0,18119.0,78.9,0.721,144.20870915120753,5,1.0,99.0,0.000277,1.5e-05,216842.13889726138,3007.3376313200592,1.809503,0.761149,1,0,0.088489,0.0,1.93,0.72,0.34,1.4,0.7,0.0,,,,
LULU,LONG,0.4083756329915814,4.083756329915814,4.36,5.0499,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",8.5,NEGATIVE,trend_continuation,-12313213.38,,200.0,160.0,24.08,0.73,180972.0,163554.0,0.904,96408.0,62727.0,185391.0,46.4,0.436,2009414776.8170412,6,1.0,99.0,3.3e-05,1.3e-05,223671.95170302415,0.000960210960467873,1.281979,0.116078,2,2,0.104422,0.256949,0.0,0.95,1.0,1.4,0.81,0.2,,,,
CIEN,LONG,0.7735327140328401,7.735327140328401,5.5,6.5177,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.0,NEUTRAL,trend_continuation,,,510.0,360.0,8.14,23.67,40997.0,35545.0,0.867,42249.0,13292.0,21001.0,77.1,0.837,5.436930980895752,26,1.0,99.0,0.000115,1.4e-05,59112.979324047534,1.1331313958161748,2.985113,3.508543,2,0,0.772634,0.223151,2.25,0.41,0.32,1.4,0.58,0.54,,,,
QBTS,LONG,0.6734158290409665,6.734158290409665,0.0,4.0405,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,1.3588119866740505,12,1.0,3.8537670002750484,0.000123,3.1e-05,14147.850433703223,11013.52294990341,4.070963,3.223608,0,0,0.848811,0.581029,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BURL,LONG,0.6283401503148106,6.283401503148106,4.79,5.7987,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.1,NEUTRAL,trend_continuation,,,360.0,270.0,6.79,19.91,4343.0,25314.0,5.829,17571.0,9385.0,2701.0,30.7,0.336,40202999.10995665,7,1.0,99.0,8e-05,1.7e-05,2989.0878856596196,0.000277505514505824,281.106753,6.564103,0,0,0.383188,0.0,1.66,0.5,0.01,1.4,1.22,0.0,,,,
CTRA,LONG,0.5933333333333333,5.933333333333333,2.69,4.8537,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.4,NEUTRAL,bounce_and_fail,,,34.0,31.0,6.82,2.61,121857.0,26291.0,0.216,89756.0,27152.0,31240.0,78.9,0.361,8.631444526904845e+25,3,1.0,1.3356274547088577e-24,0.000122,1.6e-05,7.400315392597817e-20,110814.06520220042,134.233264,517.241379,0,0,0.017348,0.0,0.0,0.35,1.0,1.0,0.35,0.0,,,,
WULF,LONG,0.5907359105862311,5.9073591058623105,5.72,5.4497,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,3.9,POSITIVE,trend_continuation,19425193.43,19.73,20.0,11.0,1.37,44.25,1501266.0,787860.0,0.525,1070577.0,524094.0,694455.0,47.8,0.99,2.6678999094822733,5,1.0,8.384641266142685,7.3e-05,8e-06,36240.31156862741,17288.902610522582,5.686741,28.551724,0,0,0.435414,0.0,1.93,0.12,0.15,1.4,1.12,1.0,,,,
STX,LONG,0.5906466679179974,5.906466679179974,5.22,4.8992,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,1.9,NEUTRAL,trend_continuation,,,520.0,200.0,1.75,60.87,81200.0,84257.0,1.038,59846.0,26841.0,78770.0,98.7,0.834,105.475009338492,22,1.0,3.8783756991319045,4.6e-05,1.4e-05,37545.08895722873,6701.969048352894,2.714318,2.509004,2,1,0.257948,0.515824,2.18,0.04,0.12,1.4,0.87,0.6,,,,
NVT,LONG,0.5490969928988731,5.490969928988731,5.0,5.0255,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,3.9,NEUTRAL,trend_continuation,,,135.0,90.0,2.3,31.8,34092.0,7455.0,0.219,22161.0,13139.0,6247.0,86.8,0.514,126343911019554.92,11,1.0,99.0,4.2e-05,2.3e-05,5676.63550437276,4.254023539713243e-05,5.169208,6.693719,0,1,0.301927,0.380484,1.84,0.22,0.1,1.4,1.1,0.34,,,,
CGON,LONG,0.5472510983747996,5.472510983747996,5.86,5.5743,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.4,NEUTRAL,trend_continuation,,,90.0,35.0,34.61,47.65,34648.0,13895.0,0.401,6996.0,32606.0,8941.0,96.7,0.94,186960895.74614596,4,1.0,1.0697424143258194e-08,6.5e-05,3.5e-05,0.00017967200271111136,16795.819283686673,8.654762,8.899035,1,0,0.265365,0.0,2.45,0.91,0.51,1.4,0.41,0.18,,,,
CORZ,LONG,0.547029266306905,5.470292663069049,6.15,5.6401,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.3,POSITIVE,trend_continuation,20994212.14,18.9,20.0,12.0,5.82,36.51,1245336.0,665480.0,0.534,828129.0,534042.0,548645.0,65.2,0.891,19.47051964238906,7,1.0,99.0,0.000256,1.6e-05,23884.382001688744,0.2605137093016523,0.532072,0.546474,1,0,0.421192,0.0,1.75,0.2,1.0,1.4,1.5,0.3,,,,
JETS,LONG,0.5349174047619047,5.349174047619048,6.36,5.2426,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.3,NEGATIVE,trend_continuation,-3015512.85,,27.0,23.0,0.54,14.35,101693.0,244274.0,2.402,185342.0,65019.0,95606.0,83.8,0.412,39842069.11321787,7,1.0,4.830780489818838e-08,0.000242,0.000122,0.00021417903362343777,11084.080205819382,0.313437,1.068835,1,1,0.647177,0.3199,1.79,0.4,0.89,1.4,1.68,0.2,,,,
KWEB,LONG,0.5297944866460214,5.297944866460213,5.57,5.3,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,4.9,POSITIVE,retest_and_confirm,72225436.76,29.49,33.0,28.0,11.9,5.05,2517965.0,862396.0,0.342,1483235.0,733612.0,1163514.0,72.9,0.331,5.710473424413069,2,1.0,99.0,0.000128,0.0,46165.198132899946,0.0,1.116246,,1,0,0.080509,0.0,0.0,0.76,1.0,1.4,1.94,0.47,,,,
COP,LONG,0.46662682889727924,4.666268288972793,5.08,4.4571,watchlist_reeval_failed,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",3.0,POSITIVE,retest_and_confirm,18563185.15,119.41,125.0,95.0,4.74,20.4,236917.0,175745.0,0.742,159430.0,81365.0,171867.0,75.4,0.33,2270566413.994082,25,1.0,8.335639893349661,1e-05,6e-06,5569.665973278369,1718.1642201731738,1.701617,0.47378,3,1,0.461121,0.0,1.9,0.34,1.0,1.4,0.38,0.06,,,,
