ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,entry_price,stop_price,target_1,rr_ratio
AXTI,SHORT,0.9125000000000001,9.125,0.0,5.475,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3.955192964565201,28,1.0,0.8355344831432807,0.001455,0.001386,386995.00965196936,219396.60100561255,36.641636,119.38309,2,1,0.607559,0.865301,,,,,,,,,,
SEDG,SHORT,0.7966666666666667,7.966666666666668,5.63,6.6523,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,4.9,NEUTRAL,retest_and_confirm,,,70.0,35.0,73.78,13.11,97146.0,84839.0,0.873,66149.0,29291.0,86545.0,85.3,1.039,411671972697.67706,11,1.0,1.7499555644586956e-12,0.000111,0.003478,7.301519654697247e-07,347700.24084181944,0.119157,16.930747,5,0,0.56043,0.0,0.0,0.49,0.86,1.4,1.88,1.0,,,,
DAVE,SHORT,0.7765413401180384,7.765413401180385,0.0,4.6592,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,20910208568.621464,21,1.0,2.8614310075786166e-08,0.000938,0.000459,0.0012728811857984,72286.62586810843,2.856607,8.55973,2,1,0.120377,0.117367,,,,,,,,,,
SNDK,SHORT,0.7324049547724256,7.324049547724256,0.0,4.3944,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,16.50757924439318,11,1.0,0.048007029387135663,8e-06,0.00013,209945.94416766995,2498990.512108256,0.638134,6.922664,0,1,0.088493,0.055014,0.0,0.0,0.0,0.0,0.0,0.0,,,,
FAS,SHORT,0.6776411815499371,6.7764118154993715,0.0,4.0658,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,1.0282146772009753e+19,8,1.0,5.741616513769315e-08,0.000149,0.00012,0.0004913551802081063,5134.670826897874,1.150871,19.558333,1,3,0.181002,0.084632,,,,,,,,,,
IWM,SHORT,0.6566262565481856,6.566262565481856,0.0,3.9398,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,9.411335253880168,30,1.0,0.15125884619410312,1.5e-05,9.3e-05,37176.475060908,122890.25070706026,0.232944,0.357009,1,6,0.620733,0.666695,0.0,0.0,0.0,0.0,0.0,0.0,,,,
UVXY,SHORT,0.6379323910019581,6.379323910019581,0.0,3.8276,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3122216897.2604117,5,1.0,30.099430890965838,0.001145,0.000311,51951.38765810058,2588.988535013804,2.127191,75.296392,0,1,0.0,0.037303,,,,,,,,,,
SPXS,SHORT,0.637637516354283,6.37637516354283,0.0,3.8258,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,523505786.7074052,7,1.0,1.3684380541207428e-05,0.001377,0.000481,0.01835191835939268,1788.1134192013067,8.397471,2.641939,4,3,8.2e-05,0.0,,,,,,,,,,
FSLY,SHORT,0.635692778843345,6.35692778843345,0.0,3.8142,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,24.699359042531817,15,1.0,0.5041760575403269,0.000401,0.000251,10047.887940164776,29893.98581078323,1.675367,1.271753,1,2,0.354231,0.603145,,,,,,,,,,
BAX,SHORT,0.632854692830608,6.32854692830608,5.2,5.6643,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,4.7,NEUTRAL,ema_rally,,,20.0,15.0,13.54,14.85,63229.0,31207.0,0.494,23625.0,11649.0,59162.0,91.3,0.546,5.453197442995569e+31,2,1.0,0.0,0.0,7.1e-05,0.0,272891.8514469497,,23.022574,0,0,0.0,0.0,1.64,0.75,0.91,1.2,0.7,0.0,,,,
SOXS,SHORT,0.630474096022844,6.30474096022844,0.0,3.7828,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,482381.227262023,3,1.0,2.5552597424456507,0.00035,0.000113,22260.14039098178,17422.996199733883,99.905556,66.444444,0,1,4e-06,0.0,,,,,,,,,,
EAT,SHORT,0.6273896717019356,6.2738967170193565,2.71,5.0699,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.6,NEUTRAL,bounce_and_fail,,,160.0,40.0,1.07,74.73,6261.0,13414.0,2.142,8562.0,120.0,10993.0,92.9,0.576,83456696722.93599,7,1.0,0.22590549761296483,8e-06,6.9e-05,55205.324452892535,40728.92207598661,4.428571,3.790753,0,1,0.0,0.244838,0.0,0.32,1.0,1.0,0.26,0.13,,,,
URA,SHORT,0.6228232142857143,6.228232142857143,0.0,3.7369,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,876.6098765402671,10,1.0,99.0,0.000149,0.000386,0.06825477516013012,0.0009036085056263156,3.722177,8.564394,0,0,0.439896,0.139525,0.0,0.0,0.0,0.0,0.0,0.0,,,,
QBTS,SHORT,0.602536311161179,6.0253631116117905,0.0,3.6152,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,2.0979952509615263,3,1.0,0.0,0.0,0.000158,0.0,308103.1650438422,,0.673869,0,0,0.0,0.460635,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AXP,SHORT,0.5982108157453726,5.982108157453726,0.0,3.5893,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,9.172561405627272,26,1.0,0.40115850678296616,4e-06,4e-06,2830.9436559700557,3736.0166900333775,0.311347,5.309781,4,7,0.645628,0.826482,,,,,,,,,,
NNE,SHORT,0.581383801165149,5.81383801165149,2.73,4.8459,price_validation_failed,"confirmation_volume, ema_rally, not_extended","momentum_aligned, room_to_target, trend_aligned",5.6,NEUTRAL,ema_rally,,,26.0,21.0,6.56,13.93,74505.0,31538.0,0.423,44676.0,1903.0,59464.0,65.0,0.973,8.264505425360559,3,1.0,0.10100956799606692,5.4e-05,9.1e-05,386.92212550830425,1915.2746278618383,4.904255,10.663121,0,0,0.0,0.11339,0.0,0.35,0.01,1.2,0.18,1.0,,,,
FSLR,SHORT,0.5641820920926329,5.641820920926329,7.36,6.2889,poor_rr (1.6:1),"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.3,NEGATIVE,unknown,-10110271.25,197.76,410.0,180.0,107.19,9.04,322611.0,210022.0,0.651,82413.0,74402.0,375818.0,85.6,0.628,46.172470454550144,9,1.0,0.010209762085673448,8e-06,0.000129,246.36780455430002,12065.305855657913,0.832471,1.085778,2,2,0.516125,0.200009,1.64,0.99,0.47,1.6,1.66,1.0,197.89,209.21,180.0,1.58
LITE,SHORT,0.5468340484188066,5.468340484188065,0.0,3.281,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,147.43346508765782,11,1.0,2.158449027146715,8.4e-05,4.3e-05,645050.9772696116,358619.1580103129,0.420531,2.825044,1,1,0.438082,0.305657,,,,,,,,,,
VST,SHORT,0.5424980406175943,5.424980406175943,2.74,5.0345,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",7.5,NEGATIVE,ema_rally,-10741252.75,164.59,180.0,150.0,9.37,8.86,141837.0,189201.0,1.334,147872.0,54402.0,128764.0,69.5,0.581,878942.4369780188,16,1.0,0.053726058193301354,1.6e-05,2.5e-05,4406.837069012038,82024.20235552455,38.589398,3.770935,4,3,0.500737,0.00107,0.0,0.49,0.42,1.2,0.28,0.35,,,,
ANF,SHORT,0.5175847733333333,5.175847733333333,5.97,5.7989,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",7.1,NEUTRAL,resistance_ema_confluence,,,120.0,85.0,29.58,8.22,20431.0,26072.0,1.276,20396.0,8653.0,17454.0,43.6,0.506,450.45736479964205,5,1.0,1.7144150728188516,8.7e-05,0.000168,0.00011019783255514848,9.64158280298719e-05,1.073588,1.737524,0,0,0.088061,0.006012,1.57,0.9,0.0,1.6,1.74,0.15,,,,
SMR,SHORT,0.506491181015784,5.064911810157841,0.0,3.0389,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,48.74553642380256,6,1.0,1.8743116183502635,0.000166,8.3e-05,78218.314571074,83463.51140897308,0.947039,0.704751,0,0,0.038859,0.026525,,,,,,,,,,
ON,SHORT,0.501381639479298,5.013816394792981,0.0,3.0083,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,10690598.254107201,9,1.0,7.648982898408875,2.2e-05,2.8e-05,12889.501780707718,842.5631192997547,1.016014,2.770881,0,1,0.213381,0.369787,,,,,,,,,,
AAL,SHORT,0.4950990240222759,4.950990240222759,3.26,4.3335,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",4.4,POSITIVE,trend_continuation,1056233.38,12.13,15.0,10.0,23.61,17.59,996065.0,1660280.0,1.667,753160.0,527748.0,1375437.0,78.3,0.55,1.6604950841397086,10,1.0,1.4766591721912135,4.4e-05,0.000104,18179.889324402022,8207.66663324433,0.342583,0.420367,0,1,0.221989,0.688378,0.0,0.25,1.0,1.4,0.26,0.35,,,,
TLN,SHORT,0.4778655242321543,4.778655242321543,3.02,4.2953,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",5.0,NEUTRAL,ema_rally,,,370.0,260.0,4.4,26.64,41669.0,27054.0,0.649,23463.0,7197.0,38063.0,77.3,0.591,2951065.0616697622,5,1.0,0.0,0.0,4.5e-05,0.0,33.47827003882044,,2.161804,0,1,0.0,6e-06,0.0,0.27,0.97,1.2,0.14,0.44,,,,
ASML,SHORT,0.4711803225906862,4.711803225906862,0.0,2.8271,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,47.53480648287578,23,1.0,0.9132192190351847,7e-06,7e-06,126212.29197075703,150770.0821724236,1.280169,1.577442,4,5,0.554157,0.420835,,,,,,,,,,
RVMD,SHORT,0.46927219372096635,4.692721937209663,0.0,2.8156,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,330.9772688833337,3,1.0,0.0607791503414998,2e-06,3.7e-05,3563.8157331315906,29317.74887529342,1.344828,44.448276,1,1,0.0,0.006189,0.0,0.0,0.0,0.0,0.0,0.0,,,,
XPEV,SHORT,0.46019328973773427,4.601932897377343,0.0,2.7612,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3532843.1840826073,9,1.0,42.183876448609034,8.9e-05,3.9e-05,21641.567980907937,1795.6028300399453,4.294693,8.88567,1,0,0.080493,0.0,,,,,,,,,,
MP,SHORT,0.44470090276299173,4.4470090276299175,1.86,4.3015,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.6,NEGATIVE,unknown,-1324552.66,,70.0,50.0,16.38,16.87,208255.0,186833.0,0.897,149669.0,42645.0,202774.0,35.9,0.709,3428034.404032591,4,1.0,18.05771196768369,4.3e-05,0.0001,159664.26903785433,8841.888126446558,1.010475,0.386548,1,0,0.0,0.0,0.0,0.18,0.94,0.0,0.07,0.67,,,,
STNE,SHORT,0.4376690594268383,4.376690594268383,0.0,2.626,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,822.8072290617381,3,1.0,0.880563928815855,6.4e-05,3.1e-05,1.7773317081057277e-29,4.0368033482720736e-29,19.683373,89.119048,1,1,0.001987,0.0,,,,,,,,,,
USO,SHORT,0.4244205589241979,4.244205589241979,0.0,2.5465,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,26.2360932465855,3,1.0,2.3164717478889885,5.7e-05,6.9e-05,65506.82827821097,14139.354027932273,0.335677,0.117738,0,0,0.0,0.152871,,,,,,,,,,
AXON,SHORT,0.4154442624951614,4.154442624951614,0.0,2.4927,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3320904.9801280033,6,1.0,99.0,2.6e-05,2.3e-05,15156.658417432576,0.0071496293735993964,3.402199,5.578383,0,0,0.424912,0.0,,,,,,,,,,
UPRO,SHORT,0.4091666666666667,4.091666666666667,0.0,2.455,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,24525496.87676494,7,1.0,3.920464389597919e-08,0.0,0.0,0.004364079385667471,18552.561431440732,6.152174,4.319985,1,1,0.0,0.091805,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CRM,SHORT,0.39912736260278775,3.9912736260278776,0.0,2.3948,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,7.85987456368121,15,1.0,3.2717318909895696,1.2e-05,6e-06,1867.3597012638254,652.2922549828662,0.802178,1.822411,1,2,0.261343,0.339423,,,,,,,,,,
UEC,SHORT,0.3983504136919859,3.9835041369198594,2.31,3.9648,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.4,NEUTRAL,unknown,,,20.0,12.0,31.75,20.95,115104.0,51383.0,0.446,93143.0,856.0,72488.0,37.1,0.809,0.0,1,1.0,0.0,0.0,3.2e-05,0.0,217466.58897283016,,3.251924,0,0,0.0,0.0,0.0,0.29,1.0,0.0,0.15,0.87,,,,
APA,SHORT,0.3912185932335045,3.9121859323350447,4.63,4.0851,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",3.7,POSITIVE,trend_continuation,1743086.92,36.91,40.0,17.5,8.49,52.54,166160.0,91278.0,0.549,73789.0,56746.0,126903.0,88.8,0.534,420916371.6927418,6,1.0,99.0,1.9e-05,4.8e-05,7400.985074086971,0.006501566950010598,2.993042,1.02335,0,0,0.478479,0.001352,0.0,0.51,1.0,1.4,1.54,0.17,,,,
REGN,SHORT,0.38684772641231163,3.868477264123116,0.0,2.3211,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,1.2625678515766766e+16,8,1.0,0.3873555579843729,9e-06,6e-06,342.9079899611258,1475.4230443362658,2.659041,16.705276,0,1,0.0,0.0,,,,,,,,,,
SPXL,SHORT,0.37704702861686007,3.770470286168601,0.0,2.2623,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,24242249.922883667,2,1.0,99.0,2.7e-05,1.1e-05,9050.096979175527,0.00018665959240508892,0.391667,5.3,0,1,0.0,0.0,,,,,,,,,,
HOOD,SHORT,0.37668697835143516,3.766869783514352,0.0,2.2601,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2.8376527016976647,17,1.0,1.4480877363656004,1.3e-05,9e-06,58219.528450676604,35737.2627752794,0.662238,0.624028,0,1,0.649445,0.785329,,,,,,,,,,
OXY,SHORT,0.36822102861686,3.6822102861686004,0.0,2.2093,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,6104887.823621927,17,1.0,0.0025494640033414074,1e-05,1.1e-05,60.33646525044076,12908.909160662482,0.204039,0.259641,1,1,8e-05,0.396436,,,,,,,,,,
APLD,SHORT,0.3598345641282452,3.598345641282452,0.0,2.159,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,0.6873510489224542,8,1.0,3.8063881708435976,0.000165,4.9e-05,625313.821293375,54760.03262823549,0.41756,0.491956,0,2,0.430608,0.461615,,,,,,,,,,
CARR,SHORT,0.3575458671487826,3.575458671487826,0.0,2.1453,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,6.352061213705817e+28,5,1.0,47.10615143659757,9e-06,5e-06,0.19865989573070944,0.006325922082536141,0.232243,51.430357,1,0,0.0,0.0,,,,,,,,,,
WGS,SHORT,0.3565918218138701,3.5659182181387012,5.7,4.493,price_validation_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.0,NEUTRAL,ema_rally,,,90.0,60.0,28.9,14.06,10342.0,3857.0,0.373,7220.0,3734.0,3245.0,72.0,0.899,1.1414626319950696e+17,2,1.0,0.0,0.0,5.1e-05,0.0,2878.559179139592,,,0,1,0.0,0.0,2.11,0.76,0.96,1.2,0.34,0.33,,,,
DIA,SHORT,0.34261593904761906,3.4261593904761907,0.0,2.0557,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3.1536656339519546,4,1.0,1.9664826116086067,0.0,0.0,6163.243183757093,3134.1457826141086,1.384712,2.394172,2,1,0.147641,0.423852,,,,,,,,,,
NU,SHORT,0.33762927842909374,3.3762927842909374,0.0,2.0258,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,49.21290087239308,16,1.0,2.3790437100301043,1.9e-05,9e-06,4396.043200946462,3079.699056118389,1.779884,1.080208,3,0,0.819045,0.495591,,,,,,,,,,
EL,SHORT,0.3319634420802377,3.319634420802377,0.0,1.9918,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,1552430012.4267948,7,1.0,65.12930518702616,4.6e-05,2.6e-05,8760.480782103075,100.88178536082604,5.475464,0.795006,1,0,0.069711,0.286679,,,,,,,,,,
ERAS,SHORT,0.3308469465668379,3.308469465668379,2.81,3.4372,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.7,NEUTRAL,unknown,,,22.5,15.0,25.52,16.32,84904.0,13837.0,0.163,17126.0,9944.0,71671.0,81.5,1.738,5.239417251391333,2,0.7,0.0,0.0,4.8e-05,0.0,586.85465946133,,0.746992,0,0,0.0,0.160271,0.0,0.38,1.0,0.0,0.56,0.87,,,,
IONQ,SHORT,0.3279161703385314,3.2791617033853138,0.0,1.9675,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,0.6326180459526806,9,1.0,3.039224819197449,8.2e-05,2.7e-05,172097.8119053949,113251.12299579062,0.465578,1.674418,1,1,0.597487,0.490404,,,,,,,,,,
NOW,SHORT,0.3267400578187675,3.2674005781876754,0.0,1.9604,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,315.9655991835941,17,1.0,0.08858897672028922,1.8e-05,8e-06,1907.149844157153,39468.131480900185,1.768912,0.800873,0,3,0.686403,0.019237,,,,,,,,,,
PINS,SHORT,0.3248017693390569,3.248017693390569,0.0,1.9488,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2365910825.7248077,3,1.0,99.0,2.3e-05,3e-05,0.08853635086494414,7.484335411316327e-11,1.000796,1.373946,0,0,6e-06,0.0,,,,,,,,,,
XOP,SHORT,0.323847269710279,3.23847269710279,0.0,1.9431,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,1.3380732570503928,5,1.0,1.4946862139261938,0.0,0.0,6212.397375435378,2770.881414240943,0.071674,15.30744,1,0,0.0,0.648764,,,,,,,,,,
CRDO,LONG,0.4103684067120981,4.103684067120981,0.0,2.4622,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,3.6836334981538132,4,1.0,1.1518948316845858,1.1e-05,6e-06,6194.323875565188,16132.524528753152,2.742794,0.495957,0,0,0.584219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
PATH,LONG,0.3709657620500222,3.709657620500222,5.3,4.7448,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.5,POSITIVE,bounce_and_fail,1574537.94,10.49,15.0,10.0,42.86,4.76,642570.0,202396.0,0.315,471324.0,18048.0,355594.0,42.8,0.627,313.6076513863009,4,1.0,22.948986190461564,5e-05,1.1e-05,0.4144588278020525,0.05418001793573566,0.826161,0.131374,0,0,0.003317,0.0,0.0,0.8,1.0,1.0,2.0,0.49,,,,
QCOM,LONG,0.3543101216504069,3.543101216504069,4.89,4.0586,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.1,POSITIVE,trend_continuation,23060290.4,133.88,145.0,125.0,8.29,6.65,303016.0,240328.0,0.793,184151.0,86461.0,272732.0,87.5,0.429,111966.6209690094,13,1.0,1.1373700740496642,6e-06,3e-06,21028.20607928687,29581.514842450346,1.07228,0.125274,2,1,0.155425,0.308743,0.0,0.48,1.0,1.4,1.97,0.04,,,,
AVGO,LONG,0.3530300044909971,3.530300044909971,0.0,2.1182,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,4.9341016876662085,13,1.0,0.6339718702508593,2e-06,1e-06,35807.576846352014,188271.11278708707,0.212964,0.1675,0,0,0.791947,0.077048,0.0,0.0,0.0,0.0,0.0,0.0,,,,
NET,SHORT,0.46899224518453525,4.689922451845352,6.73,4.984,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, resistance_ema_confluence, room_to_target, trend_aligned",none,3.1,POSITIVE,resistance_ema_confluence,6692592.32,,250.0,160.0,32.15,15.42,159652.0,100918.0,0.632,113280.0,45141.0,102149.0,99.0,0.833,6116.156791785524,18,1.0,1.0344512183472827,7e-06,4.5e-05,10368.906632082797,5011.791009656765,1.886654,0.570593,0,2,0.098726,0.204058,1.82,0.69,0.68,1.6,0.94,1.0,,,,
BMNR,LONG,0.6772158891029614,6.772158891029614,4.44,5.4981,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,3.9,POSITIVE,retest_and_confirm,11499344.71,21.8,30.0,20.0,37.71,8.19,1107039.0,468736.0,0.423,666835.0,205799.0,703141.0,0.5,0.854,9.032476087762483,6,1.0,99.0,0.000144,3e-06,115073.36230868187,2482.153288735333,57.128423,0.061914,0,0,0.157432,0.0,0.0,0.67,1.0,1.4,0.98,0.39,,,,
SLV,LONG,0.5155005752116845,5.155005752116844,4.95,5.6625,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",8.0,NEGATIVE,trend_continuation,-263296.59,,100.0,70.0,38.75,2.87,5863322.0,3440697.0,0.587,3264401.0,2366157.0,3673461.0,60.0,0.569,1.4871649625992196,7,1.0,5.094773250821516,4.5e-05,9e-06,395202.65907177905,103426.95402143856,13.018591,0.041813,1,2,0.514419,0.428374,0.0,0.49,1.0,1.4,1.74,0.32,,,,
W,SHORT,0.6591052085714286,6.591052085714287,4.29,5.1025,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",2.6,NEUTRAL,ema_rally,,,92.5,75.0,21.81,1.23,72066.0,77529.0,1.076,69147.0,13787.0,66661.0,94.7,0.878,539186631.0951985,13,1.0,99.0,0.000104,0.000247,0.0066394130387642004,8.018823570851948e-10,1.812352,2.388663,1,2,0.000136,0.250996,1.52,0.84,0.54,1.2,0.16,0.02,,,,
GEV,SHORT,0.47660077305686277,4.766007730568628,0.0,2.8596,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,1667.1421184031651,15,1.0,0.2457042707663799,4e-06,8e-06,1286.375698305163,4581.0304090613,2.33303,5.190318,2,1,0.001786,0.32745,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BIDU,SHORT,0.3811881356982471,3.811881356982471,4.26,4.1439,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, trend_aligned","momentum_aligned, room_to_target",4.8,POSITIVE,ema_rally,10225292.46,119.9,150.0,100.0,24.97,16.69,197051.0,120348.0,0.611,82052.0,81250.0,154097.0,52.0,0.466,48980.03450465007,6,1.0,99.0,1.2e-05,2.1e-05,32236.55446741592,0.6135083462244935,0.325667,2.751269,3,0,0.509213,0.0,1.79,0.37,0.0,1.2,0.07,0.83,,,,
LUNR,LONG,0.5922705962352699,5.922705962352699,5.3,5.4714,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,4.6,POSITIVE,trend_continuation,3072039.35,23.97,30.0,20.0,25.21,16.53,194868.0,113833.0,0.584,134505.0,58834.0,115362.0,74.5,1.163,4.674108130042718,6,1.0,8.682405623409192,9e-05,4.3e-05,25661.802381677102,2955.60971172421,2.538089,0.405864,0,1,0.240421,0.491092,1.79,0.45,0.19,1.4,0.94,0.53,,,,
STM,LONG,0.5546011189898563,5.546011189898563,0.0,3.3276,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,60052.96536566958,9,1.0,9.840176418155854,3.9e-05,3e-06,40485.871857865444,14400.204374494857,3.393205,4.04535,2,0,0.105619,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,,
IREN,LONG,0.54346504398194,5.4346504398194,0.0,3.2608,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,1.4822586619496234,7,1.0,41.349246137123664,0.000138,3e-06,300313.83077548567,43577.16652626394,0.425629,0.218553,0,0,0.703208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
B,LONG,0.4357175272622542,4.357175272622542,4.2,4.5786,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.7,POSITIVE,ema_pullback,9571314.18,43.03,50.0,30.0,15.98,30.41,480856.0,329094.0,0.684,115961.0,205040.0,488949.0,69.2,0.505,93186153833697.4,18,1.0,2.7455133463928703e-08,3.4e-05,1.1e-05,0.00031550613842344774,14364.624143876783,0.829383,1.539485,1,2,0.031382,0.037582,0.0,0.74,1.0,1.2,1.04,0.23,,,,
ACN,LONG,0.4247849387014866,4.247849387014866,4.86,4.8619,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.4,NEUTRAL,trend_continuation,,,300.0,160.0,55.54,17.05,93454.0,53890.0,0.577,49176.0,26942.0,71226.0,60.0,0.399,10756923571986.795,15,1.0,99.0,1.7e-05,4e-06,566.2751858532517,1.3509161639168202e-05,1.266236,1.116447,2,1,3.9e-05,0.263629,0.0,0.84,1.0,1.4,1.62,0.0,,,,
NTR,LONG,0.41717117777027923,4.171711777702792,3.6,4.1859,watchlist_reeval_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",5.1,NEUTRAL,trend_continuation,,,80.0,45.0,9.24,38.55,74216.0,38855.0,0.524,46466.0,25864.0,40741.0,94.7,0.4,2259433367.90754,12,1.0,11.292183319894697,4.7e-05,1.9e-05,0.015502395997356852,0.0027456862075635195,0.608352,0.204888,0,0,0.025548,0.0,0.0,0.69,1.0,1.4,0.51,0.0,,,,
DJT,SHORT,0.6784847866666667,6.7848478666666665,5.02,5.9184,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned,5.1,POSITIVE,ema_rally,1127189.77,10.04,25.0,5.0,148.76,50.25,233971.0,221874.0,0.948,57498.0,123477.0,274870.0,66.2,0.702,9.014155930929443e+21,9,1.0,0.0,0.0,0.000231,0.0,1.6569570993332974e-06,,2.655302,0,1,0.0,2e-05,1.66,0.39,1.0,1.2,0.13,0.65,,,,
