ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
PWR,LONG,0.6219487032122122,6.219487032122122,4.53,5.4287,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.8,NEUTRAL,bounce_and_fail,,,700.0,540.0,8.76,16.1,13526.0,18316.0,1.354,14507.0,5221.0,12114.0,99.1,0.585,0.0,0.71,1.0,1.0,1.82,0.0,False,default,2.5,False,16,1.0,99.0,6.7e-05,2.9e-05,0.00281686458260875,9.231755336802729e-20,42.459607,47.4375,0,0,0.001301,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.556559,0.492874,0.0,0.0,1.0,0.6219487032122122,0.6219487032122122,n/a,2026-07-22,2026-07-22,False
ASHR,LONG,0.519147000838503,5.191470008385029,4.85,4.7307,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.4,POSITIVE,bounce_and_fail,10417480.4,35.01,36.0,33.0,2.84,5.73,299314.0,252725.0,0.844,81953.0,242937.0,227149.0,99.7,0.281,0.0,0.92,1.0,1.0,1.93,0.0,False,default,2.5,False,2,0.7,99.0,0.001455,0.0,1.486983866949338e-28,0.0,44.727941,,0,0,0.419051,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.701194,0.0,0.0,0.0,1.0,0.519147000838503,0.519147000838503,n/a,2026-07-22,2026-07-22,False
MOH,LONG,0.47061245583571215,4.706124558357121,5.52,5.0091,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.0,NEUTRAL,trend_continuation,,,250.0,185.0,13.83,15.77,14976.0,14862.0,0.992,7770.0,5785.0,16283.0,94.2,0.673,2.14,0.82,0.85,1.4,0.06,0.26,False,default,2.5,False,1,1.0,99.0,0.000104,0.0,0.000330271662461117,0.0,7.495327,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.366181,0.0,0.0,0.0,1.0,0.47061245583571215,0.47061245583571215,n/a,2026-07-22,2026-07-22,False
KLAC,LONG,0.43486737700949957,4.348673770094996,3.97,4.7253,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.8,NEGATIVE,ema_pullback,-157348.78,,270.0,122.0,24.53,43.73,159242.0,258644.0,1.624,86987.0,143627.0,187272.0,99.8,0.965,0.0,0.76,1.0,1.2,1.01,0.0,False,default,2.5,False,7,1.0,1.7978059479495285,1.2e-05,6e-06,1.849110434516966e-21,2.5713431928317297e-21,786.932895,583.0,4,1,0.701543,0.458439,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.624474,0.607306,0.0,0.0,1.0,0.43486737700949957,0.43486737700949957,n/a,2026-07-22,2026-07-22,False
HNGE,LONG,0.41393907777575095,4.13939077775751,0.0,2.4836,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,2.1823799842290885e-39,9e-05,7.8e-05,7.496101549707792e-52,3.4348287667034025e-13,2.056,20.253165,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.705486,0.547938,0.0,0.0,,,,,,,False
CAT,LONG,0.4115660167697949,4.115660167697949,4.98,4.7318,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.9,NEGATIVE,retest_and_confirm,-838710.67,,1000.0,600.0,11.37,33.18,125986.0,131078.0,1.04,97530.0,56351.0,103183.0,98.9,0.531,0.0,0.73,1.0,1.4,1.85,0.0,False,default,2.5,False,7,1.0,99.0,2.8e-05,6e-06,40490.10509566514,1.9867405524352513,45.359608,14.961538,1,0,0.494776,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.490766,0.15189,0.0,0.0,1.0,0.4115660167697949,0.4115660167697949,n/a,2026-07-22,2026-07-22,False
GLW,LONG,0.36750208374581067,3.675020837458107,0.0,2.205,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,2.282998737466452e-05,3.1e-05,3.2e-05,0.10438770123496381,6858.591259065321,4.490272,1.863784,3,1,0.392203,0.448785,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.032322,0.141037,0.0,0.0,,,,,,,False
GLD,LONG,0.3620472135337828,3.6204721353378275,5.13,4.5492,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,6.0,POSITIVE,unknown,148226002.68,380.18,550.0,350.0,44.68,7.93,2454390.0,1206630.0,0.492,600205.0,1280934.0,1779881.0,18.9,0.218,0.0,0.81,1.0,1.2,1.78,0.34,False,consolidation_break,3.0,False,2,1.0,99.0,0.0,0.0,20800.8306774992,0.0,23.782609,,0,0,0.458807,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.358537,0.0,0.0,0.0,1.0,0.3620472135337828,0.3620472135337828,n/a,2026-07-22,2026-07-22,False
CVX,LONG,0.35002476975045616,3.5002476975045616,5.29,3.9171,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",2.9,POSITIVE,trend_continuation,117105391.34,192.89,200.0,170.0,3.65,11.89,304932.0,202800.0,0.665,149695.0,125387.0,232650.0,90.9,0.304,2.01,0.0,0.0,1.4,1.87,0.01,True,default,2.5,True,4,1.0,99.0,9e-06,0.0,2.2558675525776674e-05,0.0,12.904649,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.437786,0.0,0.0,0.0,1.0,0.35002476975045616,0.35002476975045616,n/a,2026-07-22,2026-07-22,False
SPCX,LONG,0.33175660063885987,3.3175660063885988,1.66,3.3168,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.8,NEGATIVE,unknown,-90271217.75,,330.0,100.0,172.86,17.31,1648206.0,1661585.0,1.008,1648686.0,765572.0,895533.0,98.5,0.99,0.0,0.35,1.0,0.0,0.14,0.17,False,default,2.5,False,4,1.0,17.304315427694338,3e-06,0.0,1341456.4519692755,232564.49367925336,5.939274,7.62069,1,0,0.542086,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.554408,0.37235,0.0,0.0,1.0,0.33175660063885987,0.33175660063885987,n/a,2026-07-22,2026-07-22,False
MA,LONG,0.32682234969660806,3.2682234969660806,3.79,3.5111,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",3.7,NEUTRAL,unknown,,,550.0,450.0,2.95,15.77,66951.0,62838.0,0.939,31983.0,28522.0,69284.0,89.3,0.288,2.25,0.77,0.75,0.0,0.02,0.0,False,default,2.5,False,3,0.7,3.634283924758998e-11,5e-06,2e-06,4.0999846363467704e-14,0.002256281964331477,13.721175,35.666667,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.538884,0.550388,0.0,0.0,1.0,0.32682234969660806,0.32682234969660806,n/a,2026-07-22,2026-07-22,False
CRWD,LONG,0.3255913668455129,3.2559136684551286,4.36,4.176,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",6.2,NEGATIVE,unknown,-3404122.19,,200.0,87.5,6.57,53.38,673848.0,646084.0,0.959,321207.0,242446.0,756279.0,93.3,0.626,2.11,0.87,0.96,0.0,0.21,0.2,False,default,2.5,False,3,1.0,79.92133900751547,2.1e-05,3e-06,0.0062720412826853915,0.00015695536037241807,24.557497,2.414773,2,0,0.019487,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.426159,0.379603,0.0,0.0,1.0,0.3255913668455129,0.3255913668455129,n/a,2026-07-22,2026-07-22,False
SOXX,LONG,0.32180497697260585,3.2180497697260586,0.0,1.9308,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,2.181832439657996,3.9e-05,0.000126,12700.558472067258,17463.153780119912,8.398519,53.567568,0,0,0.450982,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.000413,0.124029,0.0,0.0,,,,,,,False
