ticker,direction,flow_score_raw,flow_score_scaled,price_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,entry_price,stop_price,target_1,rr_ratio
SPY,SHORT,0.31864909571630873,0.6926250992173463,9,poor_rr (0.4:1),"confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, room_to_target, short_dated_noise, strong_trend, structural_breakdown, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance",7.0,NEGATIVE,structural_breakdown,648.57,696.08,630.0,0.39
TLT,SHORT,0.3184489023781924,0.6855611384158141,10,poor_rr (0.2:1),"bearish_strong_close, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_near, room_to_target, structural_breakdown, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance",5.6,NEGATIVE,structural_breakdown,85.83,91.05,85.0,0.16
AMZN,SHORT,0.31337063534940157,0.506370963714561,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",5.0,,unknown,,,,
DELL,SHORT,0.3129634552198107,0.4920033303974065,8,price_validation_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, gamma_headwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",6.6,POSITIVE,bounce_and_fail,,,,
VRT,SHORT,0.3128501540313656,0.48800541937062625,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",5.0,,unknown,,,,
SCHW,SHORT,0.3113157919235777,0.4338643880718127,6,price_validation_failed,"confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",9.1,NEGATIVE,unknown,,,,
XLU,SHORT,0.30764605387778254,0.30437513557568163,8,price_validation_failed,"bearish_strong_close, confirmation_volume, gamma_tailwind, healthy_pullback_volume, pullback_to_resistance, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bounce_and_fail, flag_breakdown, not_extended, structural_breakdown, trend_aligned",10.0,NEGATIVE,pullback_to_resistance,,,,
AGNC,SHORT,0.30665652250739067,0.26945883477314,10,poor_rr (0.6:1),"bearish_strong_close, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, short_dated_noise, strong_trend, structural_breakdown, trend_aligned","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance",8.8,NEGATIVE,structural_breakdown,9.75,10.92,9.0,0.64
NVDA,SHORT,0.3065718124505791,0.2664697816585704,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",5.0,,unknown,,,,
ORCL,SHORT,0.3051963336316107,0.21793505741672525,10,poor_rr (0.8:1),"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown",8.6,NEGATIVE,bounce_and_fail,149.68,167.64,135.0,0.82
HOOD,SHORT,0.3048803450737087,0.20678518196255147,6,price_validation_failed,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_near, short_dated_noise, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",4.6,NEGATIVE,bounce_and_fail,,,,
RDDT,SHORT,0.30484316423813457,0.20547323038846219,7,poor_rr (1.5:1),"confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, short_dated_noise, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance, structural_breakdown",7.5,NEGATIVE,unknown,139.85,156.63,115.0,1.48
INTC,SHORT,0.3041678319566681,0.18164366238597174,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",5.0,,unknown,,,,
MOS,SHORT,0.29972648652486505,0.024927708041425897,9,poor_rr (0.4:1),"bearish_strong_close, confirmation_volume, gamma_headwind, healthy_pullback_volume, not_extended, room_to_target, structural_breakdown, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance",3.6,POSITIVE,structural_breakdown,23.59,26.42,22.5,0.39
SMH,SHORT,0.2990200328475853,0.0,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",5.0,,unknown,,,,
NEM,LONG,0.34232736195802344,0.34232736195802344,6,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, structural_breakout, trend_aligned",5.0,,pullback_to_support,,,,
SLV,LONG,0.29415107253830675,0.29415107253830675,7,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, not_extended, structural_breakout, trend_aligned",5.0,,pullback_to_support,,,,
NFLX,LONG,0.2921271267546092,0.2921271267546092,9,watchlist_reeval_failed,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","flag_breakout, pullback_to_support, structural_breakout, trend_aligned",5.0,,bounce_and_fail,,,,
TSM,LONG,0.2726510575087494,0.2726510575087494,7,watchlist_reeval_failed,"call_wall_near, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned",5.0,,pullback_to_support,,,,
BMNR,LONG,0.27110487366467906,0.27110487366467906,4,watchlist_reeval_failed,"bullish_rejection_wick, call_wall_clear, confirmation_volume, gamma_headwind, gamma_tailwind, healthy_pullback_volume, not_extended, short_dated_noise","bounce_and_fail, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout, trend_aligned",5.0,,unknown,,,,
CIA,SHORT,0.589127782069222,0.589127782069222,9,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",5.0,,bounce_and_fail,,,,
LEU,SHORT,0.28676273848710104,0.28676273848710104,8,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_near, swing_dte_dominant, trend_aligned","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",5.0,,bounce_and_fail,,,,
QCOM,SHORT,0.2763016630220411,0.2763016630220411,10,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, strong_trend, swing_dte_dominant, trend_aligned","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",5.0,,bounce_and_fail,,,,
ALAB,SHORT,0.2540681412867993,0.2540681412867993,8,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, short_dated_noise, trend_aligned","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",5.0,,bounce_and_fail,,,,
HIMS,SHORT,0.22794094525667896,0.22794094525667896,5,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, gamma_headwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, short_dated_noise","bearish_rejection_wick, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",5.0,,bounce_and_fail,,,,
CEG,LONG,0.2703105196696826,0.2703105196696826,5,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout, trend_aligned",5.0,,unknown,,,,
CORZ,LONG,0.26744560887997376,0.26744560887997376,5,watchlist_reeval_failed,"call_wall_clear, gamma_tailwind, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",5.0,,unknown,,,,
EXE,LONG,0.2270506807804592,0.2270506807804592,5,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, structural_breakout, trend_aligned",5.0,,pullback_to_support,,,,
OKE,LONG,0.18465883144319192,0.18465883144319192,3,watchlist_reeval_failed,"call_wall_near, confirmation_volume, healthy_pullback_volume, not_extended, short_dated_noise, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout",5.0,,unknown,,,,
AGRO,LONG,0.181088927326148,0.181088927326148,4,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, short_dated_noise, strong_trend, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout",5.0,,unknown,,,,
DVA,LONG,0.1802957192874309,0.1802957192874309,6,watchlist_reeval_failed,"bounce_and_fail, call_wall_clear, healthy_pullback_volume, not_extended, short_dated_noise, trend_aligned","bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, pullback_to_support, room_to_target, structural_breakout",5.0,,bounce_and_fail,,,,
LASR,LONG,0.1790841327107765,0.1790841327107765,8,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, strong_trend, swing_dte_dominant, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout",5.0,,unknown,,,,
ASTS,SHORT,0.29893400347472,0.29893400347472,5,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, gamma_headwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, short_dated_noise","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",5.0,,bounce_and_fail,,,,
FCX,SHORT,0.2954192064095188,0.2954192064095188,6,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, gamma_tailwind, healthy_pullback_volume, put_wall_clear, swing_dte_dominant","bearish_rejection_wick, confirmation_volume, flag_breakdown, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",5.0,,bounce_and_fail,,,,
SM,SHORT,0.28994788768666385,0.28994788768666385,7,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, pullback_to_resistance, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, not_extended, structural_breakdown, trend_aligned",5.0,,pullback_to_resistance,,,,
HD,SHORT,0.26950286672432466,0.26950286672432466,10,"wall_proximity (0.2%, 0.1 ATR)","bearish_strong_close, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_near, room_to_target, strong_trend, structural_breakdown, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance",5.0,,structural_breakdown,,,,
GDXJ,SHORT,0.2560531170424425,0.2560531170424425,8,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, put_wall_clear, strong_trend, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown",5.0,,bounce_and_fail,,,,
USAR,LONG,0.2752381159871479,0.2752381159871479,6,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",5.0,,unknown,,,,
