ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,entry_price,stop_price,target_1,rr_ratio,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
KORU,LONG,0.8042983991012855,8.042983991012855,7.0,7.1615,poor_rr (0.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.2,NEUTRAL,trend_continuation,,,565.0,320.0,7.93,38.87,6333.0,11016.0,1.739,13170.0,3142.0,1037.0,73.3,1.432,1.92,0.16,1.0,1.4,1.81,0.71,523.5,460.68,565.0,0.66,201640998.18083987,26,1.0,99.0,0.002506,0.000301,2592.462873250173,20.666016419094845,46.556044,25.767857,19,1,0.008318,0.381616
IVZ,LONG,0.7895808333333334,7.895808333333334,5.05,6.6829,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,6.1,NEUTRAL,retest_and_confirm,,,30.0,23.0,20.17,7.87,160956.0,5922.0,0.037,123037.0,6.0,43835.0,74.2,0.426,0.0,0.56,0.84,1.4,1.81,0.44,,,,,5518865031698.056,9,0.7,99.0,0.000405,2.5e-05,688554.947247148,7.516739265779355e-08,211.828862,242.365789,0,2,0.487465,0.543647
LITE,LONG,0.6668116344555118,6.668116344555118,5.86,6.1721,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.4,NEUTRAL,trend_continuation,,,1000.0,350.0,15.04,59.74,95278.0,108101.0,1.135,108922.0,36345.0,58112.0,68.5,1.017,2.1,0.54,0.32,1.4,1.26,0.25,,,,,19.188139433804924,6,1.0,24.829922532217317,8.8e-05,1.1e-05,793024.9069230183,63876.551035876386,3.584285,0.35169,0,0,0.482629,0.359971
MDGL,LONG,0.6511868912751638,6.5118689127516385,0.0,3.9071,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,4290205636787.888,7,1.0,99.0,0.000142,0.000331,67909.25999364065,9.603295294580898e-07,38.380952,2.474916,1,0,0.0,0.499771
IBIT,LONG,0.6319695897185507,6.319695897185507,7.03,6.0088,"wall_proximity (1.9%, 0.6 ATR to call wall)","confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,3.7,POSITIVE,unknown,221149771.71,44.13,45.0,35.0,1.94,20.72,4016331.0,2572791.0,0.641,2325194.0,1394842.0,2869086.0,49.4,0.444,1.68,0.24,1.0,1.2,1.91,1.0,,,,,0.9888431021432869,21,1.0,4.432288816059171,4.6e-05,1e-05,181035.7473412255,66372.72561381842,3.690754,1.074625,6,1,0.841695,0.638175
CENX,LONG,0.6000000000000001,6.000000000000001,6.28,6.204,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.6,NEUTRAL,trend_continuation,,,65.0,55.0,5.97,10.34,21499.0,12476.0,0.58,10331.0,11131.0,12513.0,83.6,0.827,1.85,0.96,0.52,1.4,0.69,0.85,,,,,0.0,1,1.0,99.0,0.000128,0.0,676453.2454994152,0.0,26.338346,,0,0,0.0,0.0
REAL,LONG,0.5933333333333333,5.933333333333333,6.83,6.1757,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none,5.8,NEUTRAL,support_ema_confluence,,,15.0,10.0,23.26,17.82,78159.0,18309.0,0.234,67369.0,6.0,29093.0,87.3,0.984,1.84,0.06,1.0,1.6,1.8,0.52,,,,,19.97630289286313,2,1.0,99.0,0.001476,0.0,4.453775700345826e-21,0.0,13.938264,,0,0,0.047673,0.0
UVXY,LONG,0.554933090282889,5.549330902828889,2.99,5.2917,price_validation_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned",8.1,NEGATIVE,bounce_and_fail,-1446298.32,,50.0,35.0,33.37,6.64,168617.0,83088.0,0.493,155761.0,45689.0,50255.0,24.7,0.954,0.0,0.15,1.0,1.0,0.19,0.66,,,,,3122216897.2604103,5,1.0,30.099430890965834,0.001145,0.000311,182.87448155413418,9.113518568669493,2.127191,75.296392,0,1,0.0,0.037303
TFIN,LONG,0.5395704468461311,5.395704468461311,6.44,5.7099,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.4,NEUTRAL,trend_continuation,,,70.0,50.0,3.33,26.19,625.0,1226.0,1.962,644.0,158.0,1049.0,53.6,0.516,1.84,0.0,1.0,1.4,1.9,0.3,,,,,11.372555375233594,2,1.0,99.0,9.9e-05,0.0,39779.60169051805,0.0,,,1,0,0.080824,0.0
SYY,LONG,0.5145085380791186,5.145085380791185,4.51,5.1255,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support","confirmation_volume, room_to_target, trend_aligned",6.0,NEUTRAL,pullback_to_support,,,80.0,70.0,5.25,7.91,76315.0,22434.0,0.294,27126.0,46201.0,25422.0,96.5,0.286,0.0,0.95,0.0,1.4,1.91,0.25,,,,,2145058.018033802,14,1.0,99.0,3.5e-05,1.1e-05,2456.7712640836858,0.00019643601959366718,11.482153,16.51004,2,1,0.0,0.843989
SNDK,LONG,0.5127525538154493,5.127525538154493,4.99,4.7208,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",3.3,POSITIVE,trend_continuation,55949639.69,888.66,1000.0,250.0,12.51,71.87,326682.0,357622.0,1.095,378616.0,75175.0,230513.0,85.5,1.121,2.33,0.18,0.31,1.4,0.45,0.32,,,,,4.175920072036248,11,1.0,6.528573867082071,5e-06,1e-06,44654.722374201956,68398.89274954358,2.350667,0.279115,3,1,0.822335,0.0
VSAT,LONG,0.5112134518997282,5.112134518997282,7.16,6.1041,poor_rr (0.8:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.0,NEUTRAL,trend_continuation,,,70.0,42.0,9.91,34.06,58036.0,18379.0,0.317,43017.0,20065.0,13333.0,32.4,0.78,2.41,0.09,1.0,1.4,1.84,0.42,63.69,56.05,70.0,0.83,315301064030.20245,4,1.0,99.0,5.4e-05,4e-06,504.5591829946306,2.6466955157833007e-09,108.793175,0.024794,0,0,0.10262,0.0
CNC,LONG,0.4982234507376749,4.982234507376749,5.97,5.3221,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.2,POSITIVE,trend_continuation,6762420.42,38.73,50.0,20.0,29.2,48.32,281456.0,85231.0,0.303,47724.0,63135.0,255828.0,73.8,0.558,1.75,0.28,1.0,1.4,1.5,0.04,,,,,2047712.2936934617,7,1.0,22.33758568439572,3.7e-05,1.7e-05,5.530910922395932e-08,6.190139570745596e-09,2.430559,2.871044,3,1,0.023518,0.0
SJM,LONG,0.497167219107514,4.97167219107514,5.61,5.3088,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.7,NEUTRAL,retest_and_confirm,,,100.0,90.0,4.33,6.1,25158.0,8331.0,0.331,9427.0,9747.0,14315.0,71.9,0.285,0.0,0.98,1.0,1.4,1.88,0.36,,,,,0.0,4,1.0,99.0,9.1e-05,6e-06,74074.1202476838,6.056284936513588e-32,3.143192,2.108527,1,0,0.0,0.0
CVS,LONG,0.48733642397180327,4.873364239718033,5.96,5.0647,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,4.2,POSITIVE,support_ema_confluence,72855146.63,77.39,80.0,70.0,3.4,9.53,259010.0,175936.0,0.679,206694.0,52165.0,176087.0,64.0,0.346,1.69,0.61,0.65,1.6,1.23,0.17,,,,,237490231566099.22,17,1.0,99.0,1.6e-05,7e-06,1.3206089086528274,2.4572252064851548e-06,11.599737,0.562937,0,0,0.0,0.009661
EFA,LONG,0.48123545175442206,4.812354517544221,0.0,2.8874,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,6.659208200895876e+20,21,1.0,0.0003110684820764113,1e-05,1.4e-05,0.8734914390535384,3088.839398145358,22.565726,27.400746,0,2,0.058955,4.5e-05
RELY,LONG,0.47369843514377014,4.736984351437702,0.0,2.8422,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,848.1027749558228,6,1.0,0.7687676227536496,3.8e-05,8.9e-05,22359.873929783837,29085.348118190745,2.37037,5.672811,0,1,0.418294,0.0
APLD,LONG,0.46156092071304095,4.61560920713041,0.0,2.7694,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,68.09832245731813,6,1.0,95.65658604968968,2.1e-05,2.6e-05,41180.03989073082,430.4987412925177,8.557223,0.590634,0,1,0.423808,0.288649
PWR,LONG,0.43452101115210084,4.345210111521008,0.0,2.6071,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,126279458.6080082,14,1.0,6.291718054091837,8e-06,1.2e-05,55.729549812756304,8.857604446612546,3.734366,2.068976,0,1,0.040095,0.026148
AG,LONG,0.43204250352282075,4.320425035228207,0.0,2.5923,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,704.0031785093946,7,1.0,99.0,6.3e-05,4.4e-05,72668.570216074,1555.4359570521128,0.171321,2.198115,0,0,0.031263,0.026834
HUN,LONG,0.4291976323751557,4.291976323751557,0.0,2.5752,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,1.8455984423355114,9,1.0,0.5049384165238836,7.6e-05,0.000117,3.4426600009675864e-09,3.408989976112016e-09,1.075309,0.35514,1,0,0.412398,0.724611
LULU,LONG,0.42631052842103145,4.263105284210314,5.12,4.8676,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,6.0,POSITIVE,trend_continuation,1788103.33,166.71,200.0,150.0,19.97,10.02,186427.0,167605.0,0.899,103221.0,63565.0,187246.0,43.2,0.43,0.0,0.59,1.0,1.4,1.64,0.49,,,,,14.25542334223675,6,1.0,4.505780621427129,5.1e-05,2e-05,4380.124604424514,1944.2245295276643,0.845747,0.729156,2,0,0.287668,0.306039
ACN,LONG,0.42051605870148656,4.205160587014865,5.06,5.0406,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",7.1,NEUTRAL,trend_continuation,,,300.0,170.0,51.75,14.01,96486.0,54218.0,0.562,50841.0,27548.0,72315.0,57.3,0.392,0.0,0.86,1.0,1.4,1.8,0.0,,,,,1142202084525399.2,15,1.0,99.0,1.7e-05,4e-06,20.917458366738884,3.767838371207018e-09,1.195088,0.132953,2,1,0.005491,0.263629
ETN,LONG,0.4143477264123116,4.143477264123116,0.0,2.4861,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,1304643929099610.0,13,1.0,1.6500800891236005,6e-06,5e-06,33.53116435849034,17.417941232675695,23.643871,1.080032,0,1,2e-06,0.0
