ticker,direction,pattern,flow_score_raw,flow_score_scaled,price_score,final_score,options_context_score,gamma_regime,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,regime_score,agg_premium_alignment,agg_volume_unusualness,source,checks_passed,checks_failed,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,streak_bonus,freight_train,freight_train_reason
COIN,SHORT,flow_promoted,0.82,8.2,,8.2,,,,,,,,,,,,,,,,,150.11,161.2,133.48,116.85,1.5,10,,,,flow_promoted,,,,,,,,,,False,
BCRX,LONG,flow_promoted,0.8099999999999999,8.1,,8.1,,,,,,,,,,,,,,,,,10.0,9.59,10.62,11.24,1.5,5,,,,flow_promoted,,,,,,,,,,False,
CACI,SHORT,flow_promoted,0.8099999999999999,8.1,,8.1,,,,,,,,,,,,,,,,,462.04,482.79,430.91,399.79,1.5,15,,,,flow_promoted,,,,,,,,,,False,
UNH,LONG,flow_promoted,0.8099999999999999,8.1,,8.1,,,,,,,,,,,,,,,,,405.8,396.23,420.16,434.52,1.5,10,,,,flow_promoted,,,,,,,,,,False,
YPF,SHORT,flow_promoted,0.8099999999999999,8.1,,8.1,,,,,,,,,,,,,,,,,45.62,47.66,42.55,39.49,1.5,10,,,,flow_promoted,,,,,,,,,,False,
RKLB,SHORT,flow_promoted,0.8,8.0,,8.0,,,,,,,,,,,,,,,,,85.41,95.71,69.96,54.51,1.5,10,,,,flow_promoted,,,,,,,,,,False,
