ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
MRNA,LONG,0.621590154304208,6.21590154304208,7.18,5.942,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.4,POSITIVE,trend_continuation,15693927.32,157.34,200.0,50.0,26.87,68.28,349881.0,540318.0,1.544,350042.0,119604.0,420553.0,93.9,0.94,2.9,0.19,0.3,1.4,1.39,1.0,False,sustained_trend,5.0,False,157.64,138.72,189.8,1.7,7,1.0,99.0,0.000215,2.1e-05,68982.78140639469,16.039956918948754,12.305493,13.398148,2,1,0.559998,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.315522,0.077846,0.0,0.0,1.0,0.621590154304208,0.621590154304208,n/a,2026-08-25,2026-08-25,False
PURR,LONG,0.5488746337931211,5.488746337931211,7.9,6.1544,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.2,POSITIVE,trend_continuation,2063308.91,11.54,23.0,7.0,98.96,39.45,336429.0,103995.0,0.309,199550.0,51397.0,189477.0,64.7,1.138,2.51,0.16,1.0,1.4,1.83,1.0,False,sustained_trend,5.0,False,11.56,10.17,13.92,1.7,1,1.0,99.0,0.0002,0.0,251141.31055598098,0.0,1019.0,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000142,0.0,0.811052,0.0,0.0,0.0,1.0,0.5488746337931211,0.5488746337931211,n/a,2026-08-25,2026-08-25,False
GFS,LONG,0.511791559724745,5.11791559724745,1.54,4.721,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",8.5,NEGATIVE,unknown,-1111096.61,,55.0,45.0,20.03,1.79,43677.0,58561.0,1.341,17433.0,29310.0,55495.0,29.4,0.567,0.0,0.28,1.0,0.0,0.13,0.13,False,default,2.5,False,,,,,2,1.0,99.0,9.1e-05,0.0,4.6657886641240134e-30,0.0,16.062134,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.333085,0.0,0.0,0.0,1.0,0.511791559724745,0.511791559724745,n/a,2026-08-25,2026-08-25,False
NAMS,LONG,0.5065163738543761,5.065163738543761,4.92,5.3686,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.8,NEGATIVE,ema_pullback,-303928.38,27.58,35.0,25.0,26.9,9.35,5411.0,19408.0,3.587,5217.0,259.0,19343.0,66.0,0.761,0.0,0.85,1.0,1.2,0.87,1.0,False,default,2.5,False,,,,,1,1.0,99.0,0.000171,0.0,2.648600550873523e-09,0.0,2.792287,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.801354,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-25,2026-08-25,False
HL,LONG,0.47863899647541014,4.786389964754101,5.93,5.1522,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.9,POSITIVE,trend_continuation,4576976.6,,25.0,10.0,21.09,51.56,462420.0,304910.0,0.659,210398.0,10275.0,546657.0,11.4,0.649,2.55,0.53,0.01,1.4,1.36,0.08,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,4.9e-05,0.0,584542.5681748651,0.0,7.484009,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-05,0.0,0.467578,0.0,0.0,0.0,1.0,0.47863899647541014,0.47863899647541014,n/a,2026-08-25,2026-08-25,False
GRAL,LONG,0.4763725533141634,4.763725533141634,5.51,5.1749,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.7,POSITIVE,trend_continuation,351944.96,81.8,85.0,55.0,3.91,32.76,16723.0,14429.0,0.863,5158.0,13110.0,12884.0,40.5,0.851,1.76,0.67,0.0,1.4,1.57,0.11,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,0.000152,0.0,8.77520168510732e-17,0.0,2.530303,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.106197,0.0,0.0,0.0,1.0,0.4763725533141634,0.4763725533141634,n/a,2026-08-25,2026-08-25,False
ABVX,LONG,0.4540264871102567,4.5402648711025675,0.0,2.7242,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4257604521223633e-62,0.000304,0.000223,2.6303795982071186e-62,2.7673438349600517,10.020761,6.202083,1,0,0.441379,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558737,0.38698,0.0,0.0,,,,,,,False
TTWO,LONG,0.4499037748106662,4.4990377481066615,2.84,4.5615,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.3,NEGATIVE,ema_pullback,-6360255.16,,300.0,200.0,27.82,14.78,146775.0,115470.0,0.787,129889.0,44997.0,87359.0,62.0,0.432,0.0,0.71,0.51,1.2,0.42,0.0,False,default,2.5,False,,,,,1,1.0,99.0,0.000161,0.0,7.268802368363535e-17,0.0,4.954082,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.542599,0.0,0.0,0.0,1.0,0.4499037748106662,0.4499037748106662,n/a,2026-08-25,2026-08-25,False
DASH,LONG,0.439475822047764,4.39475822047764,6.58,5.0314,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.3,POSITIVE,trend_continuation,20641927.5,234.18,250.0,150.0,6.79,35.92,128311.0,65895.0,0.514,69644.0,39440.0,85122.0,10.3,0.387,2.56,0.49,0.0,1.4,1.98,0.15,False,sustained_trend,5.0,False,,,,,4,1.0,99.0,3.5e-05,3e-06,0.027475557159099065,1.1016161270715868e-08,56.515568,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.263561,0.626534,0.0,0.0,1.0,0.439475822047764,0.439475822047764,n/a,2026-08-25,2026-08-25,False
XLI,LONG,0.3892376789211025,3.892376789211025,2.94,3.7282,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.5,POSITIVE,ema_pullback,9762103.53,178.73,195.0,170.0,9.1,4.89,142643.0,411880.0,2.887,265595.0,147808.0,141120.0,22.6,0.175,0.0,0.44,1.0,1.2,0.12,0.18,False,default,2.5,False,,,,,1,0.7,99.0,6.3e-05,0.0,5.2191973457877195e-09,0.0,4.647305,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.397079,0.0,0.0,0.0,1.0,0.3892376789211025,0.3892376789211025,n/a,2026-08-25,2026-08-25,False
