ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
FCEL,LONG,0.676516373854376,6.765163738543761,7.03,6.7116,poor_rr (1.9:1),"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,6.1,NEUTRAL,trend_continuation,,,20.0,7.0,23.05,56.93,120504.0,25491.0,0.212,45561.0,59571.0,40863.0,100.0,1.617,2.69,0.46,0.0,1.4,1.69,0.79,False,sustained_trend,5.0,False,16.25,14.3,20.0,1.92,1,1.0,99.0,0.001494,0.0,1100723.0090517735,0.0,12626.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000132,0.0,0.101304,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-05-12,2026-05-12,False,
ZBRA,LONG,0.5511187714104646,5.511187714104646,6.41,5.7386,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.3,NEUTRAL,unknown,,,250.0,200.0,4.0,16.8,4836.0,2871.0,0.594,4091.0,2092.0,1524.0,65.2,0.492,1.55,0.54,1.0,1.2,1.12,1.0,False,consolidation_break,3.0,False,,,,,1,1.0,99.0,0.000258,0.0,124170.38199604265,0.0,83.647059,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.541826,0.0,0.0,0.0,1.0,0.5511187714104646,0.5511187714104646,n/a,2026-05-12,2026-05-12,False,
XP,LONG,0.5065163738543761,5.065163738543761,4.09,4.7596,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,5.0,POSITIVE,support_ema_confluence,3217818.61,18.57,20.0,18.0,7.07,3.64,224190.0,40101.0,0.179,68610.0,20854.0,174827.0,64.1,0.479,0.0,0.7,0.65,1.6,0.61,0.53,False,default,2.5,False,,,,,1,1.0,99.0,9.9e-05,0.0,0.00016450902280181997,0.0,197.159091,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.314454,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-12,2026-05-12,False,
SGI,LONG,0.5065163738543761,5.065163738543761,0.0,3.0391,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,4.703814271023607e-16,0.000139,9.4e-05,3.7381679660894684e-10,794709.9419118855,1250.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2.6e-05,0.309492,0.464351,0.0,0.0,,,,,,,False,50.64557
ORA,LONG,0.5065163738543761,5.065163738543761,6.48,5.9766,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.5,NEUTRAL,trend_continuation,,,145.0,105.0,14.89,16.81,21327.0,8338.0,0.391,12795.0,9160.0,7710.0,47.0,0.332,1.96,0.48,0.49,1.4,1.84,0.32,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,8.5e-05,0.0,6.782721216519611e-30,0.0,20.689655,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.250847,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-12,2026-05-12,False,
COHR,LONG,0.46816561662832024,4.681656166283203,5.9,5.1108,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.0,NEUTRAL,trend_continuation,,,450.0,300.0,23.58,17.61,90909.0,94851.0,1.043,69006.0,58410.0,58344.0,76.4,0.897,1.95,0.73,0.12,1.4,1.46,0.23,False,sustained_trend,5.0,False,,,,,8,1.0,1.0560417749369955,7e-05,3.6e-05,22732.32304721839,150681.78656097423,88.159722,6,0,0.489947,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,1e-06,0.741066,0.671495,0.0,0.0,1.0,0.46816561662832024,0.46816561662832024,n/a,2026-05-12,2026-05-12,False,
EOSE,LONG,0.446606548908219,4.46606548908219,6.39,4.97,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.1,POSITIVE,trend_continuation,2673950.43,8.08,10.0,5.5,23.61,32.01,1087753.0,389291.0,0.358,323322.0,202676.0,951046.0,96.1,1.351,1.83,0.49,1.0,1.4,1.27,0.4,False,consolidation_break,3.0,False,,,,,1,1.0,99.0,8.8e-05,0.0,173492.78621538772,0.0,4.681499,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.2e-05,0.0,0.531845,0.0,0.0,0.0,1.0,0.446606548908219,0.446606548908219,n/a,2026-05-12,2026-05-12,False,
LQD,LONG,0.4421692423641309,4.421692423641309,3.19,4.7278,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.8,NEGATIVE,ema_pullback,-610550935.43,,111.0,108.0,2.31,0.46,449350.0,1002255.0,2.23,313241.0,568001.0,570363.0,40.6,0.063,0.0,0.62,1.0,1.2,0.11,0.27,False,default,2.5,False,,,,,1,1.0,99.0,1.9e-05,0.0,565449.7679173318,0.0,7.308281,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-05,0.0,0.504283,0.0,0.0,0.0,1.0,0.4421692423641309,0.4421692423641309,n/a,2026-05-12,2026-05-12,False,
SEPN,LONG,0.4323732913276304,4.323732913276304,4.34,4.9039,price_validation_failed,"not_extended, room_to_target, support_ema_confluence","confirmation_volume, momentum_aligned, trend_aligned",7.2,NEUTRAL,support_ema_confluence,,,35.0,23.0,44.99,4.72,324.0,1046.0,3.228,860.0,480.0,30.0,45.3,0.703,0.0,0.93,1.0,1.6,0.55,0.26,False,default,2.5,False,,,,,1,1.0,99.0,0.000602,0.0,496522.8951357655,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000176,0.0,0.377218,0.0,0.0,0.0,1.0,0.4323732913276304,0.4323732913276304,n/a,2026-05-12,2026-05-12,False,
FORM,LONG,0.3937397257989083,3.9373972579890832,0.0,2.3624,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,1.2956276638145334,5.3e-05,3.9e-05,21349.52636398611,16478.134081461118,5.145833,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.445361,0.757954,0.0,0.0,,,,,,,False,1.310559
