ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
SOXX,LONG,0.3031804010460049,3.031804010460049,6.79,4.2329,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.4,NEUTRAL,trend_continuation,,,470.0,400.0,4.19,11.32,47438.0,96312.0,2.03,68400.0,31650.0,43700.0,97.9,0.441,2.9,0.18,0.22,1.4,1.46,0.62,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,1.8e-05,0.0,102.38596908171881,0.0,17.652174,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.288876,0.0,0.0,0.0,1.0,0.3031804010460049,0.3031804010460049,n/a,2026-04-27,2026-04-27,False
ORCL,LONG,0.3004142865849509,3.004142865849509,6.0,4.7021,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",7.0,NEGATIVE,trend_continuation,-45493121.31,,200.0,150.0,15.62,13.29,1297137.0,1059363.0,0.817,656954.0,595301.0,1104245.0,68.1,0.558,2.14,0.82,1.0,1.4,0.48,0.16,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,1e-06,0.0,0.48585036897336176,0.0,14.0,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.499918,0.0,0.0,0.0,1.0,0.3004142865849509,0.3004142865849509,n/a,2026-04-27,2026-04-27,False
SNDK,LONG,0.29341218604454444,2.9341218604454444,0.0,1.7605,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.472434196223332,3e-06,7e-06,429646.30051132047,909430.9936620579,18.128205,16.064103,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.065565,0.066143,0.0,0.0,,,,,,,False
CELH,LONG,0.2827147849369517,2.827147849369517,4.48,3.6776,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.6,POSITIVE,trend_continuation,1815214.76,33.91,60.0,30.0,76.86,11.57,331481.0,142144.0,0.429,78331.0,141067.0,254227.0,99.2,0.82,0.0,0.69,1.0,1.4,1.13,0.26,False,default,2.5,False,,,,,1,1.0,99.0,8.1e-05,0.0,4.3816755994961774e-20,0.0,2.60574,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.037806,0.0,0.0,0.0,1.0,0.2827147849369517,0.2827147849369517,n/a,2026-04-27,2026-04-27,False
RIO,LONG,0.265776670319205,2.65776670319205,5.36,4.3369,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",7.0,NEUTRAL,trend_continuation,,,105.0,90.0,5.28,9.76,82235.0,79478.0,0.966,31858.0,62591.0,67264.0,66.3,0.323,1.82,0.77,0.01,1.4,1.27,0.09,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,2e-06,0.0,210348.21507328618,0.0,2.529086,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.477067,0.0,0.0,0.0,1.0,0.265776670319205,0.265776670319205,n/a,2026-04-27,2026-04-27,False
CMG,LONG,0.26122346743652575,2.6122346743652574,0.0,1.5673,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,1.0734368430883955e-16,6e-06,1.2e-05,3.913383762008748e-17,0.36456581374173014,10.886548,1.52568,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.028503,0.633325,0.0,0.0,,,,,,,False
GOOG,LONG,0.25312848443154146,2.5312848443154143,7.5,3.9956,"wall_proximity (0.0%, 0.0 ATR to call wall)","momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,2.4,POSITIVE,trend_continuation,143757968.04,349.97,350.0,300.0,0.03,14.26,933964.0,713274.0,0.764,410060.0,431704.0,805474.0,77.7,0.37,2.46,0.37,1.0,1.4,1.97,0.3,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,0.0,0.0,117.51354322793648,0.0,16.802469,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.247208,0.0,0.0,0.0,1.0,0.25312848443154146,0.25312848443154146,n/a,2026-04-27,2026-04-27,False
ALAB,LONG,0.2517852614953947,2.517852614953947,6.79,4.0559,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.8,NEUTRAL,trend_continuation,,,200.0,80.0,2.93,58.83,112153.0,93321.0,0.832,66918.0,41686.0,96870.0,92.9,1.046,2.79,0.55,1.0,1.4,0.7,0.36,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,9e-06,0.0,283386.70050115604,0.0,2.082902,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.134662,0.0,0.0,0.0,1.0,0.2517852614953947,0.2517852614953947,n/a,2026-04-27,2026-04-27,False
GEV,LONG,0.2470448039925046,2.470448039925046,4.86,3.9332,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned",continuation_pattern,6.2,NEUTRAL,unknown,,,1200.0,600.0,7.26,46.37,84611.0,100671.0,1.19,52726.0,53515.0,79041.0,68.1,0.524,2.35,0.01,0.36,0.0,1.36,0.78,False,default,2.5,False,,,,,2,1.0,0.0962335161094,5e-06,3e-06,0.06740436412118114,0.7004250374116503,8.748387,475.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.092156,0.183548,0.0,0.0,1.0,0.2470448039925046,0.2470448039925046,n/a,2026-04-27,2026-04-27,False
GOOGL,LONG,0.24266789412946047,2.426678941294605,7.6,3.8133,"wall_proximity (0.7%, 0.3 ATR to call wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,1.6,POSITIVE,trend_continuation,643008796.42,352.26,355.0,300.0,0.74,14.87,1533421.0,1242662.0,0.81,668125.0,629618.0,1478340.0,77.7,0.376,2.43,0.37,1.0,1.4,1.99,0.4,False,sustained_trend,5.0,False,,,,,2,1.0,2.1046967174714464,0.0,0.0,672819.51008409,319675.2788650738,18.068966,35.448276,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.530058,0.525095,0.0,0.0,1.0,0.24266789412946047,0.24266789412946047,n/a,2026-04-27,2026-04-27,False
RBLX,LONG,0.230844485594686,2.30844485594686,0.0,1.3851,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.4e-05,2.8e-05,2.5365073660566942e-20,6.237372753034374e-25,2.580858,4.532394,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.429756,0.502153,0.0,0.0,,,,,,,False
AMD,LONG,0.19403684258986212,1.9403684258986211,7.69,3.9372,poor_rr (1.6:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.3,POSITIVE,trend_continuation,102898632.62,335.05,400.0,200.0,19.37,40.31,1462057.0,1574747.0,1.077,759492.0,722505.0,1554807.0,97.2,0.672,3.0,0.09,1.0,1.4,1.53,0.67,False,sustained_trend,5.0,False,335.09,294.88,400.0,1.61,1,1.0,99.0,1e-06,0.0,467442.9490535802,0.0,2.120944,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.4545,0.0,0.0,0.0,1.0,0.19403684258986212,0.19403684258986212,n/a,2026-04-27,2026-04-27,False
ARM,LONG,0.18923346627612647,1.8923346627612647,0.0,1.1354,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.42223695503953484,1e-06,4e-06,5.452125186143458,12.912477510721356,1.643478,2.904762,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.1238,0.745486,0.0,0.0,,,,,,,False
VG,LONG,0.16893335254188083,1.6893335254188082,3.71,2.4577,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",2.5,POSITIVE,ema_pullback,2429060.66,12.13,12.5,7.5,3.01,38.2,480049.0,278523.0,0.58,182023.0,107885.0,468664.0,95.3,0.951,0.0,0.69,1.0,1.2,0.82,0.0,False,default,2.5,False,,,,,1,1.0,99.0,7.4e-05,0.0,8.071054426641039e-11,0.0,1.140794,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.497685,0.0,0.0,0.0,1.0,0.16893335254188083,0.16893335254188083,n/a,2026-04-27,2026-04-27,False
IBIT,LONG,0.16488973966118653,1.6488973966118654,0.0,0.9893,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.8556701926324705,1.9e-05,1.9e-05,0.7508381509530239,0.43874272904322476,1.811213,5.56551,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.36312,0.162083,0.0,0.0,,,,,,,False
BE,LONG,0.14681766431111976,1.4681766431111976,0.0,0.8809,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,88.72009115653826,9e-06,2.3e-05,6.2654462394134125,0.07062037648674889,1.207569,8.921569,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.007523,0.548499,0.0,0.0,,,,,,,False
AMZN,LONG,0.14243499550372798,1.4243499550372798,0.0,0.8546,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,8.28433906365984,0.0,1e-06,1.1302344992939318e-06,1.3643025600579642e-07,1.240876,1.219573,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282821,0.465222,0.0,0.0,,,,,,,False
ELTX,SHORT,0.6557851673678209,6.557851673678209,4.32,5.5349,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",4.8,NEUTRAL,unknown,,,22.5,7.5,91.49,36.17,8390.0,2716.0,0.324,4130.0,3648.0,3328.0,95.5,2.53,0.0,0.92,1.0,0.0,1.4,1.0,False,default,2.5,False,,,,,1,0.7,0.0,0.0,0.007022,0.0,1369476.289091256,,400.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.003507,0.0,0.55064,0.0,0.0,1.0,0.6557851673678209,0.6557851673678209,n/a,2026-04-27,2026-04-27,False
HTZ,SHORT,0.5646447070503606,5.646447070503607,4.53,5.5222,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target","confirmation_volume, trend_aligned",6.7,NEGATIVE,resistance_ema_confluence,-480622.1,,9.0,5.0,59.15,11.58,349851.0,646617.0,1.848,323355.0,259211.0,413902.0,84.7,1.116,0.0,0.73,0.26,1.6,1.92,0.03,False,default,2.5,False,,,,,3,1.0,0.0,0.0,0.001988,0.0,0.07545404416504435,,7.349799,0,0,0.0,0.408478,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.015557,0.0,0.0,1.0,0.5646447070503606,0.5646447070503606,n/a,2026-04-27,2026-04-27,False
CDNS,SHORT,0.5114994530821066,5.1149945308210665,1.48,4.1615,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.8,NEUTRAL,unknown,,,400.0,300.0,18.93,10.8,58757.0,70865.0,1.206,24912.0,67679.0,37031.0,100.0,0.568,0.0,0.01,1.0,0.0,0.03,0.43,False,default,2.5,False,,,,,1,1.0,0.0,0.0,0.000174,0.0,3630.7669816304374,,10.699911,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.209118,0.0,0.0,1.0,0.5114994530821066,0.5114994530821066,n/a,2026-04-27,2026-04-27,False
TVTX,SHORT,0.5114994530821066,5.1149945308210665,2.94,4.6995,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",6.3,NEUTRAL,trend_continuation,,,50.0,37.5,21.8,8.65,14924.0,15147.0,1.015,15165.0,4484.0,10422.0,22.9,0.554,0.0,0.18,1.0,1.4,0.36,0.0,False,default,2.5,False,,,,,1,1.0,0.0,0.0,0.000173,0.0,1.3690158925884837e-16,,200.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.112758,0.0,0.0,1.0,0.5114994530821066,0.5114994530821066,n/a,2026-04-27,2026-04-27,False
VAL,SHORT,0.45987766380401485,4.598776638040149,3.5,4.3294,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",4.9,NEUTRAL,ema_rally,,,120.0,80.0,24.52,16.99,32878.0,22103.0,0.672,11432.0,12832.0,30717.0,88.6,0.591,0.0,0.73,1.0,1.2,0.16,0.41,False,default,2.5,False,,,,,1,1.0,0.0,0.0,4.5e-05,0.0,3.978740506866873e-12,,2.267574,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.495955,0.0,0.0,1.0,0.45987766380401485,0.45987766380401485,n/a,2026-04-27,2026-04-27,False
BURL,SHORT,0.4113167363799974,4.113167363799974,0.0,2.4679,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,0.00012182778816085196,5.8e-05,3.6e-05,21.218230984129843,522497.3211230332,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.020512,0.038173,0.0,0.0,,,,,,,False
TER,SHORT,0.38660472391959433,3.866047239195943,4.62,4.279,price_validation_failed,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned,4.8,NEUTRAL,unknown,,,440.0,350.0,11.57,11.25,38292.0,22815.0,0.596,25268.0,12907.0,22932.0,97.8,0.843,0.0,0.31,1.0,1.6,1.2,0.51,False,default,2.5,False,,,,,3,1.0,0.0,0.0,3.6e-05,0.0,41.70115851602109,,11.386939,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.286259,0.0,0.0,1.0,0.38660472391959433,0.38660472391959433,n/a,2026-04-27,2026-04-27,False
DPZ,SHORT,0.37446126166456,3.7446126166456,7.02,4.8383,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, room_to_target, trend_aligned",not_extended,4.3,NEUTRAL,flag_breakdown,,,390.0,330.0,16.97,1.03,11001.0,14921.0,1.356,16195.0,4071.0,5656.0,63.4,0.304,1.62,0.0,1.0,1.6,1.8,1.0,True,consolidation_break,3.0,True,,,,,1,1.0,0.0,0.0,3e-05,0.0,8.13257689096182e-29,,27.272727,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.621069,0.0,0.0,1.0,0.37446126166456,0.37446126166456,n/a,2026-04-27,2026-04-27,False
MRVL,SHORT,0.3700393386575175,3.7003933865751746,0.0,2.2202,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,0.16099917821355061,7.3e-05,1.2e-05,6.033106477967115,112.41870694454268,115.837181,34.031706,7,1,0.390447,0.337324,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.660451,0.192822,0.0,0.0,,,,,,,False
SEDG,SHORT,0.3522138417151523,3.522138417151523,2.16,3.3891,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.9,NEUTRAL,unknown,,,70.0,25.0,47.74,47.24,95367.0,80296.0,0.842,51782.0,36048.0,87833.0,88.4,1.081,0.0,0.6,1.0,0.0,0.36,0.21,False,default,2.5,False,,,,,1,1.0,0.0,0.0,0.000351,0.0,2.4380690632347348e-15,,4.228448,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.79026,0.0,0.0,1.0,0.3522138417151523,0.3522138417151523,n/a,2026-04-27,2026-04-27,False
RGTI,SHORT,0.3503810344484974,3.503810344484974,6.98,5.2859,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.2,NEGATIVE,trend_continuation,-1634126.08,,20.0,14.0,21.03,15.28,305569.0,329004.0,1.077,250079.0,138990.0,245504.0,67.8,1.059,1.83,0.96,1.0,1.4,1.78,0.01,False,sustained_trend,5.0,False,,,,,2,1.0,0.0,0.0,0.000244,0.0,117.62669939226059,,4.639956,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.208481,0.0,0.0,1.0,0.3503810344484974,0.3503810344484974,n/a,2026-04-27,2026-04-27,False
INTC,SHORT,0.3488799829968598,3.488799829968598,3.35,3.6894,price_validation_failed,"confirmation_volume, room_to_target, shooting_star_at_resistance","momentum_aligned, not_extended, trend_aligned",4.7,POSITIVE,unknown,2637916.56,83.05,90.0,35.0,8.31,57.88,2498486.0,2520149.0,1.009,1090793.0,1410423.0,2517419.0,85.9,0.726,0.0,0.0,1.0,1.2,0.36,0.79,True,default,2.5,False,,,,,3,1.0,0.3085236997526065,3e-06,9e-06,813894.8706238887,1319015.1539031202,19.647651,9.481544,0,0,0.0,0.399902,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,3e-06,0.487122,0.477173,0.0,0.0,1.0,0.3488799829968598,0.3488799829968598,n/a,2026-04-27,2026-04-27,False
