ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
FROG,LONG,0.676516373854376,6.765163738543761,6.34,6.7446,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",7.3,NEUTRAL,trend_continuation,,,90.0,57.5,5.05,32.88,36710.0,13154.0,0.358,16246.0,16475.0,17143.0,66.8,0.705,2.85,0.53,0.12,1.4,1.14,0.3,False,sustained_trend,5.0,False,3,1.0,99.0,0.000329,5e-05,1799373.2937399312,0.1038245587895078,5.599338,11.450382,0,1,0.0,0.475217,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000143,0.0,0.80762,0.699359,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-06-08,2026-06-08,False
MKL,LONG,0.5504432643261596,5.504432643261596,2.99,5.1892,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",7.7,NEUTRAL,unknown,,,1940.0,1680.0,8.02,6.46,578.0,324.0,0.561,237.0,318.0,347.0,57.3,0.215,0.0,0.73,1.0,0.0,1.06,0.2,False,default,2.5,False,2,1.0,1.8057853088470297,7.5e-05,3.8e-05,1023771.2312845347,566939.6169460473,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4.1e-05,2.3e-05,0.910594,0.916045,0.0,0.0,1.0,0.5504432643261596,0.5504432643261596,n/a,2026-06-08,2026-06-08,False
PSKY,LONG,0.5264810144294723,5.264810144294723,4.85,5.7874,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,8.5,NEGATIVE,support_ema_confluence,-611639.32,10.39,17.0,10.0,63.62,3.75,538668.0,606617.0,1.126,106946.0,108153.0,930186.0,30.9,0.508,0.0,0.89,1.0,1.6,1.03,0.34,False,default,2.5,False,1,0.7,99.0,0.002532,0.0,605320.6959644004,0.0,2.458232,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000454,0.0,0.241533,0.0,0.0,0.0,1.0,0.5264810144294723,0.5264810144294723,n/a,2026-06-08,2026-06-08,False
MPWR,LONG,0.46940663263249044,4.694066326324904,5.44,4.879,price_validation_failed,"confirmation_volume, hammer_at_support, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.5,NEUTRAL,unknown,,,1700.0,1420.0,9.03,8.93,5275.0,6682.0,1.267,5347.0,1009.0,5601.0,98.8,0.74,1.7,0.92,0.37,1.2,0.76,0.49,False,default,2.5,False,7,1.0,0.08440862221465958,5.8e-05,3.2e-05,0.1373381698385564,4.067658203485767,14.566667,7.479167,0,0,0.001677,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.648508,0.24488,0.0,0.0,1.0,0.46940663263249044,0.46940663263249044,n/a,2026-06-08,2026-06-08,False
BURL,LONG,0.4472423201412024,4.472423201412024,3.33,4.5152,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.4,NEUTRAL,ema_pullback,,,390.0,260.0,24.2,17.2,8857.0,26872.0,3.034,14485.0,16160.0,5084.0,57.4,0.399,0.0,0.97,0.37,1.2,0.47,0.32,False,default,2.5,False,2,1.0,27.786085257814968,4.9e-05,2.3e-05,2.045932630890172e-08,7.363155377617449e-10,470.588235,13.25,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.121112,0.772347,0.0,0.0,1.0,0.4472423201412024,0.4472423201412024,n/a,2026-06-08,2026-06-08,False
CPNG,LONG,0.4293958139705384,4.293958139705384,2.24,3.699,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.4,POSITIVE,unknown,3060497.48,15.14,25.0,15.0,64.69,1.19,549177.0,167884.0,0.306,226841.0,108956.0,381264.0,86.7,0.564,0.0,0.32,1.0,0.0,0.26,0.66,False,default,2.5,False,1,1.0,99.0,5.7e-05,0.0,2.6137353417194567e-09,0.0,11.44763,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.472333,0.0,0.0,0.0,1.0,0.4293958139705384,0.4293958139705384,n/a,2026-06-08,2026-06-08,False
CRWD,LONG,0.4018762703807442,4.018762703807442,6.18,4.7634,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.5,POSITIVE,ema_pullback,10874599.59,658.65,700.0,350.0,6.26,46.87,211102.0,207746.0,0.984,135217.0,71725.0,211906.0,69.1,0.51,2.71,0.92,1.0,1.2,0.11,0.24,False,default,2.5,False,8,1.0,0.0032845330162804285,2.8e-05,1.1e-05,0.05364764507031489,27.222360481890863,8.200254,2.084899,1,1,0.468715,0.053927,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.374298,0.204108,0.0,0.0,1.0,0.4018762703807442,0.4018762703807442,n/a,2026-06-08,2026-06-08,False
IBM,LONG,0.3988779011404978,3.9887790114049784,0.0,2.3933,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,7,1.0,1.4546858886212952,6e-06,6e-06,1.0114086497643489,1.7381907971949355,10.787845,2.904453,1,0,0.434595,0.006646,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.500504,0.503496,0.0,0.0,,,,,,,False
AAPL,LONG,0.3963659279118302,3.9636592791183016,6.07,4.9828,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.9,POSITIVE,trend_continuation,930265182.34,301.45,320.0,250.0,6.12,17.09,2999188.0,2132119.0,0.711,1405957.0,1077113.0,2648237.0,41.5,0.247,2.25,0.94,0.71,1.4,0.05,0.72,False,default,2.5,False,11,1.0,3.930625263624528e-08,1e-06,1e-06,1.6823638385121797e-09,0.0356678587094315,33.360396,60.183138,3,0,0.507711,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.528441,0.543557,0.0,0.0,1.0,0.3963659279118302,0.3963659279118302,n/a,2026-06-08,2026-06-08,False
GEV,LONG,0.3937367926627485,3.937367926627485,1.94,3.8307,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.4,NEUTRAL,unknown,,,1000.0,900.0,7.08,3.62,93349.0,123083.0,1.319,82003.0,28951.0,105478.0,52.6,0.508,0.0,0.41,1.0,0.0,0.35,0.18,False,default,2.5,False,8,1.0,73.32576444778687,3.9e-05,6e-06,114.83216285963668,4.6981642970011706,7.809987,2.519703,1,1,0.37188,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.48716,0.116133,0.0,0.0,1.0,0.3937367926627485,0.3937367926627485,n/a,2026-06-08,2026-06-08,False
LUNR,LONG,0.382762938136359,3.8276293813635895,1.81,3.2168,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",3.8,POSITIVE,unknown,323083.73,,40.0,20.0,34.52,32.74,219420.0,153771.0,0.701,152811.0,48954.0,171426.0,94.4,1.282,0.0,0.61,1.0,0.0,0.19,0.01,False,default,2.5,False,2,0.7,99.0,0.000553,0.0,73269.7099219385,0.0,30.106595,,0,0,0.001432,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.4e-05,0.0,0.459287,0.0,0.0,0.0,1.0,0.382762938136359,0.382762938136359,n/a,2026-06-08,2026-06-08,False
GD,LONG,0.37204941690583704,3.7204941690583704,4.32,4.7362,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",7.9,NEUTRAL,support_ema_confluence,,,360.0,320.0,5.62,6.12,16795.0,11657.0,0.694,8920.0,4416.0,15116.0,45.0,0.219,0.0,0.96,0.57,1.6,0.95,0.24,False,default,2.5,False,1,1.0,99.0,1.1e-05,0.0,442626.8194395859,0.0,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.493925,0.0,0.0,0.0,1.0,0.37204941690583704,0.37204941690583704,n/a,2026-06-08,2026-06-08,False
QCOM,LONG,0.3611929210761724,3.611929210761724,0.0,2.1672,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,1.7e-05,2.8e-05,265502.94753119326,3.1862915205011664,1.489611,7.728014,1,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.02698,0.107516,0.0,0.0,,,,,,,False
BE,LONG,0.3599419719589821,3.5994197195898208,0.0,2.1597,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,14,1.0,0.00040921096729429026,0.000315,0.000271,305.1138229388381,414230.5386662855,4.802083,3.013951,1,3,0.0,0.338338,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,9e-06,0.464915,0.183393,0.0,0.0,,,,,,,False
