ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio,bullish_score_z_shadow,bearish_score_z_shadow
NVTS,LONG,0.3753825994915028,3.753825994915028,0.0,2.2523,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,0.000186,0.0,46005.42579722595,0.0,4.884892,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.417933,0.0,0.0,0.0,,,,,,
SOXL,LONG,0.35372855886022764,3.5372855886022765,0.0,2.1224,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,1.9e-05,0.0,268999.87722761073,0.0,3.786008,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-06,0.0,0.416554,0.0,0.0,0.0,,,,,,
CHTR,LONG,0.35191468253205066,3.5191468253205067,0.0,2.1115,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.2e-05,4.9e-05,237992.2520691905,2.7118791414171397e-21,9.605405,6.980132,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.52301,0.580354,0.0,0.0,,,,,,
BURL,LONG,0.34258347594281585,3.4258347594281586,4.82,4.4389,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.4,NEUTRAL,trend_continuation,,,360.0,270.0,9.05,18.21,5251.0,25278.0,4.814,17497.0,10220.0,2812.0,57.8,0.376,1.6,0.89,0.63,1.4,0.3,0.0,2,1.0,99.0,3.8e-05,0.0,3.4535984368091327e-11,0.0,,,0,0,0.000131,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.04143,0.0,0.0,0.0,,,,,,
MU,LONG,0.33669882297988,3.3669882297988,5.21,4.4465,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.0,NEGATIVE,trend_continuation,-5401320.98,475.12,500.0,300.0,5.21,36.87,1232802.0,1425113.0,1.156,934478.0,643920.0,1079517.0,88.0,0.751,2.0,0.19,0.06,1.4,1.36,0.2,3,1.0,99.0,1.4e-05,0.0,1062895.2449012196,0.0,10.160792,,2,0,0.435593,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.265694,0.0,0.0,0.0,,,,,,
DIA,LONG,0.3278720852059578,3.278720852059578,0.0,1.9672,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,2.5467339181793314,0.0,0.0,0.06569391876223737,0.025795360203629825,172.0,3.242812,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.645876,0.421066,0.0,0.0,,,,,,
IWM,LONG,0.32785623446753515,3.2785623446753513,4.94,3.8813,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.8,NEGATIVE,trend_continuation,-150067198.43,,280.0,250.0,1.89,9.03,2539041.0,6830966.0,2.69,2847307.0,2311833.0,4210867.0,73.6,0.238,2.33,0.04,0.19,1.4,0.73,0.25,3,1.0,1.7037710066147356,1.5e-05,9e-06,508673.9983390182,597115.4531496754,5.605932,8.347458,0,0,0.414384,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-06,4e-06,0.558367,0.557683,0.0,0.0,,,,,,
FIG,LONG,0.32388607333759317,3.238860733375932,2.0,3.4994,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.4,NEGATIVE,unknown,-596414.68,,20.0,15.0,15.98,13.02,218985.0,138806.0,0.634,144658.0,96706.0,116427.0,100.0,1.12,0.0,0.17,1.0,0.0,0.19,0.63,2,1.0,99.0,0.000131,0.0,76328.47743530072,0.0,2.938552,,0,0,0.012092,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.166533,0.0,0.0,0.0,,,,,,
ALAB,LONG,0.3172168124806249,3.172168124806249,6.77,4.3571,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",3.7,NEUTRAL,trend_continuation,,,200.0,80.0,2.91,58.84,114958.0,95788.0,0.833,82754.0,35904.0,92088.0,91.5,1.037,2.67,0.0,1.0,1.4,1.46,0.25,1,1.0,99.0,4.9e-05,0.0,1.030956961139311e-06,0.0,23.857143,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.632484,0.0,0.0,0.0,,,,,,
ORCL,LONG,0.30045894209244234,3.0045894209244235,5.71,4.7153,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,7.5,NEGATIVE,trend_continuation,-40370505.57,,200.0,140.0,13.36,20.65,1409069.0,1083574.0,0.769,821492.0,583896.0,1087255.0,60.2,0.541,2.24,0.25,1.0,1.4,0.39,0.44,1,1.0,99.0,1e-06,0.0,26164.04918591363,0.0,14.0,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.499918,0.0,0.0,0.0,,,,,,
OXY,LONG,0.2988812767822087,2.988812767822087,7.13,4.2134,weak_relative_strength (-20.0% vs SPY),"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,2.9,POSITIVE,retest_and_confirm,62904764.51,57.72,60.0,40.0,3.91,30.72,690210.0,319169.0,0.462,328352.0,171947.0,509080.0,98.0,0.434,1.84,0.98,1.0,1.4,1.91,0.0,1,1.0,99.0,1e-05,0.0,8.852871094596577e-29,0.0,45.876923,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.345798,0.0,0.0,0.0,,,,,,
U,LONG,0.2979483592089842,2.979483592089842,3.34,3.3317,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",4.2,POSITIVE,trend_continuation,2569600.39,24.01,30.0,20.0,24.95,16.7,386234.0,214326.0,0.555,207427.0,104597.0,288536.0,83.7,0.865,0.0,0.81,1.0,1.4,0.08,0.05,1,1.0,99.0,7.1e-05,0.0,0.00016675725598877192,0.0,17.873832,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.263663,0.0,0.0,0.0,,,,,,
INTC,LONG,0.29748297862978806,2.9748297862978808,0.0,1.7849,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,0.0001354494919734454,3e-06,4e-06,8.268673863801513e-06,0.03052308924651622,3.461459,22.784014,0,0,0.0,0.39683,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.583915,0.076291,0.0,0.0,,,,,,
AXON,LONG,0.2883217809163726,2.8832178091637264,3.83,3.4906,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.5,NEUTRAL,trend_continuation,,,790.0,220.0,103.63,43.29,23549.0,24867.0,1.056,9314.0,8655.0,30447.0,97.8,0.843,0.0,0.56,1.0,1.4,0.62,0.25,1,1.0,99.0,8e-06,0.0,1.1345506960452363e-14,0.0,8.823529,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.438039,0.0,0.0,0.0,,,,,,
ARM,LONG,0.2822985769073032,2.822985769073032,0.0,1.6938,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.03295036625489879,3e-06,5e-06,22912.48767889886,695363.6721865699,7.315217,2.904762,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.409889,0.745486,0.0,0.0,,,,,,
RDDT,LONG,0.2752735717930219,2.752735717930219,3.64,3.7284,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",6.3,NEGATIVE,trend_continuation,-6417918.39,,220.0,115.0,43.26,25.11,227943.0,183777.0,0.806,96854.0,73100.0,241766.0,82.9,0.886,0.0,0.84,1.0,1.4,0.27,0.13,1,1.0,99.0,2.5e-05,0.0,9.637496906776915e-23,0.0,12.844828,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.167754,0.0,0.0,0.0,,,,,,
AAOI,LONG,0.26133048126718184,2.613304812671818,5.6,3.9467,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.8,NEUTRAL,ema_pullback,,,200.0,20.0,47.58,85.24,127322.0,116386.0,0.914,115870.0,53652.0,74186.0,95.6,1.575,2.49,0.92,0.78,1.2,0.14,0.08,2,1.0,22.16770828212153,8.6e-05,5.2e-05,34194.963188461275,1542.5574332390436,2.752688,311.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.233146,0.123647,0.0,0.0,,,,,,
MSFT,LONG,0.25183012189848447,2.5183012189848446,5.58,3.7132,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",3.9,POSITIVE,trend_continuation,443285884.73,415.25,575.0,400.0,38.47,3.67,2578825.0,1217721.0,0.472,1067714.0,767004.0,1961828.0,99.6,0.384,2.2,0.31,1.0,1.4,0.34,0.32,1,1.0,99.0,0.0,0.0,19513.559318799817,0.0,2.395833,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.29198,0.0,0.0,0.0,,,,,,
GEV,LONG,0.2509361002006002,2.5093610020060018,6.72,4.1507,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.4,NEUTRAL,trend_continuation,,,1200.0,800.0,4.16,30.56,89434.0,112073.0,1.253,75903.0,50060.0,75544.0,66.0,0.518,2.15,0.0,1.0,1.4,1.71,0.46,2,1.0,0.09623351610940008,5e-06,3e-06,3629.8646884603004,37719.33973953318,8.748387,475.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.092156,0.183548,0.0,0.0,,,,,,
VRT,LONG,0.25022517784119486,2.5022517784119485,0.0,1.5014,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,99.0,3e-06,2.3e-05,12949.149053466499,0.0012263525194621708,182.958333,30.976787,0,0,0.0,0.000374,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.003145,0.163024,0.0,0.0,,,,,,
USO,LONG,0.23850054691789335,2.3850054691789335,5.88,4.1765,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.1,NEGATIVE,trend_continuation,-7563740.41,,150.0,100.0,11.44,25.71,701932.0,999803.0,1.424,660271.0,512728.0,528736.0,85.0,0.797,1.99,0.33,0.29,1.4,1.79,0.08,1,1.0,99.0,0.000448,0.0,522474.02466561075,0.0,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000362,0.0,0.851281,0.0,0.0,0.0,,,,,,
TSM,LONG,0.23188888383613873,2.3188888383613873,5.06,3.9174,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.2,NEGATIVE,trend_continuation,-54638478.5,,400.0,300.0,5.35,20.99,729326.0,886787.0,1.216,459969.0,417542.0,738602.0,80.7,0.442,1.82,0.33,0.0,1.4,1.26,0.25,2,0.7,99.0,3e-06,0.0,637732.1522671233,0.0,2.198684,,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.268693,0.0,0.0,0.0,,,,,,
WDAY,LONG,0.2174125701526508,2.174125701526508,3.55,3.1121,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",4.8,NEUTRAL,trend_continuation,,,200.0,100.0,72.7,13.65,83791.0,59886.0,0.715,34539.0,31219.0,77919.0,100.0,0.732,0.0,0.32,1.0,1.4,0.23,0.6,1,1.0,99.0,2.6e-05,0.0,149.24884185863374,0.0,1.930159,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.461269,0.0,0.0,0.0,,,,,,
CAT,LONG,0.20438036963134293,2.043803696313429,5.39,3.5589,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.6,NEUTRAL,trend_continuation,,,900.0,700.0,7.67,16.26,105080.0,130901.0,1.246,82441.0,54457.0,99083.0,97.8,0.458,1.99,0.0,0.0,1.4,1.73,0.27,2,1.0,99.0,2e-06,0.0,2.3847935356220385e-06,0.0,1.835526,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.32078,0.0,0.0,0.0,,,,,,
CRM,LONG,0.18133714394927136,1.8133714394927136,0.0,1.088,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,1.708096148846978,5e-06,4e-06,1.677158150925994e-10,4.9094371884689626e-11,1.52203,1.782529,0,1,0.0,0.37078,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.216541,0.391769,0.0,0.0,,,,,,
SNDK,LONG,0.1764307808075902,1.764307808075902,5.24,3.1542,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.5,POSITIVE,trend_continuation,20707876.6,937.1,1000.0,250.0,6.83,73.29,291037.0,315390.0,1.084,287090.0,95803.0,223534.0,85.9,1.128,2.37,0.19,0.1,1.4,1.05,0.12,2,1.0,0.5270792148277628,1.6e-05,3e-06,141959.2062441638,269331.8238522321,1.647541,1.317073,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.792956,0.504428,0.0,0.0,,,,,,
CIFR,LONG,0.17629914235064267,1.7629914235064268,0.0,1.0578,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.0002027984330371785,6.5e-05,0.000105,0.02651488505376037,130.74501936067458,1.477337,2.148952,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.071666,0.375759,0.0,0.0,,,,,,
CRWD,LONG,0.17550776933262446,1.7550776933262446,5.8,3.4175,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,POSITIVE,trend_continuation,1376735.98,443.74,470.0,300.0,5.92,32.39,206282.0,175253.0,0.85,110216.0,83646.0,187673.0,78.8,0.514,1.73,0.44,1.0,1.4,1.05,0.19,1,1.0,99.0,8e-06,0.0,2.383054990319312e-10,0.0,1.836735,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.332835,0.0,0.0,0.0,,,,,,
FCX,LONG,0.15294218716640992,1.5294218716640993,4.05,3.3797,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",7.0,NEGATIVE,trend_continuation,-9030021.31,,70.0,35.0,12.96,43.52,545619.0,583816.0,1.07,225461.0,325851.0,578123.0,74.5,0.503,0.0,0.49,0.97,1.4,0.19,1.0,1,0.7,99.0,1.6e-05,0.0,1023318.4342672498,0.0,1.107675,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.381911,0.0,0.0,0.0,,,,,,
HTZ,SHORT,0.570812866375026,5.70812866375026,4.65,5.5891,price_validation_failed,"momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal","confirmation_volume, trend_aligned",6.7,NEGATIVE,unknown,-415044.16,,9.0,1.5,55.04,74.16,382665.0,619734.0,1.62,374827.0,217355.0,410217.0,89.3,1.146,0.0,0.74,0.32,1.4,1.88,0.31,3,1.0,0.0,0.0,0.00172,0.0,4063.356639991689,,7.349799,0,0,0.0,0.408478,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.015557,0.0,0.0,,,,,,
EEFT,SHORT,0.5270550086376622,5.2705500863766215,4.57,5.0063,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.0,NEUTRAL,bounce_and_fail,,,75.0,70.0,1.12,5.62,3135.0,3241.0,1.034,3556.0,1093.0,1727.0,98.5,0.531,0.0,0.61,0.83,1.0,1.87,0.26,2,1.0,0.0,0.0,0.000285,0.0,25.703501040316578,,259.269231,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.539135,0.0,0.0,,,,,,
SEDG,SHORT,0.5157570225647203,5.157570225647204,2.22,4.1848,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.7,NEUTRAL,unknown,,,70.0,25.0,47.46,47.34,92704.0,84282.0,0.909,56858.0,34428.0,85700.0,88.7,1.086,0.0,0.4,1.0,0.0,0.22,0.6,3,1.0,0.0,0.0,0.001271,0.0,4.3765023803466977e-11,,32.447797,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.79026,0.0,0.0,,,,,,
CTRA,SHORT,0.49817099336386267,4.981709933638626,3.08,3.8749,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",2.3,NEUTRAL,ema_rally,,,34.0,33.0,1.03,1.95,101073.0,17603.0,0.174,58548.0,31661.0,28467.0,95.1,0.403,0.0,0.66,1.0,1.2,0.11,0.1,1,1.0,0.0,0.0,1.6e-05,0.0,5.893541030784909e-06,,517.241379,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.269073,0.0,0.0,,,,,,
DG,SHORT,0.4892794956793423,4.8927949567934235,6.87,5.9674,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,7.3,NEUTRAL,retest_and_confirm,,,145.0,110.0,19.44,9.39,41491.0,50022.0,1.206,21367.0,32169.0,37977.0,61.1,0.367,2.02,0.72,1.0,1.4,1.72,0.01,1,1.0,0.0,0.0,7.6e-05,0.0,4.898703800964312e-21,,4.862237,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.385257,0.0,0.0,,,,,,
LYV,SHORT,0.48677712448476357,4.867771244847636,6.43,5.5829,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.1,NEUTRAL,retest_and_confirm,,,180.0,120.0,17.65,21.56,71363.0,75001.0,1.051,18731.0,28289.0,99344.0,87.6,0.408,1.59,0.64,1.0,1.4,1.77,0.03,2,1.0,0.0,0.0,5.3e-05,0.0,0.024424757832452047,,351.886905,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.340602,0.0,0.0,,,,,,
