ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
DJT,LONG,0.6663576436956458,6.663576436956458,2.7,5.2218,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",5.4,POSITIVE,ema_pullback,335588.64,8.93,25.0,5.0,180.58,43.88,317884.0,195276.0,0.614,57503.0,119603.0,336054.0,75.0,0.789,0.0,0.62,0.36,1.2,0.13,0.39,False,default,2.5,False,2,0.7,99.0,0.000651,0.0,198433.20909704504,0.0,21.311756,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.005143,0.0,0.0,0.0,1.0,0.6663576436956458,0.6663576436956458,n/a,2026-08-11,2026-08-11,False,
BTSG,LONG,0.6138737471613651,6.138737471613651,1.77,5.1004,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.5,NEUTRAL,unknown,,,70.0,35.0,20.92,39.54,11367.0,10906.0,0.959,4099.0,5541.0,12633.0,26.8,0.45,0.0,0.16,1.0,0.0,0.14,0.47,False,default,2.5,False,1,1.0,99.0,3.2e-05,0.0,357713.75212167477,0.0,12.283626,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9e-06,0.0,0.307732,0.0,0.0,0.0,1.0,0.6138737471613651,0.6138737471613651,n/a,2026-08-11,2026-08-11,False,
EXE,LONG,0.5357948177641058,5.357948177641058,6.64,5.411,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.7,NEUTRAL,trend_continuation,,,100.0,80.0,1.79,18.57,95339.0,129007.0,1.353,49505.0,121084.0,53757.0,15.0,0.294,1.73,0.57,1.0,1.4,1.85,0.1,False,sustained_trend,5.0,False,3,1.0,99.0,0.000117,0.0,4.521774154716792e-39,0.0,76.399909,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.17593,0.0,0.0,0.0,1.0,0.5357948177641058,0.5357948177641058,n/a,2026-08-11,2026-08-11,False,
SKHY,LONG,0.49227438940583024,4.922743894058303,3.89,4.7884,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.8,NEGATIVE,trend_continuation,-10472886.78,141.75,200.0,85.0,41.19,39.99,439231.0,519342.0,1.182,448697.0,175585.0,334291.0,0.0,0.732,0.0,0.78,1.0,1.4,0.71,0.0,False,default,2.5,False,10,1.0,3.128143734809305,2.6e-05,2e-06,22321.33321495628,64220.83381243768,490.701559,2,0,0.665031,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.255828,0.461039,0.0,0.0,1.0,0.49227438940583024,0.49227438940583024,n/a,2026-08-11,2026-08-11,False,48.086957
VSAT,LONG,0.4808020881400903,4.808020881400903,5.58,5.618,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.7,NEUTRAL,trend_continuation,,,95.0,60.0,12.4,29.01,145730.0,60181.0,0.413,32226.0,78877.0,94808.0,34.7,0.812,1.65,0.79,0.36,1.4,1.35,0.04,False,sustained_trend,5.0,False,1,0.7,99.0,0.000306,0.0,2.077677558293782e-60,0.0,3.486842,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.228335,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-08-11,2026-08-11,False,
MPWR,LONG,0.47249091697180257,4.724909169718026,0.0,2.8349,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,21,1.0,99.0,7.6e-05,0.000193,4986.5168085094765,0.002044227034430861,14.705873,0,0,0.00014,0.073194,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.237238,0.360927,0.0,0.0,,,,,,,False,9.507651
SIMO,LONG,0.4630706226724315,4.630706226724315,2.56,4.5034,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.1,NEUTRAL,unknown,,,240.0,135.0,7.14,39.73,35617.0,19659.0,0.552,26851.0,22575.0,5850.0,55.8,0.801,0.0,0.49,1.0,0.0,0.06,1.0,False,default,2.5,False,9,1.0,0.7351375234639651,0.000378,0.000221,3.0510005343269503e-10,8.3004891926905e-10,17.211383,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.374267,0.390406,0.0,0.0,1.0,0.4630706226724315,0.4630706226724315,n/a,2026-08-11,2026-08-11,False,26.366667
RRX,LONG,0.4558029653594129,4.558029653594129,1.35,3.944,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.3,NEUTRAL,unknown,,,280.0,170.0,62.37,1.42,7099.0,8107.0,1.142,5625.0,1188.0,8393.0,35.7,0.486,0.0,0.14,1.0,0.0,0.03,0.18,False,default,2.5,False,1,0.7,99.0,4.9e-05,0.0,0.3051401172378086,0.0,36.375,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.461864,0.0,0.0,0.0,1.0,0.4558029653594129,0.4558029653594129,n/a,2026-08-11,2026-08-11,False,
ESLT,LONG,0.43195764142965454,4.319576414296545,0.0,2.5917,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,1.5e-05,1.5e-05,0.0013238477554287623,4.399654116981782e-13,20.666667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.545522,0.701915,0.0,0.0,,,,,,,False,40.0
RBLX,LONG,0.3733909354064173,3.7339093540641732,1.57,3.918,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",7.9,NEGATIVE,unknown,-2185018.38,36.21,80.0,35.0,120.78,3.41,261178.0,160977.0,0.616,94606.0,113725.0,213824.0,12.8,0.59,0.0,0.12,1.0,0.0,0.39,0.06,False,default,2.5,False,2,1.0,99.0,7.2e-05,0.0,0.000725816189155612,0.0,3.1104,1,0,0.112709,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.362202,0.0,0.0,0.0,1.0,0.3733909354064173,0.3733909354064173,n/a,2026-08-11,2026-08-11,False,
