ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
SEI,LONG,0.5734305406662672,5.734305406662672,4.9,5.4172,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.4,NEUTRAL,retest_and_confirm,,,100.0,30.0,59.11,52.27,52077.0,29228.0,0.561,30859.0,8360.0,42086.0,0.4,0.731,0.0,0.71,1.0,1.4,1.8,0.0,False,default,2.5,False,1,1.0,99.0,0.000129,0.0,481446.7757801859,0.0,6.023392,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4.9e-05,0.0,0.400047,0.0,0.0,0.0,1.0,0.5734305406662672,0.5734305406662672,n/a,2026-08-14,2026-08-14,False,
BNO,LONG,0.4546184880825364,4.546184880825364,6.05,5.4081,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.6,POSITIVE,retest_and_confirm,2369212.69,,60.0,50.0,18.44,1.3,314612.0,30352.0,0.096,91350.0,145758.0,107856.0,31.3,0.489,1.68,0.79,0.52,1.4,1.66,0.0,False,sustained_trend,5.0,False,6,1.0,15.858789716004145,0.014792,0.008102,0.000758231383435697,2.3905714024018994e-05,1070.00935,0,0,0.0,0.072319,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.52239,0.46446,0.0,0.0,1.0,0.4546184880825364,0.4546184880825364,n/a,2026-08-14,2026-08-14,False,171.947854
NOK,LONG,0.43589681990545565,4.358968199054557,4.4,4.8195,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.6,POSITIVE,bounce_and_fail,15741746.55,10.64,15.0,10.0,40.84,6.1,2957105.0,1046657.0,0.354,749959.0,1095243.0,2158560.0,51.6,0.619,0.0,0.63,1.0,1.0,1.71,0.06,False,default,2.5,False,7,1.0,99.0,7.8e-05,9e-06,1.2248206547227526e-14,1.3261812472174621e-21,8.00213,0,0,0.602158,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.293267,0.266689,0.0,0.0,1.0,0.43589681990545565,0.43589681990545565,n/a,2026-08-14,2026-08-14,False,1.332458
RMBS,LONG,0.4282981119138002,4.282981119138002,4.37,4.7125,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.3,NEUTRAL,ema_pullback,,,150.0,80.0,50.54,19.71,33607.0,27525.0,0.819,35782.0,8135.0,17215.0,19.1,0.682,0.0,1.0,1.0,1.2,1.18,0.0,False,default,2.5,False,1,0.7,99.0,4.2e-05,0.0,364522.4059964444,0.0,4.539062,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.6e-05,0.0,0.48294,0.0,0.0,0.0,1.0,0.4282981119138002,0.4282981119138002,n/a,2026-08-14,2026-08-14,False,
ABVX,LONG,0.4201384721984219,4.201384721984219,2.53,4.0997,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.2,NEUTRAL,ema_pullback,,,200.0,60.0,68.13,49.56,120936.0,49475.0,0.409,80226.0,20291.0,69894.0,14.2,0.676,0.0,0.51,0.46,1.2,0.12,0.23,False,default,2.5,False,4,1.0,1.6952570362034884,0.000291,0.000163,3.55954402092968e-49,6.299122690387844e-49,10.020761,1,0,0.441379,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558737,0.551194,0.0,0.0,1.0,0.4201384721984219,0.4201384721984219,n/a,2026-08-14,2026-08-14,False,10.844291
TPL,LONG,0.3947340023450771,3.947340023450771,4.25,4.6087,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.8,NEUTRAL,bounce_and_fail,,,560.0,300.0,55.3,16.8,17558.0,12956.0,0.738,4040.0,17064.0,9410.0,22.9,0.45,0.0,0.66,1.0,1.0,1.5,0.08,False,default,2.5,False,1,1.0,99.0,2.3e-05,0.0,1.588513976610495e-20,0.0,8.111111,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.819098,0.0,0.0,0.0,1.0,0.3947340023450771,0.3947340023450771,n/a,2026-08-14,2026-08-14,False,
CW,LONG,0.3911528995119631,3.911528995119631,3.51,4.6088,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",8.0,NEUTRAL,pullback_to_support,,,790.0,610.0,13.48,12.38,1523.0,1489.0,0.978,899.0,1063.0,1050.0,50.5,0.401,0.0,0.69,0.66,1.4,0.65,0.11,False,default,2.5,False,2,1.0,1.8892126993287117e-13,2.1e-05,1.2e-05,3.111181350366331e-20,1.646813697299313e-07,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.766599,0.844174,0.0,0.0,1.0,0.3911528995119631,0.3911528995119631,n/a,2026-08-14,2026-08-14,False,3.333333
COST,LONG,0.37339492682967196,3.7339492682967195,4.19,4.184,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.3,NEGATIVE,ema_pullback,-18269018.13,,1000.0,900.0,3.95,6.44,160908.0,203488.0,1.265,175133.0,71906.0,117357.0,12.9,0.201,0.0,0.73,0.47,1.2,1.78,0.0,False,default,2.5,False,5,1.0,99.0,1.2e-05,0.0,10470.391114775939,0.0,2.845185,2,0,0.04091,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415256,0.0,0.0,0.0,1.0,0.37339492682967196,0.37339492682967196,n/a,2026-08-14,2026-08-14,False,
RBLX,LONG,0.36650378134949146,3.665037813494915,4.43,4.0015,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.2,POSITIVE,trend_continuation,2641010.22,38.48,40.0,35.0,3.98,9.02,276605.0,165500.0,0.598,107219.0,115682.0,219204.0,11.9,0.577,0.0,0.56,1.0,1.4,1.46,0.0,False,default,2.5,False,2,1.0,99.0,7.1e-05,0.0,2.031396626159655e-07,0.0,3.1104,1,0,0.112709,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.362202,0.0,0.0,0.0,1.0,0.36650378134949146,0.36650378134949146,n/a,2026-08-14,2026-08-14,False,
NXPI,LONG,0.36512248395621205,3.6512248395621203,2.81,4.2286,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.8,NEUTRAL,bounce_and_fail,,,350.0,210.0,50.38,9.77,99301.0,34252.0,0.345,20005.0,26763.0,86785.0,28.2,0.42,0.0,0.52,1.0,1.0,0.29,0.0,False,default,2.5,False,2,1.0,99.0,2.2e-05,6e-06,1.736940574276004e-23,6.288261161701943e-29,2.3,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.060541,0.374462,0.0,0.0,1.0,0.36512248395621205,0.36512248395621205,n/a,2026-08-14,2026-08-14,False,1.207493
