ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
KORU,LONG,0.8639240306562224,8.639240306562224,6.28,7.2036,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.0,NEUTRAL,trend_continuation,,,500.0,320.0,7.83,30.99,5808.0,8480.0,1.46,10763.0,2769.0,756.0,74.7,1.475,1.82,0.05,1.0,1.4,1.97,0.04,147865033.42919773,36,1.0,7.999408202569657,0.003806,0.000313,11646.973333648006,16015.773095436363,122.263389,25.767857,30,1,0.629685,0.381616,,,,
CIEN,LONG,0.7735327140328401,7.735327140328401,5.18,6.6817,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.3,NEUTRAL,trend_continuation,,,600.0,360.0,28.43,22.94,38622.0,33030.0,0.855,38762.0,12094.0,20796.0,64.4,0.804,2.3,0.42,0.37,1.4,0.33,0.36,5.436930980895752,26,1.0,99.0,0.000115,1.4e-05,59112.979324047534,1.1331313958161748,2.985113,3.508543,2,0,0.772634,0.223151,,,,
EWY,LONG,0.7457639372063103,7.4576393720631025,0.0,4.4746,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.771915059742792,10,1.0,2.0626513163161193,7.8e-05,3e-05,34358.7912419253,66630.34313194506,3.802086,0.069876,6,0,0.589476,0.346473,,,,
DAVE,LONG,0.7178519200000001,7.178519200000001,5.63,6.7783,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,7.5,NEUTRAL,retest_and_confirm,,,240.0,160.0,12.28,25.15,16838.0,3695.0,0.219,12947.0,372.0,7214.0,43.2,0.683,0.0,0.36,1.0,1.4,1.91,0.96,2342873376.9959693,21,1.0,9.07793270838255e-07,0.001028,0.000282,0.0034724416768294884,6215.862031712839,2.856607,7.925481,2,1,0.120377,0.0,,,,
SOXS,LONG,0.7136150446475585,7.136150446475585,0.0,4.2817,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,482381.22726202174,3,1.0,2.5552597424456494,0.000345,0.000112,60726.04425937605,47530.23205480858,99.905556,66.444444,0,1,4e-06,0.0,,,,
QBTS,LONG,0.6734158290409665,6.734158290409665,6.11,6.3201,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.6,POSITIVE,flag_breakout,1452088.28,16.95,20.0,5.0,17.86,70.54,309593.0,202104.0,0.653,201006.0,53209.0,257482.0,58.1,1.014,0.0,0.58,1.0,1.6,1.93,1.0,1.3588119866740505,12,1.0,3.8537670002750484,0.000123,3.1e-05,14147.850433703223,11013.52294990341,4.070963,3.223608,0,0,0.848811,0.581029,,,,
URA,LONG,0.6709449523809524,6.709449523809524,0.0,4.0257,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,876.6098765402683,10,1.0,99.0,0.000149,0.000386,0.186200195707976,0.00246505948039945,3.722177,8.564394,0,0,0.439896,0.139525,,,,
SPXS,LONG,0.67,6.7,0.0,4.02,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523505786.7074061,7,1.0,1.3684380541207422e-05,0.001328,0.000464,0.05006434761698209,4878.004034475619,8.397471,2.641939,4,3,8.2e-05,0.0,,,,
FSLY,LONG,0.6484825985823307,6.484825985823307,2.92,5.3184,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",6.0,NEGATIVE,ema_pullback,-122775.93,20.93,30.0,17.5,43.2,16.47,138509.0,114349.0,0.826,129289.0,28721.0,94848.0,98.5,1.275,0.0,0.1,1.0,1.2,0.04,0.58,58.76059421967773,15,1.0,0.6286286865311336,0.000349,0.00022,9709.7903590555,23168.980115993985,1.528023,0.955218,1,1,0.517179,0.215487,,,,
CSIQ,LONG,0.6368032467803179,6.368032467803179,0.0,3.8208,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4.305682339252795e+31,5,1.0,99.0,0.0002,0.000192,11098.926451290463,7.842985890415582e-14,142.99026,0.965997,0,0,0.0,0.0,,,,
BURL,LONG,0.6283401503148106,6.283401503148106,4.68,5.8257,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.4,NEUTRAL,trend_continuation,,,360.0,270.0,7.45,19.41,4187.0,25183.0,6.015,17353.0,9382.0,2635.0,30.9,0.337,1.67,0.56,0.08,1.4,0.9,0.08,40202999.10995665,7,1.0,99.0,8e-05,1.7e-05,2989.0878856596196,0.000277505514505824,281.106753,6.564103,0,0,0.383188,0.0,,,,
UVXY,LONG,0.612233761904762,6.12233761904762,2.63,5.3702,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.6,NEUTRAL,bounce_and_fail,,,50.0,35.0,29.0,9.7,147802.0,77556.0,0.525,136339.0,41757.0,47262.0,49.5,1.052,0.0,0.16,1.0,1.0,0.24,0.23,194534096.81099024,4,1.0,1.0280974044067989e-08,0.000545,0.000311,7.261251558077927e-05,7062.805067840426,3.130952,75.296392,0,1,0.364606,0.037303,,,,
CTRA,LONG,0.5933333333333333,5.933333333333333,2.78,4.9207,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.6,NEUTRAL,ema_pullback,,,36.0,31.0,13.67,2.12,92069.0,26096.0,0.283,59870.0,27070.0,31225.0,77.7,0.36,0.0,0.24,1.0,1.2,0.17,0.17,8.631444526904845e+25,3,1.0,1.3356274547088577e-24,0.000122,1.6e-05,7.400315392597817e-20,110814.06520220042,134.233264,517.241379,0,0,0.017348,0.0,,,,
WULF,LONG,0.5907359105862311,5.9073591058623105,0.0,3.5444,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.6678999094822733,5,1.0,8.384641266142685,7.3e-05,8e-06,36240.31156862741,17288.902610522582,5.686741,28.551724,0,0,0.435414,0.0,,,,
