ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
BURL,LONG,0.5220719294099316,5.220719294099316,1.63,4.6394,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.7,NEGATIVE,unknown,-19707728.58,257.18,480.0,230.0,86.72,10.53,11767.0,42207.0,3.587,36757.0,11233.0,5984.0,50.2,0.392,0.0,0.0,1.0,0.0,0.11,0.52,True,default,2.5,False,2,1.0,99.0,7.4e-05,0.0,6.325633388573225e-05,0.0,56.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.421532,0.0,0.0,0.0,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-09-02,2026-09-02,False,,,,,
EWZ,LONG,0.5065163738543761,5.065163738543761,7.23,5.7416,poor_rr (1.5:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.2,POSITIVE,trend_continuation,267115327.27,,45.0,30.0,18.14,21.24,4936961.0,1446018.0,0.293,1129797.0,2918110.0,2335072.0,82.3,0.321,1.83,0.36,1.0,1.4,1.92,0.72,False,sustained_trend,5.0,False,1,1.0,99.0,0.003854,0.0,0.005185879844841394,0.0,9.235423,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.147368,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-09-02,2026-09-02,False,38.09,33.52,45.0,1.51,
IE,LONG,0.5065163738543761,5.065163738543761,3.59,4.5696,price_validation_failed,"not_extended, room_to_target, support_ema_confluence","confirmation_volume, momentum_aligned, trend_aligned",4.8,POSITIVE,support_ema_confluence,236646.93,,15.0,10.0,48.66,0.89,50965.0,15553.0,0.305,3541.0,18448.0,44529.0,2.9,0.696,0.0,0.64,1.0,1.6,0.14,0.2,False,default,2.5,False,1,1.0,99.0,0.0009,0.0,1.0996156945330577e-29,0.0,102.564103,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.646074,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-09-02,2026-09-02,False,,,,,
BR,LONG,0.4808020881400903,4.808020881400903,4.01,4.567,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",4.8,POSITIVE,unknown,2278335.09,178.31,190.0,170.0,6.71,4.53,8850.0,4336.0,0.49,7981.0,179.0,5026.0,18.8,0.309,2.47,0.78,0.52,0.0,0.05,0.19,False,default,2.5,False,1,0.7,99.0,7.8e-05,0.0,4.785479293568005e-09,0.0,13.993007,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.447059,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-09-02,2026-09-02,False,,,,,
PBR,LONG,0.41344466242361416,4.1344466242361415,6.97,5.2982,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.7,POSITIVE,trend_continuation,32654818.75,,25.0,10.0,19.85,52.06,1346124.0,1007516.0,0.748,467591.0,603932.0,1282117.0,63.5,0.367,1.86,0.35,1.0,1.4,1.91,0.45,False,sustained_trend,5.0,False,2,1.0,99.0,1.2e-05,0.0,2.043123406707781e-06,0.0,2.074415,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.239227,0.0,0.0,0.0,1.0,0.41344466242361416,0.41344466242361416,n/a,2026-09-02,2026-09-02,False,,,,,
DDOG,LONG,0.38029806704576063,3.8029806704576066,0.0,2.2818,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,7,1.0,2.4456455969082196,4.8e-05,3.6e-05,8.301957112052536e-28,4.526116197456058e-28,9.021545,2,0,0.328278,0.068689,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.327175,0.116433,0.0,0.0,,,,,,,False,,,,,3.249836
MOD,LONG,0.36301130526676223,3.6301130526676224,3.29,3.6221,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.1,POSITIVE,bounce_and_fail,769229.52,179.42,230.0,160.0,28.13,10.87,15541.0,9899.0,0.637,12225.0,5173.0,8042.0,4.5,0.643,0.0,0.55,1.0,1.0,0.53,0.21,False,default,2.5,False,1,1.0,99.0,6.4e-05,0.0,6.229868330331291e-35,0.0,5.641026,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.596226,0.0,0.0,0.0,1.0,0.36301130526676223,0.36301130526676223,n/a,2026-09-02,2026-09-02,False,,,,,
COST,LONG,0.347506627869507,3.4750662786950697,2.55,3.7225,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.1,NEGATIVE,unknown,-178774398.31,,1000.0,900.0,7.7,3.07,159807.0,168530.0,1.055,172312.0,36564.0,119461.0,75.2,0.251,0.0,0.58,1.0,0.0,0.49,0.49,False,default,2.5,False,6,1.0,1.168089673972475e-07,1e-05,3e-06,1.4298734555666733e-19,2.4482254871818462e-12,3.258094,2,0,0.04091,0.080698,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415256,0.686156,0.0,0.0,1.0,0.347506627869507,0.347506627869507,n/a,2026-09-02,2026-09-02,False,,,,,3.238201
CBRS,LONG,0.3272182163161286,3.2721821631612857,5.02,3.9021,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",3.8,POSITIVE,pullback_to_support,3203312.51,184.57,260.0,125.0,40.91,32.26,131727.0,123618.0,0.938,114052.0,78716.0,62577.0,0.0,0.674,0.0,0.71,1.0,1.4,1.67,0.25,False,default,2.5,False,2,1.0,99.0,3.1e-05,1.4e-05,315978.6840798377,0.0072811953307011495,5.283843,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-06,0.0,0.457994,0.411315,0.0,0.0,1.0,0.3272182163161286,0.3272182163161286,n/a,2026-09-02,2026-09-02,False,,,,,3.689189
DE,LONG,0.32636082571075187,3.263608257107519,7.39,4.4888,"wall_proximity (0.2%, 0.1 ATR to call wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.2,POSITIVE,trend_continuation,32491172.27,696.72,700.0,600.0,0.23,14.09,33763.0,32417.0,0.96,30744.0,3720.0,31716.0,53.8,0.327,1.97,0.38,1.0,1.4,1.95,0.7,False,sustained_trend,5.0,False,2,1.0,99.0,4e-06,0.0,189484.9833694845,0.0,24.131579,1,0,0.445137,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.452312,0.0,0.0,0.0,1.0,0.32636082571075187,0.32636082571075187,n/a,2026-09-02,2026-09-02,False,,,,,
TER,LONG,0.31473144749102006,3.1473144749102007,0.0,1.8884,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,99.0,3e-05,9.7e-05,3.193557003060329e-19,3.190225347087729e-35,1.521497,1,1,0.0,0.199605,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.117106,0.511421,0.0,0.0,,,,,,,False,,,,,4.569223
VRT,LONG,0.3004918369147588,3.004918369147588,0.0,1.803,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.5288793248999567,1.1e-05,1.1e-05,1.0995319865265708e-31,4.157969255971801e-31,11.933208,1,0,1.2e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.09362,0.625548,0.0,0.0,,,,,,,False,,,,,1.436548
DKNG,LONG,0.2928618924457011,2.928618924457011,3.9,3.8743,price_validation_failed,"not_extended, room_to_target, support_ema_confluence","confirmation_volume, momentum_aligned, trend_aligned",6.2,POSITIVE,support_ema_confluence,6150361.8,24.21,30.0,20.0,23.92,17.39,660805.0,206624.0,0.313,176978.0,255196.0,435255.0,25.8,0.515,0.0,0.85,0.66,1.6,0.54,0.25,False,default,2.5,False,1,1.0,99.0,2.7e-05,0.0,0.19734620584514964,0.0,35.68,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.824517,0.0,0.0,0.0,1.0,0.2928618924457011,0.2928618924457011,n/a,2026-09-02,2026-09-02,False,,,,,
