ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
PWR,LONG,0.5613878700972135,5.613878700972135,3.01,4.6299,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.6,NEUTRAL,ema_pullback,,,700.0,540.0,5.98,18.25,15758.0,20984.0,1.332,14014.0,11680.0,11048.0,99.4,0.558,0.0,0.45,1.0,1.2,0.29,0.07,False,default,2.5,False,14,1.0,0.00035906094315655234,5.2e-05,2.7e-05,14.046042405380751,97797.06393224039,50.908751,47.4375,0,0,6e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.619191,0.492874,0.0,0.0,1.0,0.5613878700972135,0.5613878700972135,n/a,2026-07-02,2026-07-02,False,,,,
TTMI,LONG,0.527468754806757,5.27468754806757,1.36,4.0453,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.0,NEUTRAL,unknown,,,310.0,115.0,102.42,24.91,25005.0,8118.0,0.325,16220.0,9513.0,7390.0,98.4,1.016,0.0,0.11,1.0,0.0,0.05,0.2,False,default,2.5,False,6,0.7,2.2357896471196687e-05,0.000316,6.9e-05,5.882527436605469e-33,5.262147487071365e-28,57.062577,2.061856,0,0,2e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.655175,0.288068,0.0,0.0,1.0,0.527468754806757,0.527468754806757,n/a,2026-07-02,2026-07-02,False,,,,
HUT,LONG,0.5127574883472794,5.1275748834727946,3.05,4.5788,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",5.5,NEUTRAL,ema_pullback,,,100.0,70.0,5.49,26.16,154061.0,92114.0,0.598,103390.0,47001.0,95784.0,78.9,1.122,0.0,0.31,1.0,1.2,0.05,0.49,False,default,2.5,False,4,0.7,3.898931060347882e-07,0.000703,8.6e-05,3.290439626605045e-11,0.00025318013391430335,5.151961,8.163043,2,0,0.287427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.373857,0.108888,0.0,0.0,1.0,0.5127574883472794,0.5127574883472794,n/a,2026-07-02,2026-07-02,False,,,,
VSAT,LONG,0.5119131992512014,5.119131992512013,6.38,5.7536,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.4,NEUTRAL,trend_continuation,,,105.0,60.0,31.12,25.07,114596.0,58521.0,0.511,16867.0,77061.0,79189.0,82.9,0.908,1.98,0.75,1.0,1.4,1.25,0.0,False,sustained_trend,5.0,False,4,0.7,99.0,0.000654,0.000159,1.219343170967751e-12,6.816490635647755e-38,4.69826,566.833333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.228335,0.136637,0.0,0.0,1.0,0.5119131992512014,0.5119131992512014,n/a,2026-07-02,2026-07-02,False,,,,
ITT,LONG,0.5065163738543761,5.065163738543761,1.63,3.7816,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",3.8,NEUTRAL,unknown,,,190.0,185.0,2.67,0.03,4551.0,5871.0,1.29,9381.0,623.0,418.0,87.0,0.382,0.0,0.48,1.0,0.0,0.14,0.0,False,default,2.5,False,1,1.0,99.0,3.4e-05,0.0,1.4504870539469457e-45,0.0,8.426966,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.55878,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-02,2026-07-02,False,,,,
KWEB,LONG,0.45841166235937963,4.584116623593796,3.36,4.3001,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.0,POSITIVE,unknown,28154331.87,24.79,35.0,24.0,41.07,3.26,2313198.0,792041.0,0.342,820346.0,1112888.0,1172005.0,79.7,0.344,0.0,0.64,1.0,0.0,1.52,0.2,False,default,2.5,False,4,1.0,99.0,0.001073,0.0,39668.6181990069,0.0,89.989373,,0,0,0.293801,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.3e-05,0.0,0.353287,0.0,0.0,0.0,1.0,0.45841166235937963,0.45841166235937963,n/a,2026-07-02,2026-07-02,False,,,,
EQIX,LONG,0.4544347819678031,4.544347819678031,1.22,3.7382,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.5,NEUTRAL,unknown,,,1120.0,800.0,12.28,19.8,3575.0,10707.0,2.995,2353.0,8945.0,2984.0,99.4,0.363,0.0,0.05,1.0,0.0,0.05,0.12,False,default,2.5,False,2,1.0,99.0,8e-06,4e-06,33526.16978998951,4.91239023903623e-36,17.2,49.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.647151,0.842842,0.0,0.0,1.0,0.4544347819678031,0.4544347819678031,n/a,2026-07-02,2026-07-02,False,,,,
JETS,LONG,0.4540979963744773,4.540979963744773,5.06,5.0485,price_validation_failed,"not_extended, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned, room_to_target",6.3,NEUTRAL,trend_continuation,,,34.0,26.0,3.37,20.95,59548.0,151869.0,2.55,63639.0,77800.0,69978.0,51.3,0.361,2.73,0.6,0.15,1.4,0.17,0.01,False,sustained_trend,5.0,False,1,1.0,99.0,0.000944,0.0,1.0807138604878667e-53,0.0,1.66299,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.407533,0.0,0.0,0.0,1.0,0.4540979963744773,0.4540979963744773,n/a,2026-07-02,2026-07-02,False,,,,
NVTS,LONG,0.4512452195023245,4.512452195023245,1.54,4.2182,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.5,NEGATIVE,unknown,-350484.48,14.28,35.0,14.0,145.1,1.96,326909.0,160456.0,0.491,146580.0,128676.0,212109.0,68.8,1.187,0.0,0.05,1.0,0.0,0.12,0.37,False,default,2.5,False,1,1.0,99.0,0.000139,0.0,502236.49375063926,0.0,2.793427,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7.1e-05,0.0,0.548826,0.0,0.0,0.0,1.0,0.4512452195023245,0.4512452195023245,n/a,2026-07-02,2026-07-02,False,,,,
COHR,LONG,0.391871605012431,3.91871605012431,0.0,2.3512,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,14,1.0,0.2003464348517967,7e-05,0.00023,0.001772040996828972,0.0049138245019871955,27.004644,9.716043,2,3,0.649186,0.579443,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.615123,0.127365,0.0,0.0,,,,,,,False,,,,
DELL,LONG,0.3819330763473432,3.819330763473432,0.0,2.2916,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,1.5238810513107375,2.7e-05,1.8e-05,2172.99743355492,5703.850524779103,5.124293,3.057471,1,1,0.526492,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415464,0.452766,0.0,0.0,,,,,,,False,,,,
SPOT,LONG,0.3561905703142533,3.561905703142533,4.94,4.803,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",7.7,NEGATIVE,retest_and_confirm,-4855892.18,489.15,600.0,370.0,22.72,24.32,74710.0,68331.0,0.915,45341.0,40568.0,57132.0,61.7,0.469,0.0,0.64,0.78,1.4,1.98,0.14,False,default,2.5,False,7,1.0,99.0,3.1e-05,1.2e-05,6204.806953620344,7.634057598798306e-05,4.083634,5.250794,1,0,0.0,0.039225,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.716396,0.590494,0.0,0.0,1.0,0.3561905703142533,0.3561905703142533,n/a,2026-07-02,2026-07-02,False,,,,
