ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
TRIP,LONG,0.6328594534174965,6.3285945341749645,7.72,6.5803,poor_rr (1.7:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.5,POSITIVE,flag_breakout,2033141.04,12.6,20.0,8.0,58.23,36.71,185178.0,106076.0,0.573,52692.0,46833.0,191729.0,20.0,0.477,2.24,0.24,1.0,1.6,1.99,0.65,False,consolidation_break,3.0,False,12.64,11.12,15.22,1.7,1,1.0,99.0,0.000248,0.0,267391.7939217878,0.0,75.471698,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.5e-05,0.0,0.183254,0.0,0.0,0.0,1.0,0.6328594534174965,0.6328594534174965,n/a,2026-06-12,2026-06-12,False,
FWONK,LONG,0.4808020881400903,4.808020881400903,3.73,4.603,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.4,NEUTRAL,trend_continuation,,,100.0,80.0,12.95,9.64,9137.0,10051.0,1.1,351.0,11549.0,7288.0,69.7,0.35,0.0,0.93,0.43,1.4,0.86,0.11,False,default,2.5,False,,,,,1,0.7,99.0,0.000267,0.0,1.530289090286635e-21,0.0,361.363636,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.2377,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-06-12,2026-06-12,False,
AMKR,LONG,0.47344811068014286,4.734481106801429,7.25,5.5622,poor_rr (1.8:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.1,NEUTRAL,trend_continuation,,,100.0,70.0,21.84,14.71,92101.0,77099.0,0.837,93203.0,33521.0,42476.0,96.2,0.976,1.57,0.66,1.0,1.4,1.93,0.69,False,sustained_trend,5.0,False,82.08,72.23,100.0,1.82,3,1.0,99.0,0.000121,0.0,339421.3111848983,0.0,3.378687,1,0,0.020368,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.3e-05,0.0,0.422662,0.0,0.0,0.0,1.0,0.47344811068014286,0.47344811068014286,n/a,2026-06-12,2026-06-12,False,
ACMR,LONG,0.4662852014846729,4.662852014846729,7.99,5.5884,poor_rr (0.2:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.3,NEUTRAL,trend_continuation,,,100.0,75.0,2.59,23.06,37546.0,11432.0,0.304,16954.0,14043.0,17981.0,96.1,1.019,2.5,0.57,1.0,1.4,1.84,0.67,False,sustained_trend,5.0,False,97.48,85.78,100.0,0.22,2,1.0,99.0,0.000216,0.0,1.9514170155523603e-14,0.0,154.37931,1,0,0.039691,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.074323,0.0,0.0,0.0,1.0,0.4662852014846729,0.4662852014846729,n/a,2026-06-12,2026-06-12,False,
IOT,LONG,0.4317009971100196,4.3170099711001955,5.02,5.0245,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.8,NEUTRAL,retest_and_confirm,,,50.0,20.0,52.37,39.05,98671.0,60183.0,0.61,81770.0,39429.0,37655.0,63.3,0.699,1.56,0.99,0.36,1.4,0.72,0.0,False,default,2.5,False,,,,,1,1.0,99.0,2.3e-05,0.0,228592.1169670845,0.0,4.064784,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.261775,0.0,0.0,0.0,1.0,0.4317009971100196,0.4317009971100196,n/a,2026-06-12,2026-06-12,False,
CCL,LONG,0.4175399490675341,4.175399490675341,6.76,4.6357,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,2.6,POSITIVE,unknown,8074605.02,28.97,30.0,25.0,3.26,13.95,588903.0,678378.0,1.152,473341.0,189780.0,604160.0,77.7,0.56,1.58,0.5,1.0,1.2,1.92,0.57,False,consolidation_break,3.0,False,,,,,1,0.7,99.0,0.000228,0.0,3.695471173112657e-06,0.0,4.059441,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.354816,0.0,0.0,0.0,1.0,0.4175399490675341,0.4175399490675341,n/a,2026-06-12,2026-06-12,False,
AAPL,LONG,0.3890302758943169,3.890302758943169,5.28,4.8292,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.5,NEGATIVE,ema_pullback,-115834742.79,291.3,300.0,250.0,3.01,14.16,3165108.0,2237950.0,0.707,1556628.0,1121388.0,2725042.0,28.0,0.233,2.11,0.56,1.0,1.2,0.26,0.15,False,default,2.5,False,,,,,10,1.0,3.93062454631159e-08,1e-06,1e-06,6.206936578912981e-14,1.052748149949424e-06,40.437126,3,0,0.507711,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.528441,0.543557,0.0,0.0,1.0,0.3890302758943169,0.3890302758943169,n/a,2026-06-12,2026-06-12,False,60.183138
ADBE,LONG,0.3649687192553873,3.6496871925538734,3.27,4.4658,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",8.3,NEGATIVE,bounce_and_fail,-61470003.26,204.22,300.0,200.0,46.97,2.02,456499.0,293779.0,0.644,255277.0,129124.0,365877.0,54.3,0.432,0.0,0.0,1.0,1.0,0.27,1.0,True,default,2.5,False,,,,,4,1.0,99.0,3e-05,0.0,31713.619475718155,0.0,10.416496,2,0,0.655168,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.590728,0.0,0.0,0.0,1.0,0.3649687192553873,0.3649687192553873,n/a,2026-06-12,2026-06-12,False,
EEM,LONG,0.341577235541179,3.4157723554117903,0.0,2.0495,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.7,99.0,0.000125,0.000155,2.185751013560185,2.9504184821031704e-06,428.65254,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.606501,0.222415,0.0,0.0,,,,,,,False,9.699138
SLS,LONG,0.3407382869322733,3.407382869322733,6.01,4.7867,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.4,POSITIVE,ema_pullback,985421.33,,10.0,6.0,26.34,24.19,638983.0,148460.0,0.232,76881.0,167871.0,542691.0,57.3,1.362,2.08,0.9,0.68,1.2,1.16,0.0,False,default,2.5,False,,,,,2,1.0,0.09697030461158479,0.000456,0.000282,1.870546162707207e-15,1.928988642656834e-14,3.845668,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.022308,5.8e-05,0.0,0.0,1.0,0.3407382869322733,0.3407382869322733,n/a,2026-06-12,2026-06-12,False,23.852679
