ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
COHR,SHORT,0.3360703713302052,3.3607037133020516,0,2.0164,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,0.25418320806959127,3.0,1.0,0.5175963214147067,0.0,0.0,28027.800980187876,108299.84611784572,0.234182,4.052174,0.0,0.0,0.014218,0.0
VLO,SHORT,0.3275297322233143,3.2752973222331425,0,1.9652,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,8295.262354398836,7.0,1.0,0.0065333586757142905,0.0,0.0,334.69564485122237,20491.490607754222,0.262964,0.697363,0.0,2.0,0.018592,0.004335
BA,SHORT,0.3274523889856167,3.274523889856167,0,1.9647,error: No OHLCV data returned for ticker=BA,none,none,,,unknown,,,,,,,,,,,,,,,4067.8835392437854,10.0,1.0,0.00027937984721765834,0.0,0.0,6.808849303138165,10444.84168000884,0.25203,0.218663,0.0,3.0,0.387391,0.079217
AAPL,SHORT,0.32364065601017616,3.2364065601017615,0,1.9418,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,1.374456624359977,22.0,1.0,2.279740079885488,0.0,0.0,123805.55070482887,184643.361807089,0.641886,0.15846,3.0,0.0,0.803054,0.295948
NBIS,SHORT,0.30863988904168527,3.0863988904168527,0,1.8518,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,1.7035353816243235,8.0,1.0,1.393277489209028,0.0,0.0,127387.51900679324,91430.11352254884,0.451364,0.297026,0.0,0.0,0.522963,0.473099
LVS,SHORT,0.3077136933333333,3.077136933333333,0,1.8463,error: No OHLCV data returned for ticker=LVS,none,none,,,unknown,,,,,,,,,,,,,,,51558.09257108908,2.0,1.0,0.0,0.0,0.0,0.0,58.18516238864681,,2.198006,0.0,1.0,0.0,3.9e-05
DAL,SHORT,0.2972544238095238,2.9725442380952383,0,1.7835,error: No OHLCV data returned for ticker=DAL,none,none,,,unknown,,,,,,,,,,,,,,,4.00636536134431,10.0,1.0,0.2314139348412319,0.0,0.0,1700.706604765586,4899.464692802255,12.939274,1.118415,0.0,0.0,0.51566,0.28876
WULF,SHORT,0.2961416606459178,2.961416606459178,0,1.7768,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,28.7494829449697,4.0,1.0,4.199526366086401,0.0,0.0,86150.64591567431,61543.115869963694,0.318737,0.734467,1.0,0.0,0.021165,0.0
IBIT,SHORT,0.29574876408293094,2.957487640829309,0,1.7745,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3.6545503192948647,19.0,1.0,20.692250020033075,0.0,0.0,81197.71866817928,10987.379915223863,0.465185,0.171179,8.0,1.0,0.475847,0.350656
LRCX,SHORT,0.29553539904761905,2.9553539904761905,0,1.7732,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,415.9347629860251,8.0,1.0,67.30135140873905,0.0,0.0,92502.98123955942,824.6756949449424,46.33223,0.548263,0.0,2.0,0.005682,0.580288
PG,SHORT,0.2871032381436896,2.871032381436896,0,1.7226,error: No OHLCV data returned for ticker=PG,none,none,,,unknown,,,,,,,,,,,,,,,4462.583544893236,2.0,1.0,0.0,0.0,0.0,0.0,36897.27491464668,,0.447256,0.0,1.0,0.0,0.000224
GLD,SHORT,0.2870738836917265,2.8707388369172646,0,1.7224,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,0.34024053257272385,9.0,1.0,2.9953843851116186,0.0,0.0,385851.59151594725,103052.30765942423,0.407091,0.332948,1.0,1.0,0.140774,0.56845
RIOT,SHORT,0.2857169666666667,2.8571696666666666,0,1.7143,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,30.7551404031956,6.0,1.0,0.06223658738882882,0.0,0.0,175.72192551501766,2823.4505278571705,4.265633,1.22953,0.0,0.0,0.04488,0.593899
APP,SHORT,0.27985299987693324,2.7985299987693324,0,1.6791,error: No OHLCV data returned for ticker=APP,none,none,,,unknown,,,,,,,,,,,,,,,471.8856093845832,3.0,0.7,0.003078253895963251,0.0,0.0,235.65804991218266,38277.87730914903,0.059659,0.201935,0.0,0.0,0.0,0.452584
LULU,SHORT,0.2702174996394283,2.702174996394283,0,1.6213,error: No OHLCV data returned for ticker=LULU,none,none,,,unknown,,,,,,,,,,,,,,,10.620599743262593,3.0,1.0,0.0,0.0,0.0,0.0,17548.766745104902,,0.119269,0.0,1.0,0.0,0.04647
META,SHORT,0.2662667296719845,2.662667296719845,0,1.5976,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,1.2407706847381037,3.0,1.0,1.0374211620878524,0.0,0.0,137672.65556151207,265413.23927582166,0.335698,0.124048,1.0,1.0,0.435903,0.0
CCJ,SHORT,0.2591163065518097,2.5911630655180975,0,1.5547,error: No OHLCV data returned for ticker=CCJ,none,none,,,unknown,,,,,,,,,,,,,,,0.4340169643824227,2.0,1.0,0.0,0.0,0.0,0.0,642.1038375621467,,52.590906,0.0,1.0,0.0,0.302658
COIN,SHORT,0.252277140516049,2.5227714051604897,0,1.5137,error: No OHLCV data returned for ticker=COIN,none,none,,,unknown,,,,,,,,,,,,,,,1.7588432599449157,2.0,1.0,0.2842777474188685,0.0,0.0,23206.140098295262,81631.92620244813,0.075903,0.106853,0.0,1.0,0.0,0.0
ADBE,SHORT,0.25023809523809526,2.5023809523809524,0,1.5014,error: No OHLCV data returned for ticker=ADBE,none,none,,,unknown,,,,,,,,,,,,,,,134.91748158203455,11.0,0.7,7.471297522912589,0.0,0.0,27229.173519020485,3037.086645650177,0.511848,0.402998,1.0,2.0,0.244579,0.090595
DIA,SHORT,0.2393741266666667,2.393741266666667,0,1.4362,error: No OHLCV data returned for ticker=DIA,none,none,,,unknown,,,,,,,,,,,,,,,0.0,6.0,1.0,0.42135968680463876,0.0,0.0,113258.99603807069,268794.0958399816,0.606085,0.711791,0.0,0.0,0.503386,0.074414
TTD,SHORT,0.23937238095238095,2.3937238095238094,0,1.4362,error: No OHLCV data returned for ticker=TTD,none,none,,,unknown,,,,,,,,,,,,,,,7.470894034002205,3.0,1.0,0.0,0.0,0.0,0.0,575.6288339149844,,0.263228,0.0,2.0,0.0,0.20788
HIMS,SHORT,0.23904815434565696,2.39048154345657,0,1.4343,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,22.01410470052449,3.0,1.0,0.04542542218290507,0.0,0.0,479.10836846818574,21094.283572712215,1.754022,0.508577,0.0,0.0,0.206289,0.0
CIA,SHORT,0.589127782069222,0.589127782069222,0,0.3535,watchlist_error: No OHLCV data returned for ticker=CIA,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEU,SHORT,0.28676273848710104,0.28676273848710104,0,0.1721,watchlist_error: No OHLCV data returned for ticker=LEU,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXE,LONG,0.2270506807804592,0.2270506807804592,0,0.1362,watchlist_error: No OHLCV data returned for ticker=EXE,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,99.0,0.000521,0.0,4.169035128207837,0.0,0.559334,,0.0,0.0,0.0,0.0
OKE,LONG,0.18465883144319192,0.18465883144319192,0,0.1108,watchlist_error: No OHLCV data returned for ticker=OKE,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,99.0,5.4e-05,0.0,0.05521609205890907,0.0,0.613967,,0.0,0.0,0.0,0.0
SM,SHORT,0.28994788768666385,0.28994788768666385,0,0.174,watchlist_error: No OHLCV data returned for ticker=SM,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.000176,0.0,190.77601427674506,,0.423913,0.0,0.0,0.0,0.0
GDXJ,SHORT,0.2560531170424425,0.2560531170424425,0,0.1536,watchlist_error: No OHLCV data returned for ticker=GDXJ,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.00011,0.0,27.504340735928928,,1.910714,0.0,0.0,0.0,0.0
NVO,LONG,0.3044475852671384,0.3044475852671384,0,0.1827,watchlist_error: No OHLCV data returned for ticker=NVO,none,none,,,unknown,,,,,,,,,,,,,,,0.17193975572442316,2.0,1.0,5.815990582205737,0.000196,3.2e-05,975.9082076283854,167.79741882908422,0.097658,0.131435,0.0,0.0,0.0,0.0
CVNA,LONG,0.2944799133940591,0.2944799133940591,0,0.1767,watchlist_error: No OHLCV data returned for ticker=CVNA,none,none,,,unknown,,,,,,,,,,,,,,,1.1494170888771593,2.0,1.0,99.0,9.5e-05,0.0,280.5686792215224,0.0,0.099118,,1.0,0.0,0.465242,0.0
SOFI,LONG,0.2798175971504504,0.2798175971504504,0,0.1679,watchlist_error: No OHLCV data returned for ticker=SOFI,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,99.0,2.7e-05,0.0,298.6543659921032,0.0,0.235568,,0.0,0.0,0.0,0.0
FDX,SHORT,0.2078851240073546,0.2078851240073546,0,0.1247,watchlist_error: No OHLCV data returned for ticker=FDX,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.000152,0.0,1028.3581477638927,,5.41573,0.0,0.0,0.0,0.0
NOW,LONG,0.2150877380952381,0.2150877380952381,0,0.1291,watchlist_error: No OHLCV data returned for ticker=NOW,none,none,,,unknown,,,,,,,,,,,,,,,152.9362214479452,5.0,1.0,0.038678470415573485,0.000118,5.8e-05,6.259627436318521,242.75626863199898,0.161807,0.140865,0.0,0.0,0.217895,0.002473
GS,SHORT,0.23166741666666668,0.23166741666666668,0,0.139,watchlist_error: No OHLCV data returned for ticker=GS,none,none,,,unknown,,,,,,,,,,,,,,,67.88643120575837,8.0,1.0,0.5252085182528045,9.5e-05,0.000216,123.17085011599984,390.86332962810224,0.302573,0.285739,2.0,2.0,0.482806,0.00856
RVMD,LONG,0.5933333333333333,0.5933333333333333,0,0.356,watchlist_error: No OHLCV data returned for ticker=RVMD,none,none,,,unknown,,,,,,,,,,,,,,,87.23369371397504,9.0,1.0,0.010206334400162652,0.018171,0.002454,3.177637031446222,88.95419835396065,18.651656,5.330308,0.0,0.0,0.033045,0.001037
AAP,LONG,0.5800000000000001,0.5800000000000001,0,0.348,watchlist_error: No OHLCV data returned for ticker=AAP,none,none,,,unknown,,,,,,,,,,,,,,,3.4930791905588334,2.0,1.0,0.5725607382179143,0.047024,0.008459,7.505404218291791,13.108485645823771,138.631579,0.455223,0.0,0.0,0.0,0.0
GPRE,LONG,0.5452808079266189,0.5452808079266189,0,0.3272,watchlist_error: No OHLCV data returned for ticker=GPRE,none,none,,,unknown,,,,,,,,,,,,,,,1.2758549081966999,3.0,1.0,25.960675276208978,0.047731,0.003611,1.313003324810394,0.10115324896911781,54.567214,136.6,0.0,1.0,0.473246,0.0
ACHR,LONG,0.4550174586299671,0.4550174586299671,0,0.273,watchlist_error: No OHLCV data returned for ticker=ACHR,none,none,,,unknown,,,,,,,,,,,,,,,1.057293166634285,2.0,1.0,99.0,0.001405,0.0,794.6296767200297,0.0,580.96875,,1.0,0.0,0.486076,0.0
AGRO,LONG,0.42155706475975463,0.42155706475975463,0,0.2529,watchlist_error: No OHLCV data returned for ticker=AGRO,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,0.7,99.0,0.004557,0.0,3.973870546130279,0.0,4.170492,,0.0,0.0,0.0,0.0
USAR,LONG,0.4121972921342345,0.4121972921342345,0,0.2473,watchlist_error: No OHLCV data returned for ticker=USAR,none,none,,,unknown,,,,,,,,,,,,,,,338.74060592315686,4.0,1.0,4.49559357602286,0.001047,0.000188,0.9720138590917048,0.648644395442629,1.261801,0.111173,2.0,0.0,0.004253,0.0
FCX,LONG,0.307267476554338,0.307267476554338,0,0.1844,watchlist_error: No OHLCV data returned for ticker=FCX,none,none,,,unknown,,,,,,,,,,,,,,,309.9321482496006,9.0,1.0,0.6070522019670421,0.000277,0.000166,34.01869953071601,70.0489583525202,0.128169,0.150624,2.0,0.0,0.024562,0.006669
OPEN,LONG,0.2969485746149083,0.2969485746149083,0,0.1782,watchlist_error: No OHLCV data returned for ticker=OPEN,none,none,,,unknown,,,,,,,,,,,,,,,5.067062477949903,2.0,1.0,99.0,0.000621,0.0,0.4926663796103549,0.0,0.440754,,0.0,0.0,0.164824,0.0
DVA,LONG,0.29002676202406846,0.29002676202406846,0,0.174,watchlist_error: No OHLCV data returned for ticker=DVA,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,99.0,0.000542,0.0,0.005465352126878029,0.0,8.560976,,0.0,0.0,0.0,0.0
EBAY,LONG,0.25437115482271067,0.25437115482271067,0,0.1526,watchlist_error: No OHLCV data returned for ticker=EBAY,none,none,,,unknown,,,,,,,,,,,,,,,284.18337675135837,2.0,1.0,99.0,0.000341,0.0,230.49044856354436,0.0,0.26715,,0.0,0.0,0.003507,0.0
CVI,SHORT,0.6183333333333334,0.6183333333333334,0,0.371,watchlist_error: No OHLCV data returned for ticker=CVI,none,none,,,unknown,,,,,,,,,,,,,,,955.7590727809772,4.0,1.0,99.0,0.002242,0.005122,163.4856717821467,1.5655015824682141,2.583055,277.776578,0.0,2.0,0.000267,0.083231
AEM,SHORT,0.39230151750580955,0.39230151750580955,0,0.2354,watchlist_error: No OHLCV data returned for ticker=AEM,none,none,,,unknown,,,,,,,,,,,,,,,627.95464287088,4.0,1.0,0.00034602793234245156,8.8e-05,0.001273,0.9960567736591491,959.5148065227936,1.378049,0.831949,1.0,1.0,0.0,0.163175
VST,SHORT,0.3890713426626623,0.3890713426626623,0,0.2334,watchlist_error: No OHLCV data returned for ticker=VST,none,none,,,unknown,,,,,,,,,,,,,,,32.24599946324556,9.0,1.0,11.675194354212588,0.000577,0.001193,5.777139795926873,0.6185271547366568,0.266954,0.4885,0.0,2.0,0.243924,0.019658
AAOI,SHORT,0.3638829513654974,0.3638829513654974,0,0.2183,watchlist_error: No OHLCV data returned for ticker=AAOI,none,none,,,unknown,,,,,,,,,,,,,,,7.656940566811298,6.0,1.0,1.7056174987224664,0.000269,0.000579,1287.1230675406525,150.92751669172338,41.0,0.367273,0.0,0.0,0.0,0.606766
SHOO,SHORT,0.35721416485192375,0.35721416485192375,0,0.2143,watchlist_error: No OHLCV data returned for ticker=SHOO,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.001433,0.0,0.08995133685214644,,42.372881,0.0,0.0,0.0,0.0
UVIX,SHORT,0.3562011904154594,0.3562011904154594,0,0.2137,watchlist_error: No OHLCV data returned for ticker=UVIX,none,none,,,unknown,,,,,,,,,,,,,,,1.139134560564008,2.0,1.0,0.0,0.0,0.000378,0.0,0.009024274322494932,,4.329672,0.0,0.0,0.0,0.467479
XOP,SHORT,0.3425,0.3425,0,0.2055,watchlist_error: No OHLCV data returned for ticker=XOP,none,none,,,unknown,,,,,,,,,,,,,,,17.818325027565617,2.0,1.0,0.05612199791242793,4.6e-05,9.4e-05,1.5116474194005365,26.93502504595956,0.265591,4.44,0.0,1.0,0.0,0.0
ISRG,SHORT,0.30363152650072195,0.30363152650072195,0,0.1822,watchlist_error: No OHLCV data returned for ticker=ISRG,none,none,,,unknown,,,,,,,,,,,,,,,2518.031665094278,4.0,1.0,0.45168734030554997,0.000284,0.00061,547.6953018223877,1212.5540234355292,0.517272,0.430888,0.0,1.0,0.001036,1.9e-05
COST,SHORT,0.27485655674052895,0.27485655674052895,0,0.1649,watchlist_error: No OHLCV data returned for ticker=COST,none,none,,,unknown,,,,,,,,,,,,,,,120.16744542514338,6.0,1.0,53.807882659965706,0.000123,0.000201,89.46797114682602,1.6627298218034554,0.085028,0.352355,1.0,1.0,0.007539,0.437881
UVXY,LONG,0.33665037563678707,0.33665037563678707,0,0.202,watchlist_error: No OHLCV data returned for ticker=UVXY,none,none,,,unknown,,,,,,,,,,,,,,,23221.151662715853,3.0,1.0,99.0,0.00049,4.8e-05,27.36935657015743,0.001195672187102914,1.288506,0.018011,1.0,0.0,0.014452,0.0
ALAB,SHORT,0.4079887478084649,0.4079887478084649,0,0.2448,watchlist_error: No OHLCV data returned for ticker=ALAB,none,none,,,unknown,,,,,,,,,,,,,,,24.68592089467431,3.0,1.0,0.0,0.0,0.000722,0.0,0.40311155641369306,,1.591286,0.0,1.0,0.0,0.29936
XLI,SHORT,0.3598623464542209,0.3598623464542209,0,0.2159,watchlist_error: No OHLCV data returned for ticker=XLI,none,none,,,unknown,,,,,,,,,,,,,,,2.2435310720204815,4.0,1.0,0.22095453977464227,1.4e-05,8.1e-05,10.242351437089681,15.451672317657353,0.10819,74.277197,0.0,1.0,0.0,0.428664
DLTR,LONG,0.32249979618486807,0.32249979618486807,0,0.1935,watchlist_error: No OHLCV data returned for ticker=DLTR,none,none,,,unknown,,,,,,,,,,,,,,,98614.87232855799,5.0,1.0,0.04173767871966163,0.000531,0.000179,0.18523569068825702,17.752371130404708,0.521785,0.135496,1.0,0.0,0.000711,0.0
AEIS,SHORT,0.5103118576196739,0.5103118576196739,0,0.3062,watchlist_error: No OHLCV data returned for ticker=AEIS,none,none,,,unknown,,,,,,,,,,,,,,,11.608018231266223,2.0,1.0,0.0,0.0,0.003508,0.0,0.030260541438745275,,2.061561,0.0,0.0,0.0,0.041295
VSAT,LONG,0.5933333333333333,0.5933333333333333,0,0.356,watchlist_error: No OHLCV data returned for ticker=VSAT,none,none,,,unknown,,,,,,,,,,,,,,,27.502740993889613,5.0,1.0,99.0,0.01295,0.003782,1.2058974560552076,0.007834208999360466,21.275862,0.52014,0.0,0.0,0.030581,0.54711
APH,SHORT,0.5430865391349478,0.5430865391349478,0,0.3259,watchlist_error: No OHLCV data returned for ticker=APH,none,none,,,unknown,,,,,,,,,,,,,,,33.416530240368694,20.0,1.0,0.028287980437382003,0.000711,0.001677,0.05826156465441836,0.6865290929644788,1.221607,1.302033,1.0,0.0,0.335458,0.468888
CIFR,SHORT,0.3727783247472141,0.3727783247472141,0,0.2237,watchlist_error: No OHLCV data returned for ticker=CIFR,none,none,,,unknown,,,,,,,,,,,,,,,0.38786547958763645,2.0,1.0,0.0,0.0,0.000975,0.0,47.45555976695256,9.481132,6.259311,0.0,0.0,0.0,0.279469
UAL,SHORT,0.35441096935034017,0.35441096935034017,0,0.2126,watchlist_error: No OHLCV data returned for ticker=UAL,none,none,,,unknown,,,,,,,,,,,,,,,5.118099741283184,6.0,1.0,0.1007255870780652,7.4e-05,0.000616,13.115163272925857,26.04137370330983,0.125173,0.132423,0.0,0.0,0.0,0.416818
ABNB,SHORT,0.3165096039843659,0.3165096039843659,0,0.1899,watchlist_error: No OHLCV data returned for ticker=ABNB,none,none,,,unknown,,,,,,,,,,,,,,,729.8615432211374,3.0,1.0,0.0,0.0,0.000583,0.0,0.07120606917472895,,0.531545,0.0,0.0,0.0,0.284027
VST,LONG,0.6175344427579965,0.6175344427579965,0,0.3705,watchlist_error: No OHLCV data returned for ticker=VST,none,none,,,unknown,,,,,,,,,,,,,,,1150942.628930925,8.0,1.0,99.0,0.001034,0.000132,34335.94375600772,0.08955792913802262,2.476883,0.646526,0.0,1.0,0.472882,0.0
IONQ,LONG,0.39271022289685464,0.39271022289685464,0,0.2356,watchlist_error: No OHLCV data returned for ticker=IONQ,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,99.0,0.002328,0.0,17.70017113370471,0.0,6.343434,0.16517,0.0,0.0,0.0,0.0
SMR,LONG,0.34554852195474717,0.34554852195474717,0,0.2073,watchlist_error: No OHLCV data returned for ticker=SMR,none,none,,,unknown,,,,,,,,,,,,,,,2.6285310182699626,2.0,1.0,99.0,0.000677,0.0,0.06980952891008381,0.0,1.350179,,0.0,0.0,0.275594,0.0
SCHW,LONG,0.3304332861537683,0.3304332861537683,0,0.1983,watchlist_error: No OHLCV data returned for ticker=SCHW,none,none,,,unknown,,,,,,,,,,,,,,,6606.124553965916,4.0,1.0,2.714176722997267,0.000315,0.0001,36431.04402955113,13422.502566200003,0.378147,9.371463,0.0,2.0,2e-06,0.000558
CRK,LONG,0.32747814948069703,0.32747814948069703,0,0.1965,watchlist_error: No OHLCV data returned for ticker=CRK,none,none,,,unknown,,,,,,,,,,,,,,,15.807369130724153,2.0,1.0,0.12652326794296717,0.001243,0.000621,0.04146268687543846,0.32770799829584374,0.507968,0.190824,0.0,0.0,0.0,0.0
ASST,LONG,0.3236934540712321,0.3236934540712321,0,0.1942,watchlist_error: No OHLCV data returned for ticker=ASST,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,99.0,0.000893,0.0,0.0015176455647148883,0.0,8.87037,,0.0,0.0,0.0,0.0
JLL,SHORT,0.31976117131085124,0.31976117131085124,0,0.1919,watchlist_error: No OHLCV data returned for ticker=JLL,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.000212,0.0,30059.11043310786,,8.25,0.0,1.0,0.0,0.0
CBRE,SHORT,0.31392301483650564,0.31392301483650564,0,0.1884,watchlist_error: No OHLCV data returned for ticker=CBRE,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.000139,0.0,43188.15098322106,,317.0,0.0,1.0,0.0,0.0
TRP,LONG,0.45939977212239846,0.45939977212239846,0,0.2756,watchlist_error: No OHLCV data returned for ticker=TRP,none,none,,,unknown,,,,,,,,,,,,,,,1.5029026822439449,2.0,1.0,99.0,0.00148,0.0,1.587994863944063,0.0,10.714286,,0.0,0.0,0.399536,0.0
CELH,SHORT,0.37491483965829975,0.37491483965829975,0,0.2249,watchlist_error: No OHLCV data returned for ticker=CELH,none,none,,,unknown,,,,,,,,,,,,,,,206947.28744048884,4.0,1.0,99.0,0.000447,0.001192,8222.436422055605,0.1848794763799918,1.829628,1.348387,3.0,0.0,0.000333,0.0
HLT,SHORT,0.36030681396994846,0.36030681396994846,0,0.2162,watchlist_error: No OHLCV data returned for ticker=HLT,none,none,,,unknown,,,,,,,,,,,,,,,3570372.384018873,3.0,1.0,2.800828295883195e-07,4.8e-05,0.00023,0.030342689175887227,54167.349745228064,1.115385,0.594059,0.0,1.0,0.0,0.286083
CORZ,SHORT,0.3302495981318452,0.3302495981318452,0,0.1981,watchlist_error: No OHLCV data returned for ticker=CORZ,none,none,,,unknown,,,,,,,,,,,,,,,59136.16190595052,2.0,1.0,0.0,0.0,0.000429,0.0,12370.90048062971,,0.149878,0.0,2.0,0.0,1.7e-05
ENVA,SHORT,0.41818008965226966,0.41818008965226966,0,0.2509,watchlist_error: No OHLCV data returned for ticker=ENVA,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.003119,0.0,105986.47222549158,,0.992063,0.0,0.0,0.0,0.0
QCOM,SHORT,0.3690739923609823,0.3690739923609823,0,0.2214,watchlist_error: No OHLCV data returned for ticker=QCOM,none,none,,,unknown,,,,,,,,,,,,,,,435613.27064049925,15.0,1.0,99.0,0.000249,0.000465,4950.239081138486,2.159050994190695,0.174736,0.276654,4.0,1.0,3.1e-05,0.143066
USO,SHORT,0.3864295026785772,0.3864295026785772,0,0.2319,watchlist_error: No OHLCV data returned for ticker=USO,none,none,,,unknown,,,,,,,,,,,,,,,0.6240730153389432,4.0,1.0,0.11235897402225087,1.1e-05,9.4e-05,48826.623911800605,144853.06087531938,2.786517,2.149857,0.0,2.0,0.0,0.405852
BA,LONG,0.6810543900442042,0.6810543900442042,0,0.4086,watchlist_error: No OHLCV data returned for ticker=BA,none,none,,,unknown,,,,,,,,,,,,,,,5746.763694912399,14.0,1.0,2.1228225155841347,0.001825,0.000367,6642.9628279311955,5632.752150730729,3.126081,0.544513,3.0,2.0,0.387634,0.497577
WEN,LONG,0.6000000000000001,0.6000000000000001,0,0.36,watchlist_error: No OHLCV data returned for ticker=WEN,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,1.0,99.0,0.007746,0.0,204063.14127148147,0.0,100.671141,,0.0,0.0,0.0,0.0
SILJ,LONG,0.5874182260319898,0.5874182260319898,0,0.3525,watchlist_error: No OHLCV data returned for ticker=SILJ,none,none,,,unknown,,,,,,,,,,,,,,,3553.833860492755,6.0,1.0,99.0,0.001954,0.000366,12612.583221805735,3.894281905429991,3.399952,0.081774,0.0,0.0,0.000572,0.366231
PRAX,LONG,0.5840403501110999,0.5840403501110999,0,0.3504,watchlist_error: No OHLCV data returned for ticker=PRAX,none,none,,,unknown,,,,,,,,,,,,,,,0.0,2.0,1.0,99.0,0.002648,0.0,89142.2003509301,0.0,40.0,,2.0,0.0,0.468206,0.0
EXPE,LONG,0.5537466572736567,0.5537466572736567,0,0.3322,watchlist_error: No OHLCV data returned for ticker=EXPE,none,none,,,unknown,,,,,,,,,,,,,,,315674.0956731533,13.0,1.0,5.098126782885414e-05,0.001133,0.000378,0.23838606199699655,7481.526361322099,1.824572,2.008145,1.0,2.0,0.772496,1.6e-05
AFRM,LONG,0.49752850769231205,0.49752850769231205,0,0.2985,watchlist_error: No OHLCV data returned for ticker=AFRM,none,none,,,unknown,,,,,,,,,,,,,,,43.54807372072136,10.0,1.0,7.646771238317982,0.00352,0.002029,0.4193226968291661,0.05483656876355075,0.7609,4.095698,2.0,1.0,0.090683,0.61079
IDYA,LONG,0.47639161765652527,0.47639161765652527,0,0.2858,watchlist_error: No OHLCV data returned for ticker=IDYA,none,none,,,unknown,,,,,,,,,,,,,,,1.4910820804529425,3.0,1.0,99.0,0.004797,0.0,0.0012845235582593618,0.0,1.377246,,0.0,0.0,0.598568,0.0
RCAT,LONG,0.45907795628756853,0.45907795628756853,0,0.2754,watchlist_error: No OHLCV data returned for ticker=RCAT,none,none,,,unknown,,,,,,,,,,,,,,,9.197295527315418,3.0,0.7,6.439887406949766,0.001396,0.000157,104938.40996706582,32590.138098942196,0.600569,0.888651,0.0,0.0,0.128521,0.0
B,LONG,0.4271644055342788,0.4271644055342788,0,0.2563,watchlist_error: No OHLCV data returned for ticker=B,none,none,,,unknown,,,,,,,,,,,,,,,2008510.8957439265,7.0,1.0,2.7282166236693794,0.000615,0.000299,22411.002608104514,20536.31153559418,0.27802,7.750106,1.0,1.0,0.407937,1e-06
JBL,LONG,0.3962902969378677,0.3962902969378677,0,0.2378,watchlist_error: No OHLCV data returned for ticker=JBL,none,none,,,unknown,,,,,,,,,,,,,,,0.0,1.0,0.7,99.0,0.003257,0.0,0.04437794564479089,0.0,5.097015,,0.0,0.0,0.0,0.0
LYB,LONG,0.3624259465733811,0.3624259465733811,0,0.2175,watchlist_error: No OHLCV data returned for ticker=LYB,none,none,,,unknown,,,,,,,,,,,,,,,5.0483558493556515,4.0,1.0,99.0,0.0009,0.0,0.1220822393051548,0.0,0.566247,,0.0,0.0,0.299016,0.0
DIS,SHORT,0.6584093904207767,0.6584093904207767,0,0.395,watchlist_error: No OHLCV data returned for ticker=DIS,none,none,,,unknown,,,,,,,,,,,,,,,5387.613362126705,8.0,1.0,0.049235215925958656,0.000364,0.001035,7238.5428572892915,88211.7734774413,0.391955,11.619383,0.0,1.0,0.001889,0.265934
