ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
TRIP,LONG,0.6920719294099316,6.920719294099316,7.24,6.9524,poor_rr (1.7:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.6,POSITIVE,flag_breakout,2122949.27,12.54,20.0,8.0,59.43,36.23,185178.0,106076.0,0.573,52692.0,46833.0,191729.0,41.8,0.564,2.24,0.31,1.0,1.6,1.5,0.59,False,consolidation_break,3.0,False,12.55,11.04,15.1,1.7,2,1.0,99.0,0.000691,0.0,101930.15802206422,0.0,49.468781,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.7e-05,0.0,0.183254,0.0,0.0,0.0,1.0,0.6920719294099316,0.6920719294099316,n/a,2026-06-12,2026-06-12,False,
EMN,LONG,0.5065163738543761,5.065163738543761,5.66,5.7306,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",7.5,NEUTRAL,retest_and_confirm,,,80.0,70.0,6.08,7.18,20378.0,5517.0,0.271,11659.0,7543.0,6693.0,34.2,0.389,1.54,0.66,0.17,1.4,1.89,0.0,False,default,2.5,False,,,,,1,1.0,99.0,6.7e-05,0.0,1.7118413467062093e-14,0.0,4.118644,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.341436,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-12,2026-06-12,False,
FWONK,LONG,0.4808020881400903,4.808020881400903,3.73,4.603,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.4,NEUTRAL,trend_continuation,,,100.0,80.0,12.81,9.75,9137.0,10051.0,1.1,351.0,11549.0,7288.0,70.1,0.352,0.0,0.95,0.42,1.4,0.9,0.07,False,default,2.5,False,,,,,1,0.7,99.0,0.000267,0.0,1.166697051578037e-21,0.0,361.363636,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.2377,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-06-12,2026-06-12,False,
ACMR,LONG,0.4662852014846729,4.662852014846729,7.65,5.4864,poor_rr (0.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.3,NEUTRAL,trend_continuation,,,100.0,75.0,4.13,21.9,37546.0,11432.0,0.304,16954.0,14043.0,17981.0,95.4,1.009,2.49,0.61,1.0,1.4,1.73,0.43,False,sustained_trend,5.0,False,96.03,84.51,100.0,0.34,2,1.0,99.0,0.000216,0.0,1.4877662612217527e-14,0.0,154.37931,1,0,0.039691,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.074323,0.0,0.0,0.0,1.0,0.4662852014846729,0.4662852014846729,n/a,2026-06-12,2026-06-12,False,
AMKR,LONG,0.45779065774306155,4.577906577430616,7.07,5.43,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.1,NEUTRAL,trend_continuation,,,100.0,70.0,20.66,15.54,92101.0,77099.0,0.837,93203.0,33521.0,42476.0,96.1,0.966,1.57,0.64,1.0,1.4,1.95,0.5,False,sustained_trend,5.0,False,82.88,72.93,100.0,1.72,3,1.0,99.0,0.000121,0.0,258775.8388370934,0.0,3.378687,1,0,0.020368,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.8e-05,0.0,0.422662,0.0,0.0,0.0,1.0,0.45779065774306155,0.45779065774306155,n/a,2026-06-12,2026-06-12,False,
CCL,LONG,0.4023454739281629,4.023454739281629,6.51,4.4847,price_validation_failed,"consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,2.6,POSITIVE,unknown,10292914.94,29.02,30.0,25.0,3.39,13.84,588903.0,678378.0,1.152,473341.0,189780.0,604160.0,75.5,0.551,1.57,0.51,1.0,1.2,1.9,0.33,False,consolidation_break,3.0,False,,,,,1,0.7,99.0,0.000228,0.0,2.8174384495249986e-06,0.0,4.059441,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.354816,0.0,0.0,0.0,1.0,0.4023454739281629,0.4023454739281629,n/a,2026-06-12,2026-06-12,False,
JCI,LONG,0.39192121265582036,3.919212126558204,5.03,4.3486,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.4,NEUTRAL,trend_continuation,,,150.0,80.0,3.64,44.73,46984.0,48285.0,1.028,46731.0,11127.0,37411.0,63.7,0.337,1.58,0.88,0.0,1.4,1.16,0.0,False,sustained_trend,5.0,False,,,,,1,0.7,99.0,8e-06,0.0,1.4907974774803163e-15,0.0,1.130117,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.479221,0.0,0.0,0.0,1.0,0.39192121265582036,0.39192121265582036,n/a,2026-06-12,2026-06-12,False,
SOXX,LONG,0.3814094350042113,3.8140943500421134,6.36,4.495,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.4,NEGATIVE,trend_continuation,-406133.67,,600.0,500.0,0.33,16.39,105232.0,298755.0,2.839,206313.0,56024.0,141650.0,99.3,0.623,2.08,0.72,0.07,1.4,1.88,0.2,False,sustained_trend,5.0,False,,,,,2,1.0,99.0,3.9e-05,0.0,610345.0482341984,0.0,1.559787,0,0,0.292806,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.008516,0.0,0.0,0.0,1.0,0.3814094350042113,0.3814094350042113,n/a,2026-06-12,2026-06-12,False,
ITT,LONG,0.3700169207722694,3.700169207722694,4.06,4.0481,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,4.9,NEUTRAL,bounce_and_fail,,,190.0,175.0,0.62,7.32,4251.0,3263.0,0.768,1851.0,5350.0,313.0,54.9,0.319,0.0,0.65,1.0,1.0,0.97,0.44,False,default,2.5,False,,,,,1,1.0,99.0,3.4e-05,0.0,1.6214774291746377e-21,0.0,8.426966,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.55878,0.0,0.0,0.0,1.0,0.3700169207722694,0.3700169207722694,n/a,2026-06-12,2026-06-12,False,
MPWR,LONG,0.3624510489305735,3.624510489305735,5.88,4.5163,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.7,NEUTRAL,trend_continuation,,,1700.0,1560.0,8.19,0.72,5716.0,7311.0,1.279,5683.0,1487.0,5857.0,96.6,0.725,1.72,0.99,0.27,1.4,1.49,0.0,False,sustained_trend,5.0,False,,,,,2,0.7,99.0,2.3e-05,0.0,664472.9298125724,0.0,3.848659,0,0,0.433791,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-06,0.0,0.460941,0.0,0.0,0.0,1.0,0.3624510489305735,0.3624510489305735,n/a,2026-06-12,2026-06-12,False,
