ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
DIA,LONG,0.375,3.75,0.0,2.25,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,2.5467339181793123,0.0,0.0,1.6471290342012188,0.6467613371163522,172.0,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.645876,0.421066,0.0,0.0,,,,,3.242812,,
XLI,LONG,0.375,3.75,5.7,4.945,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.8,NEGATIVE,trend_continuation,-1444219.27,171.06,185.0,145.0,8.16,15.22,101288.0,589555.0,5.821,258374.0,329021.0,103448.0,88.0,0.232,1.81,0.77,0.84,1.4,0.54,0.34,1,1.0,99.0,0.0,0.0,1.3790788429812602e-11,0.0,1153.846154,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.083392,0.0,0.0,0.0,,,,,,,
IWM,LONG,0.33750417896713325,3.3750417896713323,0.0,2.025,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4655233362543278,1.8e-05,1.3e-05,20014.696536343632,54628.12100283136,23.641631,0,1,0.599104,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.442457,0.430218,0.0,0.0,,,,,8.695279,,
U,LONG,0.3012968101921816,3.0129681019218157,5.6,4.0465,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.3,POSITIVE,trend_continuation,3265462.62,25.71,30.0,20.0,16.69,22.21,384356.0,214506.0,0.558,207164.0,103715.0,287983.0,95.3,0.917,2.04,0.21,1.0,1.4,0.88,0.06,1,1.0,99.0,7.2e-05,0.0,0.004181067641845702,0.0,17.873832,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.263663,0.0,0.0,0.0,,,,,,,
ORCL,LONG,0.2999129195315379,2.9991291953153794,7.59,4.7766,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, room_to_target, trend_aligned",not_extended,5.0,POSITIVE,flag_breakout,180809080.38,187.22,200.0,140.0,6.81,25.23,1367298.0,1062366.0,0.777,774715.0,574565.0,1080384.0,62.8,0.545,2.28,0.0,1.0,1.6,1.87,0.83,1,1.0,99.0,1e-06,0.0,656005.3940816154,0.0,14.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.499918,0.0,0.0,0.0,,,,,,,
OXY,LONG,0.298820398636336,2.9882039863633603,5.02,3.8201,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.1,POSITIVE,trend_continuation,46507454.28,56.43,60.0,40.0,6.31,29.13,682018.0,318980.0,0.468,322290.0,171356.0,507352.0,92.3,0.414,0.0,0.71,1.0,1.4,1.76,0.15,1,1.0,99.0,1e-05,0.0,2.2196607069104922e-27,0.0,45.876923,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.345798,0.0,0.0,0.0,,,,,,,
LITE,LONG,0.29267517706742263,2.926751770674226,5.72,4.2194,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,5.2,NEUTRAL,ema_pullback,,,890.0,800.0,5.26,5.39,78104.0,84044.0,1.076,66730.0,40542.0,54876.0,73.2,1.047,2.05,0.82,0.47,1.2,0.51,0.68,1,1.0,99.0,9e-06,0.0,499408.7461509346,0.0,55.25,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.001432,0.0,0.0,0.0,,,,,,,
META,LONG,0.288578862990705,2.88578862990705,0.0,1.7315,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,3.1540335335156975e-08,0.0,1e-06,0.00022679979536767582,7190.785797222312,154.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.784616,0.776307,0.0,0.0,,,,,6.085714,,
GOOGL,LONG,0.27561655605028507,2.7561655605028506,5.59,4.1551,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.5,NEGATIVE,trend_continuation,-19347254.57,337.67,350.0,300.0,3.64,11.16,1518324.0,1256648.0,0.828,702084.0,616584.0,1456304.0,72.8,0.37,2.4,0.0,0.38,1.4,1.16,0.25,2,1.0,99.0,1e-06,0.0,0.0001274831374131858,0.0,3.452241,1,0,2.4e-05,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.125495,0.0,0.0,0.0,,,,,,,
LLY,LONG,0.2728853893606584,2.7288538936065843,4.63,3.9334,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.9,NEGATIVE,bounce_and_fail,-13845410.85,,1000.0,800.0,9.08,12.74,145161.0,157180.0,1.083,89806.0,72326.0,140209.0,95.6,0.458,0.0,0.82,1.0,1.0,1.46,0.35,2,1.0,99.0,2e-06,0.0,26684.707272050906,0.0,38.663043,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.532349,0.0,0.0,0.0,,,,,,,
APLD,LONG,0.2719746889540423,2.7197468895404233,0.0,1.6318,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.8193091857281607e-09,0.000229,0.000307,0.00039406547256941695,34943.4424010894,2.480984,1,0,0.0,0.584186,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,6e-06,0.410047,0.3847,0.0,0.0,,,,,4.821407,,
VRT,LONG,0.2685612842037753,2.6856128420377527,0.0,1.6114,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,7e-06,2.3e-05,162335.56907853446,0.03074806434188693,263.786859,0,0,0.0,0.000374,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.003145,0.163024,0.0,0.0,,,,,30.976787,,
QBTS,LONG,0.25010275546570665,2.5010275546570666,6.83,4.1995,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.5,POSITIVE,trend_continuation,2033134.84,21.63,30.0,5.0,38.76,76.87,307346.0,211978.0,0.69,167457.0,94419.0,257448.0,79.8,1.106,2.2,0.0,1.0,1.4,1.26,0.97,1,1.0,99.0,3.4e-05,0.0,0.0009682267779799517,0.0,2.417592,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.109074,0.0,0.0,0.0,,,,,,,
MSFT,LONG,0.24139628468835755,2.4139628468835754,7.03,4.656,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,6.7,NEGATIVE,trend_continuation,-122659927.05,,575.0,400.0,33.29,7.28,2590561.0,1219223.0,0.471,1099612.0,755873.0,1954299.0,96.2,0.37,2.27,0.0,1.0,1.4,1.96,0.4,1,1.0,99.0,0.0,0.0,489259.1387481466,0.0,2.395833,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.29198,0.0,0.0,0.0,,,,,,,
RBLX,LONG,0.23739487200215376,2.3739487200215375,0.0,1.4244,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.3e-05,2.6e-05,3.424845632569974e-14,8.4218319717125805e-19,2.580858,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.429756,0.502153,0.0,0.0,,,,,4.532394,,
IBIT,LONG,0.22098165689667157,2.2098165689667155,7.03,4.5139,"wall_proximity (0.6%, 0.2 ATR to call wall)","confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.5,NEGATIVE,unknown,-33460598.06,44.74,45.0,35.0,0.6,21.75,3903002.0,2587670.0,0.663,2108655.0,1476038.0,2905979.0,45.0,0.437,1.68,0.29,1.0,1.2,1.89,0.97,2,1.0,99.0,2e-05,5e-06,1013797.474618066,0.4985401749733038,1.811213,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6e-06,0.0,0.36312,0.430865,0.0,0.0,,,,,5.639031,,
TLT,LONG,0.19566136632192072,1.956613663219207,4.68,3.2023,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.1,POSITIVE,ema_pullback,598868935.16,86.92,90.0,85.0,3.55,2.2,4670167.0,2856498.0,0.612,2052460.0,1447078.0,4027127.0,21.6,0.104,0.0,0.95,1.0,1.2,1.42,0.11,1,1.0,99.0,1.5e-05,0.0,0.03748748384555863,0.0,2.08607,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.521645,0.0,0.0,0.0,,,,,,,
VG,LONG,0.16576118452373523,1.6576118452373523,4.28,2.4928,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",1.9,POSITIVE,bounce_and_fail,2778331.57,12.31,12.5,7.5,1.71,38.97,479489.0,278225.0,0.58,207369.0,96161.0,454184.0,85.3,0.9,0.0,0.61,1.0,1.0,1.41,0.26,1,1.0,99.0,7.2e-05,0.0,0.00010897707561673515,0.0,1.140794,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.497685,0.0,0.0,0.0,,,,,,,
AMZN,LONG,0.13882299190957326,1.3882299190957326,0.0,0.8329,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,8.284339063659795,0.0,1e-06,1.5260664094599106,0.1842110031630859,1.240876,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.282821,0.465222,0.0,0.0,,,,,1.219573,,
ARKG,SHORT,0.5114994530821066,5.1149945308210665,3.14,4.5995,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.5,NEUTRAL,bounce_and_fail,,,48.0,28.0,55.54,9.27,113266.0,73031.0,0.645,82260.0,51620.0,52417.0,12.8,0.395,0.0,0.08,1.0,1.0,0.79,0.27,1,1.0,0.0,0.0,0.001171,0.0,0.0003520079453310054,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.632729,0.0,0.0,,,,,45.70235,,
TEM,SHORT,0.43649307591255754,4.364930759125575,3.51,4.4755,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.2,NEGATIVE,bounce_and_fail,-203079.02,55.87,70.0,50.0,25.18,10.58,169703.0,109782.0,0.647,63868.0,60787.0,154830.0,90.2,0.85,0.0,0.28,1.0,1.0,0.83,0.4,1,1.0,0.0,0.0,6.4e-05,0.0,543354.8723518815,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.4e-05,0.0,0.604367,0.0,0.0,,,,,2.709402,,
EQNR,SHORT,0.40038959904209126,4.003895990420912,3.63,4.1109,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.1,NEUTRAL,ema_rally,,,40.0,24.0,6.34,36.2,44435.0,41329.0,0.93,16882.0,28510.0,40372.0,89.6,0.479,0.0,0.87,1.0,1.2,0.44,0.12,1,1.0,0.0,0.0,7e-06,0.0,53047.55280987256,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.432414,0.0,0.0,,,,,17.020833,,
APLD,SHORT,0.3903462108256929,3.903462108256929,0.0,2.3421,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.8193091857281607e-09,0.000229,0.000307,0.00039406547256941695,34943.4424010894,2.480984,1,0,0.0,0.584186,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,6e-06,0.410047,0.3847,0.0,0.0,,,,,4.821407,,
RIOT,SHORT,0.3692593529484784,3.692593529484784,3.28,3.6303,price_validation_failed,"confirmation_volume, not_extended, pullback_to_resistance, room_to_target","momentum_aligned, trend_aligned",4.0,POSITIVE,pullback_to_resistance,6228029.52,18.41,20.0,10.0,8.67,45.67,477131.0,275782.0,0.578,365078.0,168810.0,219025.0,77.4,0.938,0.0,0.14,1.0,1.4,0.2,0.54,1,1.0,0.0,0.0,0.000147,0.0,904782.682622457,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.3e-05,0.0,0.238926,0.0,0.0,,,,,1.468522,,
CAR,SHORT,0.35112348258295817,3.5112348258295816,0.0,2.1067,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,7.1e-05,0.0,1659268.1960414618,,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.002102,0.0,0.0,,,,,,,
CRDO,SHORT,0.32816142476763926,3.2816142476763925,0.0,1.969,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,4.5e-05,0.0,409724.62648432655,,0,0,0.0,0.041926,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.5e-05,0.0,0.603376,0.0,0.0,,,,,2.403081,,
DIA,SHORT,0.3278720852059578,3.278720852059578,0.0,1.9672,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,2.5467339181793123,0.0,0.0,1.6471290342012188,0.6467613371163522,172.0,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.645876,0.421066,0.0,0.0,,,,,3.242812,,
ON,SHORT,0.32762001127022844,3.276200112702284,0.0,1.9657,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.8e-05,0.0,41364.04513043861,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.188261,0.0,0.0,,,,,14.234694,,
VRT,SHORT,0.3033505220360254,3.0335052203602544,4.71,4.2498,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.6,NEGATIVE,bounce_and_fail,-384708.41,302.93,350.0,135.0,15.41,55.48,216437.0,201421.0,0.931,152572.0,99235.0,166051.0,70.5,0.676,0.0,0.41,1.0,1.0,1.3,1.0,5,1.0,99.0,7e-06,2.3e-05,162335.56907853446,0.03074806434188693,263.786859,0,0,0.0,0.000374,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.003145,0.163024,0.0,0.0,,,,,30.976787,,
META,SHORT,0.27776442627421066,2.7776442627421067,2.4,2.8488,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",3.7,POSITIVE,unknown,1087798717.08,675.3,750.0,600.0,11.07,11.14,1860186.0,920502.0,0.495,765340.0,616213.0,1399135.0,79.5,0.417,0.0,0.01,1.0,0.0,1.35,0.04,2,1.0,3.1540335335156975e-08,0.0,1e-06,0.00022679979536767582,7190.785797222312,154.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.784616,0.776307,0.0,0.0,,,,,6.085714,,
FCX,SHORT,0.27479073234876006,2.747907323487601,2.18,3.468,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",7.2,NEGATIVE,unknown,-5548168.84,,70.0,35.0,0.19,49.9,529929.0,572581.0,1.08,203471.0,321238.0,577801.0,74.8,0.504,0.0,0.14,1.0,0.0,0.63,0.41,1,1.0,0.0,0.0,7e-06,0.0,1.3062050426495126e-29,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.578169,0.0,0.0,,,,,260.5,,
