ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,source
CMG,SHORT,0.8363364766218906,9.659893313670178,8.0,8.9959,33.37,37.37,25.36,21.36,2.0,5,fresh
QQQ,SHORT,0.6333769520732364,6.7430398540527685,8.0,7.2458,582.06,619.41,507.35,470.0,2.0,5,fresh
IWM,SHORT,0.6195321191707632,6.544067429185253,8.0,7.1264,242.22,268.75,189.15,162.62,2.0,5,fresh
HOOD,SHORT,0.6144017968403709,6.470336479767454,8.0,7.0822,70.89,79.4,53.88,45.37,2.0,5,fresh
ORCL,SHORT,0.5532374012251721,5.591306144273974,9.0,6.9548,149.68,167.64,113.76,95.8,2.0,5,fresh
LEU,SHORT,0.543889361197506,5.456959835787214,9.0,6.8742,186.76,209.17,141.94,119.53,2.0,5,fresh
AMAT,LONG,0.569588948471803,5.2413720502328385,8.0,6.3448,357.06,314.21,442.75,485.6,2.0,5,fresh
