ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
ADMA,LONG,0.7903576666666667,7.903576666666668,0.0,4.7421,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.80346915920422,3,1.0,99.0,0.00118,0.0,414097.09163049347,0.0,745.720988,2,0,0.221674,0.0,,,,,
BTDR,LONG,0.7581076473109728,7.581076473109728,0.0,4.5486,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.87,0.0,0.0,0.0,0.0,4.604785875694178,6,1.0,46.92004277453652,0.000387,2.3e-05,25364.91327132144,2702.9934087237193,3.524955,2,0,0.572415,0.0,12.120879,,,,
KWEB,LONG,0.7539002549363102,7.539002549363102,0.0,4.5234,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,59.50354382058446,9,1.0,11.878673153982971,0.000135,2.1e-05,9948.275530034005,6699.923737996482,2.83098,5,0,0.103308,0.0,3.496482,,,,
ONON,LONG,0.6637577418461136,6.637577418461136,0.0,3.9825,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.924142394250973,6,1.0,10.944991146274303,0.000131,4e-06,4980.904373281525,2275.4264058847757,714.603357,1,1,0.396962,0.0,3.291339,,,,
OXY,LONG,0.6485351229845885,6.485351229845885,0.0,3.8912,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20.01306591635426,24,1.0,0.5757198300805794,2.6e-05,1.2e-05,14486.356970179448,29737.103294271496,8.649553,3,2,0.615949,0.68316,9.656689,,,,
ROP,LONG,0.6259829188968744,6.2598291889687445,0.0,3.7559,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.66,0.0,0.0,0.0,0.0,4.040327869719038,7,1.0,3.416537448783373,2.1e-05,6e-06,133010.43697755111,97328.39093049898,46.88,1,0,0.52874,0.257505,87.4,,,,
MARA,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.47,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,0.0001,0.0,255940.54694456645,0.0,11.617363,0,0,0.0,0.0,,,,,
GLBE,LONG,0.5785714285714286,5.7857142857142865,0.0,3.4714,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7,99.0,0.000113,0.0,470313.3529820038,0.0,925.0,0,0,0.0,0.0,,,,,
MKC,LONG,0.5485143977675092,5.485143977675092,0.0,3.2911,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,9.3e-05,0.0,57134.865385877434,0.0,3.990654,1,0,0.0,0.0,,,,,
VRT,LONG,0.5088607007118362,5.0886070071183624,4.5,4.8543,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.8,NEGATIVE,ema_pullback,-4771673.98,251.97,260.0,190.0,3.08,24.67,200886.0,221841.0,1.104,173209.0,95295.0,154223.0,94.1,0.727,1.8,0.83,0.45,1.2,0.22,0.0,2480.077573782613,9,1.0,99.0,1.5e-05,8e-06,18681.53043123646,7.194979213496075,430.423637,0,0,0.255374,0.347327,5.027447,,,,
BE,LONG,0.5021624263434539,5.021624263434539,0.0,3.013,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.46,0.0,0.0,0.0,0.0,1.5139427284279494,10,1.0,1.7468955336779044,5.7e-05,1.1e-05,29405.460010796716,25249.47208682246,0.870471,2,0,0.648839,0.266324,0.149321,,,,
RKLB,LONG,0.49517249538735514,4.951724953873551,0.0,2.971,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.35,0.0,0.0,0.0,0.0,1.6254912229324683,7,0.7,1.7526080455405801,1.7e-05,9e-06,161763.42050667712,69224.0148552934,3.71333,1,1,0.265396,0.44795,0.843575,,,,
BABA,LONG,0.4933244626514788,4.933244626514788,0.0,2.9599,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,35.98166712199026,17,1.0,0.45076639960147746,3e-06,2e-06,11689.39309178104,18152.584512689813,11.207471,1,2,0.507672,0.67096,0.543073,,,,
FIG,LONG,0.4913608991908827,4.913608991908827,0.0,2.9482,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.09993831377286,4,1.0,99.0,3.8e-05,0.0,24953.555505437307,0.0,1.992437,0,0,0.131238,0.0,,,,,
GEV,LONG,0.4814078483553272,4.8140784835532715,0.0,2.8884,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,31.898803687082914,22,1.0,1.115158132157813,6e-06,8e-06,11201.54439269372,8370.669645911497,1.474757,4,2,0.41423,0.598179,1.620383,,,,
MSFT,LONG,0.46896136690483703,4.68961366904837,0.0,2.8138,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.7888216538478887,14,1.0,3.090951198452231,1e-06,0.0,235437.53908279559,101559.9078155139,0.427314,4,2,0.773574,0.621862,0.354899,,,,
OKLO,LONG,0.4388757833933558,4.388757833933558,0.0,2.6333,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.29,0.0,0.0,0.0,0.0,23.82923168358913,2,1.0,23.82923168358913,3.6e-05,2.1e-05,1031.3231465682152,43.27974817914392,19.375,0,0,0.0,0.0,6.397727,,,,
IGV,LONG,0.42803393187537586,4.280339318753759,0.0,2.5682,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,99.0,5.8e-05,0.0,187768.7273965307,0.0,0.13384,1,0,0.487668,0.0,,,,,
CRWD,LONG,0.4266645949046412,4.266645949046412,0.0,2.56,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,152.995025909115,8,1.0,1.9766223382346753,2e-05,2e-06,24594.64605490159,20737.940660317803,0.728534,2,0,0.474746,0.215883,0.047877,,,,
AAPL,LONG,0.42616852774326736,4.261685277432673,0.0,2.557,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1.2802555629763006,24,1.0,0.9130674673062478,1e-06,1e-06,121364.63485743261,94942.62801183583,0.254525,2,3,0.744049,0.636462,0.567744,,,,
OKTA,LONG,0.4261363622240288,4.261363622240288,0.0,2.5568,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.38,0.0,0.0,0.0,0.0,12152.39187005116,9,1.0,99.0,5e-05,2.9e-05,22638.807335110792,0.9618920834834208,0.454512,0,0,7.4e-05,0.626177,0.384031,,,,
COUR,LONG,0.4259341400192013,4.259341400192013,0.0,2.5556,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.61771092352003,4,1.0,0.0003951731338214621,0.00012,0.000121,41.769227324800596,35232.850068253705,0.172394,1,3,0.0,0.57313,0.650674,,,,
APLD,LONG,0.4220911801437206,4.220911801437206,0.0,2.5325,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,2.7e-05,0.0,149882.34616873553,0.0,17.423077,0,0,0.0,0.0,,,,,
DOW,LONG,0.42038744497912645,4.203874449791265,0.0,2.5223,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,54.04947692451586,11,1.0,1.5489713312999585,1.5e-05,6e-05,9235.506907552235,4968.623757441995,2.41006,0,0,0.032462,0.247108,168.856062,,,,
ARM,LONG,0.4161535900133835,4.161535900133835,0.0,2.4969,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,103.48308297511898,19,1.0,0.7829373330898122,3e-06,5e-06,23079.378176131573,13605.202161759984,1.860088,0,9,0.35922,0.64752,9.029965,,,,
LUV,LONG,0.4146926982112284,4.146926982112284,0.0,2.4882,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.02,0.0,0.0,0.0,0.0,6.235214458027459,2,1.0,99.0,7.4e-05,0.0,2815.5230704328296,0.0,0.826493,0,0,0.138213,0.0,,,,,
GOOG,LONG,0.41064894888933023,4.106489488893303,0.0,2.4639,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,51.632146875886775,16,1.0,3.8450037119347784,1e-06,1e-06,107662.15098306448,28000.532391915338,0.289496,1,1,0.025376,0.693102,0.321576,,,,
