ticker,direction,flow_score_raw,flow_score_scaled,price_score,reject_reason,checks_passed,checks_failed
GLNG,LONG,10.576232166834172,10.0,5,price_validation_failed,"bullish_strong_close, confirmation_volume, trend_aligned","bullish_rejection_wick, healthy_pullback_volume, pullback_to_support"
CRM,LONG,7.8216599199563515,4.2399623864088785,2,price_validation_failed,healthy_pullback_volume,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, pullback_to_support, trend_aligned"
SPY,LONG,7.48816844578797,3.542604225918042,0,weak_bullish_flow,none,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_support, trend_aligned"
USAR,LONG,6.966100130927516,2.4509163481109546,3,price_validation_failed,"bullish_rejection_wick, healthy_pullback_volume","bullish_strong_close, confirmation_volume, pullback_to_support, trend_aligned"
MU,LONG,6.8227394011081,2.1511372455632998,4,price_validation_failed,"confirmation_volume, trend_aligned","bullish_rejection_wick, bullish_strong_close, healthy_pullback_volume, pullback_to_support"
NEM,LONG,6.8019805986324675,2.1077288785443264,5,price_validation_failed,"bullish_strong_close, confirmation_volume, healthy_pullback_volume","bullish_rejection_wick, pullback_to_support, trend_aligned"
SLV,LONG,6.653880282972777,1.7980389113447204,5,price_validation_failed,"bullish_strong_close, confirmation_volume, healthy_pullback_volume","bullish_rejection_wick, pullback_to_support, trend_aligned"
NFLX,LONG,6.607770543483057,1.701619645480588,2,price_validation_failed,healthy_pullback_volume,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, pullback_to_support, trend_aligned"
AMAT,LONG,6.558825882262191,1.59927232460846,5,price_validation_failed,"bullish_strong_close, healthy_pullback_volume, trend_aligned","bullish_rejection_wick, confirmation_volume, pullback_to_support"
ORCL,LONG,6.540367685272403,1.5606747132875873,0,weak_bullish_flow,none,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_support, trend_aligned"
TQQQ,LONG,6.506410418770277,1.4896672701070055,6,price_validation_failed,"confirmation_volume, healthy_pullback_volume, pullback_to_support","bullish_rejection_wick, bullish_strong_close, trend_aligned"
NOW,LONG,6.325467672098215,1.1113010726261106,2,price_validation_failed,healthy_pullback_volume,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, pullback_to_support, trend_aligned"
HOOD,LONG,6.304213730112196,1.0668573280790896,0,weak_bullish_flow,none,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_support, trend_aligned"
SOXS,LONG,6.1680272818636155,0.782080239635564,2,price_validation_failed,healthy_pullback_volume,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, pullback_to_support, trend_aligned"
TSM,LONG,6.119611625284634,0.680839111072776,5,price_validation_failed,"bullish_strong_close, healthy_pullback_volume, pullback_to_support","bullish_rejection_wick, confirmation_volume, trend_aligned"
BMNR,LONG,5.794019911174143,0.0,0,price_validation_failed,none,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_support, trend_aligned"
XLI,SHORT,21.422928612338815,10.0,2,price_validation_failed,healthy_pullback_volume,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance, trend_aligned"
CMG,SHORT,14.626030170507853,5.650161736886112,2,price_validation_failed,trend_aligned,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_resistance"
CRM,SHORT,8.40794829041441,1.6707510223250368,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_resistance, trend_aligned"
SPY,SHORT,7.5933155878728344,1.1494072755815354,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_resistance, trend_aligned"
HOOD,SHORT,7.246750952988318,0.9276149209709418,4,price_validation_failed,"healthy_pullback_volume, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance"
SPXW,SHORT,7.079114134245219,0.8203317160332809,0,error: No OHLCV data returned for ticker=SPXW,none,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_resistance, trend_aligned"
QQQ,SHORT,7.0485224862278,0.8007538567763411,4,price_validation_failed,"healthy_pullback_volume, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance"
ALAB,SHORT,6.992357925916048,0.764809998623119,4,price_validation_failed,"healthy_pullback_volume, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance"
IWM,SHORT,6.599941650971641,0.5136737866537697,4,price_validation_failed,"healthy_pullback_volume, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance"
XLU,SHORT,6.559088578312935,0.48752888245409176,2,price_validation_failed,healthy_pullback_volume,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance, trend_aligned"
HPQ,SHORT,6.496997588562364,0.4477922635648896,4,price_validation_failed,"healthy_pullback_volume, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance"
ORCL,SHORT,6.425535119146801,0.40205814137655166,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_resistance, trend_aligned"
CIA,SHORT,6.260018517556121,0.2961318202844612,4,price_validation_failed,"healthy_pullback_volume, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance"
LEU,SHORT,6.184862576451916,0.24803397225668652,4,price_validation_failed,"healthy_pullback_volume, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance"
HIMS,SHORT,6.16083131885132,0.23265459227677038,2,price_validation_failed,healthy_pullback_volume,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance, trend_aligned"
