ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,entry_price,stop_price,target_1,rr_ratio,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
W,LONG,0.5842300999729213,5.842300999729213,0.0,3.5054,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,376243419.7026211,10,1.0,99.0,9.8e-05,0.000203,2.559389526758461e-05,5.409211120899551e-12,1.812352,3.270557,1,2,0.000136,0.250959
UPST,LONG,0.5822979421466058,5.822979421466058,5.16,5.2595,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,4.0,POSITIVE,trend_continuation,4607514.81,32.94,35.0,25.0,6.16,24.17,212895.0,125864.0,0.591,119884.0,54779.0,164096.0,87.9,0.992,0.0,0.15,1.0,1.4,1.61,1.0,,,,,1.096866647781126,8,1.0,2.0761348711258583,0.000116,5.5e-05,5656.293638319898,2724.4345812912293,3.314119,4.985425,0,0,0.663,0.629801
BNO,LONG,0.5670896700541699,5.670896700541698,6.08,5.5394,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,4.4,NEUTRAL,ema_pullback,,,50.0,40.0,2.22,18.23,119756.0,29561.0,0.247,96481.0,0.0,52836.0,82.0,0.759,2.15,0.98,0.8,1.2,0.96,0.0,,,,,184690307.3772216,11,1.0,0.017460636598582,0.006954,0.001814,548.9682292672254,83840.888032961,1.103476,10.080147,0,1,0.083882,0.000112
NN,LONG,0.5665863352380952,5.665863352380952,7.44,6.7049,poor_rr (0.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none,8.2,NEUTRAL,support_ema_confluence,,,22.0,15.0,8.32,26.14,291557.0,23971.0,0.082,70533.0,162666.0,83350.0,36.8,0.221,1.75,0.12,1.0,1.6,1.97,1.0,20.31,17.87,22.0,0.69,14.57869793529262,4,1.0,72.51369415996999,0.001336,2.2e-05,0.003861421488444584,0.00015975278324364638,1.868529,0.075075,0,0,0.489311,0.0
IGV,LONG,0.5504374153861613,5.5043741538616136,5.97,5.4032,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,4.3,POSITIVE,support_ema_confluence,67452129.93,84.01,90.0,80.0,7.07,4.82,840009.0,551330.0,0.656,605490.0,267864.0,517985.0,81.8,0.356,0.0,0.6,1.0,1.6,1.78,1.0,,,,,16.6182774162011,9,1.0,35.04997774052132,9.3e-05,1.8e-05,158680.87591846444,5659.093320015625,0.354176,0.288442,1,2,0.369735,0.69086
LRCX,LONG,0.5477862624938915,5.477862624938915,0.0,3.2867,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2.0114989291525904,24,1.0,0.3736795869364241,1e-05,9e-06,8085.131252841395,25570.449794518852,4.958935,3.911034,6,3,0.581402,0.798398
ORBS,LONG,0.5354588439717942,5.354588439717942,5.22,5.3833,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.7,NEUTRAL,retest_and_confirm,,,1.5,1.0,35.16,9.89,109402.0,58521.0,0.535,121352.0,594.0,45977.0,6.7,1.362,0.0,0.72,1.0,1.4,1.59,0.51,,,,,0.0,1,1.0,99.0,0.000198,0.0,9472.855889755188,0.0,4.004373,,1,0,0.0,0.0
SOXS,LONG,0.5099023036998592,5.0990230369985925,2.03,4.3785,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.1,NEUTRAL,unknown,,,25.0,20.0,21.29,2.97,95022.0,39664.0,0.417,107695.0,8325.0,18666.0,71.5,1.187,0.0,0.0,1.0,0.0,0.03,1.0,,,,,1.2776251495939117,2,1.0,2.5552502991878234,0.00027,0.000107,2832.0871538662527,1108.3404059345658,167.111111,66.444444,0,1,0.0,0.0
PDD,LONG,0.5073721540092437,5.073721540092437,0.0,3.0442,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,48.75109896609701,23,1.0,2.8596537811189093,8e-06,6e-06,7293.137186504782,3967.221536677551,20.933944,1.825308,1,2,0.384916,0.56232
CAR,LONG,0.5063080051529727,5.063080051529727,7.09,5.5785,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.6,NEUTRAL,trend_continuation,,,400.0,85.0,5.68,77.54,67766.0,132714.0,1.958,107191.0,39711.0,53578.0,99.6,1.922,3.0,0.0,0.21,1.4,1.49,1.0,,,,,2.096495890505508,5,1.0,99.0,4e-05,0.0,12323.871551900102,0.0,16.2,,0,0,0.677054,0.0
BABA,LONG,0.503631831754422,5.036318317544221,5.68,5.5222,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,6.5,POSITIVE,trend_continuation,87030331.45,138.23,150.0,120.0,8.5,13.2,1135043.0,743127.0,0.655,628944.0,374143.0,875083.0,46.7,0.446,0.0,0.32,1.0,1.4,1.96,1.0,,,,,7.419226512474079,31,1.0,12.318135704022659,1e-05,2e-06,55248.59737274642,12894.785482414733,0.873273,2.0477,15,2,0.841963,0.71211
NKE,LONG,0.5000818543049248,5.000818543049248,5.21,5.3634,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,6.5,POSITIVE,unknown,30996663.72,46.12,50.0,42.5,8.5,7.78,1202760.0,794457.0,0.661,680328.0,298257.0,1018632.0,42.9,0.34,0.0,0.7,1.0,1.2,1.83,0.48,,,,,39.94493208359293,20,1.0,1.3012209934455516,3.2e-05,1e-05,2068.568401230592,2952.3248166204467,1.212569,0.522655,2,0,0.581263,0.343394
LITE,LONG,0.49154514649245806,4.915451464924581,6.42,5.3037,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target,4.6,NEUTRAL,retest_and_confirm,,,1000.0,350.0,12.2,60.73,90820.0,104039.0,1.146,102864.0,35113.0,56882.0,87.7,1.099,2.1,0.35,0.18,1.4,1.38,1.0,,,,,49.748518109749035,7,1.0,49.78721047138161,3e-05,6e-06,284948.95893199486,14308.341250399413,3.797707,1.011427,0,0,0.073022,0.469107
TE,LONG,0.484058718272251,4.84058718272251,5.46,5.5583,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,7.5,NEUTRAL,trend_continuation,,,7.0,5.0,34.49,3.94,171473.0,36393.0,0.212,77054.0,23823.0,106989.0,50.0,1.256,0.0,0.9,1.0,1.4,1.65,0.5,,,,,0.7474150300393482,2,1.0,99.0,7.8e-05,0.0,3802.901641195029,0.0,3.184172,,0,0,0.427726,0.0
BULL,LONG,0.45783269869440774,4.578326986944077,4.98,4.8432,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.3,POSITIVE,unknown,3162368.06,6.38,10.0,5.0,56.5,21.75,852852.0,106679.0,0.125,276763.0,32096.0,650672.0,61.3,0.819,0.0,0.02,1.0,1.2,1.76,1.0,,,,,28.33651262505901,3,1.0,99.0,8.4e-05,0.0,3643.611724981607,0.0,0.531202,,0,0,0.476849,0.0
SMMT,LONG,0.4476033385901946,4.476033385901946,8.08,6.142,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,7.4,NEUTRAL,trend_continuation,,,25.0,15.0,7.69,35.38,43691.0,31656.0,0.725,32252.0,9115.0,33980.0,47.9,0.896,2.77,0.0,1.0,1.4,1.9,1.0,,,,,4.40596917810081e+31,4,0.7,99.0,3.2e-05,0.0,12940.822830548734,0.0,10.949795,,0,0,0.0,0.0
ON,LONG,0.44214492029627755,4.421449202962775,0.0,2.6529,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,95.86757944980864,9,1.0,99.0,3.1e-05,5e-06,41515.87620847033,107.19703071106373,1.526173,1.317685,0,1,0.592765,0.369787
ERAS,LONG,0.4390150018081843,4.390150018081843,0.0,2.6341,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,1021.6088025379833,5,1.0,3.496447185932085,3.3e-05,6.3e-05,15568.661763956834,1113.1772436458618,3.153132,4.338669,0,1,0.0,0.016768
IWM,LONG,0.43826589420470985,4.382658942047098,0.0,2.6296,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,17.69021132904637,13,1.0,0.13776998153443323,1e-05,4.3e-05,56158.38769925933,254765.16670117062,2.485158,3.31343,2,0,0.50149,0.336111
DELL,LONG,0.43769345540037474,4.376934554003747,0.0,2.6262,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,29.099495463379377,19,1.0,0.29250771101518136,1.6e-05,2.2e-05,133.67599977998157,411.29992568209366,1.060116,0.624476,2,5,0.684501,0.329151
COST,LONG,0.4314929987767113,4.314929987767114,0.0,2.589,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2032.7103592324606,14,1.0,0.6227055914726501,2e-06,1e-06,1311.8365458920684,2106.6721800099426,2.881463,0.390246,2,3,0.052736,0.263261
APP,LONG,0.41702487269800936,4.170248726980094,0.0,2.5021,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,12.315365726595838,11,1.0,1.5625227174852216,3e-06,4e-06,10152.53017736508,11370.668478333295,1.997103,0.155801,2,2,0.590328,0.377163
MP,LONG,0.4145827241344558,4.145827241344558,5.74,5.3949,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",8.0,NEGATIVE,trend_continuation,-1074976.83,61.0,70.0,50.0,14.75,18.04,215951.0,191584.0,0.887,156276.0,47867.0,203392.0,34.3,0.706,1.84,0.11,0.15,1.4,1.95,0.29,,,,,1.086174204704198,7,1.0,38.75770755064168,7e-05,1.7e-05,7266.615176681501,1124.9295640904631,0.560257,0.132497,2,0,0.534087,0.0
PONY,LONG,0.4071940842008501,4.071940842008502,4.92,4.812,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,6.5,NEUTRAL,trend_continuation,,,15.0,10.0,35.63,9.58,86835.0,35223.0,0.406,101490.0,370.0,20198.0,60.0,0.852,0.0,0.7,1.0,1.4,1.39,0.44,,,,,3519.098710391749,3,1.0,0.02796195401688031,6.9e-05,6e-06,4.86213086399666e-22,3.477676031554481e-20,0.716494,32.627119,1,1,0.020603,0.0
SQQQ,LONG,0.40463235714285717,4.046323571428571,2.91,4.0362,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",5.7,POSITIVE,bounce_and_fail,12566263.89,59.18,80.0,55.0,34.93,7.23,267683.0,76521.0,0.286,257879.0,42436.0,43889.0,56.3,0.595,0.0,0.0,1.0,1.0,0.09,0.83,,,,,7.889195588437344,5,1.0,29.189252208127442,0.0,0.0,27560.79499244212,3776.8415300160523,4.363819,0.440994,2,0,0.234853,0.0
TXN,LONG,0.4016412768764005,4.016412768764005,7.26,4.9062,poor_rr (0.3:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,3.6,NEUTRAL,flag_breakout,,,230.0,200.0,4.19,9.4,103506.0,85363.0,0.825,66611.0,58323.0,63935.0,94.1,0.44,2.16,0.18,1.0,1.6,1.81,0.52,220.74,194.26,230.0,0.35,16212792.711339416,16,1.0,0.8760272838381518,7e-06,2e-06,15013.74320686717,37704.57343564906,1.217071,0.170337,3,2,0.006769,0.07089
SJM,LONG,0.3929393126605138,3.929393126605138,4.44,4.4967,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.0,NEUTRAL,bounce_and_fail,,,100.0,90.0,6.76,3.92,24413.0,8316.0,0.341,9381.0,9769.0,13579.0,92.7,0.312,0.0,0.6,1.0,1.0,1.79,0.06,,,,,0.0,3,1.0,11.256944444444445,6.5e-05,6e-06,6.160148697993448e-30,1.0944619525120994e-30,4.625531,2.108527,0,0,0.07773,0.0
USO,LONG,0.3915324308816691,3.9153243088166914,5.87,4.7187,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.0,NEGATIVE,trend_continuation,-8648355.54,,130.0,80.0,2.85,36.71,751635.0,1167328.0,1.553,1027758.0,189854.0,701351.0,82.6,0.699,2.22,0.76,0.77,1.4,0.73,0.0,,,,,0.0,5,0.7,3.6846004761998525,0.000576,0.000158,24067.784969884608,9797.989683826105,0.068593,0.104665,1,1,0.221027,0.461837
GLD,LONG,0.3847405942857143,3.8474059428571428,6.23,4.8127,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.1,POSITIVE,trend_continuation,947797223.68,439.64,500.0,360.0,13.73,18.11,3536057.0,1945783.0,0.55,1930616.0,982297.0,2568927.0,65.4,0.26,1.64,0.84,1.0,1.4,1.18,0.17,,,,,5.533937771698673,7,1.0,99.0,0.0,0.0,127130.84734203297,0.0,1.699273,,1,0,0.663979,0.0
GOOGL,LONG,0.37649914734813994,3.764991473481399,6.11,4.3355,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",3.1,POSITIVE,trend_continuation,942913644.02,337.31,350.0,250.0,3.85,25.82,1768156.0,1328105.0,0.751,1064659.0,476020.0,1555582.0,71.3,0.368,2.35,0.0,0.38,1.4,1.77,0.22,,,,,3.7918591059437943,16,1.0,1.226069344262717,2e-06,0.0,29219.692555608868,39720.01079756735,0.117743,0.043434,2,2,0.770515,0.610973
SNDK,LONG,0.37465072593505566,3.7465072593505564,5.8,4.7733,price_validation_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",5.8,NEGATIVE,trend_continuation,-2475863.47,918.43,1000.0,250.0,8.9,72.78,315011.0,336605.0,1.069,353691.0,70711.0,227214.0,91.8,1.146,2.32,0.0,0.11,1.4,1.28,0.69,,,,,2.505634842086769,12,1.0,1.8805532090987174,1.6e-05,1e-05,125340.63177617914,47607.81150147775,2.118588,3.974246,0,0,0.28581,0.567189
SPXU,LONG,0.36833333333333335,3.6833333333333336,2.29,3.9287,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",7.0,NEUTRAL,bounce_and_fail,,,65.0,45.0,42.83,1.12,36489.0,25012.0,0.685,40838.0,15476.0,5187.0,59.3,0.452,0.0,0.0,0.82,1.0,0.12,0.36,,,,,3.7534903602240384e+18,3,1.0,1.7364639339728123e-11,0.0,0.0,1.1302473108688294e-16,1.3017803465493982e-05,66.141667,,2,1,0.0,0.0
TLT,LONG,0.3637650804369374,3.637650804369374,0.0,2.1826,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3.8943019061908646,3,1.0,0.47666675930535995,6e-06,1.2e-05,207635.75274985732,217799.69831800534,6.53271,0.070837,0,1,0.0,0.168021
COHR,LONG,0.35763506665273326,3.5763506665273326,7.22,4.9942,poor_rr (1.1:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.2,NEUTRAL,trend_continuation,,,370.0,200.0,13.74,38.52,86927.0,76768.0,0.883,82266.0,28566.0,52863.0,98.2,0.988,1.93,0.3,1.0,1.4,1.76,0.83,325.31,286.27,370.0,1.14,3089186.630159176,8,1.0,61.57438742595354,2.7e-05,3e-06,39559.07898931529,1927.3799046829583,0.732656,4.602972,1,0,0.003213,2e-06
TSM,LONG,0.35383774031705706,3.5383774031705704,0.0,2.123,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,8.765232507777672,18,1.0,0.1580598036989525,3e-06,8e-06,88178.35806880958,446303.77113087085,0.147733,0.548981,3,3,0.601608,0.187263
ARKK,LONG,0.3522645139415671,3.522645139415671,0.0,2.1136,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,9.33190609191944,8,1.0,0.09845185543182149,3.3e-05,9.9e-05,1590.194493018362,9691.200756208691,1.247108,0.997719,0,2,0.10081,0.513278
ROKU,LONG,0.3491094235551687,3.491094235551687,5.89,4.5325,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.1,NEUTRAL,trend_continuation,,,120.0,80.0,8.78,27.48,86210.0,74052.0,0.859,75220.0,24215.0,60827.0,81.2,0.701,1.79,0.0,0.35,1.4,1.9,0.45,,,,,33295108.00765786,4,1.0,0.009031427468920368,6e-06,3e-06,9.261467656516748,3076.4132320349177,1.693914,0.061785,2,0,0.493776,0.0
DASH,LONG,0.33911980441152473,3.391198044115247,0.0,2.0347,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,22.450956027114536,19,1.0,0.2692584907638008,7e-06,2.6e-05,39008.88778638712,105363.80905873972,0.53291,3.048769,0,4,0.696225,0.21926
CRDO,LONG,0.3334038440978975,3.3340384409789747,0.0,2.0004,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,274.15229275957046,13,1.0,0.3731022014296965,2.6e-05,3.7e-05,33169.784377215175,55564.17291648127,0.339019,1.000296,1,3,0.16342,0.344428
DIA,LONG,0.3228509,3.228509,0.0,1.9371,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5.313884464572192,3,1.0,1.676149937944104,0.0,0.0,668.3629679038434,199.37445713347984,2.672515,2.394172,1,1,0.0,0.423852
BNO,SHORT,0.7691666666666667,7.691666666666666,0.0,4.615,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,184690307.3772216,11,1.0,0.017460636598582,0.006954,0.001814,548.9682292672254,83840.888032961,1.103476,10.080147,0,1,0.083882,0.000112
SIMO,SHORT,0.7164196915890937,7.164196915890937,0.0,4.2985,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,629030281.4212946,15,1.0,99.0,0.000639,8.5e-05,35083.595987780114,0.00011402454009789164,215.398504,176.0,0,3,0.0,0.577604
DAVE,SHORT,0.69376362916161,6.9376362916161005,0.0,4.1626,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,9469436612.634079,19,1.0,1.8313175282297324e-08,0.000872,0.000465,8.097261997886536e-05,9580.024977452545,2.856607,15.628246,2,1,0.120377,0.435115
W,SHORT,0.6557827857142857,6.557827857142858,5.2,5.5789,price_validation_failed,"not_extended, resistance_ema_confluence, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",3.7,NEUTRAL,resistance_ema_confluence,,,92.5,75.0,19.58,3.04,72875.0,78022.0,1.071,70284.0,13849.0,66764.0,92.4,0.863,1.51,0.73,0.67,1.6,0.44,0.25,,,,,376243419.7026211,10,1.0,99.0,9.8e-05,0.000203,2.559389526758461e-05,5.409211120899551e-12,1.812352,3.270557,1,2,0.000136,0.250959
TER,SHORT,0.5983468213431635,5.983468213431635,1.76,4.4797,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",4.8,NEUTRAL,unknown,,,440.0,310.0,20.23,15.29,43813.0,27919.0,0.637,37264.0,9121.0,25347.0,93.3,0.786,0.0,0.06,1.0,0.0,0.67,0.03,,,,,53808870843.84172,15,1.0,0.009016506664319947,6e-06,5.7e-05,9.585743453672153,265.78318551032595,1.010734,2.573788,0,1,0.0,6e-06
LION,SHORT,0.5942836679583899,5.942836679583899,3.1,4.9614,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",5.3,NEUTRAL,unknown,,,12.0,8.0,9.34,27.11,118268.0,20381.0,0.172,40964.0,82002.0,15683.0,74.2,0.764,0.0,0.1,1.0,0.0,1.0,1.0,,,,,3.2728626438314195e+17,3,1.0,0.0,0.0,0.000349,0.0,110594.50031009816,,0.294448,0,2,0.0,0.09405
DASH,SHORT,0.5928913268024851,5.928913268024852,2.68,4.7085,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",4.7,NEUTRAL,bounce_and_fail,,,195.0,140.0,8.3,22.25,102620.0,60088.0,0.586,45758.0,40676.0,76274.0,94.4,0.667,0.0,0.0,1.0,1.0,0.16,0.51,,,,,22.450956027114536,19,1.0,0.2692584907638008,7e-06,2.6e-05,39008.88778638712,105363.80905873972,0.53291,3.048769,0,4,0.696225,0.21926
