ticker,direction,pattern,flow_score_raw,flow_score_scaled,price_score,final_score,options_context_score,gamma_regime,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,regime_score,agg_premium_alignment,agg_volume_unusualness,source,checks_passed,checks_failed
SATS,LONG,structural_breakout,0.7102249426050653,7.102249426050653,7.36,8.0462,9.2,NEGATIVE,-1854005.55,118.87,150.0,85.0,26.37,28.39,242679,114514,0.472,68776,99734,188683,118.7,112.89,133.65,157.84,2.57,5,0.3912,0.4087,1.0,fresh,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none
