ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
SPY,LONG,0.3021577994916721,3.021577994916721,5.49,4.5178,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.8,NEGATIVE,trend_continuation,-2639540687.27,,800.0,600.0,13.03,15.23,5503002.0,11516318.0,2.093,7425539.0,4857383.0,4736398.0,67.1,0.159,2.46,0.0,0.01,1.4,1.63,0.0,1,0.7,99.0,0.0,0.0,412046.9150461809,0.0,3.979798,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.501329,0.0,0.0,0.0,,,
SNOW,LONG,0.2955445016283182,2.955445016283182,5.42,4.3637,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",6.3,NEGATIVE,retest_and_confirm,-7804136.61,,220.0,140.0,45.99,7.09,277102.0,222036.0,0.801,110276.0,106470.0,282392.0,90.5,0.696,0.0,0.91,1.0,1.4,1.89,0.22,2,1.0,4.472029438665982,2.6e-05,6e-06,0.0031112971160483166,0.0006957237555610602,6.81457,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.425109,0.432589,0.0,0.0,12.748344,,
FISV,LONG,0.2855162160317315,2.855162160317315,5.56,4.0356,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",4.7,POSITIVE,trend_continuation,4889535.18,64.61,70.0,40.0,8.35,38.09,179790.0,111732.0,0.621,76740.0,71551.0,143231.0,72.5,0.578,1.82,0.0,0.4,1.4,1.86,0.07,1,1.0,99.0,9e-06,0.0,1.2899838561128825e-08,0.0,119.010417,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.001157,0.0,0.0,0.0,,,
META,LONG,0.2842586197371653,2.842586197371653,0.0,1.7056,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,3.15403353351569e-08,0.0,1e-06,0.042059418719694916,1333512.0972164415,154.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.784616,0.776307,0.0,0.0,6.085714,,
CRCL,LONG,0.27984518744178094,2.7984518744178093,0.0,1.6791,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,14.084415558549262,3e-05,2.2e-05,0.026749399811392547,0.0018992197226924067,6.093117,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.852464,0.546425,0.0,0.0,5.478417,,
NOW,LONG,0.2795468848316513,2.795468848316513,5.6,3.8177,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",3.7,NEGATIVE,support_ema_confluence,-8090319.49,,100.0,85.0,0.6,14.49,511227.0,407165.0,0.796,246825.0,205609.0,465958.0,98.8,0.697,0.0,0.94,1.0,1.6,1.81,0.25,2,1.0,2.2460729332367825e-06,6e-06,3e-06,3.5191456593563076e-07,0.15667993711517278,12.770667,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.047215,0.774521,0.0,0.0,1.258303,,
HYG,LONG,0.27441923474450736,2.7441923474450736,6.06,4.3701,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target, trend_aligned",confirmation_volume,5.9,NEGATIVE,pullback_to_support,-2357708.04,,81.0,79.0,0.53,1.95,1220113.0,5940544.0,4.869,2900391.0,3349666.0,910600.0,48.5,0.047,1.87,0.55,1.0,1.4,1.24,0.0,1,0.7,99.0,3.9e-05,0.0,4.382130309640692e-07,0.0,44.117647,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.514201,0.0,0.0,0.0,,,
CVNA,LONG,0.2725692256122588,2.7256922561225885,0.0,1.6354,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,0.005264305547919301,7e-06,5e-06,0.021120369027127887,4.01199528311491,4.937198,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.006374,0.095211,0.0,0.0,9.722222,,
JPM,LONG,0.2686361206482041,2.686361206482041,6.44,4.5952,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.6,NEGATIVE,trend_continuation,-51091305.2,,320.0,250.0,1.42,20.76,293499.0,323466.0,1.102,137426.0,188951.0,290588.0,45.0,0.239,1.92,0.11,1.0,1.4,1.93,0.1,2,1.0,99.0,1e-06,0.0,4.601491891470658e-11,0.0,15.489185,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.518483,0.0,0.0,0.0,,,
AAOI,LONG,0.25778366883639,2.5778366883638997,5.66,4.2469,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.3,NEGATIVE,trend_continuation,-85536.51,157.53,200.0,20.0,26.81,87.32,106403.0,87274.0,0.82,67348.0,53725.0,72604.0,95.2,1.537,2.6,0.0,0.0,1.4,1.67,0.0,1,1.0,99.0,3e-05,0.0,0.014212322360004925,0.0,8.568966,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.044233,0.0,0.0,0.0,,,
TSM,LONG,0.25669341837677306,2.5669341837677306,3.86,3.4615,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",5.1,NEGATIVE,unknown,-48435879.76,,370.0,300.0,0.63,18.41,691502.0,827665.0,1.197,382470.0,438018.0,698679.0,66.9,0.419,1.83,0.6,0.54,0.0,0.66,0.23,2,0.7,99.0,1e-06,0.0,0.040408208575866376,4.867740053289199e-18,3.050272,1,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.297002,0.15846,0.0,0.0,1.473684,,
BE,LONG,0.25201436305426583,2.520143630542658,0.0,1.5121,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.40657126113353154,2.1e-05,6.2e-05,0.05552377718775771,0.13656591720958322,3.644377,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.320843,0.815657,0.0,0.0,93.5,,
VRT,LONG,0.24835165731929626,2.4835165731929627,0.0,1.4901,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,6.100727499912074e-05,4e-06,2.3e-05,0.001043617302101556,5.702146736415709,344.615385,0,0,0.0,0.000374,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.000431,0.163024,0.0,0.0,30.976787,,
MDB,LONG,0.24778856990692372,2.4778856990692373,4.92,3.9349,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.1,NEUTRAL,trend_continuation,,,500.0,250.0,88.85,5.57,99088.0,52529.0,0.53,59912.0,24602.0,67103.0,70.4,0.673,0.0,0.59,1.0,1.4,1.76,0.17,1,0.7,99.0,2.5e-05,0.0,6.011861246035027e-12,0.0,2.641509,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.199472,0.0,0.0,0.0,,,
QBTS,LONG,0.24302932380957956,2.430293238095796,6.72,4.2711,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.2,POSITIVE,trend_continuation,1500844.91,,30.0,5.0,42.79,76.2,279870.0,195446.0,0.698,132129.0,88261.0,254926.0,65.7,1.046,2.2,0.0,1.0,1.4,1.59,0.53,1,1.0,99.0,3.2e-05,0.0,0.17955508030623232,0.0,2.417592,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.109074,0.0,0.0,0.0,,,
LUV,LONG,0.22999813339821767,2.299981333982177,2.83,2.979,price_validation_failed,"ema_pullback, momentum_aligned, not_extended","confirmation_volume, room_to_target, trend_aligned",4.9,POSITIVE,ema_pullback,35671.22,41.83,55.0,37.5,31.41,10.4,206645.0,116924.0,0.566,42085.0,157360.0,124124.0,91.2,0.579,0.0,0.7,0.12,1.2,0.73,0.08,1,1.0,99.0,5.6e-05,0.0,5.298335558076326e-26,0.0,1.416417,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.28779,0.0,0.0,0.0,,,
BMNR,LONG,0.2201750678609781,2.201750678609781,5.95,3.6859,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,POSITIVE,trend_continuation,9507910.92,22.66,25.0,20.0,10.28,11.78,987425.0,409881.0,0.415,444639.0,230424.0,722243.0,4.0,0.858,1.6,0.7,1.0,1.4,1.04,0.2,2,1.0,0.10073580588640108,5.4e-05,2.8e-05,9.347578812079719e-11,9.27930116786965e-10,2.471394,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.225744,0.595532,0.0,0.0,2.234694,,
TLT,LONG,0.20900552314176368,2.0900552314176366,4.66,3.123,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.4,POSITIVE,ema_pullback,944917598.42,87.01,90.0,85.0,3.43,2.32,4580224.0,2682602.0,0.586,1774829.0,1548746.0,3939251.0,11.6,0.101,0.0,0.9,1.0,1.2,1.57,0.0,2,1.0,99.0,4.7e-05,0.0,3.4775771057042255,0.0,1.990637,0,0,0.00046,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.521596,0.0,0.0,0.0,,,
SOXL,LONG,0.2050580337958605,2.0505803379586047,5.87,3.6863,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.5,POSITIVE,trend_continuation,2414090.95,94.91,100.0,20.0,5.37,78.93,479743.0,457669.0,0.954,397157.0,52313.0,487942.0,69.1,1.122,2.67,0.0,0.0,1.4,1.76,0.04,1,0.7,99.0,5.8e-05,0.0,0.6970675952551421,0.0,2.2263,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.434484,0.0,0.0,0.0,,,
ONDS,LONG,0.1844897863733041,1.844897863733041,7.13,4.2614,weak_relative_strength (-10.2% vs SPY),"confirmation_volume, engulfing_at_support, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.0,POSITIVE,unknown,5440370.8,10.65,30.0,5.0,181.43,53.1,963087.0,478305.0,0.497,421613.0,429755.0,590024.0,16.0,1.115,1.55,0.66,1.0,1.6,1.55,0.77,2,1.0,99.0,0.000185,0.000109,10.06480424246875,6.915705181675948e-17,1.96531,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.176227,0.141674,0.0,0.0,3.914371,,
VG,LONG,0.16391047518787896,1.6391047518787896,2.98,2.5736,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.3,POSITIVE,bounce_and_fail,1656884.99,11.63,12.5,7.5,7.53,35.48,447889.0,270320.0,0.604,175621.0,93859.0,448729.0,86.3,0.898,0.0,0.25,1.0,1.0,0.71,0.03,1,1.0,99.0,7.6e-05,0.0,0.0202095087730638,0.0,1.140794,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.497685,0.0,0.0,0.0,,,
AMZN,LONG,0.13279282715133828,1.3279282715133829,0.0,0.7968,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,8.284339063659825,0.0,1e-06,283.0049560030767,34.16144049976291,1.240876,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.282821,0.465222,0.0,0.0,1.219573,,
EEFT,SHORT,0.6814994530821066,6.814994530821066,1.27,4.9085,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.6,NEUTRAL,unknown,,,85.0,70.0,13.17,6.8,1960.0,3015.0,1.538,3288.0,5.0,1682.0,94.4,0.494,0.0,0.0,1.0,0.0,0.27,0.0,1,1.0,0.0,0.0,9.3e-05,0.0,239026.10749440335,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.4e-05,0.0,0.539135,0.0,0.0,507.0,,
UUUU,SHORT,0.4794497486595259,4.794497486595259,2.33,4.1962,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.5,POSITIVE,unknown,3527694.41,21.05,30.0,10.0,42.25,52.58,358582.0,115504.0,0.322,85664.0,100168.0,288254.0,20.7,0.887,0.0,0.42,1.0,0.0,0.62,0.29,1,1.0,0.0,0.0,0.000157,0.0,773879.1864249523,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,9e-05,0.0,0.573293,0.0,0.0,31.903226,,
CHTR,SHORT,0.4206641932077337,4.2066419320773365,1.41,3.7063,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.9,NEUTRAL,unknown,,,400.0,200.0,63.37,18.32,69684.0,57099.0,0.819,23993.0,29898.0,72892.0,69.0,0.595,0.0,0.0,1.0,0.0,0.14,0.27,1,1.0,0.0,0.0,5.1e-05,0.0,1.2609370103929901e-17,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.580354,0.0,0.0,6.980132,,
RVMD,SHORT,0.42052901034109397,4.20529010341094,0.0,2.5232,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,3.5e-05,0.0,0.03931117423499033,,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.311824,0.0,0.0,44.448276,,
CAR,SHORT,0.4193164770791802,4.193164770791801,0.0,2.5159,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,5.5e-05,0.0,95.18252181941882,,0,1,0.0,0.630139,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.500975,0.0,0.0,6.931373,,
CIFR,SHORT,0.37141375165876905,3.7141375165876904,1.73,3.4361,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.3,POSITIVE,unknown,6298982.33,19.34,20.0,10.0,3.57,48.21,800336.0,364050.0,0.455,298218.0,187353.0,678815.0,53.3,1.133,0.0,0.0,1.0,0.0,0.38,0.36,1,1.0,0.0,0.0,0.000105,0.0,607922.4966871974,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.9e-05,0.0,0.375759,0.0,0.0,2.148952,,
DIA,SHORT,0.3278720852059578,3.278720852059578,0.0,1.9672,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,2.5467339181793216,0.0,0.0,305.4556977113993,119.94016945821014,172.0,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.645876,0.421066,0.0,0.0,3.242812,,
GDX,SHORT,0.3278720852059578,3.278720852059578,4.4,4.5994,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",8.2,NEGATIVE,trend_continuation,-1037057.49,99.0,100.0,75.0,1.0,24.25,829494.0,898518.0,1.083,409007.0,471768.0,847237.0,63.0,0.466,0.0,0.66,1.0,1.4,1.34,0.0,1,1.0,0.0,0.0,0.0,0.0,1.2616004321085322e-16,,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.444452,0.0,0.0,6.822835,,
INTC,SHORT,0.3190715378718691,3.190715378718691,0.0,1.9144,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,0.00015463950760776312,8e-06,4e-06,0.021946840434360876,141.92259645593384,45.522396,1,0,0.124095,0.39683,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.587319,0.076291,0.0,0.0,22.784014,,
