ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
AXTI,LONG,0.540894648109365,5.4089464810936505,6.61,6.1275,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.2,NEGATIVE,trend_continuation,-294652.22,,105.0,45.0,42.26,39.03,143338.0,95949.0,0.669,112628.0,23406.0,103253.0,11.7,1.346,1.98,0.63,1.0,1.4,0.91,0.69,False,default,2.5,False,7,1.0,4.282272302891498,0.000598,0.000233,219647.6918107671,128230.8061437706,6.129798,2.285107,1,0,0.258543,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.8e-05,9e-06,0.132846,0.206201,0.0,0.0,1.0,0.540894648109365,0.540894648109365,n/a,2026-08-10,2026-08-10,False,,,,
IE,LONG,0.5065163738543761,5.065163738543761,5.92,5.4686,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.8,NEUTRAL,ema_pullback,,,20.0,10.0,81.82,9.09,53183.0,11156.0,0.21,10587.0,17730.0,36022.0,87.9,0.894,1.85,0.28,1.0,1.2,1.39,0.19,False,default,2.5,False,1,1.0,99.0,0.000819,0.0,0.05345624786439522,0.0,102.564103,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.646074,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-10,2026-08-10,False,,,,
LOW,LONG,0.4844848128239495,4.844848128239495,5.79,5.2594,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.5,NEUTRAL,ema_pullback,,,230.0,190.0,5.08,13.19,60506.0,66661.0,1.102,32688.0,50934.0,43545.0,86.9,0.353,1.62,0.72,1.0,1.2,1.25,0.0,False,default,2.5,False,4,1.0,99.0,1.9e-05,0.0,0.00048191721003009016,0.0,2.900899,,0,0,0.00021,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.352121,0.0,0.0,0.0,1.0,0.4844848128239495,0.4844848128239495,n/a,2026-08-10,2026-08-10,False,,,,
RMD,LONG,0.47100469837707043,4.710046983770704,6.82,5.481,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",confirmation_volume,5.4,NEUTRAL,unknown,,,230.0,220.0,4.52,0.02,11046.0,11642.0,1.054,11118.0,5516.0,6054.0,52.9,0.316,1.89,0.75,1.0,1.4,1.5,0.28,False,sustained_trend,5.0,False,1,1.0,99.0,1e-05,0.0,7.347638386828887e-33,0.0,66.75,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.325121,0.0,0.0,0.0,1.0,0.47100469837707043,0.47100469837707043,n/a,2026-08-10,2026-08-10,False,,,,
DJT,LONG,0.46751789135014143,4.675178913501414,4.83,4.7866,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, trend_aligned","momentum_aligned, room_to_target",5.0,POSITIVE,ema_pullback,564503.03,9.39,25.0,5.0,166.24,46.75,299787.0,185429.0,0.619,33587.0,117905.0,333724.0,83.8,0.822,1.77,0.88,0.06,1.2,0.4,0.53,False,default,2.5,False,1,0.7,99.0,0.000323,0.0,0.002209440988278224,0.0,38.398773,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.011342,0.0,0.0,0.0,1.0,0.46751789135014143,0.46751789135014143,n/a,2026-08-10,2026-08-10,False,,,,
CMG,LONG,0.44366657485748123,4.436665748574812,1.63,4.3473,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",8.2,NEGATIVE,unknown,-7186559.79,,40.0,30.0,24.46,6.66,504465.0,338349.0,0.671,270424.0,177749.0,394641.0,32.3,0.365,0.0,0.49,1.0,0.0,0.02,0.12,False,default,2.5,False,1,1.0,99.0,3.9e-05,0.0,935179.331060883,0.0,2.46665,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.2e-05,0.0,0.517447,0.0,0.0,0.0,1.0,0.44366657485748123,0.44366657485748123,n/a,2026-08-10,2026-08-10,False,,,,
ESLT,LONG,0.4336468640167014,4.336468640167014,0.0,2.6019,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,1.5e-05,1.5e-05,0.01967833491696897,6.539865847696951e-12,20.666667,40.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.545522,0.701915,0.0,0.0,,,,,,,False,,,,
VST,LONG,0.4292510313343061,4.292510313343061,3.51,4.5793,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.9,NEGATIVE,bounce_and_fail,-25030839.7,142.92,165.0,110.0,15.49,23.01,267364.0,242504.0,0.907,117348.0,175506.0,217014.0,7.2,0.467,0.0,0.61,1.0,1.0,0.73,0.17,False,default,2.5,False,1,1.0,99.0,5.6e-05,0.0,1428630.1936656456,0.0,4.658642,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.189231,0.0,0.0,0.0,1.0,0.4292510313343061,0.4292510313343061,n/a,2026-08-10,2026-08-10,False,,,,
NTRA,LONG,0.38642609454179,3.8642609454179,6.48,4.7961,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,4.6,NEUTRAL,trend_continuation,,,330.0,180.0,3.66,43.46,18118.0,18876.0,1.042,16761.0,3606.0,16627.0,24.7,0.444,2.08,0.42,0.0,1.4,1.75,0.83,False,sustained_trend,5.0,False,1,0.7,99.0,1.2e-05,0.0,486857.1321280721,0.0,10.078947,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.366405,0.0,0.0,0.0,1.0,0.38642609454179,0.38642609454179,n/a,2026-08-10,2026-08-10,False,,,,
TLN,LONG,0.3762495138069229,3.762495138069229,4.61,4.5642,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.5,NEUTRAL,trend_continuation,,,370.0,310.0,7.81,9.67,56899.0,43948.0,0.772,22695.0,17354.0,60798.0,26.4,0.564,0.0,0.84,0.89,1.4,1.25,0.23,False,default,2.5,False,3,1.0,0.1032896366551154,0.000141,1.9e-05,0.010528522996825957,0.20386407267518517,15.84879,14.172414,0,1,3e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.591591,0.023463,0.0,0.0,1.0,0.3762495138069229,0.3762495138069229,n/a,2026-08-10,2026-08-10,False,,,,
