ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,source
CMG,SHORT,0.8360727205351575,9.660873013524075,8.0,8.9965,33.37,37.37,25.36,21.36,2.0,5,fresh
QQQ,SHORT,0.6333769520732364,6.748950321955879,8.0,7.2494,582.06,619.41,507.35,470.0,2.0,5,fresh
IWM,SHORT,0.6193837612295026,6.54792446801474,8.0,7.1288,242.22,268.75,189.15,162.62,2.0,5,fresh
HOOD,SHORT,0.6140001869381317,6.470584165058534,8.0,7.0824,70.89,79.4,53.88,45.37,2.0,5,fresh
ORCL,SHORT,0.5530184208293396,5.59452153261411,9.0,6.9567,149.68,167.64,113.76,95.8,2.0,5,fresh
LEU,SHORT,0.5436173471521615,5.459465926996855,9.0,6.8757,186.76,209.17,141.94,119.53,2.0,5,fresh
AMAT,LONG,0.5695074039858475,5.252130805895054,8.0,6.3513,357.06,314.21,442.75,485.6,2.0,5,fresh
