ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
UCO,LONG,0.49150912843931166,4.9150912843931165,6.92,5.7935,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.3,NEUTRAL,trend_continuation,,,55.0,35.0,20.14,23.55,60113.0,57773.0,0.961,46405.0,31486.0,39995.0,25.6,0.712,1.84,0.57,1.0,1.4,1.94,0.17,False,sustained_trend,5.0,False,2,1.0,99.0,0.003887,0.0,3.227005639638355e-42,0.0,6.689534,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.638125,0.0,0.0,0.0,1.0,0.49150912843931166,0.49150912843931166,n/a,2026-08-21,2026-08-21,False,,,,,
SIRI,LONG,0.48904653007000487,4.890465300700049,3.45,4.5002,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.1,POSITIVE,bounce_and_fail,22526134.91,,33.0,13.0,15.24,54.6,274571.0,101180.0,0.369,210598.0,6721.0,158432.0,18.8,0.309,0.0,0.72,1.0,1.0,0.73,0.0,False,default,2.5,False,1,1.0,99.0,6.6e-05,0.0,1.1855431301468213e-16,0.0,31.23155,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.295396,0.0,0.0,0.0,1.0,0.48904653007000487,0.48904653007000487,n/a,2026-08-21,2026-08-21,False,,,,,
SLS,LONG,0.48594600069352223,4.8594600069352225,8.12,5.8457,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.9,POSITIVE,trend_continuation,2990137.86,,30.0,5.0,100.67,66.56,679231.0,342459.0,0.504,268491.0,199278.0,553921.0,71.7,1.608,2.19,0.57,1.0,1.4,1.95,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,0.00061,0.0,1359873.5399545862,0.0,11.36456,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.005652,0.0,0.0,0.0,1.0,0.48594600069352223,0.48594600069352223,n/a,2026-08-21,2026-08-21,False,14.95,13.16,18.0,1.7,
MRNA,LONG,0.47495736438002395,4.74957364380024,7.55,4.8198,"wall_proximity (1.5%, 0.1 ATR to call wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,0.9,POSITIVE,trend_continuation,13594705.02,147.55,150.0,50.0,1.5,66.17,394872.0,603584.0,1.529,507234.0,53625.0,437597.0,97.1,0.986,2.51,0.14,1.0,1.4,1.5,1.0,False,sustained_trend,5.0,False,4,0.7,3.2232309857200203,7.2e-05,2.2e-05,1022990.8338376606,952141.6600639375,14.475056,1,1,0.509566,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.9e-05,1e-06,0.408148,0.074164,0.0,0.0,1.0,0.47495736438002395,0.47495736438002395,n/a,2026-08-21,2026-08-21,False,,,,,13.398148
DASH,LONG,0.43793682429720554,4.379368242972055,6.36,5.2177,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.6,NEUTRAL,trend_continuation,,,250.0,145.0,11.69,35.22,137704.0,79482.0,0.577,96140.0,1622.0,119424.0,9.4,0.383,2.39,0.64,0.0,1.4,1.7,0.24,False,sustained_trend,5.0,False,4,1.0,99.0,3.6e-05,3e-06,1630.9658895493321,0.00065392607553954,56.515568,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.263561,0.626534,0.0,0.0,1.0,0.43793682429720554,0.43793682429720554,n/a,2026-08-21,2026-08-21,False,,,,,
AXTI,LONG,0.41106634240266354,4.110663424026636,3.31,4.3083,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.3,NEGATIVE,ema_pullback,-399859.9,,100.0,45.0,43.12,35.6,177467.0,119466.0,0.673,171102.0,6748.0,119083.0,0.9,1.16,0.0,0.92,1.0,1.2,0.11,0.09,False,default,2.5,False,6,1.0,99.0,0.000862,0.000114,570.9934129982906,2.118178566745559e-08,5.971029,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.568154,0.206201,0.0,0.0,1.0,0.41106634240266354,0.41106634240266354,n/a,2026-08-21,2026-08-21,False,,,,,1.199161
ASST,LONG,0.4085509334813899,4.085509334813898,7.22,5.4688,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",none,6.3,POSITIVE,unknown,1903838.78,18.9,27.0,5.0,42.71,73.57,190222.0,78818.0,0.414,98237.0,62309.0,108494.0,38.7,1.044,1.84,0.02,1.0,1.4,1.95,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,0.000566,0.0,3.201746785748031e-67,0.0,627.75,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558563,0.0,0.0,0.0,1.0,0.4085509334813899,0.4085509334813899,n/a,2026-08-21,2026-08-21,False,18.92,16.65,22.78,1.7,
CIFR,LONG,0.40831452504386245,4.0831452504386245,2.79,4.1386,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.3,POSITIVE,unknown,1180313.18,15.6,20.0,15.0,28.12,3.91,1230716.0,473417.0,0.385,779859.0,150563.0,773711.0,42.3,1.053,0.0,0.54,1.0,0.0,0.37,0.88,False,default,2.5,False,1,0.7,99.0,9.4e-05,0.0,527156.1981283613,0.0,4.451049,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.9e-05,0.0,0.389003,0.0,0.0,0.0,1.0,0.40831452504386245,0.40831452504386245,n/a,2026-08-21,2026-08-21,False,,,,,
STX,LONG,0.3931112694236642,3.931112694236642,2.92,3.5816,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",3.7,POSITIVE,trend_continuation,45213443.08,850.24,1200.0,500.0,40.93,41.28,121629.0,172182.0,1.416,120360.0,18964.0,154487.0,9.8,0.701,0.0,0.9,0.31,1.4,0.26,0.05,False,default,2.5,False,14,1.0,9.98892270124279,2.7e-05,5e-06,2327.4800318781977,854.3557404001407,13.311471,1,0,0.05651,0.422369,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.380585,0.247754,0.0,0.0,1.0,0.3931112694236642,0.3931112694236642,n/a,2026-08-21,2026-08-21,False,,,,,4.033121
BURL,LONG,0.3885610274996428,3.8856102749964276,1.32,3.4788,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.7,NEUTRAL,unknown,,,480.0,305.0,45.86,7.32,7287.0,32412.0,4.448,23019.0,12405.0,4275.0,62.8,0.443,0.0,0.3,0.6,0.0,0.26,0.16,False,default,2.5,False,2,1.0,99.0,4.6e-05,0.0,3.185423767832873,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.106936,0.0,0.0,0.0,1.0,0.3885610274996428,0.3885610274996428,n/a,2026-08-21,2026-08-21,False,,,,,
