ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
CELH,LONG,0.27637838885187815,2.7637838885187813,1.59,3.3189,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",7.3,NEGATIVE,unknown,-165432.49,33.02,60.0,30.0,81.6,9.2,314461.0,142718.0,0.454,74125.0,133567.0,249487.0,99.6,0.833,0.0,0.23,1.0,0.0,0.06,0.29,1,1.0,99.0,8.3e-05,0.0,9.197319712340814e-13,0.0,2.60574,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.037806,0.0,0.0,0.0,,,
GOOGL,LONG,0.2756294108548152,2.756294108548152,5.56,4.3461,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.5,NEGATIVE,trend_continuation,-20028511.0,337.24,350.0,250.0,3.78,25.87,1481317.0,1224685.0,0.827,624978.0,629722.0,1451302.0,68.4,0.366,2.5,0.0,0.42,1.4,1.11,0.13,2,1.0,99.0,1e-06,0.0,0.0019818415618840534,0.0,3.452241,1,0,2.4e-05,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.125495,0.0,0.0,0.0,,,
CVNA,LONG,0.2746480540679874,2.7464805406798742,0.0,1.6479,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,0.005264305547919301,7e-06,5e-06,0.0017705046964507252,0.3363225558118509,4.937198,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.006374,0.095211,0.0,0.0,9.722222,,
EWZ,LONG,0.2703501901019236,2.7035019010192363,3.28,3.5758,price_validation_failed,"momentum_aligned, not_extended, trend_aligned","confirmation_volume, continuation_pattern, room_to_target",6.2,POSITIVE,unknown,186788489.73,41.39,45.0,25.0,8.75,39.58,3033576.0,1425578.0,0.47,473969.0,1606311.0,2378874.0,60.8,0.286,2.09,0.09,0.1,0.0,0.8,0.19,1,0.7,99.0,5.1e-05,0.0,0.00018748048424662198,0.0,41.074468,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.273707,0.0,0.0,0.0,,,
RDDT,LONG,0.2693179035143639,2.693179035143639,5.84,4.3586,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.3,NEGATIVE,trend_continuation,-604653.03,,220.0,115.0,37.06,28.35,219358.0,176711.0,0.806,84497.0,73983.0,237589.0,83.2,0.883,1.86,0.3,1.0,1.4,0.77,0.51,1,1.0,99.0,2.5e-05,0.0,3.756495682411785e-20,0.0,12.844828,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.167754,0.0,0.0,0.0,,,
AAOI,LONG,0.26410487753948775,2.6410487753948777,5.94,4.0825,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,4.9,NEUTRAL,trend_continuation,,,200.0,20.0,29.11,87.09,109028.0,98394.0,0.902,80763.0,54003.0,72656.0,95.7,1.565,2.63,0.19,0.04,1.4,1.03,0.64,1,1.0,99.0,3e-05,0.0,0.001191408324993753,0.0,8.568966,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.044233,0.0,0.0,0.0,,,
GEV,LONG,0.2607889081986033,2.6078890819860328,5.02,3.3099,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,2.5,NEUTRAL,trend_continuation,,,1000.0,600.0,0.34,39.8,78330.0,92077.0,1.176,54583.0,42455.0,73369.0,83.0,0.543,1.86,0.23,0.0,1.4,1.17,0.37,1,1.0,99.0,6e-06,0.0,1414845.6971593725,0.0,8.748387,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.099658,0.0,0.0,0.0,,,
MDB,LONG,0.25655562799084886,2.5655562799084883,4.79,3.9198,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.0,NEUTRAL,trend_continuation,,,500.0,250.0,88.32,5.84,101739.0,54523.0,0.536,62978.0,26153.0,67131.0,71.5,0.702,0.0,0.6,1.0,1.4,1.65,0.14,1,0.7,99.0,2.5e-05,0.0,5.039698196960309e-13,0.0,2.641509,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.199472,0.0,0.0,0.0,,,
SNDK,LONG,0.2548890922525916,2.548890922525916,5.24,3.5464,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.5,POSITIVE,trend_continuation,15069188.83,906.19,1000.0,250.0,10.12,72.47,262908.0,277640.0,1.056,225817.0,97363.0,217368.0,84.2,1.12,2.31,0.19,0.19,1.4,0.88,0.27,2,1.0,6.20760033392211,1.1e-05,2e-06,0.13028663723325365,0.020988245090665405,3.57377,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.727055,0.000127,0.0,0.0,8.5,,
TTD,LONG,0.2525278164567626,2.525278164567626,5.36,3.6506,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,3.9,POSITIVE,support_ema_confluence,2564255.9,23.88,30.0,20.0,25.55,16.3,584869.0,304821.0,0.521,214843.0,189881.0,484966.0,99.6,0.968,0.0,0.54,1.0,1.6,1.72,0.5,1,0.7,99.0,5.6e-05,0.0,6.989387791166292e-13,0.0,5.112078,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.067002,0.0,0.0,0.0,,,
SCHW,LONG,0.24800895617911908,2.480089561791191,3.27,3.621,price_validation_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.0,NEGATIVE,pullback_to_support,-16841536.35,,100.0,85.0,8.0,8.2,194776.0,246361.0,1.265,146119.0,113975.0,181043.0,62.2,0.296,0.0,0.64,0.51,1.4,0.4,0.32,1,0.7,99.0,4e-06,0.0,0.5479171635108251,0.0,2.686667,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.435781,0.0,0.0,0.0,,,
QBTS,LONG,0.24301596942657244,2.4301596942657246,6.79,4.1521,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.5,POSITIVE,trend_continuation,1211944.56,20.85,30.0,5.0,43.78,76.04,294228.0,204997.0,0.697,150845.0,92947.0,255433.0,76.9,1.081,2.23,0.0,1.0,1.4,1.31,0.85,1,1.0,99.0,3.2e-05,0.0,0.015051967725821647,0.0,2.417592,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.109074,0.0,0.0,0.0,,,
VST,LONG,0.22329025740565894,2.2329025740565895,0.0,1.3397,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,1.8069889080433272e-23,1.6e-05,1.4e-05,6.698381719115944e-25,0.037069301805339766,1.960912,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.425939,0.702832,0.0,0.0,27.1,,
SOXL,LONG,0.20504946187314607,2.0504946187314608,0.0,1.2303,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7,99.0,5.9e-05,0.0,0.05843465374859861,0.0,2.2263,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.434484,0.0,0.0,0.0,,,
CRM,LONG,0.19004262955231466,1.9004262955231466,0.0,1.1403,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,1.7080961488469755,5e-06,8e-06,6.537213359046573e-08,1.2757309482567126e-08,1.52203,0,2,0.0,0.37078,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.216541,0.391769,0.0,0.0,2.928721,,
CRWD,LONG,0.1802560378837228,1.802560378837228,6.85,4.1363,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.9,NEGATIVE,trend_continuation,-8837296.95,,470.0,300.0,3.37,34.02,196205.0,166321.0,0.848,94242.0,82881.0,185403.0,67.8,0.486,1.61,0.32,1.0,1.4,1.84,0.68,1,1.0,99.0,9e-06,0.0,9.28865230118976e-08,0.0,1.836735,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.332835,0.0,0.0,0.0,,,
MRVL,LONG,0.1789287409602737,1.789287409602737,0.0,1.0736,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7,99.0,5e-06,0.0,9.093347600780968,0.0,1.615108,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.352824,0.0,0.0,0.0,,,
CIFR,LONG,0.1672593176347302,1.672593176347302,0.0,1.0036,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.00020279843303717813,6.6e-05,0.000105,10.334950266397076,50961.68698947696,1.477337,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2e-06,0.071666,0.375759,0.0,0.0,2.148952,,
ONDS,LONG,0.15423175693523683,1.5423175693523683,7.25,4.0462,weak_relative_strength (-5.3% vs SPY),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.5,POSITIVE,trend_continuation,7337215.33,11.0,12.0,5.0,9.14,54.52,1100555.0,536484.0,0.487,564889.0,475771.0,596379.0,23.9,1.152,1.59,0.57,1.0,1.4,1.69,1.0,1,0.7,99.0,0.000172,0.0,0.8437249916069016,0.0,1.96531,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.176227,0.0,0.0,0.0,,,
SEI,SHORT,0.5114994530821066,5.1149945308210665,4.02,5.1235,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.8,NEUTRAL,bounce_and_fail,,,65.0,60.0,0.11,7.59,17301.0,18377.0,1.062,20871.0,2718.0,12089.0,57.1,0.96,0.0,0.6,1.0,1.0,1.28,0.14,1,1.0,0.0,0.0,0.000652,0.0,0.1828099307175686,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.181873,0.0,0.0,58.402299,,
WSM,SHORT,0.5114994530821066,5.1149945308210665,1.73,4.7565,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",8.4,NEUTRAL,unknown,,,230.0,180.0,12.35,12.07,6354.0,8463.0,1.332,3401.0,5574.0,5842.0,43.8,0.404,0.0,0.09,1.0,0.0,0.41,0.23,1,1.0,0.0,0.0,6.1e-05,0.0,1.4894550022750643e-18,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.45224,0.0,0.0,9.803922,,
KTOS,SHORT,0.46064960786933246,4.606496078693325,6.22,5.2892,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned",room_to_target,5.6,NEUTRAL,resistance_ema_confluence,,,90.0,65.0,30.7,5.61,48294.0,31241.0,0.647,42935.0,1822.0,34778.0,70.4,0.808,1.7,0.48,0.15,1.6,1.88,0.41,1,1.0,0.0,0.0,5.3e-05,0.0,577420.2723138974,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.2e-05,0.0,0.664488,0.0,0.0,82.714286,,
HPQ,SHORT,0.4161554123593887,4.161554123593887,1.81,3.3238,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.5,POSITIVE,unknown,2494466.41,21.07,23.0,18.0,9.08,14.63,151912.0,161919.0,1.066,122219.0,56687.0,134925.0,93.8,0.517,0.0,0.0,1.0,0.0,0.06,0.75,1,1.0,0.0,0.0,3.6e-05,0.0,0.0002414511500762591,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.253984,0.0,0.0,10.056381,,
APLD,SHORT,0.4073413458954183,4.0734134589541835,0.0,2.444,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,1.0156768740688138e-08,0.000291,0.000166,0.003063053551447982,301577.5616882319,7.89487,2,0,0.0,0.085222,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.9e-05,0.410047,0.594915,0.0,0.0,5.97567,,
CRM,SHORT,0.3620716602215974,3.6207166022159742,4.4,4.3504,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned,6.1,NEGATIVE,ema_rally,-6459739.42,,200.0,180.0,5.0,5.5,476244.0,369798.0,0.776,231684.0,218037.0,396321.0,83.3,0.464,1.54,0.49,0.38,1.2,0.3,0.5,4,1.0,1.7080961488469755,5e-06,8e-06,6.537213359046573e-08,1.2757309482567126e-08,1.52203,0,2,0.0,0.37078,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.216541,0.391769,0.0,0.0,2.928721,,
CAVA,SHORT,0.3175384179092241,3.175384179092241,2.78,3.5617,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",5.7,NEUTRAL,bounce_and_fail,,,135.0,65.0,41.43,31.91,73580.0,42613.0,0.579,18198.0,30288.0,67707.0,79.4,0.697,0.0,0.0,1.0,1.0,0.59,0.2,1,1.0,0.0,0.0,5.2e-05,0.0,1.2028673961630497e-10,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.377228,0.0,0.0,4.495536,,
INTC,SHORT,0.31530135708259655,3.1530135708259657,0.0,1.8918,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,0.00015463950760776277,8e-06,4e-06,0.001839787174711819,11.897264826905484,45.522396,1,0,0.124095,0.39683,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.587319,0.076291,0.0,0.0,22.784014,,
IWM,SHORT,0.3100587197066239,3.100587197066239,0.0,1.8604,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4655233362543278,1.7e-05,1.3e-05,311146.69947023067,849243.9302003284,23.641631,0,1,0.599104,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7e-06,5e-06,0.445784,0.432526,0.0,0.0,8.695279,,
STX,SHORT,0.30554208996315335,3.0554208996315335,0.0,1.8333,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,0.0004570315829312374,3.5e-05,8e-06,0.0017326997208406008,5.6868051975566445,4.099745,1,0,3.3e-05,0.48894,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.094002,0.55101,0.0,0.0,118.75,,
CRCL,SHORT,0.28818786046235195,2.8818786046235196,0.0,1.7291,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,14.084415558549313,3e-05,2.2e-05,0.002242382125637944,0.00015921016504492487,6.093117,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.852464,0.546425,0.0,0.0,5.478417,,
VST,SHORT,0.27569109742856124,2.7569109742856126,0.0,1.6541,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,1.8069889080433272e-23,1.6e-05,1.4e-05,6.698381719115944e-25,0.037069301805339766,1.960912,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.425939,0.702832,0.0,0.0,27.1,,
CVNA,SHORT,0.2747718804697419,2.747718804697419,0.0,1.6486,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,0.005264305547919301,7e-06,5e-06,0.0017705046964507252,0.3363225558118509,4.937198,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.006374,0.095211,0.0,0.0,9.722222,,
