ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
NXE,LONG,0.6785609122844682,6.785609122844683,5.2,5.9728,price_validation_failed,"confirmation_volume, hammer_at_support, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.1,POSITIVE,unknown,1300137.26,,15.0,9.0,23.15,26.11,177789.0,81586.0,0.459,74175.0,72906.0,112294.0,69.7,0.728,1.51,0.93,0.5,1.2,0.69,0.38,False,default,2.5,False,1,1.0,99.0,8.2e-05,0.0,369875.49826415605,0.0,2.32849,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.2e-05,0.0,0.255265,0.0,0.0,0.0,1.0,0.6785609122844682,0.6785609122844682,n/a,2026-05-13,2026-05-13,False,,,,,
WOLF,LONG,0.5396033086646155,5.396033086646154,7.73,5.977,poor_rr (0.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.8,NEUTRAL,trend_continuation,,,65.0,15.0,3.83,76.04,125203.0,123755.0,0.988,45550.0,79280.0,124128.0,75.3,1.385,2.86,0.19,1.0,1.4,1.28,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,0.000103,0.0,232289.98112628562,0.0,37.813187,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.010702,0.0,0.0,0.0,1.0,0.5396033086646155,0.5396033086646155,n/a,2026-05-13,2026-05-13,False,62.6,55.09,65.0,0.32,
BWA,LONG,0.5065163738543761,5.065163738543761,7.54,5.5546,poor_rr (0.4:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.8,NEUTRAL,trend_continuation,,,70.0,55.0,4.68,17.75,44965.0,13497.0,0.3,29490.0,20073.0,8899.0,97.9,0.529,2.31,0.27,1.0,1.4,1.56,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,5.4e-05,0.0,9.301771837763136e-11,0.0,833.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.173028,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-13,2026-05-13,False,66.87,58.85,70.0,0.39,
CENX,LONG,0.5018353239875968,5.018353239875967,7.38,5.5032,weak_relative_strength (-7.7% vs SPY),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.9,NEUTRAL,trend_continuation,,,65.0,45.0,1.03,30.06,35294.0,12002.0,0.34,6233.0,26621.0,14442.0,86.0,0.838,1.53,0.82,1.0,1.4,1.76,0.87,False,sustained_trend,5.0,False,1,1.0,99.0,0.000133,0.0,1.900404806416345e-26,0.0,26.338346,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.196359,0.0,0.0,0.0,1.0,0.5018353239875968,0.5018353239875968,n/a,2026-05-13,2026-05-13,False,,,,,
MTSI,LONG,0.4808020881400903,4.808020881400903,0.0,2.8848,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,0.7,7.402325967900823e-12,2.7e-05,8.1e-05,5.06457737676636e-06,171046.82361761047,52.875,0,1,0.0,0.422033,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1.3e-05,0.419099,0.534436,0.0,0.0,,,,,,,False,,,,,100.503472
TSM,LONG,0.4704503531721309,4.7045035317213095,5.35,4.7173,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,3.8,NEGATIVE,ema_pullback,-73826424.12,,400.0,300.0,0.05,24.96,803157.0,1056265.0,1.315,482015.0,449672.0,927735.0,78.4,0.446,1.95,0.82,0.37,1.2,0.81,0.2,False,default,2.5,False,7,1.0,99.0,1e-05,1e-06,42545.61022877897,2.855646839067493e-09,48.998527,5,0,0.676903,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.457346,0.355049,0.0,0.0,1.0,0.4704503531721309,0.4704503531721309,n/a,2026-05-13,2026-05-13,False,,,,,1.663443
MRVL,LONG,0.46978953253972366,4.697895325397237,7.74,4.9909,"wall_proximity (1.2%, 0.2 ATR to call wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,1.6,POSITIVE,trend_continuation,49489945.05,177.73,180.0,75.0,1.15,57.85,619079.0,802621.0,1.296,353948.0,476322.0,591430.0,100.0,0.983,2.64,0.57,1.0,1.4,1.64,0.48,False,sustained_trend,5.0,False,10,1.0,99.0,5.1e-05,1e-05,89244.72677864363,5.93333109930414e-05,10.016777,4,0,0.416976,0.637549,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.408054,0.118098,0.0,0.0,1.0,0.46978953253972366,0.46978953253972366,n/a,2026-05-13,2026-05-13,False,,,,,11.02173
TLN,LONG,0.3735699314993736,3.7356993149937363,4.04,4.2398,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",5.8,NEUTRAL,ema_pullback,,,370.0,260.0,5.4,25.93,41399.0,29605.0,0.715,18155.0,13291.0,39558.0,67.7,0.585,0.0,0.67,0.8,1.2,0.37,1.0,False,default,2.5,False,2,1.0,99.0,3.2e-05,1.7e-05,256645.3168585164,0.0005387918782004646,31.2,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.2e-05,0.0,0.826075,0.772291,0.0,0.0,1.0,0.3735699314993736,0.3735699314993736,n/a,2026-05-13,2026-05-13,False,,,,,5.470588
WIX,LONG,0.3679104321253332,3.679104321253332,2.24,3.5516,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.2,NEUTRAL,unknown,,,120.0,55.0,116.92,0.58,32966.0,29059.0,0.881,20415.0,19188.0,22422.0,82.3,0.819,0.0,0.0,1.0,0.0,0.24,1.0,True,default,2.5,False,1,1.0,99.0,0.000156,0.0,1.6152284508777725e-20,0.0,9.5,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.533409,0.0,0.0,0.0,1.0,0.3679104321253332,0.3679104321253332,n/a,2026-05-13,2026-05-13,False,,,,,
PL,LONG,0.3520216035631783,3.520216035631783,5.92,4.3361,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.0,POSITIVE,trend_continuation,784428.45,,45.0,25.0,10.46,38.64,162919.0,109040.0,0.669,100067.0,54796.0,117096.0,100.0,1.363,2.04,0.83,0.07,1.4,1.42,0.18,False,sustained_trend,5.0,False,2,1.0,99.0,0.000142,0.0,2.742944261114887e-19,0.0,60.641765,0,0,0.002479,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.054346,0.0,0.0,0.0,1.0,0.3520216035631783,0.3520216035631783,n/a,2026-05-13,2026-05-13,False,,,,,
