ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
DELL,LONG,0.8698041574884919,8.69804157488492,0.0,5.2188,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.151139905056346,25.0,1.0,4.014427464290453,0.002091,0.000168,40979.08341842798,40831.80855347302,9.634443,6.578731,8.0,0.0,0.792801,0.623451,,,,
INTU,LONG,0.8249117316508364,8.249117316508364,0.0,4.9495,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.63,0.0,0.0,0.0,0.0,1.9368141548547932,17.0,1.0,26.2358462349055,0.002185,5.6e-05,131531.39446793814,37600.67236547018,8.271117,0.371868,4.0,1.0,0.806168,0.468156,,,,
ARM,LONG,0.7710273294881275,7.710273294881275,0.0,4.6262,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0478061666881184,21.0,1.0,4.776222135326553,0.00334,0.000698,102848.24364300737,91516.89831379591,1.87049,0.375817,3.0,1.0,0.836001,0.639607,,,,
PDD,LONG,0.7476102926390336,7.476102926390336,0.0,4.4857,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.67,0.0,0.0,0.0,0.0,7.923722700947753,18.0,1.0,1.5336649894058203,0.00401,0.001284,76391.6087205969,49809.8406420511,1.386697,0.797517,3.0,4.0,0.46454,0.612689,,,,
LUV,LONG,0.7352480217755389,7.35248021775539,0.0,4.4115,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.47,0.0,0.0,0.0,0.0,20040851.78908321,3.0,1.0,99.0,0.00363,0.0,422650.26945264573,0.0,212.550995,,0.0,0.0,0.138213,0.0,,,,
KWEB,LONG,0.7105880933851175,7.105880933851175,0.0,4.2635,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.39,0.0,0.0,0.0,0.0,13.42777079977499,13.0,1.0,78.34145036540444,0.001975,0.000176,54243.81651043431,3808.213779753253,0.877163,1.170706,5.0,1.0,0.771099,0.306442,,,,
SATS,LONG,0.704207449735605,7.04207449735605,7.59,7.638,poor_rr (1.9:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none,9.2,NEGATIVE,structural_breakout,-1734288.93,120.64,150.0,85.0,24.35,29.53,242679.0,114514.0,0.472,68776.0,99734.0,188683.0,1.52,0.66,1.0,2.0,1.61,0.8,0.8088944444480268,6.0,1.0,8.682738737546307,0.006662,0.000797,854677.6940224872,196868.2278384468,3.519953,0.519439,0.0,0.0,0.508175,0.432648,120.62,112.89,135.57,1.93
ONON,LONG,0.7012471031419895,7.012471031419895,0.0,4.2075,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2502577822.5185933,2.0,1.0,99.0,0.003414,0.000304,709209.2447722319,0.00028339148472852845,3294.0,0.538747,0.0,0.0,0.0,0.0,,,,
WULF,LONG,0.6482769642458245,6.482769642458245,5.15,5.9464,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, trend_aligned",room_to_target,5.8,POSITIVE,ema_pullback,9302679.78,16.71,20.0,11.0,19.65,34.19,1124384.0,601640.0,0.535,611046.0,523626.0,591352.0,1.56,0.61,0.0,1.2,1.37,0.42,1.2731292484940455,6.0,1.0,29.36549441155955,0.001535,5.7e-05,104367.10460540978,17770.363941893364,12.701623,0.109231,1.0,0.0,0.681511,0.0,,,,
DDOG,LONG,0.6447968000265032,6.447968000265032,0.0,3.8688,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.97,0.0,0.0,0.0,0.0,13.697076086564076,6.0,1.0,99.0,0.000935,0.000402,61888.800588275386,374.64542029503804,2.991797,1.185534,1.0,0.0,0.570349,0.445388,,,,
