ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
CORZ,LONG,0.3067210618152786,3.067210618152786,3.6,3.4536,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.2,POSITIVE,bounce_and_fail,2696364.35,18.09,30.0,12.0,65.7,33.72,1038748.0,482032.0,0.464,775971.0,119401.0,625408.0,2.7,0.721,0.0,0.55,1.0,1.0,0.87,0.17,False,default,2.5,False,,,,,1,1.0,99.0,0.000205,0.0,0.0003139460421234366,0.0,298.507463,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.013224,0.0,0.0,0.0,1.0,0.3067210618152786,0.3067210618152786,n/a,2026-08-25,2026-08-25,False
SE,LONG,0.2981081266046228,2.9810812660462283,6.36,3.9385,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,2.7,POSITIVE,ema_pullback,5382082.16,118.17,120.0,100.0,1.63,15.31,146627.0,94236.0,0.643,63358.0,53128.0,124377.0,15.7,0.433,1.95,0.79,1.0,1.2,1.33,0.1,False,default,2.5,False,,,,,1,1.0,99.0,8e-06,0.0,2.318683120762486e-09,0.0,3.343949,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.447862,0.0,0.0,0.0,1.0,0.2981081266046228,0.2981081266046228,n/a,2026-08-25,2026-08-25,False
IBIT,LONG,0.29517493312590165,2.9517493312590166,0.0,1.771,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.9362804430851963,2.7e-05,2.8e-05,25.45318576476102,27.18542927254641,6.064815,2.770983,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.395924,0.327884,0.0,0.0,,,,,,,False
FSLR,LONG,0.29358067877241956,2.9358067877241956,1.62,3.3139,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.8,NEGATIVE,unknown,-27771793.37,207.15,410.0,180.0,97.83,13.15,352298.0,233209.0,0.662,96025.0,20242.0,469240.0,9.7,0.494,0.0,0.52,1.0,0.0,0.1,0.0,False,default,2.5,False,,,,,2,0.7,99.0,3e-05,0.0,6.68804406232658e-05,0.0,64.311594,,0,0,0.439933,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.132169,0.0,0.0,0.0,1.0,0.29358067877241956,0.29358067877241956,n/a,2026-08-25,2026-08-25,False
CDE,LONG,0.29059586470614795,2.9059586470614795,6.58,4.287,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.3,POSITIVE,trend_continuation,4829892.43,21.04,25.0,15.0,18.82,28.71,342019.0,121120.0,0.354,117293.0,71781.0,274065.0,5.6,0.645,2.22,0.57,1.0,1.4,1.27,0.13,False,sustained_trend,5.0,False,,,,,1,0.7,99.0,2.7e-05,0.0,2.7904578294758715e-20,0.0,1.208472,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.062137,0.0,0.0,0.0,1.0,0.29059586470614795,0.29059586470614795,n/a,2026-08-25,2026-08-25,False
RIOT,LONG,0.2816083044541864,2.816083044541864,4.82,3.714,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,4.3,POSITIVE,retest_and_confirm,5160385.7,20.69,25.0,11.0,19.9,47.24,520976.0,397198.0,0.762,414907.0,154940.0,348327.0,77.8,0.931,0.0,0.91,0.76,1.4,1.38,0.37,False,default,2.5,False,,,,,1,1.0,99.0,0.000113,0.0,0.04882092408006162,0.0,3900.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.000126,0.0,0.0,0.0,1.0,0.2816083044541864,0.2816083044541864,n/a,2026-08-25,2026-08-25,False
GDX,LONG,0.27960258257819903,2.7960258257819905,7.43,4.427,poor_rr (0.5:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.0,POSITIVE,trend_continuation,62748680.48,103.76,110.0,70.0,5.97,32.56,987828.0,1528604.0,1.547,887928.0,296368.0,1332136.0,70.2,0.486,2.69,0.27,0.32,1.4,1.84,0.91,False,sustained_trend,5.0,False,103.8,91.34,110.0,0.5,1,1.0,99.0,0.0,0.0,0.6148291721653422,0.0,9.018692,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.502717,0.0,0.0,0.0,1.0,0.27960258257819903,0.27960258257819903,n/a,2026-08-25,2026-08-25,False
CRCL,LONG,0.27781667748908023,2.7781667748908023,8.02,4.8751,poor_rr (0.8:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.4,POSITIVE,trend_continuation,10757303.67,90.56,100.0,60.0,9.63,34.22,431425.0,339374.0,0.787,279846.0,108704.0,382249.0,57.0,0.863,2.35,0.45,1.0,1.4,1.82,1.0,False,sustained_trend,5.0,False,91.21,80.27,100.0,0.8,1,1.0,99.0,1.9e-05,0.0,5.575696819717193,0.0,1.22252,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.72367,0.0,0.0,0.0,1.0,0.27781667748908023,0.27781667748908023,n/a,2026-08-25,2026-08-25,False
RKLB,LONG,0.2750902046684025,2.750902046684025,2.41,3.2985,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.0,NEGATIVE,unknown,-5216271.33,,90.0,60.0,33.81,10.79,579632.0,455052.0,0.785,226278.0,115989.0,692417.0,2.0,0.733,0.0,0.45,1.0,0.0,0.11,0.84,False,default,2.5,False,,,,,3,1.0,0.6788479122444845,3.6e-05,1.7e-05,1.8201120450652944e-19,5.36235587452109e-19,1.919527,1.025868,1,0,0.015528,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.006469,0.161584,0.0,0.0,1.0,0.2750902046684025,0.2750902046684025,n/a,2026-08-25,2026-08-25,False
GE,LONG,0.27471608821568705,2.7471608821568703,0.0,1.6483,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,4.701690045108127e-18,2e-06,8e-06,4.804189313101175e-37,2.554501289435111e-20,10.703704,2.395087,0,0,0.0,0.377897,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.485422,0.46878,0.0,0.0,,,,,,,False
CSCO,LONG,0.2743166389958435,2.7431663899584353,0.0,1.6459,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,1e-06,7e-06,8.221162008213247e-34,6.650903039830468e-38,1.475789,1.682822,0,1,0.0,0.145133,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.137418,0.786294,0.0,0.0,,,,,,,False
W,LONG,0.2734013788069827,2.7340137880698268,0.0,1.6404,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,2.1918224259076906e-11,2.3e-05,2.1e-05,3.9618867582898615e-19,1.8075765223768714e-08,13.076923,9.285714,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.511184,0.627355,0.0,0.0,,,,,,,False
RDDT,LONG,0.26808894549761153,2.680889454976115,4.81,4.2034,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.1,NEGATIVE,bounce_and_fail,-11599836.39,,220.0,115.0,38.96,27.36,284692.0,231650.0,0.814,147117.0,60839.0,308386.0,12.3,0.596,0.0,0.91,0.87,1.0,1.92,0.11,False,default,2.5,False,,,,,1,1.0,99.0,3.3e-05,0.0,57642.691186882636,0.0,4.672897,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.707403,0.0,0.0,0.0,1.0,0.26808894549761153,0.26808894549761153,n/a,2026-08-25,2026-08-25,False
BMNR,LONG,0.26217527504507165,2.6217527504507165,8.19,5.0879,poor_rr (1.5:1),"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target, trend_aligned",none,6.6,POSITIVE,pullback_to_support,12219998.69,,30.0,15.0,18.49,40.76,1064882.0,413063.0,0.388,386802.0,180699.0,910444.0,45.7,0.843,2.67,0.17,1.0,1.4,1.94,1.0,False,sustained_trend,5.0,False,25.32,22.28,30.0,1.54,1,1.0,99.0,3.1e-05,0.0,0.0303649527058357,0.0,19.900862,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.525667,0.0,0.0,0.0,1.0,0.26217527504507165,0.26217527504507165,n/a,2026-08-25,2026-08-25,False
HOOD,LONG,0.2573103157861558,2.573103157861558,0.0,1.5439,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,1.9e-05,5.8e-05,3.0478833867827415,3.0794085185390606e-08,1.754459,1.411822,0,0,0.0,0.190733,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.768924,0.297928,0.0,0.0,,,,,,,False
AXP,LONG,0.25256586668198167,2.5256586668198167,4.18,3.3968,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,4.4,POSITIVE,trend_continuation,328170.99,336.58,480.0,300.0,42.55,10.91,143712.0,100811.0,0.701,74016.0,26124.0,144383.0,12.5,0.248,0.0,0.84,0.72,1.4,0.79,0.42,False,default,2.5,False,,,,,1,1.0,99.0,2e-06,0.0,34577.78147814664,0.0,2.781931,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.461472,0.0,0.0,0.0,1.0,0.25256586668198167,0.25256586668198167,n/a,2026-08-25,2026-08-25,False
ORCL,LONG,0.2519459574388987,2.519459574388987,4.67,3.9607,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.5,NEGATIVE,ema_pullback,-74390599.46,145.58,200.0,120.0,37.36,17.58,1526198.0,1355623.0,0.888,795243.0,428726.0,1657852.0,75.2,0.693,0.0,0.87,1.0,1.2,1.5,0.1,False,default,2.5,False,,,,,2,1.0,99.0,1.3e-05,3e-06,1.0387053372599784e-09,8.194601503452125e-20,5.076336,284.25,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.343718,0.515223,0.0,0.0,1.0,0.2519459574388987,0.2519459574388987,n/a,2026-08-25,2026-08-25,False
IREN,LONG,0.24385005542350974,2.4385005542350973,0.0,1.4631,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,4.6e-05,6.8e-05,2.1433900706607714e-09,4.473570693669188e-21,1.569347,2.962406,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.001979,0.532372,0.0,0.0,,,,,,,False
META,LONG,0.24216935163324138,2.4216935163324136,4.86,3.8688,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.0,POSITIVE,trend_continuation,433110343.86,,750.0,500.0,32.79,11.48,2212261.0,1002089.0,0.453,838324.0,528912.0,1847114.0,52.3,0.352,0.0,0.8,0.72,1.4,1.76,0.18,False,default,2.5,False,,,,,1,1.0,99.0,0.0,0.0,0.002049618534961593,0.0,1.473193,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.225458,0.0,0.0,0.0,1.0,0.24216935163324138,0.24216935163324138,n/a,2026-08-25,2026-08-25,False
BE,LONG,0.23498880311358095,2.3498880311358095,4.57,3.2059,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",3.3,POSITIVE,unknown,8653233.81,211.51,250.0,80.0,17.97,62.25,438976.0,457406.0,1.042,338275.0,140564.0,417543.0,4.5,0.913,0.0,0.93,1.0,0.0,1.65,1.0,False,default,2.5,False,,,,,1,0.7,99.0,9e-06,0.0,1.6984261687584747e-16,0.0,1.45977,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.426065,0.0,0.0,0.0,1.0,0.23498880311358095,0.23498880311358095,n/a,2026-08-25,2026-08-25,False
DRAM,LONG,0.21731957034468782,2.1731957034468783,0.0,1.3039,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,0.0,0.0,18262.08464604301,3.3614563731283025,1.715447,4.376228,0,0,0.0,0.062382,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.053493,0.164565,0.0,0.0,,,,,,,False
DXYZ,SHORT,0.5146929516791289,5.146929516791289,2.94,4.3555,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",4.5,POSITIVE,unknown,1641744.47,33.71,40.0,25.0,18.73,25.79,72350.0,21651.0,0.299,52211.0,1326.0,40464.0,67.2,0.964,0.0,0.41,1.0,0.0,0.65,0.88,False,default,2.5,False,,,,,1,1.0,0.0,0.0,0.002548,0.0,347509.1615823126,,3.412393,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.00105,0.0,0.428523,0.0,0.0,1.0,0.5146929516791289,0.5146929516791289,n/a,2026-08-25,2026-08-25,False
PAAS,SHORT,0.5129067173702617,5.129067173702618,3.76,4.5325,price_validation_failed,"confirmation_volume, not_extended, pullback_to_resistance, room_to_target","momentum_aligned, trend_aligned",4.2,POSITIVE,pullback_to_resistance,4163347.68,53.09,60.0,50.0,12.87,5.94,179313.0,65325.0,0.364,37465.0,53124.0,154049.0,4.5,0.52,0.0,0.27,1.0,1.4,0.23,0.87,False,default,2.5,False,,,,,1,1.0,0.0,0.0,4.2e-05,0.0,877818.6419922545,,3.630384,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,6e-06,0.0,0.147193,0.0,0.0,1.0,0.5129067173702617,0.5129067173702617,n/a,2026-08-25,2026-08-25,False
TRGP,SHORT,0.4978454453170633,4.978454453170633,3.23,4.5982,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.7,POSITIVE,unknown,6625891.04,292.03,320.0,250.0,9.65,14.33,10206.0,2199.0,0.215,5222.0,1913.0,5270.0,50.0,0.326,0.0,0.55,1.0,0.0,1.63,0.05,False,default,2.5,False,,,,,1,0.7,0.0,0.0,1.3e-05,0.0,62148.019085939195,,43.777778,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.506792,0.0,0.0,1.0,0.4978454453170633,0.4978454453170633,n/a,2026-08-25,2026-08-25,False
GE,SHORT,0.3929964622075006,3.929964622075006,6.55,4.77,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.2,NEGATIVE,trend_continuation,-3326935.12,345.5,400.0,340.0,15.74,1.62,109497.0,102721.0,0.938,80961.0,24487.0,106770.0,13.5,0.304,1.7,0.49,1.0,1.4,1.7,0.27,False,default,2.5,False,,,,,5,1.0,4.701690045108127e-18,2e-06,8e-06,4.804189313101175e-37,2.554501289435111e-20,10.703704,2.395087,0,0,0.0,0.377897,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.485422,0.46878,0.0,0.0,1.0,0.3929964622075006,0.3929964622075006,n/a,2026-08-25,2026-08-25,False
