ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,entry_price,stop_price,target_1,rr_ratio,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
KORU,LONG,0.8692091235675178,8.692091235675178,7.58,7.4,poor_rr (0.2:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,3.9,NEUTRAL,flag_breakout,,,450.0,320.0,2.63,27.02,5808.0,8480.0,1.46,7793.0,5739.0,756.0,74.8,1.484,1.8,0.49,1.0,1.6,1.94,0.75,438.46,385.84,450.0,0.22,200377172681502.9,35,1.0,3.3739023944122803,0.003661,0.000313,30644.195783478277,96882.29933141696,170.857352,25.767857,29,1,0.121995,0.381616
BTDR,LONG,0.8306418571428571,8.306418571428571,0.0,4.9839,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,13.912379606453651,10,1.0,5.710519892998545,0.000797,0.000125,210107.87049304068,85850.62428697152,13.6828,0.111006,1,2,0.213986,0.419571
USO,LONG,0.7920617380952382,7.920617380952382,6.12,6.4963,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,3.5,POSITIVE,ema_pullback,22057041.58,124.2,150.0,80.0,20.84,35.55,738451.0,1094509.0,1.482,763587.0,401279.0,668094.0,83.3,0.719,2.35,0.9,0.81,1.2,0.78,0.07,,,,,3.242367773381912,5,1.0,4.423605157319699,0.000391,9.3e-05,153838.6118651555,52165.125410413326,27.597468,1.916629,2,2,0.245531,0.468723
SMR,LONG,0.7133185909886007,7.1331859098860075,5.68,6.8306,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,7.8,NEGATIVE,ema_pullback,-41141.36,10.64,20.0,10.0,87.44,6.28,293804.0,181806.0,0.619,128627.0,163880.0,183103.0,77.0,1.12,0.0,0.97,1.0,1.2,1.51,1.0,,,,,154115.60938362358,11,1.0,1.5605692264700126,0.000432,6.1e-05,12669.764930610374,36534.06796743742,3.225588,0.464494,0,0,0.286009,0.0
DUOL,LONG,0.6854716000000001,6.854716000000001,4.62,6.0534,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,6.2,NEUTRAL,pullback_to_support,,,100.0,60.0,5.73,36.56,76941.0,47576.0,0.618,33486.0,42999.0,48032.0,84.3,0.951,0.0,0.83,1.0,1.4,0.89,0.5,,,,,43301.13657425419,15,1.0,99.0,0.00047,7.1e-05,123.6422249987266,0.004632481542048493,2.75786,3.376371,0,0,7e-05,0.431275
BMNR,LONG,0.6772158891029614,6.772158891029614,5.72,5.9221,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,4.1,POSITIVE,flag_breakout,12434986.08,22.5,30.0,20.0,33.39,11.07,1063589.0,449902.0,0.423,473031.0,347627.0,692833.0,3.9,0.867,0.0,0.62,1.0,1.6,1.5,1.0,,,,,9.032476087762483,6,1.0,99.0,0.000144,3e-06,115073.36230868187,2482.153288735333,57.128423,0.061914,0,0,0.157432,0.0
URA,LONG,0.6709449523809524,6.709449523809524,0.0,4.0257,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,876.6098765402669,10,1.0,99.0,0.000149,0.000386,1.1263585584444136,0.014911589283058569,3.722177,8.564394,0,0,0.439896,0.139525
SPXS,LONG,0.67,6.7,0.0,4.02,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7167.774490057681,6,1.0,99.0,0.001328,0.00026,0.3028482660660737,0.0001947257228135901,8.397471,2.641939,4,2,8.2e-05,0.475621
APLD,LONG,0.6349878065712621,6.349878065712621,5.67,6.0359,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.8,POSITIVE,retest_and_confirm,6622698.46,30.63,40.0,25.0,30.72,18.3,510000.0,223358.0,0.438,223926.0,144151.0,365281.0,27.0,1.031,0.0,0.48,1.0,1.4,1.79,1.0,,,,,0.43853817362253084,9,1.0,22.763547319961965,0.000505,2.2e-05,501651.1847071699,77131.17475919075,1.05102,0.636586,2,0,0.490926,0.155274
AEHR,LONG,0.62,6.2,0.0,3.72,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,173096.2532567955,5,1.0,99.0,0.000198,0.000107,770.1931677898413,0.020273391124504946,3.262274,16.057143,0,0,0.000962,0.0
