ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
CIEN,LONG,0.3327095903771712,3.3270959037717116,5.52,4.0995,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",3.9,NEUTRAL,ema_pullback,,,510.0,480.0,2.27,3.74,34573.0,30328.0,0.877,29471.0,17598.0,17832.0,81.2,0.847,2.32,0.4,0.1,1.2,1.21,0.28,3,1.0,99.0,3.4e-05,1.1e-05,0.0002197556839125116,2.009597827230158e-09,22.028571,1,0,0.464773,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.613022,0.444494,0.0,0.0,,,,,8.272727,,
XLI,LONG,0.3278720852059578,3.278720852059578,5.29,4.5664,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.7,NEGATIVE,ema_pullback,-1916102.48,,185.0,145.0,8.19,15.2,101288.0,589555.0,5.821,258374.0,329021.0,103448.0,85.3,0.22,1.8,0.78,0.83,1.2,0.52,0.16,1,1.0,99.0,0.0,0.0,7.870031147735383e-12,0.0,1153.846154,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.083392,0.0,0.0,0.0,,,,,,,
ALAB,LONG,0.3126543520530927,3.126543520530927,7.08,4.4473,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,3.8,NEUTRAL,trend_continuation,,,200.0,80.0,3.06,58.78,112832.0,93437.0,0.828,80275.0,35216.0,90778.0,93.7,1.046,2.59,0.0,1.0,1.4,1.69,0.41,1,1.0,99.0,4.9e-05,0.0,1.4751301659400372e-05,0.0,23.857143,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.632484,0.0,0.0,0.0,,,,,,,
ORCL,LONG,0.3076964989218494,3.076964989218494,6.8,4.9385,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.8,NEGATIVE,trend_continuation,-33807637.39,,200.0,140.0,6.67,25.33,1367298.0,1062366.0,0.777,774715.0,574565.0,1080384.0,72.5,0.562,2.28,0.0,1.0,1.4,1.79,0.33,1,1.0,99.0,1e-06,0.0,374364.5920449313,0.0,14.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.499918,0.0,0.0,0.0,,,,,,,
CCJ,LONG,0.29061901533355833,2.9061901533355834,7.16,4.8011,poor_rr (0.9:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.0,NEGATIVE,flag_breakout,-2315665.7,126.49,140.0,90.0,10.69,28.84,157903.0,213565.0,1.353,156149.0,96638.0,118681.0,91.8,0.625,1.67,0.44,1.0,1.6,1.98,0.47,3,1.0,0.08431178729860253,2.1e-05,1e-05,4.092301159483864e-11,9.707542185033703e-10,2526.189815,0,0,0.000126,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.007612,0.53211,0.0,0.0,126.48,111.3,140.0,0.89,9.015152,,
GOOGL,LONG,0.27430176453456695,2.7430176453456694,5.68,4.1755,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.5,NEGATIVE,trend_continuation,-19883400.2,339.32,350.0,300.0,3.15,11.59,1518324.0,1256648.0,0.828,702084.0,616584.0,1456304.0,73.0,0.371,2.41,0.0,0.29,1.4,1.45,0.13,2,1.0,99.0,1e-06,0.0,7.275118948847792e-05,0.0,3.452241,1,0,2.4e-05,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.125495,0.0,0.0,0.0,,,,,,,
EWZ,LONG,0.2704003139993729,2.704003139993729,3.31,3.585,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",6.2,POSITIVE,unknown,167610072.87,40.59,45.0,25.0,10.84,38.42,3073829.0,1450966.0,0.472,500429.0,1642143.0,2382223.0,63.5,0.292,2.01,0.58,0.46,0.0,0.07,0.18,1,0.7,99.0,5.1e-05,0.0,6.882199110735734e-06,0.0,41.074468,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.273707,0.0,0.0,0.0,,,,,,,
VRT,LONG,0.2677889690284714,2.677889690284714,0.0,1.6067,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,7e-06,2.3e-05,92640.53259431953,0.01754709133091313,263.786859,0,0,0.0,0.000374,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.003145,0.163024,0.0,0.0,,,,,30.976787,,
APLD,LONG,0.2666022635917441,2.6660226359174413,0.0,1.5996,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.8193091857281723e-09,0.000229,0.000307,0.00022488254091869488,19941.280479016717,2.480984,1,0,0.0,0.584186,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3e-06,0.410047,0.3847,0.0,0.0,,,,,4.821407,,
MU,LONG,0.25236205750499663,2.523620575049966,5.51,3.3748,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",2.3,POSITIVE,trend_continuation,173306478.44,487.47,500.0,300.0,2.57,38.46,1185940.0,1360623.0,1.147,861749.0,631907.0,1052907.0,91.2,0.762,1.97,0.0,0.0,1.4,1.84,0.3,1,1.0,99.0,5e-06,0.0,1536305.9036562787,0.0,9.277778,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2e-06,0.0,0.783834,0.0,0.0,0.0,,,,,,,
MSFT,LONG,0.24139628468835755,2.4139628468835754,6.81,4.57,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.6,NEGATIVE,trend_continuation,-120640725.07,,575.0,400.0,32.82,7.6,2590561.0,1219223.0,0.471,1099612.0,755873.0,1954299.0,96.1,0.369,2.27,0.0,1.0,1.4,1.93,0.21,1,1.0,99.0,0.0,0.0,279206.9997200614,0.0,2.395833,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.29198,0.0,0.0,0.0,,,,,,,
SNDK,LONG,0.23589178178948184,2.3589178178948185,5.95,3.4045,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",2.2,POSITIVE,trend_continuation,69654226.8,978.97,1000.0,250.0,2.14,74.47,268789.0,291699.0,1.085,248432.0,92334.0,219722.0,91.4,1.148,2.35,0.0,0.0,1.4,1.96,0.24,1,1.0,99.0,1.8e-05,0.0,2031203.1962251063,0.0,1.647541,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.2e-05,0.0,0.792956,0.0,0.0,0.0,,,,,,,
DVN,LONG,0.2154512565192843,2.1545125651928427,0.0,1.2927,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,10.805308980745988,1.3e-05,2e-05,2.6790199548510564e-12,2.4793552499283547e-13,2.03287,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.606992,0.554144,0.0,0.0,,,,,3.963504,,
TLT,LONG,0.1929735525440175,1.929735525440175,4.21,3.0279,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.0,POSITIVE,ema_pullback,430351553.02,86.76,90.0,85.0,3.76,2.01,4670167.0,2856498.0,0.612,2052460.0,1447078.0,4027127.0,21.6,0.104,0.0,0.93,1.0,1.2,1.07,0.02,1,1.0,99.0,1.5e-05,0.0,0.021393096342264925,0.0,2.08607,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.521645,0.0,0.0,0.0,,,,,,,
CRWD,LONG,0.18187503583998693,1.8187503583998694,6.18,3.7034,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",4.7,NEGATIVE,trend_continuation,-7984062.4,,470.0,300.0,0.71,35.72,201913.0,171663.0,0.85,104569.0,82050.0,186957.0,67.2,0.485,1.66,0.0,1.0,1.4,1.96,0.16,1,1.0,99.0,9e-06,0.0,3.409760480620993e-09,0.0,1.836735,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.332835,0.0,0.0,0.0,,,,,,,
VG,LONG,0.16576118452373523,1.6576118452373523,4.16,2.3968,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",1.6,POSITIVE,bounce_and_fail,2755066.5,12.32,12.5,7.5,1.34,39.2,479489.0,278225.0,0.58,207369.0,96161.0,454184.0,98.3,0.968,0.0,0.62,1.0,1.0,1.46,0.08,1,1.0,99.0,7.2e-05,0.0,6.219027895742079e-05,0.0,1.140794,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.497685,0.0,0.0,0.0,,,,,,,
HOOD,LONG,0.15419706227404167,1.5419706227404166,0.0,0.9252,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,7.618199244713078e-08,2.6e-05,1.9e-05,1.1845060633719628e-11,0.00015548373379627647,1.288969,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.673487,0.76237,0.0,0.0,,,,,1.046053,,
EQT,LONG,0.14774822022019946,1.4774822022019944,4.93,3.7377,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,7.6,NEGATIVE,flag_breakout,-3674024.79,58.72,70.0,50.0,19.23,14.84,129356.0,166537.0,1.287,101179.0,78803.0,115911.0,29.8,0.343,0.0,0.77,0.51,1.6,1.63,0.41,2,1.0,99.0,1.9e-05,0.0,1.2981430894926558e-06,0.0,,0,0,0.000251,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.095698,0.0,0.0,0.0,,,,,,,
HTZ,SHORT,0.6865744054602279,6.8657440546022785,5.13,5.8519,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,4.4,POSITIVE,unknown,28960.74,6.57,9.0,1.5,36.36,77.27,352612.0,560051.0,1.588,343763.0,186110.0,382790.0,94.2,1.23,0.0,0.67,0.84,1.4,1.66,0.56,2,1.0,0.0,0.0,0.001348,0.0,87209.94445782495,,0,0,0.0,0.408478,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.015557,0.0,0.0,,,,,7.349799,,
INFQ,SHORT,0.5238203903520084,5.238203903520084,5.43,5.2081,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,4.8,NEUTRAL,unknown,,,20.0,10.0,34.52,32.74,80363.0,72693.0,0.905,92908.0,31972.0,28176.0,77.6,1.243,0.0,0.53,1.0,1.4,1.76,0.73,1,1.0,0.0,0.0,0.000175,0.0,366350.13405344915,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,5.9e-05,0.0,0.520879,0.0,0.0,,,,,1.723404,,
MOH,SHORT,0.48227241180677843,4.822724118067784,4.66,4.9894,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.9,NEUTRAL,retest_and_confirm,,,180.0,120.0,17.86,21.42,12023.0,17140.0,1.426,5089.0,9796.0,14278.0,98.0,0.718,0.0,0.48,1.0,1.4,0.78,1.0,1,1.0,0.0,0.0,9.2e-05,0.0,1.991290379256181e-26,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.340818,0.0,0.0,,,,,93.75,,
TLN,SHORT,0.4194893320757272,4.194893320757272,4.45,4.5324,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.5,NEUTRAL,ema_rally,,,370.0,260.0,9.04,23.38,36973.0,25596.0,0.692,16196.0,10504.0,35869.0,70.1,0.583,0.0,0.92,0.57,1.2,1.48,0.27,1,1.0,0.0,0.0,3.5e-05,0.0,441834.71540955995,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.6e-05,0.0,0.534105,0.0,0.0,,,,,7.388889,,
EQNR,SHORT,0.40062339956511667,4.006233995651167,3.43,4.1321,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.5,NEUTRAL,ema_rally,,,40.0,24.0,5.35,36.79,44435.0,41329.0,0.93,16882.0,28510.0,40372.0,86.5,0.459,0.0,0.96,1.0,1.2,0.27,0.0,1,1.0,0.0,0.0,7e-06,0.0,30272.80819001797,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.432414,0.0,0.0,,,,,17.020833,,
CAR,SHORT,0.3983641795107194,3.983641795107194,0.0,2.3902,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,2.6268291504663153,6.9e-05,2.5e-05,1185886.1212114727,451451.5612867148,14.314286,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3e-06,0.0,0.058548,0.012474,0.0,0.0,,,,,3.473684,,
APLD,SHORT,0.3810144627824648,3.810144627824648,0.0,2.2861,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.8193091857281723e-09,0.000229,0.000307,0.00022488254091869488,19941.280479016717,2.480984,1,0,0.0,0.584186,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3e-06,0.410047,0.3847,0.0,0.0,,,,,4.821407,,
SOXX,SHORT,0.3643797164388722,3.643797164388722,0.0,2.1863,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,4.3e-05,0.0,896891.7249481177,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,9e-06,0.0,0.273659,0.0,0.0,,,,,2.243182,,
APH,SHORT,0.33053646822588867,3.3053646822588867,4.21,3.9357,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.1,NEUTRAL,bounce_and_fail,,,150.0,95.0,1.29,35.85,53035.0,76926.0,1.45,70936.0,28224.0,30801.0,98.3,0.602,0.0,0.37,1.0,1.0,1.46,0.37,1,1.0,0.0,0.0,4e-06,0.0,472268.6541006187,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.53164,0.0,0.0,,,,,13.848485,,
