ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
BURL,LONG,0.5790513006407454,5.790513006407454,4.59,5.6723,price_validation_failed,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned",7.0,NEUTRAL,pullback_to_support,,,360.0,270.0,21.5,8.87,12103.0,44309.0,3.661,46292.0,5308.0,4812.0,47.3,0.373,0.0,0.59,1.0,1.4,0.59,1.0,False,default,2.5,False,3,1.0,27.786086465559627,8.2e-05,2.2e-05,314911.4122100345,22666.841737526567,256.288436,13.25,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,1e-06,0.121112,0.772347,0.0,0.0,1.0,0.5790513006407454,0.5790513006407454,n/a,2026-05-28,2026-05-28,False,,,,
INFQ,LONG,0.5129187064563525,5.129187064563525,6.66,5.8626,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.5,NEUTRAL,bounce_and_fail,,,20.0,10.0,13.83,43.08,165878.0,60688.0,0.366,64885.0,64956.0,96725.0,81.9,1.264,2.12,0.18,0.62,1.0,1.74,1.0,False,default,2.5,False,1,1.0,99.0,8.2e-05,0.0,253841.52076613947,0.0,9.342246,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.7e-05,0.0,0.491809,0.0,0.0,0.0,1.0,0.5129187064563525,0.5129187064563525,n/a,2026-05-28,2026-05-28,False,,,,
CPRI,LONG,0.5115818175808625,5.115818175808625,5.91,5.6509,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,6.6,NEUTRAL,support_ema_confluence,,,25.0,12.5,25.75,37.12,115475.0,21923.0,0.19,83631.0,24419.0,29348.0,22.8,0.504,0.0,0.51,1.0,1.6,1.8,1.0,False,consolidation_break,3.0,False,1,1.0,99.0,0.000493,0.0,3591.0709958049724,0.0,682.272727,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.332689,0.0,0.0,0.0,1.0,0.5115818175808625,0.5115818175808625,n/a,2026-05-28,2026-05-28,False,,,,
TRIP,LONG,0.5065163738543761,5.065163738543761,5.23,5.5216,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",7.1,NEUTRAL,retest_and_confirm,,,20.0,8.0,84.35,26.26,137904.0,102099.0,0.74,43329.0,14854.0,181820.0,43.5,0.546,0.0,0.51,1.0,1.4,2.0,0.32,False,default,2.5,False,1,1.0,99.0,0.000517,0.0,0.0001562832441297939,0.0,23.465863,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.499092,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-28,2026-05-28,False,,,,
SERV,LONG,0.5065163738543761,5.065163738543761,6.06,5.9306,price_validation_failed,"confirmation_volume, engulfing_at_support, momentum_aligned, not_extended, room_to_target",trend_aligned,7.9,NEUTRAL,unknown,,,10.0,8.0,5.3,15.76,128324.0,56664.0,0.442,100998.0,14854.0,69136.0,46.4,0.974,0.0,0.64,1.0,1.6,1.84,0.98,False,consolidation_break,3.0,False,1,1.0,99.0,0.00123,0.0,1.88977846521255e-15,0.0,2.121918,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.880341,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-28,2026-05-28,False,,,,
VSH,LONG,0.48211737270160204,4.821173727016021,6.7,5.4806,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.3,NEUTRAL,trend_continuation,,,55.0,25.0,5.04,52.25,24662.0,4463.0,0.181,11937.0,9223.0,7965.0,98.8,1.157,3.0,0.01,0.0,1.4,1.99,0.31,False,sustained_trend,5.0,False,1,1.0,99.0,0.000433,0.0,249342.24811642306,0.0,,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.00027,0.0,0.64032,0.0,0.0,0.0,1.0,0.48211737270160204,0.48211737270160204,n/a,2026-05-28,2026-05-28,False,,,,
APH,LONG,0.4808717380754215,4.808717380754215,6.07,5.0054,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,3.9,NEUTRAL,support_ema_confluence,,,150.0,115.0,2.39,21.5,82368.0,81900.0,0.994,65821.0,50927.0,47520.0,82.8,0.535,1.82,0.17,0.35,1.6,1.87,0.26,False,default,2.5,False,5,1.0,99.0,2e-05,5e-06,1.627530667001648e-12,5.430884387408136e-19,64.020873,1.635546,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.443061,0.289316,0.0,0.0,1.0,0.4808717380754215,0.4808717380754215,n/a,2026-05-28,2026-05-28,False,,,,
BTU,LONG,0.4611090871671826,4.611090871671825,5.3,5.2155,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,6.6,NEUTRAL,unknown,,,45.0,5.0,54.91,82.79,100794.0,60187.0,0.597,49010.0,11361.0,100610.0,22.8,0.582,0.0,0.17,1.0,1.2,1.92,1.0,False,consolidation_break,3.0,False,1,1.0,99.0,0.000318,0.0,1.5262462612172155e-23,0.0,10.859914,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.437035,0.0,0.0,0.0,1.0,0.4611090871671826,0.4611090871671826,n/a,2026-05-28,2026-05-28,False,,,,
EWY,LONG,0.46037990397338585,4.603799039733858,6.15,4.8269,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.4,POSITIVE,trend_continuation,14490591.56,206.02,220.0,135.0,6.77,34.48,335752.0,696284.0,2.074,600545.0,225637.0,205854.0,98.6,0.805,2.13,0.44,0.0,1.4,1.98,0.2,False,sustained_trend,5.0,False,1,1.0,99.0,6.7e-05,0.0,1160211.659631664,0.0,3.839695,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.3e-05,0.0,0.248411,0.0,0.0,0.0,1.0,0.46037990397338585,0.46037990397338585,n/a,2026-05-28,2026-05-28,False,,,,
QBTS,LONG,0.4572584411907523,4.572584411907523,7.03,5.0153,poor_rr (0.3:1),"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,3.1,POSITIVE,unknown,4315386.78,,30.0,5.0,3.59,82.73,381437.0,272620.0,0.715,279871.0,57181.0,317005.0,72.5,1.078,2.45,0.24,1.0,1.2,1.48,0.66,False,consolidation_break,3.0,False,1,0.7,99.0,0.000112,0.0,834712.2705577313,0.0,27.476636,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.047621,0.0,0.0,0.0,1.0,0.4572584411907523,0.4572584411907523,n/a,2026-05-28,2026-05-28,False,28.96,25.48,30.0,0.3
