ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
VSH,LONG,0.6116018066656688,6.116018066656688,7.26,6.476,poor_rr (1.3:1),"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,6.2,NEUTRAL,trend_continuation,,,75.0,55.0,15.49,15.31,43016.0,15842.0,0.368,19253.0,23554.0,16051.0,98.8,1.335,3.0,0.14,0.0,1.4,1.86,0.86,False,sustained_trend,5.0,False,64.94,57.15,75.0,1.29,2,1.0,99.0,0.001186,0.0,15154.639954384798,0.0,2.850427,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.9e-05,0.0,0.475919,0.0,0.0,0.0,1.0,0.6116018066656688,0.6116018066656688,n/a,2026-06-04,2026-06-04,False,
IOT,LONG,0.5782379654672634,5.782379654672633,6.92,6.0672,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.5,NEUTRAL,trend_continuation,,,40.0,20.0,7.76,46.12,108511.0,60082.0,0.554,99596.0,32953.0,36044.0,100.0,0.948,2.01,0.56,1.0,1.4,1.52,0.42,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,3.9e-05,0.0,503427.22774348164,0.0,98.384615,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.1e-05,0.0,0.298555,0.0,0.0,0.0,1.0,0.5782379654672634,0.5782379654672634,n/a,2026-06-04,2026-06-04,False,
AS,LONG,0.5065163738543761,5.065163738543761,0.0,3.0391,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,4.133757492005247e-15,4.1e-05,6.7e-05,5.175155150955176e-13,62.596259710009704,47.144928,0,0,0.0,1e-06,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459276,0.299877,0.0,0.0,,,,,,,False,31.451358
A,LONG,0.4542024487114459,4.542024487114459,6.67,5.612,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.7,NEUTRAL,trend_continuation,,,150.0,100.0,8.03,27.98,20980.0,18229.0,0.869,19875.0,6170.0,13164.0,26.3,0.297,2.57,0.38,0.76,1.4,1.5,0.06,False,sustained_trend,5.0,False,,,,,1,0.7,99.0,8e-06,0.0,311932.7406899021,0.0,100.166667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.478387,0.0,0.0,0.0,1.0,0.4542024487114459,0.4542024487114459,n/a,2026-06-04,2026-06-04,False,
DOCN,LONG,0.4484846251572846,4.484846251572846,6.71,4.8954,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.2,NEUTRAL,trend_continuation,,,180.0,67.5,0.4,62.35,93218.0,51071.0,0.548,47536.0,21393.0,75360.0,89.4,0.996,2.65,0.6,0.0,1.4,1.82,0.24,False,sustained_trend,5.0,False,,,,,2,1.0,99.0,0.000207,5.8e-05,310293.3001631019,1.193168552371266e-05,24.617021,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,8e-06,0.0,0.48493,0.092487,0.0,0.0,1.0,0.4484846251572846,0.4484846251572846,n/a,2026-06-04,2026-06-04,False,16.454545
INOD,LONG,0.44734756558610256,4.473475655861026,6.63,5.4457,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.1,NEUTRAL,trend_continuation,,,125.0,50.0,5.41,57.83,36394.0,37252.0,1.024,22052.0,36177.0,15417.0,68.4,1.062,2.76,0.51,0.0,1.4,1.69,0.26,False,sustained_trend,5.0,False,,,,,2,1.0,99.0,0.00025,0.0,0.022558190756254246,0.0,41.6,2,0,0.473029,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.607861,0.0,0.0,0.0,1.0,0.44734756558610256,0.44734756558610256,n/a,2026-06-04,2026-06-04,False,
QUBT,LONG,0.4472153269176535,4.472153269176535,5.34,5.0781,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.2,POSITIVE,ema_pullback,1115209.39,11.01,16.0,11.0,45.45,0.0,325244.0,170884.0,0.525,170345.0,153645.0,172138.0,53.2,0.995,2.22,1.0,0.67,1.2,0.24,0.02,False,default,2.5,False,,,,,3,1.0,99.0,0.000783,0.000262,208.38770993854195,0.05000240970345883,63.91704,0,0,0.353233,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.069842,0.006823,0.0,0.0,1.0,0.4472153269176535,0.4472153269176535,n/a,2026-06-04,2026-06-04,False,174.820513
QXO,LONG,0.4212765840783842,4.212765840783842,1.95,3.6714,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.9,POSITIVE,unknown,469989.84,16.29,35.0,15.0,115.12,7.81,289433.0,173997.0,0.601,81185.0,97505.0,284740.0,98.1,0.64,0.0,0.52,1.0,0.0,0.27,0.16,False,default,2.5,False,,,,,1,0.7,99.0,0.000118,0.0,1.7240654157606265e-05,0.0,2.033877,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.569652,0.0,0.0,0.0,1.0,0.4212765840783842,0.4212765840783842,n/a,2026-06-04,2026-06-04,False,
AMKR,LONG,0.4208498748936638,4.208498748936639,0.0,2.5251,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,3.7e-05,5e-05,522047.8367448218,9.108253413184796e-28,1.342926,1,0,0.0,0.030706,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.4e-05,0.0,0.500842,0.438892,0.0,0.0,,,,,,,False,2.008538
ZETA,LONG,0.4188313745275926,4.188313745275926,6.41,5.0772,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.3,POSITIVE,trend_continuation,3861260.96,23.18,30.0,17.5,29.21,24.63,256147.0,107329.0,0.419,134592.0,50458.0,178426.0,62.4,0.755,2.59,0.61,0.57,1.4,1.02,0.22,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,0.000263,0.0,7.021069619231716e-14,0.0,76.067708,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.287385,0.0,0.0,0.0,1.0,0.4188313745275926,0.4188313745275926,n/a,2026-06-04,2026-06-04,False,
