ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
CXW,LONG,0.676516373854376,6.765163738543761,8.1,7.3126,poor_rr (0.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.5,NEUTRAL,trend_continuation,,,30.0,20.0,8.03,27.98,81270.0,9238.0,0.114,21252.0,30167.0,39089.0,64.5,0.462,3.0,0.18,1.0,1.4,1.95,0.57,False,sustained_trend,5.0,False,27.77,24.44,30.0,0.67,1,1.0,99.0,0.001183,0.0,2178897.463349741,0.0,3.313478,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000735,0.0,0.903551,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-06-15,2026-06-15,False,
LMB,LONG,0.676516373854376,6.765163738543761,3.04,5.4346,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.7,NEUTRAL,ema_pullback,,,80.0,70.0,2.09,10.67,4550.0,1343.0,0.295,3701.0,1314.0,878.0,60.8,0.709,0.0,0.9,0.32,1.2,0.62,0.0,False,default,2.5,False,,,,,1,1.0,99.0,0.000774,0.0,463633.1867618656,0.0,200.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000155,0.0,0.315737,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-06-15,2026-06-15,False,
ALKS,LONG,0.676516373854376,6.765163738543761,4.42,5.4286,price_validation_failed,"momentum_aligned, not_extended, trend_aligned","confirmation_volume, continuation_pattern, room_to_target",3.6,NEUTRAL,unknown,,,45.0,35.0,1.44,21.1,5963.0,4780.0,0.802,3370.0,2959.0,4414.0,14.6,0.428,2.76,0.26,0.16,0.0,0.97,0.27,False,default,2.5,False,,,,,1,1.0,99.0,8.1e-05,0.0,455735.9123205974,0.0,130.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.9e-05,0.0,0.46261,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-06-15,2026-06-15,False,
BLK,LONG,0.5842941516321538,5.842941516321538,4.35,5.2665,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",5.2,NEUTRAL,support_ema_confluence,,,1200.0,390.0,15.07,62.6,16200.0,19394.0,1.197,9790.0,7207.0,18597.0,78.9,0.307,0.0,0.83,0.38,1.6,1.53,0.02,False,default,2.5,False,,,,,8,1.0,99.0,2.4e-05,4e-06,0.05142802592979245,2.1417123228419046e-18,17.168874,0,0,0.040691,0.317976,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.284034,0.521686,0.0,0.0,1.0,0.5842941516321538,0.5842941516321538,n/a,2026-06-15,2026-06-15,False,20.5625
TRIP,LONG,0.5220719294099316,5.220719294099316,6.79,5.9874,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.7,POSITIVE,unknown,1514546.38,12.56,20.0,8.0,59.24,36.31,189559.0,125263.0,0.661,49142.0,67962.0,197718.0,44.4,0.568,2.29,0.45,1.0,1.2,0.85,1.0,False,consolidation_break,3.0,False,,,,,2,1.0,99.0,0.000663,0.0,18.372997975715315,0.0,49.468781,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.183254,0.0,0.0,0.0,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-06-15,2026-06-15,False,
EMN,LONG,0.5065163738543761,5.065163738543761,5.73,5.2516,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.0,NEUTRAL,trend_continuation,,,80.0,70.0,6.27,7.01,19613.0,5586.0,0.285,10569.0,7929.0,6701.0,9.2,0.348,1.51,0.86,0.2,1.4,1.38,0.39,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,6.6e-05,0.0,3.085608637138668e-18,0.0,4.118644,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.341436,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-15,2026-06-15,False,
CSX,LONG,0.5065163738543761,5.065163738543761,5.84,5.6246,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,6.7,POSITIVE,trend_continuation,43103598.67,47.41,50.0,32.5,5.51,31.42,225397.0,114042.0,0.506,188581.0,30963.0,119895.0,43.8,0.243,1.94,0.8,0.07,1.4,1.22,0.41,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,4.3e-05,0.0,4.874938450671518e-28,0.0,1.042394,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.399919,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-15,2026-06-15,False,
IOT,LONG,0.4906892544542277,4.906892544542277,5.1,5.4634,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,7.4,NEUTRAL,ema_pullback,,,50.0,20.0,49.08,40.37,86464.0,59982.0,0.694,65312.0,42048.0,39086.0,51.0,0.615,1.59,0.9,0.22,1.2,1.1,0.09,False,default,2.5,False,,,,,2,1.0,99.0,6.4e-05,0.0,15.706998494239315,0.0,51.2247,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.261775,0.0,0.0,0.0,1.0,0.4906892544542277,0.4906892544542277,n/a,2026-06-15,2026-06-15,False,
POET,LONG,0.447442514971863,4.47442514971863,5.67,4.9382,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.0,POSITIVE,ema_pullback,6664046.73,13.93,17.0,8.0,22.04,42.57,1203932.0,309821.0,0.257,364584.0,367233.0,781936.0,90.8,1.474,1.69,0.76,0.15,1.2,1.54,0.33,False,default,2.5,False,,,,,1,1.0,99.0,0.000433,0.0,347688.0404196876,0.0,102.473684,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.5e-05,0.0,0.166592,0.0,0.0,0.0,1.0,0.447442514971863,0.447442514971863,n/a,2026-06-15,2026-06-15,False,
SOXX,LONG,0.44337896872945987,4.433789687294599,0.0,2.6603,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,0.000261,0.000223,958263.6904622301,286.013860057938,2.732375,0,0,7.7e-05,0.024701,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5.7e-05,0.0,0.660302,0.336952,0.0,0.0,,,,,,,False,2.01526
