ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
KORU,LONG,0.8378346428571429,8.37834642857143,6.18,7.1032,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.3,NEUTRAL,trend_continuation,,,565.0,320.0,20.47,31.77,6340.0,10415.0,1.643,12698.0,3021.0,1036.0,73.9,1.442,1.84,0.12,1.0,1.4,1.82,0.0,147865064.4353773,33,1.0,7.99940820256964,0.002911,0.000299,151.50984167364206,189.40131299334462,124.469025,25.767857,27,1,0.629685,0.381616,,,,
USAR,LONG,0.7120798095238097,7.120798095238097,3.91,5.7934,price_validation_failed,"momentum_aligned, not_extended, trend_continuation","confirmation_volume, room_to_target, trend_aligned",5.3,POSITIVE,trend_continuation,3917626.45,18.43,20.0,15.0,8.52,18.61,350259.0,145478.0,0.415,244218.0,127091.0,124428.0,22.2,0.987,0.0,0.53,0.0,1.4,1.78,0.2,299560315.2525868,8,1.0,54.9709723992159,0.000107,2.1e-05,900.9817466699769,49.17040980065481,11.702687,0.304311,4,0,0.315784,0.0,,,,
AKAM,LONG,0.6732109199634623,6.732109199634623,3.59,5.5431,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.5,NEUTRAL,bounce_and_fail,,,115.0,80.0,18.79,17.36,98787.0,63412.0,0.642,67334.0,22704.0,72161.0,95.9,0.687,0.0,0.4,1.0,1.0,0.78,0.41,11.13988726467071,11,1.0,99.0,9.3e-05,0.0,2846.7217952257724,0.0,0.458485,,8,0,0.60747,0.0,,,,
LCID,LONG,0.6600757840787927,6.600757840787928,2.23,5.1494,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.9,NEGATIVE,unknown,-545473.58,7.67,12.0,5.0,55.84,35.06,217446.0,287003.0,1.32,306992.0,2390.0,195067.0,92.5,1.014,0.0,0.0,1.0,0.0,0.23,1.0,27.989318429358406,4,1.0,56.074641246865944,0.000163,2.1e-05,42783.16062025136,2288.9041999520173,3.239116,0.665159,0,0,0.038063,0.0,,,,
CORZ,LONG,0.6486999182332951,6.486999182332951,4.96,5.7315,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",5.0,POSITIVE,unknown,26970775.48,19.43,20.0,12.0,2.88,38.27,1266194.0,684413.0,0.541,848349.0,541749.0,560509.0,42.9,0.828,1.77,0.07,1.0,0.0,1.87,0.25,1.2537623987903248,8,1.0,13.201665204969503,0.000114,5e-06,2553.4243849764657,1353.9178896997753,660.504908,0.060521,2,1,0.651183,0.0,,,,
SOC,LONG,0.6429086190476191,6.429086190476191,7.79,6.5915,weak_relative_strength (-22.5% vs SPY),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.2,POSITIVE,flag_breakout,968962.7,14.36,20.0,9.0,39.18,37.37,192528.0,76587.0,0.398,126051.0,1598.0,141466.0,14.8,1.099,1.89,0.98,1.0,1.6,1.91,0.41,1.5750510195844424e+19,8,1.0,99.0,0.00044,0.000115,0.0007716200339156726,7.244780797756248e-23,19.077364,166.909695,0,1,0.234054,0.0,,,,
AEHR,LONG,0.6373733434736076,6.373733434736076,7.35,6.5719,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.9,NEUTRAL,trend_continuation,,,95.0,55.0,17.5,31.97,69740.0,37465.0,0.537,51202.0,10147.0,45856.0,72.4,1.216,2.77,0.0,1.0,1.4,1.18,1.0,15137.122331412296,3,1.0,99.0,9.4e-05,0.0,30362.026136648466,0.0,2.648199,,0,0,0.358209,0.0,,,,
WING,LONG,0.6325000000000001,6.325000000000001,4.32,5.3785,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.6,NEUTRAL,trend_continuation,,,250.0,140.0,34.37,24.75,15548.0,15720.0,1.011,11180.0,3656.0,16432.0,96.2,0.88,0.0,0.85,1.0,1.4,0.76,0.31,1.0175815113921364e+26,7,1.0,99.0,0.000124,3.9e-05,332.6126375453828,2.2368889949249097e-13,3.366529,1.79511,1,0,0.051981,0.0,,,,
MCHP,LONG,0.620264524500088,6.2026452450008795,6.38,6.0353,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.1,POSITIVE,trend_continuation,9741251.03,76.86,85.0,65.0,10.58,15.44,219340.0,92399.0,0.421,53493.0,150668.0,107578.0,90.8,0.541,2.14,0.0,0.75,1.4,1.86,0.23,79002982.80988644,18,1.0,2.4271429746211335,7.3e-05,3e-05,61.21419296335656,20.176542907749166,22.65551,4.230856,0,2,4.3e-05,4.2e-05,,,,
WOLF,LONG,0.6151067619047619,6.151067619047619,7.19,6.5925,poor_rr (1.1:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.8,NEUTRAL,trend_continuation,,,30.0,15.0,13.04,43.48,30286.0,12410.0,0.41,15992.0,19816.0,6888.0,70.5,1.395,2.26,0.09,1.0,1.4,1.54,0.9,360816427.1132889,4,1.0,9.31324269425595e-09,0.000194,7.7e-05,0.00017307780108435374,18584.05356397525,3.880682,0.749626,0,1,0.404828,0.0,26.54,23.36,30.0,1.09
SATS,LONG,0.6150730517467116,6.150730517467116,0.0,3.6904,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,14.233189824467168,20,1.0,1.679640857343072,9.9e-05,0.000117,74730.73985457781,54379.22668650403,0.16646,0.145285,1,1,0.701862,0.242279,,,,
EWA,LONG,0.611904761904762,6.1190476190476195,0.0,3.6714,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,426983391.6955965,7,0.7,2.472346723605191e-05,0.000139,0.000355,4.480868377357776e-09,0.0004530987032053242,692.870157,332.808851,0,0,6.5e-05,0.0,,,,
SANM,LONG,0.6005145484156116,6.005145484156116,7.31,6.1556,price_validation_failed,"confirmation_volume, momentum_aligned, pullback_to_support, room_to_target, trend_aligned",not_extended,4.8,NEUTRAL,pullback_to_support,,,180.0,145.0,6.53,14.19,9264.0,1191.0,0.129,9019.0,0.0,1436.0,97.2,0.763,2.13,0.0,1.0,1.4,1.78,1.0,8.54279275388812,6,1.0,23.806364297090802,7e-05,8e-06,0.0009664175041523609,8.118984420233035e-05,329.75,361.5,2,2,0.309784,0.368627,,,,
MP,LONG,0.5949546914761648,5.9495469147616475,5.34,5.8168,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.2,POSITIVE,trend_continuation,2744086.91,62.19,70.0,50.0,12.36,19.74,215951.0,191584.0,0.887,156276.0,47867.0,203392.0,48.2,0.723,1.86,0.0,0.0,1.4,1.83,0.24,20.6845295657561,9,1.0,5.1453402670404085,0.000101,1e-05,36723.530118523355,57097.922722450654,0.299878,0.207165,3,1,0.424841,0.0,,,,
W,LONG,0.5842300999729213,5.842300999729213,0.0,3.5054,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,376243419.70262104,10,1.0,99.0,9.8e-05,0.000203,1.2979807000093368e-05,2.7432524685274937e-12,1.812352,3.270557,1,2,0.000136,0.250959,,,,
FLY,LONG,0.5783997763004745,5.783997763004745,7.4,5.852,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,3.7,NEUTRAL,trend_continuation,,,45.0,25.0,1.88,43.4,121346.0,44530.0,0.367,118147.0,1599.0,46130.0,71.5,1.22,2.64,0.0,1.0,1.4,1.97,0.39,3.987479086987474,3,1.0,99.0,7.1e-05,0.0,0.0008384761616215559,0.0,14.780196,,1,0,0.331797,0.0,,,,
USO,LONG,0.5389489507994493,5.389489507994493,0.0,3.2337,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,0.9157590184488299,2,1.0,0.9157590184488299,0.000142,0.000234,153031.94180887635,167109.40184688702,1.321101,0.068956,0,1,0.0,0.0,,,,
CVX,LONG,0.5312766473481398,5.312766473481398,0.0,3.1877,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,882.3659128340365,22,1.0,1.6597363150839655,2e-06,2e-06,4320.883222109864,2169.4626945863542,7.414959,0.163447,4,4,0.4874,0.375872,,,,
UUUU,LONG,0.5194217194152029,5.194217194152029,0.0,3.1165,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.6429352675223785,4,1.0,2.1133219908267544,5.8e-05,3.9e-05,4851.01845656339,2295.4469208289547,64.292563,46.117547,0,0,0.465712,0.0,,,,
