ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
ROK,LONG,0.5065163738543761,5.065163738543761,4.03,5.1216,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",6.9,NEUTRAL,ema_pullback,,,560.0,380.0,26.36,14.26,10426.0,8522.0,0.817,11403.0,1800.0,5745.0,51.0,0.35,0.0,0.48,1.0,1.2,0.36,1.0,False,default,2.5,False,1,1.0,99.0,4.2e-05,0.0,5.205027672142315e-28,0.0,7.156425,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.342728,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-04,2026-08-04,False,
VST,LONG,0.45660330014712114,4.566033001471212,2.97,4.594,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.1,NEGATIVE,unknown,-20595618.07,144.57,165.0,125.0,13.52,14.0,231386.0,212440.0,0.918,105448.0,139765.0,198613.0,75.7,0.585,0.0,0.54,0.99,0.0,0.43,1.0,False,default,2.5,False,2,1.0,3.7534267989959317e-32,0.000175,2.3e-05,3.672966951198537e-26,978563.6294228735,2.202077,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.210392,0.018669,0.0,0.0,1.0,0.45660330014712114,0.45660330014712114,n/a,2026-08-04,2026-08-04,False,4.248636
ESLT,LONG,0.4542574274721969,4.542574274721969,6.72,5.1073,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.1,NEUTRAL,trend_continuation,,,860.0,780.0,2.56,6.98,3687.0,2869.0,0.778,1909.0,1560.0,3087.0,81.6,0.493,1.59,0.41,1.0,1.4,1.83,0.49,False,consolidation_break,3.0,False,1,0.7,99.0,1.5e-05,0.0,555278.7376755438,0.0,20.666667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,8e-06,0.0,0.545522,0.0,0.0,0.0,1.0,0.4542574274721969,0.4542574274721969,n/a,2026-08-04,2026-08-04,False,
W,LONG,0.4328367920837167,4.3283679208371675,7.32,5.7602,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, room_to_target, trend_aligned",not_extended,7.0,NEUTRAL,flag_breakout,,,125.0,70.0,7.58,39.76,85361.0,99064.0,1.161,49147.0,21644.0,113634.0,42.2,0.671,1.74,0.0,1.0,1.6,1.98,1.0,True,consolidation_break,3.0,True,4,0.7,1.1166235384599495e-08,0.000196,7.6e-05,0.002473746192297568,664614.1981860868,31.688304,0,0,0.580546,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-05,0.457852,0.301611,0.0,0.0,1.0,0.4328367920837167,0.4328367920837167,n/a,2026-08-04,2026-08-04,False,3.226131
ENPH,LONG,0.4320892460987409,4.320892460987409,6.04,5.4924,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,7.6,NEGATIVE,retest_and_confirm,-420003.01,,70.0,35.0,66.51,16.75,222236.0,158711.0,0.714,82066.0,76665.0,222216.0,62.5,0.863,0.0,0.85,1.0,1.4,1.92,0.88,False,consolidation_break,3.0,False,1,0.7,99.0,0.000108,0.0,559818.4110876028,0.0,2.298165,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.033219,0.0,0.0,0.0,1.0,0.4320892460987409,0.4320892460987409,n/a,2026-08-04,2026-08-04,False,
WMB,LONG,0.42564095002114183,4.256409500211419,6.09,4.7752,price_validation_failed,"confirmation_volume, engulfing_at_support, momentum_aligned, not_extended, room_to_target",trend_aligned,4.1,POSITIVE,unknown,16031246.86,72.09,80.0,64.0,11.11,11.11,240508.0,83127.0,0.346,72276.0,43721.0,207638.0,97.0,0.318,0.0,0.88,0.74,1.6,1.87,1.0,False,default,2.5,False,1,1.0,99.0,6e-06,0.0,454252.44862412586,0.0,1354.166667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.205876,0.0,0.0,0.0,1.0,0.42564095002114183,0.42564095002114183,n/a,2026-08-04,2026-08-04,False,
RBLX,LONG,0.42438037752678576,4.243803775267858,3.89,5.0089,price_validation_failed,"confirmation_volume, room_to_target, volume_capitulation_reversal","momentum_aligned, not_extended, trend_aligned",8.6,NEGATIVE,unknown,-950572.86,,80.0,35.0,109.97,8.14,250073.0,151225.0,0.605,90437.0,108910.0,201951.0,62.6,0.728,0.0,0.0,1.0,1.4,0.49,1.0,True,default,2.5,False,3,1.0,99.0,8.3e-05,0.0,202959.04115913608,0.0,2.991321,1,0,0.112709,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9e-06,0.0,0.362202,0.0,0.0,0.0,1.0,0.42438037752678576,0.42438037752678576,n/a,2026-08-04,2026-08-04,False,
POWL,LONG,0.41586484141214747,4.158648414121474,5.61,4.7623,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.0,NEUTRAL,retest_and_confirm,,,220.0,200.0,2.76,6.58,23148.0,10987.0,0.475,10860.0,1303.0,21972.0,69.3,0.845,0.0,0.69,1.0,1.4,1.52,1.0,False,default,2.5,False,1,1.0,99.0,0.000159,0.0,1.0043042642600895e-59,0.0,12.272727,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.488437,0.0,0.0,0.0,1.0,0.41586484141214747,0.41586484141214747,n/a,2026-08-04,2026-08-04,False,
SOXX,LONG,0.4145815301650747,4.145815301650747,5.59,4.9899,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.2,NEGATIVE,ema_pullback,-11828003.39,,670.0,500.0,24.36,7.19,200935.0,295742.0,1.472,223793.0,105460.0,167424.0,88.7,0.627,0.0,0.92,1.0,1.2,1.95,0.52,False,default,2.5,False,4,1.0,99.0,0.000448,0.0,394705.5091703854,0.0,41.364087,0,0,0.560002,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.2e-05,0.0,0.35421,0.0,0.0,0.0,1.0,0.4145815301650747,0.4145815301650747,n/a,2026-08-04,2026-08-04,False,
TSEM,LONG,0.3996269859410008,3.9962698594100083,0.0,2.3978,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,0.39866227082955463,3.6e-05,0.000158,730752.6582527865,458252.9572789789,1.8,0,0,0.0,0.440703,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.3e-05,4.2e-05,0.482385,0.599606,0.0,0.0,,,,,,,False,14.207185
