ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
SOXL,LONG,0.6775059687464664,6.775059687464664,0.0,4.065,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,17,1.0,0.842781540184326,0.000488,0.000585,656037.8152713899,1112028.2472657773,101.785198,163.75644,5,6,0.82885,0.628499,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000106,8e-05,0.304335,0.230585,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
ZBRA,LONG,0.676516373854376,6.765163738543761,3.13,4.9016,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",2.9,NEUTRAL,ema_pullback,,,220.0,195.0,0.31,11.09,3230.0,1562.0,0.484,3039.0,259.0,1494.0,98.8,0.827,1,1.0,99.0,0.000247,0.0,1978001.567179321,0.0,83.647059,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9.6e-05,0.0,0.541826,0.0,0.0,0.0,False,0.0,0.73,1.0,1.2,0.08,0.12,False,default,2.5,False,1.0,0.676516373854376,0.676516373854376,n/a,2026-05-11,2026-05-11,,,,
FORM,LONG,0.534592877525232,5.34592877525232,0.0,3.2076,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,1.2956276638145339,5.4e-05,4e-05,340092.3467228009,262492.3473164466,5.145833,1.310559,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.3e-05,1.7e-05,0.445361,0.757954,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
MRNA,LONG,0.5138045952382243,5.138045952382243,7.05,6.084,weak_relative_strength (-7.8% vs SPY),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.0,NEGATIVE,trend_continuation,-2249611.4,52.08,60.0,25.0,15.22,51.99,397804.0,312798.0,0.786,172758.0,240274.0,297570.0,97.6,0.866,1,1.0,99.0,0.000126,0.0,2395250.09603183,0.0,28.475771,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6.7e-05,0.0,0.606771,0.0,0.0,0.0,False,1.84,0.89,1.0,1.4,0.92,1.0,False,sustained_trend,5.0,False,1.0,0.5138045952382243,0.5138045952382243,n/a,2026-05-11,2026-05-11,,,,
ORA,LONG,0.5065163738543761,5.065163738543761,6.33,5.4716,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.2,NEUTRAL,trend_continuation,,,125.0,105.0,0.28,15.76,21020.0,8142.0,0.387,14265.0,9002.0,5895.0,50.2,0.342,1,1.0,99.0,8.6e-05,0.0,1.0804696724250917e-28,0.0,20.689655,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.250847,0.0,0.0,0.0,False,1.83,0.52,0.65,1.4,1.6,0.33,False,sustained_trend,5.0,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-11,2026-05-11,,,,
AXTI,LONG,0.5055075400291503,5.0550754002915035,0.0,3.033,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,10,1.0,0.49485051633733607,0.00063,0.00127,155612.55086074723,314463.75364528724,681.119048,367.532035,4,1,2e-06,0.409891,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5.8e-05,9.6e-05,0.482374,0.396482,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
MTSI,LONG,0.4808020881400903,4.808020881400903,0.0,2.8848,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,0.7,2.3407927878031802e-05,2.8e-05,3.1e-05,0.0015994598915768053,34.16491839668322,52.875,134.0625,0,1,0.0,1.8e-05,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.419099,0.533563,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
CIFR,LONG,0.4659353581564679,4.659353581564679,5.7,5.2597,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.1,POSITIVE,trend_continuation,6561308.12,,25.0,12.0,20.19,42.31,912183.0,457769.0,0.502,261613.0,332401.0,775938.0,23.5,1.044,2,1.0,99.0,0.000216,0.0,376300.82594065974,0.0,19.564544,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.9e-05,0.0,0.207392,0.0,0.0,0.0,False,1.83,0.77,0.3,1.4,1.19,0.21,False,sustained_trend,5.0,False,1.0,0.4659353581564679,0.4659353581564679,n/a,2026-05-11,2026-05-11,,,,
YPF,LONG,0.4300913931923022,4.300913931923022,6.82,5.4965,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.5,NEUTRAL,retest_and_confirm,,,50.0,40.0,12.01,10.39,105406.0,48671.0,0.462,45135.0,39316.0,69626.0,21.6,0.431,1,1.0,99.0,3.5e-05,0.0,3.1921407038382574e-19,0.0,26.595745,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.365372,0.0,0.0,0.0,False,1.52,0.83,0.89,1.4,1.94,0.24,False,sustained_trend,5.0,False,1.0,0.4300913931923022,0.4300913931923022,n/a,2026-05-11,2026-05-11,,,,
APLD,LONG,0.4117278961791651,4.117278961791651,0.0,2.4704,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.8901366384868077,5.5e-05,5.7e-05,400225.11789139145,449622.114838185,70.137255,1.788839,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,3e-05,0.001184,0.795418,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
