ticker,direction,flow_score_raw,flow_score_scaled,price_score,reject_reason,checks_passed,checks_failed
USAR,LONG,0.3487239387654539,2.5983386405345867,6,price_validation_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
SPY,LONG,0.3469836774600016,2.5748060228293914,0,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
NEM,LONG,0.34232736195802344,2.5118411725051764,6,price_validation_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, structural_breakout, trend_aligned"
SOXS,LONG,0.3185010723124134,2.1896510716239352,5,price_validation_failed,"bounce_and_fail, call_wall_clear, healthy_pullback_volume, not_extended, room_to_target, short_dated_noise","bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
SLV,LONG,0.29415107253830675,1.8603791203311275,7,price_validation_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, not_extended, structural_breakout, trend_aligned"
NFLX,LONG,0.2921271267546092,1.8330103899947272,9,price_validation_failed,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
TQQQ,LONG,0.2878980410910552,1.77582273900741,7,price_validation_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned"
ORCL,LONG,0.27328534213886024,1.578223069919933,0,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
TSM,LONG,0.2726510575087494,1.5696459799910158,7,price_validation_failed,"call_wall_near, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned"
BMNR,LONG,0.27110487366467906,1.5487377674194562,5,price_validation_failed,"bullish_rejection_wick, call_wall_clear, confirmation_volume, gamma_headwind, gamma_tailwind, healthy_pullback_volume, not_extended, room_to_target, short_dated_noise","bounce_and_fail, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
CRM,LONG,0.23144672470791533,1.0124619475921233,8,price_validation_failed,"bounce_and_fail, bullish_strong_close, call_wall_clear, gamma_tailwind, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","bullish_rejection_wick, confirmation_volume, flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
NOW,LONG,0.19639400472494783,0.5384628669356416,6,price_validation_failed,"call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
HOOD,LONG,0.15657412138302257,0.0,0,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
XLI,SHORT,0.5986741605027218,10.0,5,price_validation_failed,"confirmation_volume, gamma_tailwind, healthy_pullback_volume, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, not_extended, pullback_to_resistance, structural_breakdown, trend_aligned"
CIA,SHORT,0.589127782069222,9.786034973908489,10,price_validation_failed,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
CMG,SHORT,0.56774409534722,9.30675781982562,10,price_validation_failed,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
