ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
MRNA,LONG,0.6221625253416384,6.221625253416384,7.18,5.9448,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.4,POSITIVE,trend_continuation,16762096.23,,200.0,50.0,27.81,68.05,349881.0,540318.0,1.544,350042.0,119604.0,420553.0,94.8,0.954,2.9,0.21,0.33,1.4,1.35,1.0,False,sustained_trend,5.0,False,156.49,137.71,188.41,1.7,7,1.0,99.0,0.000215,2.1e-05,76557.5581840744,17.801252864220274,12.305493,13.398148,2,1,0.559998,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.315522,0.077846,0.0,0.0,1.0,0.6221625253416384,0.6221625253416384,n/a,2026-08-25,2026-08-25,False
PURR,LONG,0.5488746337931211,5.488746337931211,7.89,6.3514,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.2,POSITIVE,trend_continuation,1940466.77,,23.0,7.0,100.0,39.13,336429.0,103995.0,0.309,199550.0,51397.0,189477.0,49.8,1.082,2.51,0.18,1.0,1.4,1.8,1.0,False,sustained_trend,5.0,False,11.5,10.12,13.85,1.7,1,1.0,99.0,0.0002,0.0,278718.3280135453,0.0,1019.0,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000158,0.0,0.811052,0.0,0.0,0.0,1.0,0.5488746337931211,0.5488746337931211,n/a,2026-08-25,2026-08-25,False
PVH,LONG,0.521516373854376,5.21516373854376,1.52,4.2836,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.1,NEGATIVE,unknown,-421740.27,74.66,110.0,50.0,47.33,33.03,9325.0,24850.0,2.665,25602.0,106.0,8467.0,83.4,0.583,0.0,0.26,1.0,0.0,0.07,0.2,False,default,2.5,False,,,,,1,1.0,99.0,0.000292,0.0,3.752747313143864e-68,0.0,34.333333,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459326,0.0,0.0,0.0,1.0,0.521516373854376,0.521516373854376,n/a,2026-08-25,2026-08-25,False
GFS,LONG,0.5111705170482155,5.111705170482155,1.7,4.7059,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",8.2,NEGATIVE,unknown,-1131452.13,,55.0,45.0,19.64,2.11,43677.0,58561.0,1.341,17433.0,29310.0,55495.0,31.7,0.578,0.0,0.3,1.0,0.0,0.19,0.21,False,default,2.5,False,,,,,2,1.0,99.0,9.1e-05,0.0,5.1781238715775154e-30,0.0,16.062134,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.333085,0.0,0.0,0.0,1.0,0.5111705170482155,0.5111705170482155,n/a,2026-08-25,2026-08-25,False
NAMS,LONG,0.5065163738543761,5.065163738543761,5.02,5.2586,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.1,NEGATIVE,ema_pullback,-287461.87,27.66,35.0,25.0,26.51,9.63,5411.0,19408.0,3.587,5217.0,259.0,19343.0,83.2,0.852,0.0,0.87,1.0,1.2,0.95,1.0,False,default,2.5,False,,,,,1,1.0,99.0,0.000171,0.0,2.9394348364311418e-09,0.0,2.792287,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.801354,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-25,2026-08-25,False
KRE,LONG,0.5065163738543761,5.065163738543761,3.12,5.0086,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",7.7,NEGATIVE,ema_pullback,-62916224.56,,80.0,65.0,7.6,12.58,591273.0,1174118.0,1.986,448143.0,450185.0,867063.0,19.4,0.237,0.0,0.45,1.0,1.2,0.12,0.35,False,default,2.5,False,,,,,1,1.0,99.0,0.002932,0.0,1.1324242428063525e-17,0.0,5.623862,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.451141,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-25,2026-08-25,False
HL,LONG,0.4923524359846207,4.923524359846207,5.96,5.1898,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.7,POSITIVE,trend_continuation,4850082.27,20.77,25.0,10.0,20.39,51.84,462420.0,304910.0,0.659,210398.0,10275.0,546657.0,9.0,0.643,2.56,0.51,0.0,1.4,1.45,0.05,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,4.9e-05,0.0,648729.3026135807,0.0,7.484009,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.2e-05,0.0,0.467578,0.0,0.0,0.0,1.0,0.4923524359846207,0.4923524359846207,n/a,2026-08-25,2026-08-25,False
ABVX,LONG,0.4540264871102567,4.5402648711025675,0.0,2.7242,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4257604521223637e-62,0.000304,0.000223,2.919213099709489e-62,3.07121693763212,10.020761,6.202083,1,0,0.441379,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558737,0.38698,0.0,0.0,,,,,,,False
DASH,LONG,0.4391972835642633,4.391972835642633,6.61,4.979,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.0,POSITIVE,trend_continuation,21572042.89,233.52,250.0,150.0,6.97,35.82,128311.0,65895.0,0.514,69644.0,39440.0,85122.0,7.6,0.377,2.56,0.5,0.0,1.4,1.96,0.19,False,sustained_trend,5.0,False,,,,,4,1.0,99.0,3.5e-05,3e-06,0.030492559490397735,1.222581041607284e-08,56.515568,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.263561,0.626534,0.0,0.0,1.0,0.4391972835642633,0.4391972835642633,n/a,2026-08-25,2026-08-25,False
TEAM,LONG,0.4068048731497627,4.068048731497627,5.99,4.611,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.9,POSITIVE,trend_continuation,1178538.39,168.96,200.0,130.0,18.39,23.05,100987.0,74362.0,0.736,72780.0,16190.0,86379.0,9.4,0.603,2.97,0.48,0.23,1.4,0.91,0.0,False,sustained_trend,5.0,False,,,,,4,1.0,0.07318766155459538,5.4e-05,2.5e-05,0.20051086018284234,8.219043589742311,63.824916,20.307692,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.53733,0.393092,0.0,0.0,1.0,0.4068048731497627,0.4068048731497627,n/a,2026-08-25,2026-08-25,False
