ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
OXY,LONG,0.6295105374821657,6.295105374821657,0.0,3.7771,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.16834558698234,23,1.0,0.8226977301247114,3.2e-05,9e-06,6870.751213766738,15659.042263140525,6.992181,11.327843,3,1,0.535907,0.161798,,,,
BTDR,LONG,0.5911016909891449,5.911016909891449,0.0,3.5466,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.79,0.0,0.0,0.0,0.0,1.2615906558702499,4,1.0,8.728262570508553,0.000317,2.3e-05,9976.883660560297,3429.164824029461,4.485348,12.120879,0,0,0.543485,0.0,,,,
APLD,LONG,0.5720241189829973,5.720241189829974,0.0,3.4321,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.22,0.0,0.0,0.0,0.0,731.9463507599103,2,1.0,99.0,3.6e-05,0.0,95204.35114111497,0.0,9.69843,,0,0,0.001364,0.0,,,,
IBIT,LONG,0.5562752127912339,5.562752127912339,0.0,3.3377,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,31.07959464996508,15,1.0,0.2307080964613932,2.6e-05,2.2e-05,21695.802579446015,258610.15720122616,0.411385,1.371063,6,0,0.669373,0.161691,,,,
IWM,LONG,0.5557521881882187,5.557521881882187,0.0,3.3345,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.44,0.0,0.0,0.0,0.0,2.558788461621879,14,1.0,0.9604239430376945,3.3e-05,1.7e-05,51094.09762845496,70932.70008360552,0.349804,0.100037,5,0,0.713441,0.516552,,,,
VRT,LONG,0.5256020942105595,5.256020942105595,4.73,4.987,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.7,NEGATIVE,ema_pullback,-6635264.73,,260.0,190.0,3.0,24.73,200886.0,221841.0,1.104,173209.0,95295.0,154223.0,94.8,0.736,1.8,0.84,0.44,1.2,0.23,0.21,2450.958364968492,10,1.0,99.0,1.5e-05,8e-06,20314.695475697714,9.127942949810482,369.001213,5.027447,0,0,0.255376,0.347327,,,,
BE,LONG,0.5041123180218106,5.041123180218106,0.0,3.0247,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.33,0.0,0.0,0.0,0.0,1.335643256943621,11,1.0,1.3958530191181768,5.7e-05,2.4e-05,37305.369956873554,32071.029925865143,0.870471,0.147183,2,0,0.648839,0.413758,,,,
GOOGL,LONG,0.4956405968124273,4.9564059681242725,0.0,2.9738,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.030721312443779,11,1.0,5.7644432822430565,1e-06,0.0,38630.17850134219,8041.750422700408,3.511952,0.24519,0,1,0.321728,0.703481,,,,
FIG,LONG,0.49364455090842463,4.936445509084246,0.0,2.9619,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.427237914288955,4,1.0,99.0,4e-05,0.0,4164.013429633805,0.0,181.983051,,0,0,0.505736,0.0,,,,
QBTS,LONG,0.4903903714124518,4.903903714124517,0.0,2.9423,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,350.32463543394306,5,1.0,99.0,3.5e-05,2.9e-05,4073.0369305378795,17.43969672084004,3.367118,4.073161,0,0,0.485679,0.365993,,,,
