ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
SHAZ,LONG,0.5258145426322365,5.258145426322365,4.16,4.9771,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.5,NEUTRAL,bounce_and_fail,,,65.0,30.0,28.23,40.82,46805.0,16642.0,0.356,37073.0,15951.0,10423.0,99.6,1.496,0.0,0.45,1.0,1.0,0.71,1.0,False,default,2.5,False,1,1.0,99.0,0.000782,0.0,42748.7536849283,0.0,1230.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.036672,0.0,0.0,0.0,1.0,0.5258145426322365,0.5258145426322365,n/a,2026-07-30,2026-07-30,False,,,,,
LQD,LONG,0.5229256436956459,5.229256436956459,3.53,4.8136,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.7,NEGATIVE,bounce_and_fail,-560392139.61,,109.0,105.0,2.44,1.32,663357.0,1273989.0,1.921,667891.0,857139.0,412316.0,78.1,0.068,0.0,0.34,1.0,1.0,0.76,0.44,False,default,2.5,False,3,1.0,1.2706424247804598e-12,6.5e-05,1.9e-05,1.5288470630395172e-14,0.024064158936038513,1.664795,0,0,0.111952,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.48224,0.474918,0.0,0.0,1.0,0.5229256436956459,0.5229256436956459,n/a,2026-07-30,2026-07-30,False,3.442408,,,,
XPO,LONG,0.5220719294099316,5.220719294099316,4.24,4.8624,price_validation_failed,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned",4.9,NEUTRAL,pullback_to_support,,,220.0,155.0,10.88,21.88,5960.0,12742.0,2.138,9243.0,3119.0,6340.0,17.9,0.421,0.0,0.51,0.93,1.4,0.4,1.0,False,default,2.5,False,2,1.0,99.0,2.7e-05,0.0,1.3960424318876729e-30,0.0,1170.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.034367,0.0,0.0,0.0,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-07-30,2026-07-30,False,,,,,
TRMB,LONG,0.5065163738543761,5.065163738543761,6.0,5.3126,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.9,NEUTRAL,trend_continuation,,,60.0,50.0,5.75,11.88,12054.0,9557.0,0.793,2625.0,7764.0,11222.0,99.2,0.511,1.78,0.43,1.0,1.4,1.39,0.0,False,default,2.5,False,1,1.0,99.0,9e-05,0.0,283.0561406296117,0.0,100.06,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.291968,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-30,2026-07-30,False,,,,,
SIMO,LONG,0.48132481969340557,4.8132481969340555,3.74,4.6686,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",5.7,NEUTRAL,unknown,,,280.0,135.0,13.48,45.28,29641.0,17807.0,0.601,24498.0,18852.0,4098.0,82.2,0.996,0.0,0.69,1.0,0.0,1.05,1.0,False,default,2.5,False,1,1.0,99.0,0.000118,0.0,697181.9740330909,0.0,1.325688,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.7e-05,0.0,0.374267,0.0,0.0,0.0,1.0,0.48132481969340557,0.48132481969340557,n/a,2026-07-30,2026-07-30,False,,,,,
CHDN,LONG,0.4808020881400903,4.808020881400903,2.38,4.578,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.3,NEUTRAL,unknown,,,90.0,75.0,12.54,6.22,7627.0,32475.0,4.258,6425.0,32084.0,1593.0,55.0,0.379,0.0,0.27,1.0,0.0,0.11,1.0,False,default,2.5,False,1,0.7,99.0,0.000229,0.0,1.6841699368290983e-46,0.0,2616.666667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.148015,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-07-30,2026-07-30,False,,,,,
SOXS,LONG,0.47768749806104166,4.776874980610416,3.4,4.4484,price_validation_failed,"confirmation_volume, not_extended, trend_continuation","momentum_aligned, room_to_target, trend_aligned",5.2,NEUTRAL,trend_continuation,,,80.0,45.0,49.0,16.19,55645.0,41494.0,0.746,84069.0,6895.0,6175.0,78.2,1.671,0.0,0.7,0.06,1.4,0.54,0.7,False,default,2.5,False,2,1.0,99.0,0.000679,0.0,209179.87969081572,0.0,1.680098,2,0,0.076927,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000106,0.0,0.489352,0.0,0.0,0.0,1.0,0.47768749806104166,0.47768749806104166,n/a,2026-07-30,2026-07-30,False,,,,,
NBIS,LONG,0.44260263597502725,4.4260263597502725,5.05,4.908,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.9,NEGATIVE,bounce_and_fail,-2660301.38,,250.0,120.0,32.01,36.64,702585.0,890668.0,1.268,761033.0,176857.0,655363.0,93.1,1.424,0.0,0.85,1.0,1.0,1.2,1.0,False,default,2.5,False,7,1.0,2.077935179711583,0.000268,7.6e-05,572012.5509906426,688198.2611580284,65.265915,2,1,0.691115,0.034293,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.3e-05,0.0,0.245811,0.008802,0.0,0.0,1.0,0.44260263597502725,0.44260263597502725,n/a,2026-07-30,2026-07-30,False,6.346311,,,,
CI,LONG,0.43694127586532644,4.369412758653264,0.0,2.6216,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,1e-05,1e-05,103780.92130032922,7.631099527556343e-12,737.15,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.160002,0.520414,0.0,0.0,,,,,,,False,12.392857,,,,
HNGE,LONG,0.4286616981307649,4.286616981307649,0.0,2.572,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,2.1823799842290892e-39,0.000103,8.8e-05,1.717752389998074e-61,7.871005060582327e-23,2.056,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.705486,0.547938,0.0,0.0,,,,,,,False,20.253165,,,,
