ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
PWR,LONG,0.6219487032122122,6.219487032122122,4.56,5.4377,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.8,NEUTRAL,bounce_and_fail,,,700.0,540.0,8.7,16.14,13526.0,18316.0,1.354,14507.0,5221.0,12114.0,97.8,0.572,0.0,0.71,1.0,1.0,1.84,0.0,False,default,2.5,False,16,1.0,99.0,6.7e-05,2.9e-05,0.002244528738912777,7.356029924901523e-20,42.459607,47.4375,0,0,0.001301,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.556559,0.492874,0.0,0.0,1.0,0.6219487032122122,0.6219487032122122,n/a,2026-07-22,2026-07-22,False
EXE,LONG,0.5531830405210427,5.531830405210427,4.91,5.1589,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",4.6,NEUTRAL,retest_and_confirm,,,95.0,80.0,2.47,13.71,97601.0,109420.0,1.121,53835.0,100365.0,52821.0,72.1,0.361,0.0,0.37,1.0,1.4,1.88,0.26,False,default,2.5,False,4,1.0,99.0,0.000329,0.0,4.491142732307221e-15,0.0,80.547286,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.17593,0.0,0.0,0.0,1.0,0.5531830405210427,0.5531830405210427,n/a,2026-07-22,2026-07-22,False
ASHR,LONG,0.519147000838503,5.191470008385029,4.8,4.7157,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.4,POSITIVE,bounce_and_fail,9938749.81,34.98,36.0,33.0,2.93,5.65,299314.0,252725.0,0.844,81953.0,242937.0,227149.0,99.8,0.283,0.0,0.9,1.0,1.0,1.9,0.0,False,default,2.5,False,2,0.7,99.0,0.001455,0.0,1.1848556882263876e-28,0.0,44.727941,,0,0,0.419051,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.701194,0.0,0.0,0.0,1.0,0.519147000838503,0.519147000838503,n/a,2026-07-22,2026-07-22,False
PSKY,LONG,0.5158431887575559,5.158431887575558,3.76,5.0672,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,6.8,NEGATIVE,pullback_to_support,-927641.36,8.72,12.0,8.0,37.54,8.31,579666.0,595410.0,1.027,82740.0,239130.0,853206.0,94.5,0.645,0.0,0.37,1.0,1.4,0.65,0.35,False,default,2.5,False,2,0.7,99.0,0.000178,0.0,7.969011899597612e-48,0.0,1.838872,,0,0,0.424952,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.223544,0.0,0.0,0.0,1.0,0.5158431887575559,0.5158431887575559,n/a,2026-07-22,2026-07-22,False
MOH,LONG,0.47061245583571215,4.706124558357121,5.72,5.0891,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.1,NEUTRAL,trend_continuation,,,250.0,185.0,12.65,16.64,14976.0,14862.0,0.992,7770.0,5785.0,16283.0,91.9,0.657,2.15,0.9,0.75,1.4,0.25,0.27,False,default,2.5,False,1,1.0,99.0,0.000104,0.0,0.000263166444925776,0.0,7.495327,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.366181,0.0,0.0,0.0,1.0,0.47061245583571215,0.47061245583571215,n/a,2026-07-22,2026-07-22,False
KLAC,LONG,0.431856244532091,4.31856244532091,3.96,4.6873,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.7,NEGATIVE,ema_pullback,-150306.44,,270.0,122.0,24.61,43.69,159242.0,258644.0,1.624,86987.0,143627.0,187272.0,100.0,0.974,0.0,0.76,1.0,1.2,1.0,0.0,False,default,2.5,False,7,1.0,1.7978059479495099,1.2e-05,6e-06,1.4734046987282148e-21,2.0488928468735858e-21,786.932895,583.0,4,1,0.701543,0.458439,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.624474,0.607306,0.0,0.0,1.0,0.431856244532091,0.431856244532091,n/a,2026-07-22,2026-07-22,False
HNGE,LONG,0.41393907777575095,4.13939077775751,0.0,2.4836,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,2.1823799842291355e-39,9e-05,7.8e-05,5.97302953858937e-52,2.736933797850595e-13,2.056,20.253165,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.705486,0.547938,0.0,0.0,,,,,,,False
CAT,LONG,0.4115660167697949,4.115660167697949,4.79,4.6548,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.8,NEGATIVE,retest_and_confirm,-796872.87,,1000.0,600.0,11.97,32.82,125986.0,131078.0,1.04,97530.0,56351.0,103183.0,98.9,0.533,0.0,0.68,1.0,1.4,1.71,0.0,False,default,2.5,False,7,1.0,99.0,2.8e-05,6e-06,32263.24939080048,1.583070870440826,45.359608,14.961538,1,0,0.494776,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.490766,0.15189,0.0,0.0,1.0,0.4115660167697949,0.4115660167697949,n/a,2026-07-22,2026-07-22,False
MXL,LONG,0.41015408501086276,4.101540850108628,0.0,2.4609,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,4.2236681344520814e-23,0.000236,0.000163,1.6348770939897586e-27,2.5805011851415964e-05,4.966851,9.73059,2,1,0.462282,0.035972,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.615846,0.25275,0.0,0.0,,,,,,,False
IBM,LONG,0.38324490727697363,3.8324490727697365,1.35,3.5812,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.3,NEGATIVE,unknown,-31010200.1,,300.0,200.0,45.72,2.86,424330.0,322499.0,0.76,302798.0,146878.0,297153.0,87.2,0.503,0.0,0.0,1.0,0.0,0.19,0.16,True,default,2.5,False,7,1.0,99.0,4.8e-05,1.4e-05,19519.122185373108,0.05110621825213198,133.733538,2.264955,1,0,1.6e-05,0.423482,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.384863,0.499282,0.0,0.0,1.0,0.38324490727697363,0.38324490727697363,n/a,2026-07-22,2026-07-22,False
MCD,LONG,0.35096432589387433,3.5096432589387434,1.5,3.5248,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.6,NEGATIVE,unknown,-3766800.46,262.33,300.0,260.0,14.37,0.88,156908.0,103915.0,0.662,77785.0,63281.0,119757.0,97.0,0.268,0.0,0.38,1.0,0.0,0.06,0.06,False,default,2.5,False,4,1.0,1.2548817920728963,1e-05,6e-06,1.603089492870666e-14,3.832447413766146e-14,1.75081,2.947368,0,0,0.424534,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.395429,0.546069,0.0,0.0,1.0,0.35096432589387433,0.35096432589387433,n/a,2026-07-22,2026-07-22,False
CVX,LONG,0.3480368521422253,3.480368521422253,5.35,3.9452,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.0,POSITIVE,trend_continuation,116565963.46,193.31,200.0,170.0,3.45,12.07,304932.0,202800.0,0.665,149695.0,125387.0,232650.0,90.9,0.304,2.01,0.0,0.0,1.4,1.94,0.0,True,default,2.5,True,4,1.0,99.0,9e-06,0.0,1.797516140535268e-05,0.0,12.904649,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.437786,0.0,0.0,0.0,1.0,0.3480368521422253,0.3480368521422253,n/a,2026-07-22,2026-07-22,False
MA,LONG,0.33698107985533826,3.3698107985533827,3.93,3.6039,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",3.7,NEUTRAL,unknown,,,550.0,450.0,3.29,15.49,66951.0,62838.0,0.939,31983.0,28522.0,69284.0,90.5,0.289,2.23,0.83,0.79,0.0,0.08,0.0,False,default,2.5,False,2,1.0,3.63428392475901e-11,5e-06,2e-06,6.533884093823618e-14,0.0017978463513295486,24.709677,35.666667,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.538884,0.550388,0.0,0.0,1.0,0.33698107985533826,0.33698107985533826,n/a,2026-07-22,2026-07-22,False
EWZ,LONG,0.3356829823943295,3.3568298239432948,6.48,4.8824,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.3,POSITIVE,retest_and_confirm,150584204.45,36.56,45.0,30.0,23.09,17.94,3149756.0,1333001.0,0.423,941475.0,1091834.0,2449448.0,25.4,0.273,1.62,0.21,1.0,1.4,1.95,0.29,False,default,2.5,False,1,1.0,99.0,0.000191,0.0,4.7387552056435046e-26,0.0,1.499636,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.389718,0.0,0.0,0.0,1.0,0.3356829823943295,0.3356829823943295,n/a,2026-07-22,2026-07-22,False
CRWD,LONG,0.3255913668455129,3.2559136684551286,4.27,4.149,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",6.2,NEGATIVE,unknown,-3238301.28,,200.0,87.5,6.54,53.39,673848.0,646084.0,0.959,321207.0,242446.0,756279.0,93.5,0.631,2.11,0.87,0.96,0.0,0.22,0.11,False,default,2.5,False,3,1.0,79.92133900751519,2.1e-05,3e-06,0.0049976761387645514,0.000125064875059078,24.557497,2.414773,2,0,0.019487,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.426159,0.379603,0.0,0.0,1.0,0.3255913668455129,0.3255913668455129,n/a,2026-07-22,2026-07-22,False
TSEM,LONG,0.32437100412499253,3.2437100412499253,0.0,1.9462,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,4.998407464433085e-08,4.1e-05,0.000154,1.0462145307972282e-09,0.010465478637363239,6.808414,34.241402,0,2,0.036775,0.006161,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.515344,0.050581,0.0,0.0,,,,,,,False
MSTR,LONG,0.31911962890012924,3.1911962890012924,4.73,3.3146,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",1.5,POSITIVE,trend_continuation,4280355.41,99.99,100.0,50.0,0.03,49.98,1276107.0,1210032.0,0.948,950513.0,426575.0,1109051.0,80.5,0.817,0.0,0.97,1.0,1.4,1.36,0.0,False,default,2.5,False,2,1.0,99.0,4.4e-05,0.0,0.032295908182542875,0.0,2.056589,,0,0,0.406679,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.004944,0.0,0.0,0.0,1.0,0.31911962890012924,0.31911962890012924,n/a,2026-07-22,2026-07-22,False
OKLO,LONG,0.3068547554602569,3.0685475546025693,4.58,4.7083,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,9.0,NEGATIVE,trend_continuation,-1432351.61,,90.0,40.0,102.98,9.79,386825.0,230194.0,0.595,156795.0,99143.0,361081.0,44.9,0.944,0.0,0.6,1.0,1.4,1.21,0.37,False,default,2.5,False,3,0.7,99.0,0.000335,0.0,8.717700010532217e-06,0.0,9.390378,,0,0,0.398615,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.331178,0.0,0.0,0.0,1.0,0.3068547554602569,0.3068547554602569,n/a,2026-07-22,2026-07-22,False
AA,LONG,0.30560662409491846,3.0560662409491846,3.8,3.968,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.5,NEUTRAL,bounce_and_fail,,,50.0,40.0,8.34,13.33,123840.0,108972.0,0.88,70069.0,54766.0,107977.0,26.6,0.548,0.0,0.44,1.0,1.0,1.32,0.04,False,default,2.5,False,1,1.0,99.0,8.4e-05,0.0,0.05787778520170921,0.0,6.638065,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.085764,0.0,0.0,0.0,1.0,0.30560662409491846,0.30560662409491846,n/a,2026-07-22,2026-07-22,False
UNH,LONG,0.3025495507399118,3.025495507399118,6.13,4.1117,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.8,POSITIVE,trend_continuation,25961657.17,433.22,500.0,200.0,15.43,53.83,514016.0,422197.0,0.821,191290.0,135053.0,609870.0,7.1,0.277,2.46,0.82,0.73,1.4,0.71,0.0,False,sustained_trend,5.0,False,5,1.0,6.367575261977482,9e-06,4e-06,47092.52157081827,11093.513535368907,13.961629,6.179437,1,1,0.108002,0.195206,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.691046,0.456913,0.0,0.0,1.0,0.3025495507399118,0.3025495507399118,n/a,2026-07-22,2026-07-22,False
AVGO,LONG,0.30122018868041417,3.012201886804142,5.08,3.4101,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",1.9,POSITIVE,retest_and_confirm,237852175.87,397.13,400.0,300.0,0.62,24.54,956656.0,992604.0,1.038,478771.0,436049.0,1034440.0,66.0,0.521,0.0,0.72,1.0,1.4,1.96,0.0,False,default,2.5,False,4,1.0,0.39356001816131103,6e-06,1e-06,12638.122838363075,96336.94167467239,3.809552,487.0,1,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.511604,0.486122,0.0,0.0,1.0,0.30122018868041417,0.30122018868041417,n/a,2026-07-22,2026-07-22,False
KRE,LONG,0.300619981247005,3.00619981247005,5.52,4.5191,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.8,NEGATIVE,trend_continuation,-47158232.54,,80.0,65.0,6.11,13.79,584872.0,1231147.0,2.105,590932.0,350220.0,874867.0,15.9,0.24,2.25,0.94,0.63,1.4,0.27,0.04,False,sustained_trend,5.0,False,1,1.0,99.0,0.0,0.0,0.014563125866953925,0.0,12.006098,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.375271,0.0,0.0,0.0,1.0,0.300619981247005,0.300619981247005,n/a,2026-07-22,2026-07-22,False
CCJ,LONG,0.30041850458516306,3.0041850458516306,0.0,1.8025,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,2.6e-05,2.3e-05,2.1439412767846805e-06,2.4727027089230175e-20,1048.05,3250.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.023731,0.008844,0.0,0.0,,,,,,,False
TWLO,LONG,0.2988236000176636,2.988236000176636,1.43,2.9231,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.0,NEUTRAL,unknown,,,220.0,130.0,20.2,28.97,42919.0,29004.0,0.676,23674.0,14611.0,33638.0,97.0,0.801,0.0,0.24,1.0,0.0,0.02,0.17,False,default,2.5,False,1,1.0,99.0,2e-05,0.0,3.4051938589074117e-13,0.0,3.970297,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.188837,0.0,0.0,0.0,1.0,0.2988236000176636,0.2988236000176636,n/a,2026-07-22,2026-07-22,False
GEV,LONG,0.2983671243651153,2.983671243651153,3.28,3.4158,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",4.7,NEUTRAL,ema_pullback,,,1200.0,800.0,20.61,19.6,88683.0,119071.0,1.343,67307.0,43788.0,96659.0,88.7,0.601,0.0,0.59,0.61,1.2,0.16,0.72,False,default,2.5,False,5,1.0,99.0,1e-05,5e-06,291830.77482175897,1003.856591517091,2.751227,4.405139,1,1,0.003908,1.7e-05,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.586074,0.016879,0.0,0.0,1.0,0.2983671243651153,0.2983671243651153,n/a,2026-07-22,2026-07-22,False
CNC,LONG,0.29787266589780415,2.9787266589780415,5.77,4.3004,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.4,POSITIVE,trend_continuation,1923265.94,66.33,70.0,20.0,5.53,69.85,211534.0,87489.0,0.414,32362.0,61345.0,205316.0,77.6,0.559,1.81,0.96,0.31,1.4,1.28,0.02,False,sustained_trend,5.0,False,1,1.0,99.0,1.1e-05,0.0,4.054750447366808e-23,0.0,5.386885,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.499716,0.0,0.0,0.0,1.0,0.29787266589780415,0.29787266589780415,n/a,2026-07-22,2026-07-22,False
LITE,LONG,0.29505845280493403,2.9505845280493403,0.0,1.7704,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,1.358132804915139,1.1e-05,8e-06,645496.8458088076,475282.5669718953,2.384615,1.8,1,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-06,4e-06,0.750798,0.483306,0.0,0.0,,,,,,,False
