ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,entry_price,stop_price,target_1,rr_ratio,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
MP,LONG,0.5766435509583523,5.766435509583523,7.39,6.7202,poor_rr (0.8:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,8.1,NEGATIVE,trend_continuation,-2086442.48,63.61,70.0,50.0,10.01,21.42,228875.0,197361.0,0.862,169042.0,49239.0,207955.0,33.9,0.704,1.89,0.24,1.0,1.4,1.88,0.98,63.63,55.99,70.0,0.83,20.6845295657561,9,1.0,5.1453402670404085,9.6e-05,1e-05,4625.7599656411,7192.154027631421,0.299878,0.207165,3,1,0.424841,0.0
CVS,LONG,0.5225130754191338,5.225130754191339,5.99,5.1896,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,3.9,POSITIVE,support_ema_confluence,53581384.52,76.72,80.0,70.0,4.29,8.75,259010.0,175936.0,0.679,206694.0,52165.0,176087.0,68.4,0.352,1.68,0.77,0.79,1.6,0.92,0.22,,,,,2.614685319940495e+17,19,1.0,99.0,1.9e-05,7e-06,1.2473517290764229,2.8366767438806533e-06,9.637248,0.562937,1,0,0.0,0.009661
BTDR,LONG,0.5189367619047619,5.189367619047619,0.0,3.1136,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,201.6718967796123,10,1.0,0.019825631841193517,0.00069,0.001569,176.65168118605047,8910.267405400176,0.338941,307.848213,1,2,0.423448,0.026398
VSAT,LONG,0.5112134518997282,5.112134518997282,7.17,6.1471,poor_rr (0.8:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.2,NEUTRAL,trend_continuation,,,70.0,42.0,9.32,34.41,58036.0,18379.0,0.317,43017.0,20065.0,13333.0,36.8,0.788,2.42,0.06,1.0,1.4,1.91,0.38,64.04,56.35,70.0,0.78,315301064030.20233,4,1.0,99.0,5.4e-05,4e-06,582.4746126382121,3.0554055842911434e-09,108.793175,0.024794,0,0,0.10262,0.0
SNDK,LONG,0.5063407597456449,5.0634075974564485,5.34,4.7937,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,3.3,POSITIVE,trend_continuation,86657440.55,906.05,1000.0,250.0,10.21,72.45,326682.0,357622.0,1.095,378616.0,75175.0,230513.0,86.5,1.128,2.35,0.02,0.19,1.4,0.82,0.55,,,,,9.580033221584184,14,1.0,17.910426673402455,6e-06,2e-06,48529.28098106454,9935.033942815973,2.185995,0.733607,3,0,0.828431,0.422373
SOXS,LONG,0.5053637564824027,5.053637564824028,2.02,4.5128,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.9,NEUTRAL,unknown,,,23.0,17.0,20.39,11.02,111381.0,42008.0,0.377,125037.0,8908.0,19444.0,59.8,1.116,0.0,0.0,1.0,0.0,0.02,1.0,,,,,1.2776251495939097,2,1.0,2.5552502991878194,0.000274,0.000108,180.91606443765355,70.80169973765675,167.111111,66.444444,0,1,0.0,0.0
SJM,LONG,0.50112825795181,5.011282579518101,5.44,5.2776,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.7,NEUTRAL,retest_and_confirm,,,100.0,90.0,5.0,5.5,25158.0,8331.0,0.331,9427.0,9747.0,14315.0,71.3,0.284,0.0,0.91,1.0,1.4,1.99,0.13,,,,,0.0,4,1.0,99.0,9.1e-05,6e-06,85512.85151863952,6.991513268047871e-32,3.143192,2.108527,1,0,0.0,0.0
STX,LONG,0.47481380492418424,4.748138049241843,0.0,2.8489,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,12064.06482152157,24,1.0,0.0009393329105371038,1.6e-05,2.5e-05,202.81446980118363,56819.28983466625,9.278879,40.662409,1,1,0.49635,0.613103
MRVL,LONG,0.4695938405072773,4.6959384050727735,0.0,2.8176,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,29.435567470507177,16,1.0,0.11226972056478711,4e-06,7e-06,679.7245570853489,6054.388963167523,2.371102,0.271762,4,5,0.42597,0.695159
VICR,LONG,0.4655424500600225,4.655424500600224,7.18,5.2817,poor_rr (0.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.0,NEUTRAL,trend_continuation,,,230.0,155.0,3.17,30.47,8520.0,6193.0,0.727,10521.0,30.0,4162.0,94.4,1.116,1.75,0.05,1.0,1.4,1.98,1.0,222.93,196.18,230.0,0.26,20.294119313008107,4,1.0,20.952232807940025,3.6e-05,1.6e-05,1.735798158111138e-05,2.4853649355977125e-06,3.234951,2.386364,0,0,0.026341,0.0
ORBS,LONG,0.4654648234965568,4.654648234965569,5.61,5.2903,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,6.4,NEUTRAL,trend_continuation,,,1.5,1.0,20.97,19.35,138603.0,59651.0,0.43,149436.0,833.0,47985.0,19.4,1.677,0.0,0.54,1.0,1.4,1.67,1.0,,,,,0.0,1,1.0,99.0,0.000182,0.0,605.133851272888,0.0,4.004373,,1,0,0.0,0.0
MGM,LONG,0.432655491073725,4.32655491073725,6.91,5.4363,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.0,NEUTRAL,trend_continuation,,,45.0,30.0,12.26,25.16,82822.0,77982.0,0.942,51921.0,34069.0,74814.0,69.5,0.435,1.62,0.38,1.0,1.4,1.95,0.57,,,,,3862349756677328.0,3,1.0,99.0,2.7e-05,0.0,134.53279155946004,0.0,2.869454,,0,0,0.044409,0.0
HUN,LONG,0.429197632375156,4.29197632375156,0.0,2.5752,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,1.8455984423355192,9,1.0,0.5049384165238839,7.6e-05,0.000117,3.974285114794956e-09,3.935415671236583e-09,1.075309,0.35514,1,0,0.412398,0.724611
ARKK,LONG,0.4192470970628012,4.192470970628012,0.0,2.5155,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,143.50053832081645,7,1.0,71.38920265765171,5.5e-05,8.9e-05,73302.3039668291,770.0986413696729,0.448058,0.916022,0,1,0.276162,0.510906
CVNA,LONG,0.41004018794489827,4.100401879448983,0.0,2.4602,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,12.624453839198118,15,1.0,0.1372844358629576,1e-05,1.7e-05,2768.2523358806357,10082.178356489032,2.093746,3.030918,1,1,0.622853,0.661409
SQQQ,LONG,0.4093025,4.093025,2.01,3.9095,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.3,POSITIVE,unknown,6798609.34,56.35,74.5,55.0,32.19,2.41,294315.0,75744.0,0.257,278417.0,44180.0,47462.0,42.1,0.559,0.0,0.0,1.0,0.0,0.01,1.0,,,,,9.078902853042626,6,1.0,12.83434915794738,0.0,0.0,9068.681097329685,1413.1890890180607,4.482776,0.304216,2,0,0.300235,0.085363
LVS,LONG,0.40055773445749565,4.005577344574957,0.0,2.4033,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,55424473520.92749,12,1.0,1.4889698759299352,1.2e-05,1.1e-05,81536.35673289261,18253.415342373115,18.928593,2.92536,0,4,0.019461,0.388478
WDC,LONG,0.39410590926945444,3.9410590926945446,0.0,2.3646,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,48.25318349200406,15,1.0,0.09911628805784733,6e-06,5e-06,916.839852541873,13875.214717586734,1.581709,16.294774,1,0,0.272979,0.253366
META,LONG,0.3840457902052828,3.8404579020528278,0.0,2.3043,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,6.033427009364327,27,1.0,0.5706896656236738,2e-06,4e-06,224463.12162328768,314655.2463016619,0.251574,0.280987,4,2,0.526168,0.750928
SOXX,LONG,0.38118767781876756,3.8118767781876755,0.0,2.2871,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,1226.2749661272912,6,1.0,0.017350321663776935,8e-06,1.1e-05,7.442334905025654,428.94506795014416,18.864754,9.985397,0,0,4.4e-05,0.353394
NUE,LONG,0.3798774824120393,3.7987748241203927,0.0,2.2793,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,41151175818.25999,6,1.0,99.0,4e-06,4e-06,3.4857778764035235e-05,4.15394558415574e-08,4.139766,4.464169,1,0,0.016438,0.0
LNG,LONG,0.37881077870148655,3.7881077870148654,0.0,2.2729,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2.401264495946912e+18,23,1.0,2.4405462645793996,1.7e-05,1.4e-05,6217.584166790176,2335.3182177323856,0.464996,0.327918,2,1,0.000784,0.000406
ELV,LONG,0.37646506409320435,3.7646506409320435,6.8,5.2423,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,6.6,NEUTRAL,support_ema_confluence,,,340.0,290.0,5.74,9.81,20960.0,13918.0,0.664,10995.0,9643.0,14240.0,64.9,0.39,1.79,0.24,1.0,1.6,1.85,0.33,,,,,1.8272074617762975e+34,3,1.0,99.0,3e-06,0.0,37154.77683913315,0.0,62.36478,,1,0,0.0,0.0
ALB,LONG,0.3722559410118424,3.722559410118424,7.0,5.2813,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.6,NEUTRAL,trend_continuation,,,260.0,70.0,27.66,65.63,97723.0,112008.0,1.146,34717.0,65327.0,109687.0,62.8,0.654,1.83,0.36,1.0,1.4,1.4,1.0,,,,,1036.6550074030433,7,1.0,17.99831093407988,2.3e-05,1.1e-05,15389.756559392683,641.3000343098354,1.460949,3.022672,2,1,0.24599,0.02375
IGV,LONG,0.37206226186737534,3.7206226186737537,5.95,4.8053,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,5.8,NEGATIVE,support_ema_confluence,-25619035.86,86.4,90.0,80.0,4.18,7.4,860730.0,573846.0,0.667,618211.0,286229.0,530136.0,78.9,0.351,0.0,0.37,1.0,1.6,1.98,1.0,,,,,1.1380397617888744,3,1.0,5.7795541627458045,3.6e-05,6e-06,187375.31964706763,64840.752200182724,1.577266,3.071322,1,1,0.370429,0.0
RGTI,LONG,0.37085545511897766,3.708554551189777,7.28,4.4183,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,1.9,POSITIVE,trend_continuation,3433302.09,19.73,20.0,14.0,1.45,28.99,368051.0,369244.0,1.003,373401.0,19259.0,344635.0,63.7,1.033,2.04,0.0,1.0,1.4,1.85,1.0,,,,,230.03533442968134,3,0.7,99.0,5.3e-05,0.0,61734.0393451426,0.0,0.522106,,0,0,0.013018,0.0
UTHR,LONG,0.3678543444854342,3.678543444854342,6.58,5.0133,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.0,NEUTRAL,trend_continuation,,,610.0,450.0,3.69,23.51,30704.0,21754.0,0.709,46284.0,3500.0,2674.0,38.2,0.364,2.4,0.28,0.26,1.4,1.99,0.25,,,,,5936061520035479.0,3,1.0,99.0,8e-06,2e-06,16.3415693885343,2.7529312715809973e-15,7.035714,1.6,0,0,0.0,0.0
LQDA,LONG,0.3659934930161365,3.6599349301613646,6.83,5.379,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.5,NEUTRAL,trend_continuation,,,55.0,30.0,39.49,23.92,150723.0,50654.0,0.336,100111.0,310.0,100956.0,40.5,1.206,1.85,0.72,1.0,1.4,0.85,1.0,,,,,5.6098899281015224e+16,5,1.0,2.4920219469139017e-10,5.3e-05,3e-05,2.404886049273961e-08,144.7551085325804,0.622518,0.250393,0,1,0.0,0.0
IWM,LONG,0.3652262431870606,3.652262431870606,7.48,5.1101,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.2,NEGATIVE,trend_continuation,-143325755.77,,280.0,250.0,1.09,9.74,2723672.0,7664491.0,2.814,4154563.0,2093138.0,4140462.0,52.0,0.217,2.24,0.0,1.0,1.4,1.99,0.85,,,,,1.4373832832925633,9,1.0,4.037742964265927,9e-06,4e-06,83890.12326513814,72717.71235229273,1.222328,0.064469,4,0,0.792312,0.140336
JBLU,LONG,0.3593849206517367,3.5938492065173673,7.26,4.8549,poor_rr (1.2:1),"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.4,POSITIVE,unknown,2019801.46,6.12,7.0,4.0,14.38,34.64,431894.0,322751.0,0.747,275972.0,179884.0,298789.0,75.6,0.734,2.05,0.03,1.0,1.2,1.97,1.0,6.12,5.39,7.0,1.2,2464891.473743882,2,1.0,99.0,5.9e-05,0.0,212.1895489656409,0.0,0.115952,,0,0,0.0,0.0
MRK,LONG,0.34198126412658086,3.4198126412658088,3.96,3.6979,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,4.0,POSITIVE,ema_pullback,36733999.41,116.95,130.0,100.0,11.15,14.5,309627.0,228794.0,0.739,164800.0,107321.0,266300.0,95.9,0.334,0.0,0.66,0.88,1.2,0.68,0.54,,,,,106524025103.88828,16,1.0,0.12906589133469354,3e-06,1e-06,876.2644730118832,14936.415970870421,0.345854,0.135532,1,2,0.412284,0.0
AFRM,LONG,0.3410571220858005,3.4105712208580052,7.46,4.6433,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,3.5,POSITIVE,trend_continuation,1330645.62,65.08,75.0,45.0,15.19,30.89,159214.0,165417.0,1.039,158864.0,50302.0,115465.0,86.2,0.847,2.16,0.0,1.0,1.4,1.9,1.0,,,,,252.7641023593204,4,1.0,99.0,1.9e-05,2e-06,3809.3506001921737,7.45556399228938,1.739623,13.0,0,0,0.004394,0.0
MRNA,LONG,0.3389998287524672,3.389998287524672,5.77,4.586,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,5.8,NEUTRAL,trend_continuation,,,60.0,25.0,10.19,54.09,411831.0,402721.0,0.978,340591.0,161685.0,312276.0,68.7,0.766,1.8,0.55,0.0,1.4,1.48,0.53,,,,,256.36596575389467,5,1.0,99.0,1.9e-05,0.0,156.96584205066023,0.0,1.052557,,1,0,0.019286,0.0
NFLX,LONG,0.3373462923809524,3.373462923809524,6.92,4.8427,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.4,POSITIVE,trend_continuation,35354003.95,98.21,120.0,5.0,22.18,94.91,3241474.0,2999776.0,0.925,1868268.0,777588.0,3595394.0,31.5,0.305,2.26,0.81,1.0,1.4,0.45,1.0,,,,,7.159648747541719,8,1.0,23.140626317530426,1e-06,0.0,46521.12032431688,6031.096957268738,0.967114,0.175134,2,1,0.627139,0.29138
TER,LONG,0.3272222322930652,3.2722223229306517,0.0,1.9633,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,1099795937837.4297,16,1.0,99.0,1.4e-05,5.7e-05,101087.54372727357,16.97844921565635,1.262217,2.573788,1,1,5e-06,6e-06
HAYW,LONG,0.3247294353833555,3.2472943538335555,0.0,1.9484,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,36188635.24368228,2,1.0,99.0,5e-05,3.6e-05,70.45889580817064,1.946989582053144e-06,,1545.0,0,0,0.0,0.0
UBS,LONG,0.31987230412658085,3.1987230412658088,0.0,1.9192,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2.0595894529587853e+22,12,1.0,99.0,3e-06,6e-06,5.018970848210389,0.00014223510075789025,1.378284,1.192373,0,0,1.8e-05,0.378276
CRWD,LONG,0.3160143930789783,3.1601439307897827,5.44,4.7921,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,7.9,NEGATIVE,trend_continuation,-4976406.72,,470.0,350.0,10.2,17.93,224772.0,193863.0,0.862,153940.0,64674.0,200021.0,57.3,0.463,0.0,0.5,1.0,1.4,1.8,0.74,,,,,2283.961119289113,11,1.0,1.8471432593918686,6e-06,1e-06,9265.788555663334,13376.74777315524,0.177384,0.180683,2,2,0.020498,0.072157
SPXS,SHORT,0.7391561684173416,7.391561684173416,7.73,7.3148,price_validation_failed,"confirmation_volume, momentum_aligned, pullback_to_resistance, room_to_target, trend_aligned",not_extended,6.5,NEUTRAL,pullback_to_resistance,,,40.0,20.0,29.23,35.38,60807.0,30275.0,0.498,54834.0,3816.0,32432.0,56.0,0.454,2.36,0.0,1.0,1.4,1.99,0.98,,,,,361996826231.37604,5,1.0,8.589248043676031e-09,0.000167,0.000546,0.000298281812901923,8681.837204641495,9.609756,7.409777,1,4,0.0,0.000628
DAVE,SHORT,0.6831034523809524,6.831034523809524,0.0,4.0986,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,411143859552.0994,20,1.0,54.01810527476394,0.000934,0.00046,14167.712022835449,611.9799010313185,2.769648,15.628246,2,1,0.0,0.435115
BTDR,SHORT,0.6701830792837141,6.701830792837141,2.06,4.7889,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.1,POSITIVE,unknown,3372336.01,13.02,15.0,7.5,14.11,42.94,419878.0,249171.0,0.593,231218.0,258022.0,179809.0,91.3,1.154,0.0,0.0,1.0,0.0,0.06,1.0,,,,,201.6718967796123,10,1.0,0.019825631841193517,0.00069,0.001569,176.65168118605047,8910.267405400176,0.338941,307.848213,1,2,0.423448,0.026398
KORU,SHORT,0.6392820952380953,6.392820952380953,0.0,3.8357,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,90068788.84386009,30,1.0,7.999408202569634,0.002724,0.000301,21.204937958869127,23.857320041314754,109.615723,25.767857,24,1,0.629685,0.381616
SEDG,SHORT,0.634159260625456,6.34159260625456,6.17,5.9618,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",none,4.7,NEUTRAL,unknown,,,70.0,35.0,80.9,9.55,100448.0,89405.0,0.89,71549.0,30471.0,87833.0,80.7,1.011,1.71,0.43,0.7,1.4,1.56,0.38,,,,,364648099479.58167,10,1.0,1.7499555644586952e-12,0.000123,0.003543,2.967113097507124e-09,1695.5362511875696,0.119157,16.447931,5,0,0.56043,0.0
TER,SHORT,0.5983468213431635,5.983468213431635,1.33,4.2907,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.5,NEUTRAL,unknown,,,440.0,310.0,15.65,18.52,44225.0,29200.0,0.66,38706.0,9333.0,25386.0,92.0,0.776,0.0,0.0,1.0,0.0,0.03,0.3,,,,,1099795937837.4297,16,1.0,99.0,1.4e-05,5.7e-05,101087.54372727357,16.97844921565635,1.262217,2.573788,1,1,5e-06,6e-06
STX,SHORT,0.5771633156899958,5.7716331568999575,1.76,4.4138,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.0,NEUTRAL,unknown,,,550.0,200.0,0.65,63.4,83457.0,88921.0,1.065,65086.0,27468.0,79824.0,92.3,0.809,0.0,0.0,1.0,0.0,0.24,0.52,,,,,12064.06482152157,24,1.0,0.0009393329105371038,1.6e-05,2.5e-05,202.81446980118363,56819.28983466625,9.278879,40.662409,1,1,0.49635,0.613103
CVNA,SHORT,0.5564114215586294,5.564114215586295,2.11,4.1351,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.6,POSITIVE,unknown,231879341.42,393.71,400.0,200.0,1.6,49.2,265032.0,218681.0,0.825,270454.0,54062.0,159197.0,79.5,0.827,0.0,0.0,1.0,0.0,0.11,1.0,,,,,12.624453839198118,15,1.0,0.1372844358629576,1e-05,1.7e-05,2768.2523358806357,10082.178356489032,2.093746,3.030918,1,1,0.622853,0.661409
LVS,SHORT,0.5373408667120981,5.373408667120981,0.0,3.224,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,55424473520.92749,12,1.0,1.4889698759299352,1.2e-05,1.1e-05,81536.35673289261,18253.415342373115,18.928593,2.92536,0,4,0.019461,0.388478
SOXS,SHORT,0.5178637564824028,5.178637564824028,0.0,3.1072,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,1.2776251495939097,2,1.0,2.5552502991878194,0.000274,0.000108,180.91606443765355,70.80169973765675,167.111111,66.444444,0,1,0.0,0.0
