ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
CELC,LONG,0.5658204212295175,5.658204212295175,4.0,4.8091,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm","confirmation_volume, room_to_target, trend_aligned",3.9,POSITIVE,retest_and_confirm,190541.21,95.14,115.0,90.0,20.95,5.34,11904.0,9318.0,0.783,11962.0,1517.0,7743.0,0.6,0.545,0.0,0.75,0.0,1.4,1.63,0.22,False,default,2.5,False,1,1.0,99.0,6e-05,0.0,136276.0700061298,0.0,361.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.9e-05,0.0,0.620292,0.0,0.0,0.0,1.0,0.5658204212295175,0.5658204212295175,n/a,2026-08-26,2026-08-26,False,,,,,
SRRK,LONG,0.5065163738543761,5.065163738543761,7.8,5.7726,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.5,POSITIVE,trend_continuation,742427.3,60.01,75.0,30.0,24.92,50.03,7401.0,4247.0,0.574,4055.0,1739.0,5854.0,7.1,0.512,2.36,0.55,1.0,1.4,1.51,0.99,False,sustained_trend,5.0,False,1,1.0,99.0,0.000162,0.0,2.3545533479147127e-44,0.0,272.727273,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.203258,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-26,2026-08-26,False,60.04,52.84,72.29,1.7,
KOD,LONG,0.5065163738543761,5.065163738543761,4.36,5.3206,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",7.4,NEGATIVE,pullback_to_support,-128898.98,,45.0,15.0,14.42,61.86,11101.0,19426.0,1.75,5899.0,18976.0,5652.0,73.1,1.156,0.0,0.83,0.82,1.4,1.29,0.01,False,default,2.5,False,1,1.0,99.0,0.000387,0.0,1.0634004108153148e-51,0.0,4.896353,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.146037,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-26,2026-08-26,False,,,,,
TRIP,LONG,0.4939974116932272,4.939974116932272,2.66,4.488,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",6.1,NEGATIVE,trend_continuation,-577199.47,9.87,20.0,8.0,102.63,18.95,135501.0,114687.0,0.846,45844.0,2654.0,201690.0,0.3,0.381,0.0,0.09,1.0,1.4,0.07,0.1,False,default,2.5,False,1,1.0,99.0,0.000815,0.0,4.2404811577282146e-48,0.0,1.582064,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.360029,0.0,0.0,0.0,1.0,0.4939974116932272,0.4939974116932272,n/a,2026-08-26,2026-08-26,False,,,,,
EMBJ,LONG,0.4808020881400903,4.808020881400903,6.16,5.312,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.3,POSITIVE,trend_continuation,136028.13,75.3,85.0,75.0,12.93,0.36,13726.0,12769.0,0.93,6027.0,11376.0,9092.0,17.0,0.354,2.54,0.84,0.59,1.4,0.5,0.29,False,sustained_trend,5.0,False,1,0.7,99.0,1.2e-05,0.0,1.5338073503364494e-21,0.0,4.38587,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.555385,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-08-26,2026-08-26,False,,,,,
ESLT,LONG,0.4469068381596968,4.469068381596967,0.0,2.6814,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,1.7e-05,1.8e-05,9.430775643427984e-22,3.1342086516966063e-31,20.666667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.545522,0.701915,0.0,0.0,,,,,,,False,,,,,40.0
EWJ,LONG,0.4372826230847189,4.372826230847188,6.0,5.2664,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.4,NEGATIVE,ema_pullback,-608867.47,,100.0,89.0,4.79,6.74,43938.0,71345.0,1.624,59674.0,13413.0,42196.0,27.3,0.216,1.51,0.92,0.82,1.2,1.52,0.03,False,default,2.5,False,1,0.7,99.0,1.9e-05,0.0,278818.2202891248,0.0,8.635579,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.243068,0.0,0.0,0.0,1.0,0.4372826230847189,0.4372826230847189,n/a,2026-08-26,2026-08-26,False,,,,,
DASH,LONG,0.41790075290192397,4.179007529019239,7.78,5.3235,poor_rr (0.5:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.5,POSITIVE,trend_continuation,21343971.15,,250.0,150.0,5.52,36.69,130006.0,72179.0,0.555,75821.0,39566.0,86798.0,10.4,0.388,2.66,0.47,1.0,1.4,1.86,0.39,False,sustained_trend,5.0,False,4,1.0,99.0,3.4e-05,3e-06,0.0009463760532812802,3.7944385132286913e-10,56.515568,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.263561,0.626534,0.0,0.0,1.0,0.41790075290192397,0.41790075290192397,n/a,2026-08-26,2026-08-26,False,236.93,208.5,250.0,0.46,
SMTC,LONG,0.40374334529241035,4.037433452924104,0.0,2.4225,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,1.8671018879766037e-15,0.000126,0.000114,2.744772420168727e-10,220510.6564760049,24.799331,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,3.1e-05,0.47897,0.826102,0.0,0.0,,,,,,,False,,,,,50.923077
PURR,LONG,0.39905329636159537,3.9905329636159537,6.52,4.9713,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,5.1,POSITIVE,trend_continuation,2037687.37,,15.0,7.0,29.76,39.45,343580.0,114667.0,0.334,208215.0,58273.0,191759.0,64.4,1.133,2.65,0.25,0.08,1.4,1.66,0.48,False,sustained_trend,5.0,False,1,1.0,99.0,0.000179,0.0,8650.384082244067,0.0,1019.0,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.811052,0.0,0.0,0.0,1.0,0.39905329636159537,0.39905329636159537,n/a,2026-08-26,2026-08-26,False,,,,,
