ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,source
CMG,SHORT,0.836617599270905,9.658833150007544,9.0,9.3953,33.37,37.37,25.36,21.36,2.0,5,fresh
QQQ,SHORT,0.6333769520732364,6.736590864707206,9.0,7.642,582.06,619.41,507.35,470.0,2.0,5,fresh
IWM,SHORT,0.6196902645035515,6.539800420899336,9.0,7.5239,242.22,268.75,189.15,162.62,2.0,5,fresh
HOOD,SHORT,0.6148298562612908,6.469916317078597,9.0,7.4819,70.89,79.4,53.88,45.37,2.0,5,fresh
LEU,SHORT,0.5441793087688782,5.454085969120935,10.0,7.2725,186.76,209.17,141.94,119.53,2.0,5,fresh
AMAT,LONG,0.569675846590803,5.229748939512537,10.0,7.1378,357.06,314.21,442.75,485.6,2.0,5,fresh
ORCL,SHORT,0.5534708213433673,5.587681543204914,9.0,6.9526,149.68,167.64,113.76,95.8,2.0,5,fresh
