ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
TRIP,LONG,0.676516373854376,6.765163738543761,6.15,6.7476,price_validation_failed,"confirmation_volume, engulfing_at_support, momentum_aligned, not_extended, room_to_target",trend_aligned,7.6,NEUTRAL,unknown,,,20.0,8.0,101.41,19.44,106989.0,100520.0,0.94,37011.0,1803.0,168695.0,44.9,0.538,0.0,0.8,1.0,1.6,1.88,0.87,False,consolidation_break,3.0,False,1,1.0,99.0,0.000567,0.0,350812.5232528735,0.0,23.465863,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000162,0.0,0.499092,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-05-20,2026-05-20,False,
NAMS,LONG,0.6508020881400902,6.508020881400903,0.0,3.9048,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,0.000285,0.000207,550656.8532259839,9.539024324690766e-22,5.298013,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5.7e-05,0.0,0.409477,0.493394,0.0,0.0,,,,,,,False,333.333333
ALHC,LONG,0.6508020881400902,6.508020881400903,3.22,5.7,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.4,NEUTRAL,bounce_and_fail,,,25.0,10.0,50.06,39.98,12610.0,1717.0,0.136,2059.0,14.0,12254.0,32.2,0.481,0.0,0.43,1.0,1.0,0.75,0.04,False,default,2.5,False,1,0.7,99.0,0.000161,0.0,189032.05923534167,0.0,64.655172,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.2e-05,0.0,0.396701,0.0,0.0,0.0,1.0,0.6508020881400902,0.6508020881400902,n/a,2026-05-20,2026-05-20,False,
CBRS,LONG,0.6450671035951225,6.450671035951226,0.0,3.8704,error: Need at least 21 rows to compute support/resistance,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,99.0,0.000127,0.0,84474.72639750886,0.0,85.740385,2,0,0.655623,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,1.4e-05,0.0,0.61754,0.0,0.0,0.0,,,,,,,False,
AS,LONG,0.5512081332407943,5.512081332407943,4.93,5.675,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,7.2,NEUTRAL,retest_and_confirm,,,42.5,30.0,21.99,13.89,49850.0,27792.0,0.558,62952.0,1622.0,13068.0,30.8,0.48,0.0,0.9,0.56,1.4,1.37,0.7,False,default,2.5,False,2,1.0,99.0,6.2e-05,0.0,144141.5254582172,0.0,43.572464,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-06,0.0,0.459276,0.0,0.0,0.0,1.0,0.5512081332407943,0.5512081332407943,n/a,2026-05-20,2026-05-20,False,
RL,LONG,0.5065163738543761,5.065163738543761,5.14,4.9146,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,4.2,NEUTRAL,pullback_to_support,,,370.0,320.0,12.38,2.81,2155.0,3106.0,1.441,2007.0,1577.0,1677.0,94.8,0.458,0.0,0.46,1.0,1.4,1.29,0.99,False,default,2.5,False,1,1.0,99.0,4.5e-05,0.0,5.419062867248571e-06,0.0,27.454545,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.453938,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-20,2026-05-20,False,
XP,LONG,0.5065163738543761,5.065163738543761,4.96,5.0606,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.2,NEUTRAL,bounce_and_fail,,,20.0,16.0,13.06,9.55,185354.0,28493.0,0.154,35717.0,1659.0,176471.0,90.6,0.541,0.0,0.67,1.0,1.0,1.54,0.75,False,default,2.5,False,1,1.0,99.0,0.000111,0.0,2.3382768572842098e-14,0.0,197.159091,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.314454,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-20,2026-05-20,False,
AAOI,LONG,0.4924706546040357,4.924706546040357,5.44,4.8944,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.0,POSITIVE,ema_pullback,2342984.02,164.68,200.0,84.0,21.02,49.17,129640.0,157243.0,1.213,180931.0,13324.0,92628.0,71.3,1.287,1.97,0.9,1.0,1.2,0.18,0.2,False,default,2.5,False,2,1.0,99.0,0.000546,0.0,2371464.60797341,0.0,27.411392,0,0,0.443297,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.00012,0.0,0.346845,0.0,0.0,0.0,1.0,0.4924706546040357,0.4924706546040357,n/a,2026-05-20,2026-05-20,False,
JETS,LONG,0.4708930999002244,4.708930999002244,5.65,5.0695,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,5.1,NEGATIVE,ema_pullback,-4791156.17,,27.0,26.0,2.12,1.66,77448.0,202824.0,2.619,157678.0,2855.0,119739.0,75.9,0.427,0.0,0.82,1.0,1.2,1.83,0.8,False,default,2.5,False,1,1.0,99.0,0.000944,0.0,0.037099274995478874,0.0,1.66299,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.407533,0.0,0.0,0.0,1.0,0.4708930999002244,0.4708930999002244,n/a,2026-05-20,2026-05-20,False,
POET,LONG,0.41953851580749946,4.195385158074995,6.17,4.9287,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,4.9,POSITIVE,retest_and_confirm,6040941.31,14.77,17.0,8.0,15.02,45.87,1224554.0,396019.0,0.323,465140.0,502843.0,652590.0,98.3,1.681,2.38,0.78,0.83,1.4,0.66,0.12,False,sustained_trend,5.0,False,2,1.0,99.0,0.000664,0.0,15084.820851658724,0.0,370.814584,1,0,0.472251,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-05,0.0,0.547903,0.0,0.0,0.0,1.0,0.41953851580749946,0.41953851580749946,n/a,2026-05-20,2026-05-20,False,
