ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
COPX,LONG,0.6006060966048843,6.006060966048842,1.77,5.474,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",9.7,NEGATIVE,unknown,-906666.7,78.33,100.0,75.0,27.66,4.26,252014.0,81518.0,0.323,42571.0,123476.0,167485.0,41.5,0.465,0.0,0.32,1.0,0.0,0.1,0.35,False,default,2.5,False,1,1.0,99.0,0.001122,0.0,2232560.782529497,0.0,4.79854,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000119,0.0,0.120091,0.0,0.0,0.0,1.0,0.6006060966048843,0.6006060966048843,n/a,2026-06-10,2026-06-10,False,,,,,
CSX,LONG,0.5065163738543761,5.065163738543761,5.18,4.2866,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",1.0,POSITIVE,ema_pullback,16136523.37,46.88,47.5,32.5,1.3,30.69,147053.0,110452.0,0.751,111046.0,30123.0,116336.0,76.0,0.277,1.97,0.67,0.09,1.2,1.22,0.03,False,default,2.5,False,1,1.0,99.0,4.3e-05,0.0,8.842191305758038e-22,0.0,1.042394,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.399919,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-10,2026-06-10,False,,,,,
MRVL,LONG,0.4735473682745591,4.735473682745591,4.95,5.0127,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","continuation_pattern, momentum_aligned",5.8,NEGATIVE,unknown,-5804222.55,257.87,300.0,130.0,16.55,49.5,959421.0,1031635.0,1.075,897303.0,375830.0,717923.0,96.7,1.013,2.72,0.63,0.82,0.0,0.35,0.43,False,default,2.5,False,8,1.0,99.0,6.7e-05,0.0,9237.891416552078,0.0,24.079355,5,0,0.072914,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.188037,0.0,0.0,0.0,1.0,0.4735473682745591,0.4735473682745591,n/a,2026-06-10,2026-06-10,False,,,,,
CASY,LONG,0.4685778589417406,4.6857785894174055,7.59,5.4599,poor_rr (0.2:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.2,NEUTRAL,flag_breakout,,,900.0,540.0,2.79,38.32,3556.0,4536.0,1.276,4038.0,2494.0,1560.0,71.7,0.377,2.03,0.16,1.0,1.6,1.81,1.0,False,consolidation_break,3.0,False,1,1.0,99.0,2.4e-05,0.0,493499.30131602177,0.0,1.684211,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.3e-05,0.0,0.765052,0.0,0.0,0.0,1.0,0.4685778589417406,0.4685778589417406,n/a,2026-06-10,2026-06-10,False,875.54,770.48,900.0,0.23,
SMCI,LONG,0.4656550670215502,4.656550670215502,2.59,4.3253,price_validation_failed,"confirmation_volume, ema_pullback, not_extended","momentum_aligned, room_to_target, trend_aligned",6.1,NEGATIVE,ema_pullback,-1972878.39,33.24,50.0,10.0,50.63,69.87,1290954.0,1122503.0,0.87,709012.0,345370.0,1359075.0,90.3,0.879,0.0,0.37,0.0,1.2,0.03,1.0,False,default,2.5,False,1,1.0,99.0,6.7e-05,0.0,1158524.7593911595,0.0,4.146552,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-05,0.0,0.633424,0.0,0.0,0.0,1.0,0.4656550670215502,0.4656550670215502,n/a,2026-06-10,2026-06-10,False,,,,,
AEHR,LONG,0.44771457017426625,4.477145701742662,5.46,4.4166,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,2.7,NEUTRAL,ema_pullback,,,95.0,7.5,0.26,92.08,60006.0,57261.0,0.954,40118.0,4598.0,72551.0,98.1,1.422,1.74,0.9,0.66,1.2,0.58,0.38,False,default,2.5,False,1,1.0,99.0,0.000192,0.0,474444.69035467895,0.0,323.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6.4e-05,0.0,0.401189,0.0,0.0,0.0,1.0,0.44771457017426625,0.44771457017426625,n/a,2026-06-10,2026-06-10,False,,,,,
QUBT,LONG,0.43716065610685345,4.371606561068535,3.51,4.6388,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.0,POSITIVE,ema_pullback,610054.89,9.78,16.0,8.0,63.93,18.03,303455.0,164089.0,0.541,123066.0,163283.0,181195.0,47.9,0.978,0.0,0.67,1.0,1.2,0.59,0.05,False,default,2.5,False,3,1.0,99.0,0.000923,0.000308,1.2358856412426123e-05,2.9654944717354126e-09,63.91704,0,0,0.353233,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.069842,0.006823,0.0,0.0,1.0,0.43716065610685345,0.43716065610685345,n/a,2026-06-10,2026-06-10,False,,,,,174.820513
IBM,LONG,0.3969042580753785,3.969042580753785,0.0,2.3814,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,7,1.0,1.454685888621298,6e-06,6e-06,0.007440923348646561,0.012787852358454537,10.787845,1,0,0.434595,0.006646,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.500504,0.503496,0.0,0.0,,,,,,,False,,,,,2.904453
AAPL,LONG,0.396584302282566,3.96584302282566,5.72,4.7189,price_validation_failed,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.1,POSITIVE,retest_and_confirm,951137623.19,292.73,300.0,250.0,2.54,14.55,3209586.0,2195436.0,0.684,1631223.0,1090803.0,2682996.0,41.5,0.247,2.13,0.55,1.0,1.4,0.35,0.28,False,default,2.5,False,11,1.0,3.930625263624513e-08,1e-06,1e-06,1.237713398023691e-11,0.00026240808077830033,33.360396,3,0,0.507711,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.528441,0.543557,0.0,0.0,1.0,0.396584302282566,0.396584302282566,n/a,2026-06-10,2026-06-10,False,,,,,60.183138
TXN,LONG,0.3852532612113289,3.852532612113289,5.69,4.8733,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.2,NEGATIVE,ema_pullback,-18537179.39,,360.0,260.0,26.47,8.66,141963.0,125957.0,0.887,108524.0,47418.0,111978.0,100.0,0.519,2.08,0.67,1.0,1.2,0.59,0.15,False,default,2.5,False,5,1.0,99.0,1e-05,0.0,0.0005349721897324358,0.0,4.183905,0,0,0.40453,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.697626,0.0,0.0,0.0,1.0,0.3852532612113289,0.3852532612113289,n/a,2026-06-10,2026-06-10,False,,,,,
